Name,Simbad_Identifier,Loc,System,RA_hms,DEC_dms,RA_deg,DEC_deg,Teff,e_Teff_stat,e_Teff,logg,e_logg_stat,e_logg,Vmic,e_Vmic_stat,e_Vmic,M/H,e_M/H_stat,e_M/H,
HD 160617,HD 160617,,,17:42:49.3234,-40:19:15.504,265.70551427042085,-40.320973287404726,5950,46,200,3.90,0.18,0.35,1.3,0.06,0.35,-1.78,0.09,0.2
