Name,Simbad_Identifier,System,Refernce,RA_hms,DEC_dms,Bmag,Vmag,Jmag,Hmag,Kmag,E(B-V),BC_V,Vel,e_Vel,Teff,e_Teff,logg,e_logg,Vmic,e_Vmic,Fe/H,e_Fe/H
J2050-6613,Gaia DR3 642537910613093337,Atari,Mardini+2024,20:50:01.95,-66:13:29.75,13.781,13.119,11.601,11.159,11.083,0.0396,-0.54,197.32,2.04,5000,100,1.80,0.30,1.39,0.30,-4.05,0.20
