# Mean Abundances gathered from Table 5 through Table 20 (16 stars)
Name,Ion,N_lines,l_logepsX,logepsX,l_[X/H],[X/H],l_[X/Fe],[X/Fe],e_stat,e_logepsX,e_neutrals,e_ions
CS 22958-042,Ho II,1,<,-0.55,,,<,1.96,,,,
CS 22958-042,Ir I,0,,,,,,,,,,
CS 22958-042,K I,0,,,,,,,,,,
CS 22958-042,La II,3,<,-0.69,,,<,1.20,,,,
CS 22958-042,Li I,1,<,1.33,,,,,,,,
CS 22958-042,Mg I,3,,4.95,,,,0.74,0.05,0.23,0.08,0.23
CS 22958-042,Mn I,1,,1.76,,,,-0.27,0.07,0.20,0.10,0.22
CS 22958-042,Mn II,0,,,,,,,,,,
CS 22958-042,Mo I,1,<,1.27,,,<,2.79,,,,
CS 22958-042,C-N,1,,7.09,,,,2.25,0.20,0.28,0.23,0.25
CS 22958-042,Na I,2,<,4.73,,,<,1.89,,,,
CS 22958-042,Nb II,1,<,1.71,,,<,3.24,,,,
CS 22958-042,Nd II,0,,,,,,,,,,
CS 22958-042,Ni I,0,,,,,,,,,,
CS 22958-042,O I,0,,,,,,,,,,
CS 22958-042,Pb I,1,<,2.01,,,<,3.37,,,,
CS 22958-042,Pr II,0,,,,,,,,,,
CS 22958-042,Rb I,0,,,,,,,,,,
CS 22958-042,Ru I,0,,,,,,,,,,
CS 22958-042,Sc II,0,,,,,,,,,,
CS 22958-042,Si I,0,,,,,,,,,,
CS 22958-042,Sm II,0,,,,,,,,,,
CS 22958-042,Sn I,0,,,,,,,,,,
CS 22958-042,Sr II,2,,-0.45,,,,-0.33,0.04,0.14,0.20,0.13
CS 22958-042,Tb II,0,,,,,,,,,,
CS 22958-042,Tc I,1,<,2.40,,,,,,,,
CS 22958-042,Th II,0,,,,,,,,,,
CS 22958-042,Ti I,0,,,,,,,,,,
CS 22958-042,Ti II,5,,1.92,,,,-0.04,0.06,0.14,0.20,0.12
CS 22958-042,Tm II,1,<,0.44,,,<,3.33,,,,
CS 22958-042,V I,0,,,,,,,,,,
CS 22958-042,V II,0,,,,,,,,,,
CS 22958-042,Y II,0,,,,,,,,,,
CS 22958-042,Yb II,1,<,-0.37,,,<,1.70,,,,
CS 22958-042,Zn I,0,,,,,,,,,,
CS 22958-042,Zr II,0,,,,,,,,,,
CS 22960-064,Al I,1,,3.81,,,,0.13,0.08,0.25,0.18,0.22
CS 22960-064,Ba II,4,,-0.80,,,,-0.20,0.06,0.15,0.17,0.09
CS 22960-064,C-H,1,,5.80,,,,0.14,0.15,0.25,0.19,0.19
CS 22960-064,Ca I,12,,4.02,,,,0.45,0.11,0.17,0.12,0.20
CS 22960-064,Ce II,2,,-1.17,,,,0.02,0.25,0.29,0.30,0.26
CS 22960-064,Co I,7,,2.21,,,,-0.01,0.14,0.22,0.16,0.24
CS 22960-064,Cr I,9,,2.70,,,,-0.17,0.05,0.14,0.08,0.18
CS 22960-064,Cr II,2,,3.01,,,,0.14,0.08,0.16,0.19,0.11
CS 22960-064,Cu I,1,<,1.48,,,<,0.06,,,,
CS 22960-064,Dy II,2,,-1.07,,,,0.60,0.10,0.17,0.20,0.12
CS 22960-064,Er II,1,,-1.46,,,,0.39,0.18,0.23,0.25,0.20
CS 22960-064,Eu II,4,,-1.91,,,,0.35,0.08,0.16,0.19,0.11
CS 22960-064,Fe I,102,,4.73,,-2.77,,,0.05,0.14,0.00,0.00
CS 22960-064,Fe II,12,,4.73,,-2.77,,,0.07,0.15,0.00,0.00
CS 22960-064,Ga I,0,,,,,,,,,,
CS 22960-064,Gd II,2,<,-0.69,,,<,1.01,,,,
CS 22960-064,Hf II,1,<,-0.60,,,<,1.32,,,,
CS 22960-064,Ho II,0,,,,,,,,,,
CS 22960-064,Ir I,0,,,,,,,,,,
CS 22960-064,K I,1,,2.62,,,,0.36,0.12,0.18,0.14,0.21
CS 22960-064,La II,4,,-1.52,,,,0.15,0.15,0.20,0.22,0.16
CS 22960-064,Li I,1,<,0.86,,,,,,,,
CS 22960-064,Mg I,5,,5.27,,,,0.44,0.05,0.15,0.08,0.17
CS 22960-064,Mn I,4,,2.28,,,,-0.37,0.06,0.15,0.08,0.18
CS 22960-064,Mn II,5,,2.24,,,,-0.41,0.15,0.21,0.22,0.17
CS 22960-064,Mo I,1,<,0.10,,,<,0.99,,,,
CS 22960-064,N-H,1,,6.41,,,,1.35,0.30,0.36,0.32,0.32
CS 22960-064,Na I,2,,3.80,,,,0.33,0.10,0.30,0.24,0.29
CS 22960-064,Nb II,1,<,0.69,,,<,2.00,,,,
CS 22960-064,Nd II,1,,-1.25,,,,0.10,0.10,0.17,0.20,0.12
CS 22960-064,Ni I,10,,3.57,,,,0.12,0.13,0.20,0.15,0.22
CS 22960-064,O I,3,<,6.85,,,<,0.93,,,,
CS 22960-064,Pb I,1,<,0.78,,,<,1.51,,,,
CS 22960-064,Pr II,1,<,-1.20,,,<,0.85,,,,
CS 22960-064,Rb I,1,<,2.29,,,<,2.54,,,,
CS 22960-064,Ru I,0,,,,,,,,,,
CS 22960-064,Sc II,6,,0.37,,,,-0.01,0.06,0.15,0.18,0.09
CS 22960-064,Si I,0,,,,,,,,,,
CS 22960-064,Sm II,1,,-1.50,,,,0.31,0.17,0.22,0.24,0.18
CS 22960-064,Sn I,1,<,1.34,,,<,2.04,,,,
CS 22960-064,Sr II,2,,0.34,,,,0.25,0.04,0.24,0.23,0.25
CS 22960-064,Tb II,3,<,-1.30,,,<,1.17,,,,
CS 22960-064,Tc I,1,<,0.42,,,,,,,,
CS 22960-064,Th II,0,,,,,,,,,,
CS 22960-064,Ti I,18,,2.41,,,,0.23,0.06,0.14,0.08,0.18
CS 22960-064,Ti II,26,,2.45,,,,0.28,0.06,0.15,0.17,0.09
CS 22960-064,Tm II,0,,,,,,,,,,
CS 22960-064,V I,1,,1.01,,,,-0.15,0.12,0.18,0.13,0.21
CS 22960-064,V II,2,,1.21,,,,0.05,0.20,0.25,0.26,0.21
CS 22960-064,Y II,4,,-0.74,,,,-0.18,0.10,0.17,0.19,0.12
CS 22960-064,Yb II,1,,-1.57,,,,0.28,0.12,0.18,0.20,0.13
CS 22960-064,Zn I,2,,2.19,,,,0.40,0.06,0.14,0.08,0.18
CS 22960-064,Zr II,3,,0.16,,,,0.35,0.06,0.15,0.18,0.09
CS 29498-043,Al I,1,,3.33,,,,0.75,0.08,0.25,0.19,0.23
CS 29498-043,Ba II,2,,-2.18,,,,-0.51,0.05,0.15,0.17,0.11
CS 29498-043,C-H,1,,7.31,,,,2.72,0.15,0.25,0.19,0.20
CS 29498-043,Ca I,9,,3.00,,,,0.54,0.11,0.17,0.13,0.21
CS 29498-043,Ce II,1,<,-2.13,,,<,0.14,,,,
CS 29498-043,Co I,2,,0.86,,,,-0.26,0.11,0.18,0.13,0.21
CS 29498-043,Cr I,4,,1.48,,,,-0.29,0.08,0.15,0.10,0.19
CS 29498-043,Cr II,0,,,,,,,,,,
CS 29498-043,Cu I,0,,,,,,,,,,
CS 29498-043,Dy II,1,<,-1.75,,,<,1.00,,,,
CS 29498-043,Er II,1,<,-1.88,,,<,1.05,,,,
CS 29498-043,Eu II,1,<,-3.12,,,<,0.21,,,,
CS 29498-043,Fe I,74,,3.63,,-3.87,,,0.06,0.15,0.00,0.00
CS 29498-043,Fe II,6,,3.65,,-3.85,,,0.08,0.16,0.00,0.00
CS 29498-043,Ga I,0,,,,,,,,,,
CS 29498-043,Gd II,0,,,,,,,,,,
CS 29498-043,Hf II,1,<,-1.56,,,<,1.44,,,,
CS 29498-043,Ho II,0,,,,,,,,,,
CS 29498-043,Ir I,0,,,,,,,,,,
CS 29498-043,K I,2,,1.61,,,,0.46,0.14,0.19,0.16,0.23
CS 29498-043,La II,1,<,-3.02,,,<,-0.27,,,,
CS 29498-043,Li I,1,<,-0.05,,,,,,,,
CS 29498-043,Mg I,5,,5.51,,,,1.78,0.05,0.18,0.11,0.18
CS 29498-043,Mn I,1,,1.11,,,,-0.45,0.11,0.17,0.13,0.21
CS 29498-043,Mn II,0,,,,,,,,,,
CS 29498-043,Mo I,0,,,,,,,,,,
CS 29498-043,N-H,1,,5.70,,,,1.71,0.30,0.36,0.32,0.33
CS 29498-043,Na I,4,,3.40,,,,1.03,0.17,0.23,0.19,0.25
CS 29498-043,Nb II,0,,,,,,,,,,
CS 29498-043,Nd II,2,<,-1.75,,,<,0.68,,,,
CS 29498-043,Ni I,3,,2.30,,,,-0.04,0.13,0.19,0.15,0.22
CS 29498-043,O I,3,,7.19,,,,2.37,0.08,0.15,0.10,0.19
CS 29498-043,Pb I,1,<,0.67,,,<,2.50,,,,
CS 29498-043,Pr II,1,<,-2.21,,,<,0.92,,,,
CS 29498-043,Rb I,1,<,1.31,,,<,2.66,,,,
CS 29498-043,Ru I,0,,,,,,,,,,
CS 29498-043,Sc II,3,,-0.77,,,,-0.07,0.10,0.17,0.19,0.13
CS 29498-043,Si I,1,,4.72,,,,1.08,0.25,0.28,0.26,0.31
CS 29498-043,Sm II,1,<,-2.03,,,<,0.86,,,,
CS 29498-043,Sn I,0,,,,,,,,,,
CS 29498-043,Sr II,1,,-0.90,,,,0.08,0.04,0.24,0.24,0.26
CS 29498-043,Tb II,2,<,-2.07,,,<,1.48,,,,
CS 29498-043,Tc I,0,,,,,,,,,,
CS 29498-043,Th II,0,,,,,,,,,,
CS 29498-043,Ti I,9,,1.18,,,,0.10,0.07,0.15,0.09,0.19
CS 29498-043,Ti II,13,,1.38,,,,0.27,0.06,0.15,0.17,0.11
CS 29498-043,Tm II,1,<,-1.75,,,<,2.00,,,,
CS 29498-043,V I,0,,,,,,,,,,
CS 29498-043,V II,0,,,,,,,,,,
CS 29498-043,Y II,2,,-1.90,,,,-0.26,0.13,0.19,0.21,0.15
CS 29498-043,Yb II,1,<,-3.40,,,<,-0.47,,,,
CS 29498-043,Zn I,2,,1.24,,,,0.56,0.11,0.17,0.13,0.21
CS 29498-043,Zr II,0,,,,,,,,,,
CS 29502-092,Al I,1,,2.55,,,,-0.60,0.09,0.29,0.24,0.30
CS 29502-092,Ba II,2,,-2.48,,,,-1.46,0.09,0.17,0.19,0.12
CS 29502-092,C-H,1,,6.19,,,,0.96,0.15,0.25,0.19,0.29
CS 29502-092,Ca I,10,,3.41,,,,0.37,0.11,0.17,0.13,0.20
CS 29502-092,Ce II,5,<,-1.44,,,<,0.18,,,,
CS 29502-092,Co I,5,,1.73,,,,0.04,0.15,0.21,0.17,0.24
CS 29502-092,Cr I,8,,2.19,,,,-0.15,0.07,0.15,0.09,0.18
CS 29502-092,Cr II,2,,2.65,,,,0.21,0.10,0.17,0.19,0.12
CS 29502-092,Cu I,0,,,,,,,,,,
CS 29502-092,Dy II,2,<,-1.60,,,<,0.50,,,,
CS 29502-092,Er II,2,<,-1.70,,,<,0.58,,,,
CS 29502-092,Eu II,1,<,-2.67,,,<,0.01,,,,
CS 29502-092,Fe I,90,,4.20,,-3.30,,,0.06,0.15,0.00,0.00
CS 29502-092,Fe II,9,,4.30,,-3.20,,,0.07,0.15,0.00,0.00
CS 29502-092,Ga I,0,,,,,,,,,,
CS 29502-092,Gd II,2,<,-1.04,,,<,1.09,,,,
CS 29502-092,Hf II,2,<,-0.78,,,<,1.57,,,,
CS 29502-092,Ho II,1,<,-1.83,,,<,0.89,,,,
CS 29502-092,Ir I,1,<,-0.14,,,<,1.78,,,,
CS 29502-092,K I,1,,1.99,,,,0.26,0.15,0.20,0.16,0.22
CS 29502-092,La II,0,,,,,,,,,,
CS 29502-092,Li I,1,<,0.45,,,,,,,,
CS 29502-092,Mg I,8,,4.80,,,,0.51,0.05,0.16,0.09,0.18
CS 29502-092,Mn I,2,,2.11,,,,-0.02,0.06,0.14,0.08,0.18
CS 29502-092,Mn II,2,,1.73,,,,-0.50,0.15,0.21,0.23,0.17
CS 29502-092,Mo I,1,<,0.07,,,<,1.49,,,,
CS 29502-092,N-H,1,,5.63,,,,1.00,0.30,0.36,0.32,0.32
CS 29502-092,Na I,1,,2.92,,,,-0.02,0.10,0.27,0.22,0.29
CS 29502-092,Nb II,1,<,0.52,,,<,2.26,,,,
CS 29502-092,Nd II,5,<,-1.61,,,<,0.17,,,,
CS 29502-092,Ni I,7,,3.21,,,,0.29,0.13,0.20,0.15,0.23
CS 29502-092,O I,3,,6.52,,,,1.13,0.16,0.20,0.17,0.23
CS 29502-092,Pb I,1,<,0.60,,,<,1.86,,,,
CS 29502-092,Pr II,1,<,-1.75,,,<,0.73,,,,
CS 29502-092,Rb I,1,<,1.70,,,<,2.48,,,,
CS 29502-092,Ru I,0,,,,,,,,,,
CS 29502-092,Sc II,3,,-0.14,,,,-0.10,0.06,0.15,0.17,0.09
CS 29502-092,Si I,0,,,,,,,,,,
CS 29502-092,Sm II,2,<,-1.53,,,<,0.71,,,,
CS 29502-092,Sn I,1,<,1.26,,,<,2.49,,,,
CS 29502-092,Sr II,2,,-0.76,,,,-0.44,0.04,0.24,0.24,0.24
CS 29502-092,Tb II,3,<,-1.60,,,<,1.30,,,,
CS 29502-092,Tc I,1,<,0.42,,,,,,,,
CS 29502-092,Th II,0,,,,,,,,,,
CS 29502-092,Ti I,12,,1.82,,,,0.17,0.07,0.15,0.09,0.18
CS 29502-092,Ti II,20,,1.87,,,,0.12,0.06,0.15,0.17,0.10
CS 29502-092,Tm II,2,<,-1.82,,,<,1.28,,,,
CS 29502-092,V I,0,,,,,,,,,,
CS 29502-092,V II,2,,0.72,,,,-0.02,0.22,0.26,0.28,0.23
CS 29502-092,Y II,2,,-1.77,,,,-0.79,0.12,0.19,0.21,0.14
CS 29502-092,Yb II,1,<,-2.54,,,<,-0.26,,,,
CS 29502-092,Zn I,2,,1.70,,,,0.44,0.09,0.16,0.11,0.19
CS 29502-092,Zr II,0,,,,,,,,,,
CS 30314-067,Al I,1,,3.02,,,,-0.12,0.08,0.24,0.16,0.19
CS 30314-067,Ba II,4,,-1.38,,,,-0.55,0.05,0.15,0.17,0.09
CS 30314-067,C-H,1,,5.97,,,,0.55,0.15,0.25,0.19,0.19
CS 30314-067,Ca I,10,,3.48,,,,0.45,0.11,0.17,0.12,0.20
CS 30314-067,Ce II,1,,-2.06,,,,-0.63,0.12,0.18,0.21,0.14
CS 30314-067,Co I,5,,1.13,,,,-0.56,0.15,0.29,0.23,0.29
CS 30314-067,Cr I,9,,2.06,,,,-0.27,0.05,0.14,0.08,0.17
CS 30314-067,Cr II,3,,2.80,,,,0.17,0.08,0.16,0.19,0.10
CS 30314-067,Cu I,1,<,0.27,,,<,-0.61,,,,
CS 30314-067,Dy II,1,<,-2.73,,,<,-0.82,,,,
CS 30314-067,Er II,2,<,-2.40,,,<,-0.31,,,,
CS 30314-067,Eu II,1,,-3.11,,,,-0.62,0.09,0.17,0.19,0.11
CS 30314-067,Fe I,91,,4.19,,-3.31,,,0.06,0.15,0.00,0.00
CS 30314-067,Fe II,8,,4.49,,-3.01,,,0.06,0.15,0.00,0.00
CS 30314-067,Ga I,0,,,,,,,,,,
CS 30314-067,Gd II,1,<,-1.95,,,<,-0.01,,,,
CS 30314-067,Hf II,2,<,-1.57,,,<,0.59,,,,
CS 30314-067,Ho II,0,,,,,,,,,,
CS 30314-067,Ir I,0,,,,,,,,,,
CS 30314-067,K I,2,,2.00,,,,0.28,0.13,0.18,0.14,0.21
CS 30314-067,La II,4,,-2.60,,,,-0.69,0.13,0.19,0.21,0.14
CS 30314-067,Li I,1,<,-0.41,,,,,,,,
CS 30314-067,Mg I,5,,4.85,,,,0.56,0.06,0.16,0.09,0.18
CS 30314-067,Mn I,3,,1.54,,,,-0.58,0.06,0.14,0.08,0.18
CS 30314-067,Mn II,2,,1.45,,,,-0.97,0.14,0.26,0.25,0.24
CS 30314-067,Mo I,0,,,,,,,,,,
CS 30314-067,N-H,1,,6.00,,,,1.18,0.30,0.36,0.32,0.32
CS 30314-067,Na I,0,,,,,,,,,,
CS 30314-067,Nb II,0,,,,,,,,,,
CS 30314-067,Nd II,4,,-2.01,,,,-0.42,0.11,0.18,0.20,0.13
CS 30314-067,Ni I,7,,2.97,,,,0.05,0.13,0.18,0.14,0.21
CS 30314-067,O I,3,,6.49,,,,1.11,0.21,0.25,0.22,0.27
CS 30314-067,Pb I,1,<,0.30,,,<,1.57,,,,
CS 30314-067,Pr II,1,<,-2.25,,,<,0.04,,,,
CS 30314-067,Rb I,1,<,1.22,,,<,2.01,,,,
CS 30314-067,Ru I,0,,,,,,,,,,
CS 30314-067,Sc II,5,,0.01,,,,-0.13,0.05,0.14,0.17,0.08
CS 30314-067,Si I,1,,5.25,,,,1.05,0.16,0.30,0.24,0.30
CS 30314-067,Sm II,1,,-2.55,,,,-0.50,0.12,0.19,0.21,0.14
CS 30314-067,Sn I,0,,,,,,,,,,
CS 30314-067,Sr II,1,,-0.50,,,,-0.36,0.03,0.18,0.17,0.19
CS 30314-067,Tb II,2,<,-2.42,,,<,0.29,,,,
CS 30314-067,Tc I,0,,,,,,,,,,
CS 30314-067,Th II,0,,,,,,,,,,
CS 30314-067,Ti I,18,,1.68,,,,0.04,0.05,0.14,0.08,0.17
CS 30314-067,Ti II,21,,2.21,,,,0.27,0.04,0.14,0.17,0.08
CS 30314-067,Tm II,1,<,-2.06,,,<,0.85,,,,
CS 30314-067,V I,0,,,,,,,,,,
CS 30314-067,V II,2,,0.83,,,,-0.08,0.19,0.23,0.25,0.20
CS 30314-067,Y II,4,,-1.63,,,,-0.83,0.09,0.17,0.19,0.11
CS 30314-067,Yb II,1,,-3.05,,,,-0.96,0.16,0.21,0.23,0.17
CS 30314-067,Zn I,3,,1.88,,,,0.62,0.06,0.14,0.08,0.18
CS 30314-067,Zr II,3,,-0.52,,,,-0.08,0.05,0.15,0.17,0.08
CS 30492-001,Al I,2,,2.96,,,,-0.88,0.09,0.29,0.18,0.28
CS 30492-001,Ba II,2,,-0.62,,,,-0.45,0.07,0.14,0.20,0.10
CS 30492-001,C-H,1,,6.03,,,,-0.05,0.15,0.25,0.19,0.19
CS 30492-001,Ca I,11,,4.16,,,,0.43,0.11,0.22,0.13,0.22
CS 30492-001,Ce II,5,<,-0.02,,,<,0.75,,,,
CS 30492-001,Co I,2,,2.39,,,,0.02,0.12,0.23,0.14,0.23
CS 30492-001,Cr I,4,,2.81,,,,-0.22,0.05,0.22,0.09,0.22
CS 30492-001,Cr II,2,,3.49,,,,0.20,0.08,0.15,0.21,0.11
CS 30492-001,Cu I,0,,,,,,,,,,
CS 30492-001,Dy II,1,<,-0.38,,,<,0.87,,,,
CS 30492-001,Er II,2,<,-0.25,,,<,1.18,,,,
CS 30492-001,Eu II,4,<,-1.26,,,<,0.57,,,,
CS 30492-001,Fe I,93,,4.88,,-2.62,,,0.06,0.21,0.00,0.00
CS 30492-001,Fe II,7,,5.15,,-2.35,,,0.07,0.14,0.00,0.00
CS 30492-001,Ga I,0,,,,,,,,,,
CS 30492-001,Gd II,3,<,0.25,,,<,1.53,,,,
CS 30492-001,Hf II,1,<,0.73,,,<,2.23,,,,
CS 30492-001,Ho II,0,,,,,,,,,,
CS 30492-001,Ir I,0,,,,,,,,,,
CS 30492-001,K I,0,,,,,,,,,,
CS 30492-001,La II,0,,,,,,,,,,
CS 30492-001,Li I,1,,2.02,,,,,0.06,0.20,0.09,0.20
CS 30492-001,Mg I,6,,5.45,,,,0.47,0.05,0.22,0.08,0.21
CS 30492-001,Mn I,4,,2.52,,,,-0.30,0.07,0.21,0.09,0.21
CS 30492-001,Mn II,2,,2.61,,,,-0.47,0.16,0.20,0.25,0.18
CS 30492-001,Mo I,1,<,1.09,,,<,1.83,,,,
CS 30492-001,N-H,1,,6.60,,,,1.12,0.30,0.36,0.32,0.32
CS 30492-001,Na I,1,,3.47,,,,-0.15,0.10,0.27,0.17,0.27
CS 30492-001,Nb II,1,<,1.41,,,<,2.30,,,,
CS 30492-001,Nd II,5,<,-0.06,,,<,0.87,,,,
CS 30492-001,Ni I,5,,3.67,,,,0.06,0.13,0.26,0.16,0.25
CS 30492-001,O I,3,,6.72,,,,0.64,0.10,0.21,0.12,0.22
CS 30492-001,Pb I,1,<,1.71,,,<,2.29,,,,
CS 30492-001,Pr II,1,<,-0.25,,,<,1.38,,,,
CS 30492-001,Rb I,1,<,2.73,,,<,2.83,,,,
CS 30492-001,Ru I,0,,,,,,,,,,
CS 30492-001,Sc II,3,,0.92,,,,0.12,0.05,0.13,0.20,0.09
CS 30492-001,Si I,1,,5.24,,,,0.35,0.16,0.36,0.23,0.31
CS 30492-001,Sm II,2,<,0.03,,,<,1.42,,,,
CS 30492-001,Sn I,0,,,,,,,,,,
CS 30492-001,Sr II,2,,0.49,,,,-0.03,0.04,0.24,0.25,0.24
CS 30492-001,Tb II,0,,,,,,,,,,
CS 30492-001,Tc I,1,<,1.39,,,,,,,,
CS 30492-001,Th II,2,<,-0.33,,,<,1.96,,,,
CS 30492-001,Ti I,6,,2.71,,,,0.38,0.07,0.20,0.09,0.21
CS 30492-001,Ti II,21,,2.89,,,,0.30,0.07,0.14,0.20,0.10
CS 30492-001,Tm II,2,<,-0.53,,,<,1.72,,,,
CS 30492-001,V I,1,<,1.65,,,<,0.34,,,,
CS 30492-001,V II,1,,1.86,,,,0.28,0.20,0.24,0.28,0.22
CS 30492-001,Y II,2,,-0.57,,,,-0.43,0.13,0.18,0.24,0.15
CS 30492-001,Yb II,1,<,-1.12,,,<,0.31,,,,
CS 30492-001,Zn I,2,,2.16,,,,0.22,0.14,0.23,0.15,0.24
CS 30492-001,Zr II,1,,0.30,,,,0.07,0.10,0.16,0.22,0.13
HE 1012-1540,Al I,1,,2.97,,,,0.69,0.09,0.29,0.23,0.33
HE 1012-1540,Ba II,1,,-2.27,,,,-0.69,0.07,0.16,0.19,0.16
HE 1012-1540,C-H,1,,6.66,,,,1.99,0.15,0.25,0.19,0.23
HE 1012-1540,Ca I,4,,3.05,,,,0.88,0.11,0.18,0.14,0.24
HE 1012-1540,Ce II,5,<,-0.71,,,<,1.47,,,,
HE 1012-1540,Co I,2,,1.08,,,,0.26,0.17,0.21,0.19,0.27
HE 1012-1540,Cr I,1,,1.12,,,,-0.35,0.14,0.19,0.15,0.25
HE 1012-1540,Cr II,0,,,,,,,,,,
HE 1012-1540,Cu I,0,,,,,,,,,,
HE 1012-1540,Dy II,3,<,-1.32,,,<,1.34,,,,
HE 1012-1540,Er II,3,<,-1.01,,,<,1.83,,,,
HE 1012-1540,Eu II,4,<,-2.05,,,<,1.19,,,,
HE 1012-1540,Fe I,48,,3.33,,-4.17,,,0.07,0.16,0.00,0.00
HE 1012-1540,Fe II,1,,3.74,,-3.76,,,0.14,0.20,0.00,0.00
HE 1012-1540,Ga I,1,<,0.93,,,<,2.06,,,,
HE 1012-1540,Gd II,2,<,-0.29,,,<,2.40,,,,
HE 1012-1540,Hf II,2,<,-0.25,,,<,2.66,,,,
HE 1012-1540,Ho II,1,<,-1.22,,,<,2.06,,,,
HE 1012-1540,Ir I,0,,,,,,,,,,
HE 1012-1540,K I,1,<,1.87,,,<,1.01,,,,
HE 1012-1540,La II,0,,,,,,,,,,
HE 1012-1540,Li I,1,<,0.75,,,,,,,,
HE 1012-1540,Mg I,3,,5.24,,,,1.80,0.05,0.15,0.09,0.22
HE 1012-1540,Mn I,1,,0.74,,,,-0.52,0.08,0.15,0.11,0.22
HE 1012-1540,Mn II,0,,,,,,,,,,
HE 1012-1540,Mo I,1,<,0.36,,,<,2.65,,,,
HE 1012-1540,N-H,1,,4.81,,,,0.74,0.30,0.36,0.32,0.35
HE 1012-1540,Na I,2,,3.72,,,,1.65,0.10,0.29,0.23,0.32
HE 1012-1540,Nb II,1,<,0.94,,,<,3.24,,,,
HE 1012-1540,Nd II,4,<,-0.92,,,<,1.42,,,,
HE 1012-1540,Ni I,5,,2.00,,,,-0.06,0.16,0.21,0.17,0.27
HE 1012-1540,O I,2,<,6.70,,,<,2.18,,,,
HE 1012-1540,Pb I,1,<,1.38,,,<,3.51,,,,
HE 1012-1540,Pr II,3,<,-1.32,,,<,1.72,,,,
HE 1012-1540,Rb I,1,<,2.06,,,<,3.71,,,,
HE 1012-1540,Ru I,0,,,,,,,,,,
HE 1012-1540,Sc II,1,<,-0.68,,,<,-0.07,,,,
HE 1012-1540,Si I,0,,,,,,,,,,
HE 1012-1540,Sm II,2,<,-0.79,,,<,2.01,,,,
HE 1012-1540,Sn I,0,,,,,,,,,,
HE 1012-1540,Sr II,2,,-1.69,,,,-0.80,0.05,0.15,0.18,0.15
HE 1012-1540,Tb II,2,<,-1.05,,,<,2.41,,,,
HE 1012-1540,Tc I,0,,,,,,,,,,
HE 1012-1540,Th II,0,,,,,,,,,,
HE 1012-1540,Ti I,0,,,,,,,,,,
HE 1012-1540,Ti II,5,,0.58,,,,-0.61,0.10,0.17,0.20,0.17
HE 1012-1540,Tm II,2,<,-1.32,,,<,2.34,,,,
HE 1012-1540,V I,0,,,,,,,,,,
HE 1012-1540,V II,2,<,1.30,,,<,1.13,,,,
HE 1012-1540,Y II,6,<,-1.63,,,<,-0.08,,,,
HE 1012-1540,Yb II,1,<,-1.60,,,<,1.24,,,,
HE 1012-1540,Zn I,3,<,1.90,,,<,1.51,,,,
HE 1012-1540,Zr II,2,<,-0.28,,,<,0.90,,,,
