Found,JINA_ID,Query_ID,RA_input,DEC_input,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,H,I,B,V,K,J,U,R,plx_value,pmdec,pmra,rvz_nature,rvz_qual,otype,sp_type,sp_bibcode,sp_qual
True,,2MJ1325-1747,13:25:45.54,-17:47:54.7,BD-17  3845,201.43973985457,-17.798576489160002,0.0137,0.0103,90,O,2020yCat.1350....0G,8.208999633789062,,11.84000015258789,10.989999771118164,8.098999977111816,8.755999565124512,,,0.3619,-15.703,-27.879,s,A,Pe*,,,
True,,J1326-1525,13:26:04.51,-15:25:02.1,UCAC4 373-066758,201.51880136883,-15.417218868159997,0.0187,0.0122,90,O,2020yCat.1350....0G,8.949000358581543,,12.458999633789062,11.461000442504883,8.852999687194824,9.541999816894531,,11.33899974822998,0.3257,-6.362,-8.035,s,A,Pe*,,,
True,,J1328-1731,13:28:46.94,-17:31:36.4,BD-16  3670,202.19557089916998,-17.52679279061,0.0131,0.0082,90,O,2020yCat.1350....0G,8.25100040435791,,12.012999534606934,10.930000305175781,8.178000450134277,8.84000015258789,,,0.3383,-7.699,-9.485,s,A,Pe*,,,
True,,J1333-2623,13:33:52.82,-26:23:53.9,TYC 6722-1134-1,203.47009943121998,-26.398336698389997,0.0132,0.0097,90,O,2020yCat.1350....0G,8.916000366210938,10.04699993133545,11.852999687194824,11.071999549865723,8.833000183105469,9.387999534606934,,10.630000114440918,0.8536,-21.029,-76.223,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1335-0110,13:35:13.92,- 1:10:51.6,TYC 4966-911-1,203.80848729066,-1.18120415812,0.0197,0.014,90,O,2020yCat.1350....0G,9.343999862670898,,12.916999816894531,11.932000160217285,9.234999656677246,9.904999732971191,,,0.1861,-10.417,4.925,s,A,Pe*,,,
True,,J1337-0826,13:37:48.96,- 8:26:16.8,UCAC4 408-058576,204.45354513653,-8.438223760919998,0.0193,0.013,90,O,2020yCat.1350....0G,8.640999794006348,10.145999908447266,12.767000198364258,11.505999565124512,8.470000267028809,9.246999740600586,,11.218999862670898,0.1167,-1.965,-7.179,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1339-1257,13:39:31.41,-12:57:20.5,UCAC4 386-062718,204.88089548927996,-12.95566497902,0.0161,0.0119,90,O,2020yCat.1350....0G,9.347000122070312,,13.210000038146973,12.119000434875488,9.241000175476074,9.944999694824219,,11.9399995803833,0.1524,2.576,-9.945,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,2MJ1340-0016,13:40:27.12,- 0:16:04.8,TYC 4967-661-1,205.11342578995996,-0.26755498953,0.0225,0.0148,90,O,2020yCat.1350....0G,9.479000091552734,,13.069999694824219,12.010000228881836,9.348999977111816,10.057999610900879,,11.8100004196167,0.1069,-6.494,-3.919,s,A,Pe*,,,
True,,J1342-0717,13:42:54.0,- 7:17:02.4,UCAC2  29284130,205.72521851559998,-7.283497443989998,0.0129,0.0118,90,O,2020yCat.1350....0G,9.454000473022461,10.829999923706055,13.13599967956543,12.029999732971191,9.303999900817871,10.032999992370605,,11.859999656677246,0.1247,2.506,2.545,s,A,Pe*,,,
True,,2MJ1343-2358,13:43:19.3,-23:58:13.9,TYC 6715-822-1,205.83036710342,-23.970557824880004,0.0171,0.0159,90,O,2020yCat.1350....0G,9.430999755859375,10.369999885559082,12.579999923706055,11.559000015258789,9.29800033569336,9.918000221252441,,11.012999534606934,0.4315,-27.985,-18.599,s,A,Pe*,,,
True,,HD 122563,14:02:31.92,+ 9:41:09.6,HD 122563,210.63268961872998,9.68609566441,0.0249,0.0229,90,O,2020yCat.1350....0G,3.759999990463257,4.789999961853027,7.099999904632568,6.190000057220459,3.7309999465942383,4.329999923706055,7.46999979019165,5.369999885559082,3.0991,-70.415,-189.539,s,A,Pe*,G8:III:Fe-5,1989ApJS...71..245K,D
True,,J1403-3214,14:03:08.59,-32:14:01.3,CD-31 10860,210.78583743704,-32.23372379548,0.0158,0.0181,90,O,2020yCat.1350....0G,8.262999534606934,9.942999839782715,12.22700023651123,11.038000106811523,8.097999572753906,8.826000213623047,,10.600000381469727,0.2579,-7.015,-20.658,s,A,Pe*,K1:wl,1984AJ.....89.1897S,E
True,,2MJ1404+0011,14:04:37.68,+ 0:11:13.2,MGC 55215,211.15679989267997,0.18657995999,0.0161,0.0136,90,O,2020yCat.1350....0G,10.194000244140625,,14.149999618530273,,10.083999633789062,10.777000427246094,,,0.1297,-1.856,-11.923,s,B,*,,,
True,,J1410-0343,14:10:15.84,- 3:43:55.2,UCAC2  30544966,212.56617068548996,-3.73202996919,0.0145,0.0113,90,O,2020yCat.1350....0G,10.104000091552734,11.109999656677246,12.791000366210938,12.07800006866455,10.038999557495117,10.57699966430664,,12.0600004196167,0.8123,-29.516,1.513,s,B,*,,,
True,,J1416-2422,14:16:40.84,-24:21:59.9,TYC 6731-975-1,214.17016304413997,-24.36668046224,0.0169,0.0132,90,O,2020yCat.1350....0G,8.194000244140625,9.684000015258789,11.91100025177002,10.873000144958496,8.053999900817871,8.753999710083008,,10.380000114440918,0.3435,-5.705,-12.617,s,A,Pe*,,,
True,,J1418-2842,14:18:08.68,-28:42:07.7,TYC 6743-555-1,214.53615059723998,-28.70215832093,0.017,0.0144,90,O,2020yCat.1350....0G,8.286999702453613,9.664999961853027,11.666999816894531,10.713000297546387,8.138999938964844,8.821999549865723,,10.100000381469727,0.4559,-20.207,-1.289,s,A,Pe*,,,
True,,J1419-0844,14:19:13.92,- 8:44:42.0,TYC 5562-149-1,214.80813946465,-8.744748087450002,0.0227,0.0199,90,O,2020yCat.1350....0G,8.583999633789062,,11.538999557495117,10.769000053405762,8.538999557495117,9.093000411987305,,,0.8339,4.256,-27.416,s,A,SB*,,,
True,,TYC 4995-333-1,14:52:38.64,- 3:54:14.4,TYC 4995-333-1,223.16134621513,-3.90354050555,0.0132,0.0118,90,O,2020yCat.1350....0G,9.317999839782715,10.409000396728516,12.800000190734863,11.430000305175781,9.246999740600586,9.847999572753906,,10.569999694824219,0.3407,-7.23,-3.487,s,A,Pe*,,,
True,,J1500-0613,15:00:24.96,- 6:13:37.2,BD-05  3985,225.10409319011998,-6.227103047069999,0.0143,0.0145,90,O,2020yCat.1350....0G,7.578999996185303,,11.190999984741211,10.220000267028809,7.4710001945495605,8.154000282287598,,,0.579,11.706,-15.691,s,A,*,,,
True,,J1502-0528,15:02:02.88,- 5:28:58.8,TYC 5008-561-1,225.51231639762,-5.48260578525,0.0135,0.0116,90,O,2020yCat.1350....0G,8.529999732971191,,12.354000091552734,11.28499984741211,8.423999786376953,9.190999984741211,,,0.3436,-18.473,-6.648,s,A,*,,,
True,,J1507-0659,15:07:57.12,- 7:00:00.0,TYC 5013-1138-1,226.98746746628,-6.999820586019999,0.0144,0.0133,90,O,2020yCat.1350....0G,8.602999687194824,,12.86299991607666,11.545000076293945,8.416999816894531,9.204999923706055,,,0.149,-1.595,-14.727,s,A,*,,,
True,,J1508-1459,15:08:33.86,-14:59:16.6,UCAC4 376-070815,227.14108865556997,-14.987998396839998,0.0156,0.0127,90,O,2020yCat.1350....0G,8.616999626159668,10.182999610900879,12.664999961853027,11.475000381469727,8.418999671936035,9.201000213623047,,11.239999771118164,0.2601,-0.97,-16.52,s,A,Pe*,,,
True,,J1511+0025,15:11:16.8,+ 0:25:26.4,UCAC2  31876615,227.81970270493,0.42367001252,0.0154,0.0151,90,O,2020yCat.1350....0G,10.706000328063965,10.59000015258789,12.812999725341797,11.774999618530273,9.958999633789062,9.723999977111816,,11.520000457763672,0.1375,-10.916,-13.586,s,A,*,,,
True,,J1516-2122,15:16:08.66,-21:21:59.5,BD-20  4187,229.03610472484996,-21.36656646675,0.0142,0.0118,90,O,2020yCat.1350....0G,7.796000003814697,,12.178999900817871,10.850000381469727,7.656000137329102,8.416999816894531,,,0.255,-9.784,-13.693,s,A,LP?,CEMP,2018AJ....155..256P,C
True,,2MJ1521-0607,15:21:10.32,- 6:07:58.8,TYC 5014-333-1,230.29277749394,-6.13240291214,0.0135,0.011,90,O,2020yCat.1350....0G,8.656000137329102,,11.84000015258789,11.239999771118164,8.555999755859375,9.267000198364258,,,0.4641,-39.71,-10.386,s,A,*,,,
True,,HE 1523-0901,15:26:00.96,- 9:11:38.4,HE 1523-0901,231.50445730520997,-9.19413489994,0.0142,0.014,90,O,2020yCat.1350....0G,8.420999526977539,9.86299991607666,12.369999885559082,11.5,8.35200023651123,9.027000427246094,,10.47599983215332,0.3278,-28.204,-22.685,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1527-2336,15:27:13.54,-23:36:17.7,CD-23 12296,231.80629005633,-23.604960273219998,0.1243,0.0945,90,O,2020yCat.1350....0G,9.371999740600586,,11.309000015258789,10.848999977111816,9.375,9.71399974822998,,,6.5603,-99.412,-229.735,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1534-0857,15:34:21.89,- 8:57:47.3,BD-08  4009,233.59124194942,-8.963135170180001,0.0151,0.0155,90,O,2020yCat.1350....0G,7.563000202178955,,11.048999786376953,10.194000244140625,7.455999851226807,8.156000137329102,,,0.6923,-35.012,-3.295,s,A,*,,,
True,,J1538-1804,15:38:30.85,-18:04:24.2,TYC 6189-285-1,234.62852344195,-18.073414162900004,0.0139,0.011,90,O,2020yCat.1350....0G,8.62399959564209,10.529000282287598,11.725000381469727,10.86400032043457,8.484000205993652,9.128999710083008,,10.579999923706055,0.9972,-38.088,-49.557,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1542-0131,15:42:04.08,- 1:31:19.2,UCAC2  31180608,235.51680898999996,-1.5225657968199997,0.0163,0.0147,90,O,2020yCat.1350....0G,10.661999702453613,10.84000015258789,13.109000205993652,12.081000328063965,9.79699993133545,10.086000442504883,,11.949999809265137,0.286,-19.524,-4.08,s,A,*,,,
True,,J1547-0837,15:47:55.2,- 8:37:12.0,TYC 5597-880-1,236.97987880097003,-8.61952787406,0.0161,0.0093,90,O,2020yCat.1350....0G,7.802999973297119,,12.718000411987305,11.199999809265137,7.618000030517578,8.487000465393066,,,0.1648,-3.972,-8.331,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1554+0021,15:54:27.29,+ 0:21:36.9,TYC  353-223-1,238.61370729099,0.36024192128,0.0114,0.009,90,O,2020yCat.1350....0G,8.878000259399414,,11.420000076293945,10.753999710083008,8.743000030517578,9.244999885559082,,,0.7032,-10.928,-12.061,s,A,Pe*,,,
True,,J1555-0359,15:55:08.16,- 3:59:02.4,BD-03  3845,238.78366232191996,-3.98347519144,0.0648,0.0492,90,O,2020yCat.1350....0G,2.614000082015991,8.390999794006348,12.40999984741211,11.069999694824219,2.2360000610351562,3.811000108718872,,10.229999542236328,1.8077,-13.011,-16.335,s,A,AB*,M6,1975AJ.....80.1011H,D
True,,J1602-1521,16:02:44.99,-15:21:01.7,BD-14  4336,240.68745547856997,-15.35045918079,0.0185,0.0112,90,O,2020yCat.1350....0G,7.914000034332275,,11.223999977111816,10.345000267028809,7.763999938964844,8.39799976348877,,,3.5119,-32.409,-29.068,s,A,Pe*,,,
True,,J1606-0400,16:06:12.72,- 4:00:32.4,TYC 5040-332-1,241.55292033212,-4.009454811340001,0.0162,0.0102,90,O,2020yCat.1350....0G,7.328999996185303,,12.531999588012695,10.942999839782715,7.119999885559082,8.069000244140625,,,0.236,-4.494,-3.368,s,A,SB*,CEMP,2018AJ....155..256P,C
True,,J1606-1632,16:06:42.33,-16:32:45.3,HD 144495,241.67633186690003,-16.54608330132,0.0159,0.011,90,O,2020yCat.1350....0G,6.119999885559082,9.092000007629395,11.213000297546387,9.819999694824219,5.948999881744385,6.841000080108643,,8.970000267028809,0.5627,-22.973,-2.365,s,A,Pe*,F8/G3,1988MSS...C04....0H,E
True,,J1609-0941,16:09:51.12,- 9:41:16.8,BD-09  4312,242.46325270683002,-9.68818438898,0.0142,0.0093,90,O,2020yCat.1350....0G,7.617000102996826,,11.585000038146973,10.48799991607666,7.468999862670898,8.218000411987305,,,0.5866,-28.449,-36.409,s,A,Pe*,,,
True,,J1612-0541,16:12:28.32,- 5:41:42.0,UCAC2  29852445,243.11811113803,-5.695012213570001,0.0147,0.0108,90,O,2020yCat.1350....0G,8.899999618530273,10.6899995803833,13.437999725341797,12.149999618530273,8.743000030517578,9.559000015258789,,12.100000381469727,0.3923,-25.606,0.456,s,A,*,,,
True,,J1612-0848,16:12:28.32,- 8:48:07.2,BD-08  4181,243.11805241393998,-8.802336673329998,0.0145,0.0117,90,O,2020yCat.1350....0G,7.388000011444092,,11.86299991607666,10.571000099182129,7.176000118255615,8.03600025177002,,,0.3874,-5.01,-11.639,s,A,*,,,
True,,J1616-0401,16:16:35.52,- 4:01:15.6,TYC 5042-508-1,244.14841279155996,-4.02087207552,0.0166,0.0127,90,O,2020yCat.1350....0G,8.11400032043457,,12.418999671936035,11.168000221252441,7.915999889373779,8.763999938964844,,,0.3778,-15.636,-3.077,s,A,*,,,
True,,J1618-0630,16:18:42.96,- 6:30:54.0,UCAC2  29474930,244.67930590799,-6.5155178962699996,0.0145,0.0115,90,O,2020yCat.1350....0G,9.661999702453613,10.989999771118164,13.00100040435791,12.133000373840332,9.517000198364258,10.109999656677246,,12.029999732971191,0.4891,-26.824,9.776,s,A,Pe*,,,
True,,J1627-0848,16:27:22.56,- 8:48:36.0,UCAC2  28747667,246.84376205194997,-8.8100637943,0.0119,0.0093,90,O,2020yCat.1350....0G,9.756999969482422,11.399999618530273,13.942999839782715,12.77299976348877,9.628999710083008,10.35200023651123,,12.5600004196167,0.265,-14.701,0.554,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J1628-1014,16:28:56.15,-10:14:57.1,BD-09  4396,247.233897828,-10.24934572026,0.014,0.0093,90,O,2020yCat.1350....0G,7.945000171661377,9.62600040435791,11.42199993133545,10.512999534606934,7.800000190734863,8.47599983215332,,9.960000038146973,1.2688,-20.159,-10.652,s,A,Pe*,,,
True,,J1639-0522,16:39:31.2,- 5:22:51.6,TYC 5057-428-1,249.8794400168,-5.381050882449999,0.0116,0.0067,90,O,2020yCat.1350....0G,7.676000118255615,,12.692000389099121,11.29800033569336,7.506999969482422,8.413000106811523,,,0.4575,-11.093,-27.925,s,A,Pe*,,,
True,,J1645-0429,16:45:51.12,- 4:29:45.6,UCAC2  30389153,251.46317490928,-4.4964750128899995,0.0132,0.0084,90,O,2020yCat.1350....0G,8.479999542236328,10.430000305175781,13.666000366210938,12.20300006866455,8.289999961853027,9.22700023651123,,11.859999656677246,0.1929,-4.896,-2.619,s,A,*,,,
True,,J1811-2126,18:11:46.77,-21:26:09.0,HD 166502,272.94497053278997,-21.43575220842,0.035,0.0293,90,O,2020yCat.1350....0G,6.452000141143799,,10.979000091552734,9.75100040435791,6.276000022888184,7.13700008392334,,9.729000091552734,1.4774,-33.994,-31.481,s,A,*,G6/8,1988MSS...C04....0H,E
True,,J1905-1949,19:05:01.17,-19:49:28.4,BD-20  5391,286.2549063686499,-19.82447239396,0.024,0.0215,90,O,2020yCat.1350....0G,7.498000144958496,,11.234000205993652,10.239999771118164,7.372000217437744,8.074000358581543,,,0.7924,-38.535,-5.859,s,A,Pe*,,,
True,,TYC 6900-414-1,20:04:20.3,-27:01:10.8,TYC 6900-414-1,301.0846774974,-27.01959534933,0.0147,0.0116,90,O,2020yCat.1350....0G,9.02299976348877,,11.845000267028809,10.84000015258789,8.90999984741211,9.486000061035156,,,1.2465,-76.838,-6.908,s,A,PM*,,,
True,,J2038-0023,20:38:43.2,- 0:23:31.2,UCAC2  31779418,309.67993707491,-0.39243383732,0.0109,0.007,90,O,2020yCat.1350....0G,11.038999557495117,11.569999694824219,13.72599983215332,12.730999946594238,10.310999870300293,10.72599983215332,,12.510000228881836,0.1525,-16.294,3.002,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J2005-3057,20:05:06.71,-30:57:44.7,TYC 7440-1195-1,301.27785339703,-30.962385917349994,0.0119,0.0092,90,O,2020yCat.1350....0G,8.196999549865723,,12.477999687194824,11.246000289916992,8.055999755859375,8.807999610900879,,,0.3011,-28.936,2.298,s,A,Pe*,,,
True,,J2010-0826,20:10:27.84,- 8:26:56.4,BD-08  5257,302.615980401,-8.448804649429999,0.013,0.0087,90,O,2020yCat.1350....0G,7.422999858856201,,11.822999954223633,10.522000312805176,7.245999813079834,8.050000190734863,,,0.3155,-7.889,8.807,s,A,*,,,
True,,J2032+0000,20:32:26.16,+ 0:00:14.4,TYC  510-1102-1,308.1087857446099,0.0039202224,0.0113,0.008,90,O,2020yCat.1350....0G,8.07699966430664,,11.949000358581543,10.861000061035156,7.947000026702881,8.666999816894531,,,0.3711,-25.313,6.301,s,A,*,,,
True,,J2036-0714,20:36:22.56,- 7:14:20.4,ATO J309.0942-07.2388,309.09427910274,-7.23884418183,0.0212,0.0115,90,O,2020yCat.1350....0G,8.720000267028809,10.350000381469727,13.460000038146973,11.920000076293945,8.54699993133545,9.381999969482422,,11.680000305175781,0.0473,-2.613,-2.427,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J2038-0252,20:38:59.04,- 2:52:12.0,DENIS J203858.9-025211,309.74555969283,-2.8698762153100006,0.0142,0.0098,90,O,2020yCat.1350....0G,8.67199993133545,10.315999984741211,13.199999809265137,11.79699993133545,8.541000366210938,9.333999633789062,,11.260000228881836,0.126,-2.661,2.877,s,A,LP?,CEMP,2018AJ....155..256P,C
True,,J2054-0033,20:54:23.52,- 0:33:10.8,TYC 5179-42-1,313.59779727278993,-0.55269231026,0.0214,0.0108,90,O,2020yCat.1350....0G,8.496000289916992,,13.043999671936035,11.649999618530273,8.345999717712402,9.130999565124512,,,0.1995,-1.021,-2.609,s,A,Pe*,CEMP,2018AJ....155..256P,C
True,,J2058-0354,20:58:49.2,- 3:54:32.4,TYC 5187-937-1,314.70496081307,-3.9094773197899997,0.0254,0.0134,90,O,2020yCat.1350....0G,9.255999565124512,10.493000030517578,12.326000213623047,11.53600025177002,9.156000137329102,9.767999649047852,,10.890000343322754,0.5445,-26.01,-7.216,s,A,Pe*,,,
True,,J2116-0213,21:16:21.84,- 2:13:40.8,V* AC Aqr,319.09107324024,-2.22832866559,0.0158,0.0125,90,O,2020yCat.1350....0G,7.249000072479248,,11.60099983215332,10.246999740600586,7.038000106811523,7.8480000495910645,,,0.2315,-6.679,-4.439,s,A,LP*,F8,,D
True,,J2151-0543,21:51:36.0,- 5:43:40.8,HD 207785,327.89978727805,-5.72770234099,0.0141,0.0139,90,O,2020yCat.1350....0G,7.409999847412109,,10.902000427246094,9.972999572753906,7.2769999504089355,7.953999996185303,,,0.4475,-33.594,-5.891,s,A,Pe*,Fwp,1999MSS...C05....0H,E
True,,2MJ2256-0719,22:56:25.44,- 7:19:55.2,TYC 5241-786-1,344.1057373166099,-7.332294945339999,0.0213,0.0165,90,O,2020yCat.1350....0G,8.967000007629395,,12.460000038146973,11.6899995803833,8.85099983215332,9.557000160217285,,,0.2514,-11.12,-2.487,s,A,*,,,
True,,J2256-0500,22:56:52.56,- 5:00:07.2,UCAC2  30120023,344.21901984147,-5.00202501896,0.0144,0.0131,90,O,2020yCat.1350....0G,9.480999946594238,10.84000015258789,12.90999984741211,11.9399995803833,9.362000465393066,10.052000045776367,,11.720000267028809,0.2796,-17.984,8.059,s,A,*,,,
True,,J2304+0155,23:04:30.24,+ 1:55:15.6,UCAC2  32471627,346.12596979461,1.9212842685800005,0.0133,0.0115,90,O,2020yCat.1350....0G,10.579999923706055,11.100000381469727,13.164999961853027,12.079000473022461,10.043999671936035,10.277999877929688,,12.010000228881836,0.2305,-4.793,3.042,s,A,Pe*,,,
True,,J2325-0815,23:25:18.96,- 8:15:54.0,UCAC2  29026122,351.3290840782299,-8.264984253020002,0.0159,0.0149,90,O,2020yCat.1350....0G,10.01099967956543,11.029999732971191,12.579999923706055,11.890000343322754,9.92300033569336,10.418999671936035,,11.850000381469727,0.3974,-18.044,11.144,s,A,RG*,,,
True,,BD-02 5957,23:26:52.56,- 1:59:24.0,BD-02  5957,351.71911692886994,-1.9901914742899995,0.0145,0.0125,90,O,2020yCat.1350....0G,8.418000221252441,,12.23799991607666,11.170000076293945,8.307999610900879,9.008000373840332,,10.935999870300293,0.2042,-19.234,-0.04,s,A,SB*,CEMP,2018AJ....155..256P,C
