Name,Simbad_Identifier,System,RA_hms,DEC_dms,Teff,e_Teff,e_logg,logg,M/H,e_M/H,Vmic,e_Vmic
GDR3_526285,2MASS J07153858-7334530,Large Magellanic Cloud,07:15:38.61,-73:34:53.11,4596,65,0.88,0.15,-4.82,0.25,2.27,0.10
