JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,System,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
7443,,ROE10c,Roederer+2010c,HD 8724,HD 8724,,,,,,,,RG,01:26:17.5946,+17:07:35.123,,,,,,9.29,8.34,,,6.299,5.769,5.636,,,-1.91,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,0.25,,,,,,,,,,,,-0.49,,,,,-0.86,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Yelland
7444,,ROE10c,Roederer+2010c,HD 3008,V* CM Cet,,,,,,,,,00:33:14.3108,-10:43:42.728,,,,,,10.66,9.48,8.84,9.06,7.181,6.603,6.417,,,-2.08,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,,,,,,-0.3,,,,,,,,,,,,-0.79,,,,,-1.09,,,,,,,,,,,,,,,,-0.56,,,,,,,,,,Yelland
7445,,ROE10c,Roederer+2010c,HD 6268,HD 6268,,,,,,,,,01:03:18.1716,-27:52:49.953,,,,,,9.725,9.046,8.601,,6.335,5.843,5.714,,,-2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38,,,,,,,,,,,,-1.05,,,,,-1.37,,,,,,,,,,,,,,,,<0.08,,,,,,,,,,Yelland
7446,,ROE10c,Roederer+2010c,HD 6755,HD 6755,,,,,,,,SB,01:09:43.0577,+61:32:50.264,,,,,8.48,8.4,,7.3,,6.197,5.759,5.662,,,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,,0.31,,,,,,,,,,,,-0.29,,,,,-0.5,,,,,,,,,,,,,,,,0.32,,,,,,,,,,Yelland
7447,,ROE10c,Roederer+2010c,HD 6833,HD 6833,,,,,,,,,01:09:52.2648,+54:44:20.278,,,,,8.81,7.91,6.74,,,4.64,3.98,3.86,,,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,3.77,,,,,,,1.22,,,,,,,,,,,,0.34,,,,,0.1,,,,,,,,,,,,,,,,1.69,,,,,,,,,,Yelland
7448,,ROE10c,Roederer+2010c,HD 13979,HD 13979,,,,,,,,,02:15:20.8534,-25:54:54.872,,,,,,9.81,9.18,,,7.645,7.203,7.093,,,-2.92,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,,,,,-1.3,,,,,,,,,,,,-2.3,,,,,-2.59,,,,,,,,,,,,,,,,<0.45,,,,,,,,,,Yelland
7449,,ROE10c,Roederer+2010c,HD 21581,HD 21581,,,,,,,,,03:28:54.4844,-00:25:03.107,,,,,9.75,9.54,8.71,,,6.975,6.547,6.414,,,-1.71,,,,,,,,,,,,,,,,,,,,,,,,,2.99,,,,,,,0.44,,,,,,,,,,,,-0.42,,,,,-0.81,,,,,,,,,,,,,,,,<0.5,,,,,,,,,,Yelland
7450,,ROE10c,Roederer+2010c,HD 23798,HD 23798,,,,,,,,,03:46:45.7220,-30:51:13.333,,,,,,9.35,8.32,,,6.276,5.657,5.517,,,-2.26,,,,,,,,,,,,,,,,,,,,,,,,,2.39,,,,,,,-0.19,,,,,,,,,,,,-1.01,,,,,-1.36,,,,,,,,,,,,,,,,-0.21,,,,,,,,,,Yelland
7451,,ROE10c,Roederer+2010c,HD 25329,HD 25329,,,,,,,,,04:03:14.9979,+35:16:23.805,,,,,9.75,9.37,8.5,7.75,7.23,6.77,6.297,6.195,,,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,0.67,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7452,,ROE10c,Roederer+2010c,HD 25532,HD 25532,,,,,,,,HB,04:04:11.0091,+23:24:27.103,,,,,,8.87,8.24,,,6.688,6.327,,,,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,3.52,,,,,,,1.05,,,,,,,,,,,,-0.13,,,,,-0.64,,,,,,,,,,,,,,,,<1.15,,,,,,,,,,Yelland
7453,,ROE10c,Roederer+2010c,HD 26297,HD 26297,,,,,,,,,04:09:03.4178,-15:53:27.056,,,,,,8.55,7.47,7.09,,5.379,4.853,4.631,,,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,3.07,,,,,,,0.4,,,,,,,,,,,,-0.85,,,,,-1.22,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,Yelland
7454,,ROE10c,Roederer+2010c,HD 29574,V* HP Eri,,,,,,,,,04:38:55.7330,-13:20:48.133,,,,,10.91,9.72,8.33,,,5.726,5.208,4.84,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.67,,,,,,,0.19,,,,,,,,,,,,-0.37,,,,,-0.63,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,Yelland
7455,,ROE10c,Roederer+2010c,HD 37828,HD 37828,,,,,,,,,05:40:54.6448,-11:12:00.189,,,,,,7.988,6.869,,,4.889,4.088,4.064,,,-1.62,,,,,,,,,,,,,,,,,,,,,,,,,3.18,,,,,,,0.7,,,,,,,,,,,,-0.12,,,,,-0.53,,,,,,,,,,,,,,,,0.77,,,,,,,,,,Yelland
7456,,ROE10c,Roederer+2010c,HD 44007,HD 44007,,,,,,,,,06:18:48.5269,-14:50:43.423,,,,,,8.85,8.06,7.69,,6.34,5.806,5.703,,,-1.72,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,,,,,,0.26,,,,,,,,,,,,-0.51,,,,,-0.94,,,,,,,,,,,,,,,,0.31,,,,,,,,,,Yelland
7457,,ROE10c,Roederer+2010c,HD 63791,HD 63791,,,,,,,,,07:54:28.7247,+62:08:10.773,,,,,,8.81,7.9,,,6.051,5.522,5.427,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,,0.23,,,,,,,,,,,,-0.55,,,,,-0.92,,,,,,,,,,,,,,,,0.22,,,,,,,,,,Yelland
7458,,ROE10c,Roederer+2010c,HD 74462,HD 74462,,,,,,,,RG,08:48:20.6518,+67:26:59.884,,,,,,9.65,8.69,8.25,,6.688,6.117,6.047,,,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,0.51,,,,,,,,,,,,-0.17,,,,,-0.39,,,,,,,,,,,,,,,,0.49,,,,,,,,,,Yelland
7459,,ROE10c,Roederer+2010c,HD 82590,HD 82590,,,,,,,,,09:32:30.2935,-17:26:08.699,,,,,,9.81,9.42,,,8.3,8.023,7.942,,,-1.32,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,,,,,,0.71,,,,,,,,,,,,-0.11,,,,,-0.46,,,,,,,,,,,,,,,,<1.6,,,,,,,,,,Yelland
7460,,ROE10c,Roederer+2010c,HD 85773,HD 85773,,,,,,,,,09:53:39.2426,-22:50:08.424,,,,,,10.51,9.43,,,7.23,6.66,6.047,,,-2.62,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,-0.93,,,,,,,,,,,,-1.56,,,,,-1.84,,,,,,,,,,,,,,,,<-0.15,,,,,,,,,,Yelland
7461,,ROE10c,Roederer+2010c,HD 88609,HD 88609,,,,,,,,,10:14:28.9853,+53:33:39.342,,,,,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,,,-3.07,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,-0.97,,,,,,,,,,,,-2.75,,,,,-2.89,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7462,,ROE10c,Roederer+2010c,HD 101063,HD 101063,,,,,,,,,11:37:40.4028,-28:51:04.858,,,,,,10.21,9.45,,,7.882,7.425,7.372,,,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,0.85,,,,,,,,,,,,0.21,,,,,0.0,,,,,,,,,,,,,,,,<1.1,,,,,,,,,,Yelland
7463,,ROE10c,Roederer+2010c,HD 103036,V* TY Vir,,,,,,,,,11:51:50.1113,-05:45:44.183,,,,,,9.668,7.97,7.57,,5.86,5.247,5.046,,,-2.04,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,0.13,,,,,,,,,,,,-0.62,,,,,-1.09,,,,,,,,,,,,,,,,<0.1,,,,,,,,,,Yelland
7464,,ROE10c,Roederer+2010c,HD 103545,HD 103545,,,,,,,,,11:55:27.1610,+09:07:45.019,,,,,,9.91,9.2,9.17,,7.608,7.104,6.988,,,-2.45,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,-0.5,,,,,,,,,,,,-1.18,,,,,-1.56,,,,,,,,,,,,,,,,<-0.05,,,,,,,,,,Yelland
7465,,ROE10c,Roederer+2010c,HD 105546,HD 105546,,,,,,,,HB,12:09:02.7215,+59:01:05.137,,,,,,9.27,8.61,8.29,,7.152,6.756,6.674,,,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,3.29,,,,,,,0.74,,,,,,,,,,,,-0.13,,,,,-0.56,,,,,,,,,,,,,,,,<0.8,,,,,,,,,,Yelland
7466,,ROE10c,Roederer+2010c,HD 105755,HD 105755,,,,,,,,,12:10:15.8753,+54:29:17.311,,,,,,9.14,8.59,,,7.414,7.126,7.062,,,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,,1.18,,,,,,,,,,,,0.33,,,,,0.02,,,,,,,,,,,,,,,,1.43,,,,,,,,,,Yelland
7467,,ROE10c,Roederer+2010c,HD 106516,HD 106516,,,,,,,,SB,12:15:10.5573,-10:18:44.635,,,,,6.44,6.57,6.11,,,5.132,5.004,4.839,,,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,3.94,,,,,,,1.28,,,,,,,,,,,,0.31,,,,,-0.04,,,,,,,,,,,,,,,,1.56,,,,,,,,,,Yelland
7468,,ROE10c,Roederer+2010c,HD 107752,HD 107752,,,,,,,,,12:22:52.7183,+11:36:25.486,,,,,,10.79,10.1,,,8.252,7.754,7.661,,,-2.78,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,-0.9,,,,,,,,,,,,-1.59,,,,,-1.99,,,,,,,,,,,,,,,,<0.3,,,,,,,,,,Yelland
7469,,ROE10c,Roederer+2010c,HD 108317,HD 108317,,,,,,,,,12:26:36.8319,+05:18:09.023,,,,,,,,7.7,,6.623,6.233,6.153,,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,-0.39,,,,,,,,,,,,-1.01,,,,,-1.32,,,,,,,,,,,,,,,,0.17,,,,,,,,,,Yelland
7470,,ROE10c,Roederer+2010c,HD 108577,HD 108577,,,,,,,,,12:28:16.8614,+12:20:41.089,,,,,,10.18,9.6,9.8,,7.995,7.549,7.46,,,-2.38,,,,,,,,,,,,,,,,,,,,,,,,,2.56,,,,,,,-0.52,,,,,,,,,,,,-1.24,,,,,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7471,,ROE10c,Roederer+2010c,HD 110184,HD 110184,,,,,,,,SB,12:40:14.0781,+08:31:38.057,,,,,10.2,9.45,8.27,8.52,,6.125,5.505,5.346,,,-2.72,,,,,,,,,,,,,,,,,,,,,,,,,2.14,,,,,,,-0.65,,,,,,,,,,,,-1.47,,,,,-1.71,,,,,,,,,,,,,,,,<-0.2,,,,,,,,,,Yelland
7472,,ROE10c,Roederer+2010c,HD 115444,HD 115444,,,,,,,,,13:16:42.4590,+36:22:52.692,,,,,,9.77,8.97,8.3,7.88,7.16,6.702,6.607,,,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,-0.82,,,,,,,,,,,,-1.42,,,,,-1.64,,,,,,,,,,,,,,,,<-0.45,,,,,,,,,,Yelland
7473,,ROE10c,Roederer+2010c,HD 119516,HD 119516,,,,,,SS,Helmi,HB,13:43:26.7251,+15:34:31.069,,,,,,9.59,9.12,,,7.771,7.431,7.366,,,-2.26,,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,-0.43,,,,,,,,,,,,-1.08,,,,,-1.43,,,,,,,,,,,,,,,,<1.52,,,,,,,,,,Yelland
7474,,ROE10c,Roederer+2010c,HD 121135,HD 121135,,,,,,,,,13:53:33.5447,+02:41:41.185,,,,,,10.14,9.37,,,7.75,7.3,7.182,,,-1.54,,,,,,,,,,,,,,,,,,,,,,,,,3.37,,,,,,,0.69,,,,,,,,,,,,-0.33,,,,,-0.7,,,,,,,,,,,,,,,,0.38,,,,,,,,,,Yelland
7475,,ROE10c,Roederer+2010c,HD 122563,HD 122563,,,,,,,,,14:02:31.8455,+09:41:09.944,,,,,7.47,7.1,6.19,5.37,4.79,4.33,3.76,3.731,,,-2.77,,,,,,,,,,,,,,,,,,,,,,,,,1.97,,,,,,,-0.92,,,,,,,,,,,,-2.4,,,,,-2.75,,,,,,,,,,,,,,,,<-0.42,,,,,,,,,,Yelland
7476,,ROE10c,Roederer+2010c,HD 122956,HD 122956,,,,,,,,,14:05:13.0244,-14:51:25.455,,,,,,8.18,7.3,6.88,,5.23,4.766,4.563,,,-1.95,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,,,0.16,,,,,,,,,,,,-0.48,,,,,-0.79,,,,,,,,,,,,,,,,-0.13,,,,,,,,,,Yelland
7477,,ROE10c,Roederer+2010c,HD 124358,HD 124358,,,,,,,,,14:13:21.3207,-12:09:24.186,,,,,,10.38,9.54,,,7.643,7.097,7.004,,,-1.91,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,,,,,,-0.22,,,,,,,,,,,,-0.68,,,,,-0.94,,,,,,,,,,,,,,,,<0.45,,,,,,,,,,Yelland
7478,,ROE10c,Roederer+2010c,HD 126587,HD 126587,,,,,,,,,14:27:00.3636,-22:14:38.992,,,,,,9.88,9.6,8.75,,7.258,6.777,6.668,,,-2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,,,,,,,,,,,,-1.75,,,,,-1.97,,,,,,,,,,,,,,,,<-0.38,,,,,,,,,,Yelland
7479,,ROE10c,Roederer+2010c,HD 128279,HD 128279,,,,,,SS,Helmi,,14:36:48.5108,-29:06:46.612,,,,,8.64,8.63,8.0,,,6.568,6.151,6.065,,,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,2.15,,,,,,,-1.04,,,,,,,,,,,,-1.77,,,,,-2.27,,,,,,,,,,,,,,,,<1.05,,,,,,,,,,Yelland
7480,,ROE10c,Roederer+2010c,HD 132475,HD 132475,,,,,,,,,14:59:49.7651,-22:00:45.815,,,,,8.98,9.11,8.55,,,7.327,6.996,6.912,,,-1.86,,,,,,,,,,,,,,,,,,,,,,,,,2.96,,,,,,,0.56,,,,,,,,,,,,-0.38,,,,,-0.92,,,,,,,,,,,,,,,,<1.0,,,,,,,,,,Yelland
7481,,ROE10c,Roederer+2010c,HD 135148,HD 135148,,,,,,,,SB,15:13:17.4566,+12:27:25.533,,,,,,10.87,9.39,8.97,,7.137,6.515,6.368,,,-2.17,,,,,,,,,,,,,,,,,,,,,,,,,2.58,,,,,,,-0.25,,,,,,,,,,,,-0.76,,,,,-0.95,,,,,,,,,,,,,,,,-0.17,,,,,,,,,,Yelland
7482,,ROE10c,Roederer+2010c,HD 141531,HD 141531,,,,,,,,,15:49:16.4993,+09:36:42.408,,,,,,10.31,9.08,8.72,,6.971,6.337,6.215,,,-1.79,,,,,,,,,,,,,,,,,,,,,,,,,2.79,,,,,,,0.11,,,,,,,,,,,,-0.45,,,,,-0.72,,,,,,,,,,,,,,,,0.2,,,,,,,,,,Yelland
7483,,ROE10c,Roederer+2010c,HD 166161,HD 166161,,,,,,,,,18:09:40.6841,-08:46:45.603,,,,,9.53,9.13,8.16,,,5.998,5.523,5.344,,,-1.23,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,,,,1.11,,,,,,,,,,,,0.23,,,,,-0.48,,,,,,,,,,,,,,,,0.84,,,,,,,,,,Yelland
7484,,ROE10c,Roederer+2010c,HD 171496,HD 171496,,,,,,,,,18:36:07.4934,-24:26:11.309,,,,,,9.59,8.52,,,6.294,5.724,5.594,,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,4.11,,,,,,,1.4,,,,,,,,,,,,0.51,,,,,0.11,,,,,,,,,,,,,,,,1.41,,,,,,,,,,Yelland
7485,,ROE10c,Roederer+2010c,HD 175305,HD 175305,,,,,,,,RG,18:47:06.4416,+74:43:31.451,,,,,8.07,7.93,7.18,6.52,6.03,5.613,5.167,5.057,,,-1.73,,,,,,,,,,,,,,,,,,,,,,,,,2.96,,,,,,,0.3,,,,,,,,,,,,-0.6,,,,,-0.89,,,,,,,,,,,,,,,,-0.28,,,,,,,,,,Yelland
7486,,ROE10c,Roederer+2010c,HD 184266,HD 184266,,,,,,,,HB,19:34:15.3865,-16:19:00.228,,,,,8.27,8.12,7.57,,,6.252,5.913,5.83,,,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,3.19,,,,,,,0.69,,,,,,,,,,,,-0.11,,,,,-0.43,,,,,,,,,,,,,,,,<1.6,,,,,,,,,,Yelland
7487,,ROE10c,Roederer+2010c,HD 186478,HD 186478,,,,,,,,SB,19:45:14.1409,-17:29:27.071,,,,,,10.116,9.302,8.527,7.961,7.117,6.602,6.443,,,-2.56,,,,,,,,,,,,,,,,,,,,,,,,,2.23,,,,,,,-0.45,,,,,,,,,,,,-1.32,,,,,-1.53,,,,,,,,,,,,,,,,<-0.26,,,,,,,,,,Yelland
7488,,ROE10c,Roederer+2010c,HD 187111,HD 187111,,,,,,,,,19:48:39.5744,-12:07:19.738,,,,,,8.92,7.75,,,5.366,4.675,4.55,,,-1.97,,,,,,,,,,,,,,,,,,,,,,,,,2.84,,,,,,,0.16,,,,,,,,,,,,-0.57,,,,,-0.88,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,Yelland
7489,,ROE10c,Roederer+2010c,HD 188510,HD 188510,,,,,,,,,19:55:09.6782,+10:44:27.398,,,,,9.3,9.41,,8.5,,7.57,7.221,7.125,,,-1.32,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,,,0.44,,,,,,,,,,,,-0.14,,,,,-0.52,,,,,,,,,,,,,,,,<1.2,,,,,,,,,,Yelland
7490,,ROE10c,Roederer+2010c,HD 193901,HD 193901,,,,,,,,,20:23:35.8471,-21:22:14.226,,,,,9.08,9.22,8.67,8.17,7.87,7.5,7.219,7.144,,,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,3.36,,,,,,,0.83,,,,,,,,,,,,0.19,,,,,-0.1,,,,,,,,,,,,,,,,<1.45,,,,,,,,,,Yelland
7491,,ROE10c,Roederer+2010c,HD 194598,HD 194598,,,,,,,,,20:26:11.9183,+09:27:00.429,,,,,8.62,8.82,8.34,7.9,7.56,7.326,7.039,6.982,,,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,0.9,,,,,,,,,,,,0.08,,,,,-0.28,,,,,,,,,,,,,,,,<1.4,,,,,,,,,,Yelland
7492,,ROE10c,Roederer+2010c,HD 201891,HD 201891,,,,,,,,,21:11:59.0321,+17:43:39.890,,,,,7.74,7.88,7.37,6.91,6.59,6.254,5.993,5.935,,,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,3.55,,,,,,,0.88,,,,,,,,,,,,0.12,,,,,-0.22,,,,,,,,,,,,,,,,1.25,,,,,,,,,,Yelland
7493,,ROE10c,Roederer+2010c,HD 204543,HD 204543,,,,,,,,,21:29:28.2126,-03:30:55.353,,,,,,9.17,8.3,7.99,,6.462,5.898,5.777,,,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,-0.63,,,,,-1.05,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Yelland
7494,,ROE10c,Roederer+2010c,HD 206739,HD 206739,,,,,,,,,21:44:23.9461,-11:46:22.843,,,,,,9.45,8.6,8.14,,6.698,6.138,6.033,,,-1.72,,,,,,,,,,,,,,,,,,,,,,,,,2.98,,,,,,,0.36,,,,,,,,,,,,-0.32,,,,,-0.62,,,,,,,,,,,,,,,,0.38,,,,,,,,,,Yelland
7495,,ROE10c,Roederer+2010c,HD 210295,HD 210295,,,,,,,,,22:09:41.4458,-13:36:19.475,,,,,,10.49,10.1,,,7.839,7.315,7.183,,,-1.46,,,,,,,,,,,,,,,,,,,,,,,,,3.37,,,,,,,0.85,,,,,,,,,,,,-0.1,,,,,-0.34,,,,,,,,,,,,,,,,0.72,,,,,,,,,,Yelland
7496,,ROE10c,Roederer+2010c,HD 214362,HD 214362,,,,,,,,HB,22:37:58.6722,-22:38:40.152,,,,,,9.56,8.8,,,7.924,7.616,7.535,,,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,2.71,,,,,,,0.32,,,,,,,,,,,,-0.48,,,,,-0.82,,,,,,,,,,,,,,,,<1.0,,,,,,,,,,Yelland
7497,,ROE10c,Roederer+2010c,HD 214925,HD 214925,,,,,,,,,22:41:59.4323,-20:47:03.709,,,,,,10.77,9.3,,,6.757,6.075,5.908,,,-2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.86,,,,,-1.09,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,Yelland
7498,,ROE10c,Roederer+2010c,HD 216143,HD 216143,,,,,,,,,22:50:31.0883,-06:54:49.554,,,,,,8.78,7.81,7.44,,5.871,5.269,5.147,,,-2.32,,,,,,,,,,,,,,,,,,,,,,,,,2.57,,,,,,,-0.12,,,,,,,,,,,,-1.21,,,,,-1.24,,,,,,,,,,,,,,,,<-0.1,,,,,,,,,,Yelland
7499,,ROE10c,Roederer+2010c,HD 218857,HD 218857,,,,,,,,,23:11:24.5948,-16:15:04.026,,,,,,9.6,9.0,,,7.397,6.991,6.873,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,,,,,,-0.19,,,,,,,,,,,,-1.16,,,,,-1.42,,,,,,,,,,,,,,,,<0.55,,,,,,,,,,Yelland
7500,,ROE10c,Roederer+2010c,HD 220838,HD 220838,,,,,,,,,23:27:16.4821,-26:58:58.175,,,,,,10.5,9.39,,,7.226,6.667,6.483,,,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,-0.76,,,,,-0.93,,,,,,,,,,,,,,,,0.05,,,,,,,,,,Yelland
7501,,ROE10c,Roederer+2010c,HD 221170,HD 221170,,,,,,,,,23:29:28.8087,+30:25:57.849,,,,,9.43,8.74,7.66,,,5.532,4.987,4.836,,,-2.16,,,,,,,,,,,,,,,,,,,,,,,,,2.51,,,,,,,-0.08,,,,,,,,,,,,-0.73,,,,,-0.86,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,Yelland
7502,,ROE10c,Roederer+2010c,HD 233666,HD 233666,,,,,,,,,09:42:19.4747,+53:28:26.149,,,,,,9.94,9.3,,,7.86,7.467,7.367,,,-1.79,,,,,,,,,,,,,,,,,,,,,,,,,2.88,,,,,,,0.22,,,,,,,,,,,,-0.68,,,,,-1.03,,,,,,,,,,,,,,,,<0.4,,,,,,,,,,Yelland
7503,,ROE10c,Roederer+2010c,HD 235766,HD 235766,,,,,,,,,22:14:47.1706,+50:47:15.413,,,,,,10.03,9.01,,,6.718,6.092,5.958,,,-1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,,-0.86,,,,,,,,,,,,,,,,0.1,,,,,,,,,,Yelland
7504,,ROE10c,Roederer+2010c,HD 237846,HD 237846,,,,,,SS,Helmi,,09:52:38.6827,+57:54:58.614,,,,,,10.6,9.95,,,8.355,7.931,7.816,,,-3.29,,,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,-1.56,,,,,,,,,,,,,,,,,-3.1,,,,,,,,,,,,,,,,0.29,,,,,,,,,,Yelland
7505,,ROE10c,Roederer+2010c,HE 0430-4901,HE 0430-4901,,,,,,,,,04:31:31.1369,-48:54:41.518,,,,,,,14.572,,13.77,13.309,12.883,12.811,,,-2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45,,,,,,,,,,,,,,,,,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7506,,ROE10c,Roederer+2010c,HE 0432-0923,HE 0432-0923,,,,,,,,,04:34:25.6711,-09:16:50.513,,,,,,,15.165,,14.14,13.527,13.045,12.973,,,-3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,,,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7507,,ROE10c,Roederer+2010c,HE 1127-1143,HE 1127-1143,,,,,,,,,11:29:50.6275,-12:00:12.581,,,,,,,15.885,15.434,15.002,14.471,14.033,14.044,,,-2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,,,,,,,,,,,,,,,,,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7508,,ROE10c,Roederer+2010c,HE 1219-0312,HE 1219-0312,,,,,,,,,12:21:34.1430,-03:28:39.636,,,,,,,15.94,,15.043,14.493,14.017,13.892,,,-2.97,,,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,-0.4,,,,,,,,,,,,-0.75,,,,,-0.98,,,,,,,,,,,,,,,,<0.53,,,,,,,,,,Yelland
7509,,ROE10c,Roederer+2010c,HE 1523-0901,HE 1523-0901,,,,,,,,,15:26:01.0697,-09:11:38.885,,,,,,12.37,11.5,10.476,9.863,9.027,8.421,8.352,,,-2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,,,,,,,,,,,,-0.63,,,,,-0.62,,,,,,,,,,,,,,,,<-0.2,,,,,,,,,,Yelland
7510,,ROE10c,Roederer+2010c,HE 2224+0143,HE 2224+0143,,,,,,,,,22:27:23.1215,+01:58:33.066,,,,,,14.54,13.83,13.208,12.733,12.193,11.731,11.613,,,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,-2.22,,,,,,,,,,,,-0.77,,,,,-1.02,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7511,,ROE10c,Roederer+2010c,HE 2327-5642,HE 2327-5642,,,,,,,,,23:30:37.0896,-56:26:14.385,,,,,,14.59,13.881,13.425,12.948,12.422,11.908,11.87,,,-2.79,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,-0.69,,,,,,,,,,,,-1.1,,,,,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,Yelland
7512,,ROE10c,Roederer+2010c,M5 IV-81,NGC 5904 865,,,,,,GC,M5,RG,15:18:44.9526,+02:02:03.568,,,,,,13.89,12.2,,10.6289,9.583,8.751,8.63,,,-1.28,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,1.15,,,,,,,,,,,,0.11,,,,,-0.31,,,,,,,,,,,,,,,,0.35,,,,,,,,,,Yelland
7513,,ROE10c,Roederer+2010c,M5 IV-82,NGC 5904 860,,,,,,GC,M5,RG,15:18:44.4962,+02:02:05.423,,,,,,14.46,13.23,,12.0046,11.075,10.473,10.304,,,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,3.21,,,,,,,1.0,,,,,,,,,,,,0.11,,,,,-0.23,,,,,,,,,,,,,,,,0.25,,,,,,,,,,Yelland
