Name,lambda,Species,chi,loggf,EW,l_logepsX,logepsX
TucII-309,5434.52,Fe I,1.01,-2.13,158.6,,5.65
TucII-309,5446.92,Fe I,0.99,-1.91,173.4,,5.65
TucII-309,5497.52,Fe I,1.01,-2.83,121.3,,5.65
TucII-309,5501.47,Fe I,0.96,-3.05,100.1,,5.42
TucII-309,5506.78,Fe I,0.99,-2.79,130.5,,5.75
TucII-309,5569.62,Fe I,3.42,-0.54,76.0,,5.42
TucII-309,5572.84,Fe I,3.40,-0.28,84.5,,5.28
TucII-309,5586.76,Fe I,3.37,-0.14,97.7,,5.33
TucII-309,5615.64,Fe I,3.33,0.05,103.0,,5.19
TucII-309,5624.54,Fe I,3.42,-0.76,51.8,,5.26
TucII-309,5658.82,Fe I,3.40,-0.79,67.1,,5.50
TucII-309,5701.54,Fe I,2.56,-2.14,55.0,,5.68
TucII-309,6065.48,Fe I,2.61,-1.41,78.4,,5.35
TucII-309,6136.61,Fe I,2.45,-1.41,93.5,,5.41
TucII-309,6137.69,Fe I,2.59,-1.35,83.9,,5.35
TucII-309,6191.56,Fe I,2.43,-1.42,113.8,,5.74
TucII-309,6219.28,Fe I,2.20,-2.45,76.6,,5.86
TucII-309,6230.72,Fe I,2.56,-1.28,88.3,,5.31
TucII-309,6246.32,Fe I,3.60,-0.88,57.5,,5.65
TucII-309,6252.56,Fe I,2.40,-1.69,87.4,,5.51
TucII-309,6254.26,Fe I,2.28,-2.44,54.2,,5.61
TucII-309,6301.50,Fe I,3.65,-0.72,65.3,,5.68
TucII-309,6335.33,Fe I,2.20,-2.18,80.4,,5.64
TucII-309,6336.84,Fe I,3.69,-1.05,53.7,,5.86
TucII-309,6393.60,Fe I,2.43,-1.58,106.0,,5.74
TucII-309,6400.00,Fe I,3.60,-0.29,114.8,,5.98
TucII-309,6411.65,Fe I,3.65,-0.59,64.3,,5.52
TucII-309,6421.35,Fe I,2.28,-2.01,62.4,,5.29
TucII-309,6430.85,Fe I,2.18,-1.95,86.8,,5.48
TucII-309,6494.98,Fe I,2.40,-1.24,103.1,,5.31
TucII-309,6592.91,Fe I,2.73,-1.47,96.0,,5.81
TucII-309,6663.44,Fe I,2.42,-2.48,56.2,,5.83
TucII-309,6677.99,Fe I,2.69,-1.42,84.7,,5.52
TucII-309,6978.85,Fe I,2.48,-2.45,58.2,,5.88
TucII-309,4416.82,Fe II,2.78,-2.60,53.9,,5.21
TucII-309,4491.41,Fe II,2.86,-2.71,69.3,,5.66
TucII-309,4508.28,Fe II,2.86,-2.58,90.1,,5.91
TucII-309,4515.34,Fe II,2.84,-2.60,66.4,,5.48
TucII-309,4520.22,Fe II,2.81,-2.60,94.2,,5.95
TucII-309,4522.63,Fe II,2.84,-2.25,84.2,,5.45
TucII-309,4576.34,Fe II,2.84,-2.95,54.8,,5.63
TucII-309,4583.84,Fe II,2.81,-1.93,118.9,,5.75
TucII-309,4923.93,Fe II,2.89,-1.32,102.2,,4.87
TucII-309,5234.63,Fe II,3.22,-2.18,96.5,,5.98
TucII-309,4215.52,Sr II,,,,,-0.86
TucII-309,4554.03,Ba II,,,,<,-1.85
TucII-309,4129.00,Eu I,,,,<,-1.21
