T6913_00155_1,4392,0.84,-2.02,1.9,0.27,0.35,0.27,0.09,0.29
T6953_00510_1,4834,1.54,-2.01,1.9,0.36,0.4,0.32,0.09,0.26
T6975_00058_1,5875,3.58,-0.55,1.2,0.13,0.26,0.18,-0.03,0.08
T6975_00904_1,4912,1.76,-2.13,2.0,0.29,0.42,0.3,0.19,0.26
T7217_00088_1,4868,2.11,-1.39,1.5,0.39,0.3,0.34,0.18,0.36
T7222_00638_1,4443,0.87,-1.38,2.0,0.44,0.37,0.19,0.05,0.19
T7228_01050_1,4928,2.05,-1.68,1.6,0.22,0.38,0.22,0.06,0.26
T7232_00209_1,4640,2.06,-0.67,1.2,0.3,0.22,0.18,0.09,0.19
T7242_00198_1,5447,2.22,-1.2,1.9,0.36,0.41,0.13,0.07,0.24
T7299_00506_1,4559,1.95,-0.91,1.3,0.51,0.47,0.36,0.12,0.33
T7464_00857_1,4318,1.78,-0.85,2.0,0.52,0.51,0.22,0.04,0.26
T7538_00271_1,6282,4.07,-0.61,1.3,0.11,0.17,0.13,-0.04,0.08
T7578_00560_1,5792,4.15,-0.87,0.8,0.43,0.32,0.29,0.22,0.31
T7729_00280_1,5516,2.28,-1.15,2.1,0.37,0.53,0.23,0.12,0.27
T7922_00252_1,6164,3.93,-0.64,1.4,0.07,0.26,0.17,0.03,0.09
T8055_00583_1,4744,1.62,-1.66,1.8,0.25,0.4,0.24,0.11,0.2
T8117_00251_1,5818,4.27,-1.18,0.7,0.3,0.45,0.23,0.1,0.22
T8251_00250_1,4982,2.47,-1.11,1.2,0.21,0.21,0.28,0.07,0.2
T8409_01371_1,4194,1.29,-0.92,1.6,0.41,0.4,0.12,0.06,0.34
T8413_00131_1,4199,1.21,-0.81,1.5,0.46,0.3,0.09,0.11,0.03
T8428_00929_1,4894,2.24,-1.51,1.4,0.35,0.42,0.36,0.18,0.3
T8446_00381_1,4459,0.89,-1.82,1.9,0.29,0.38,0.26,0.05,0.33
T8454_00937_1,5597,4.17,-0.88,0.7,0.36,0.37,0.28,0.16,0.23
T8488_00009_1,5180,2.02,-1.11,1.7,0.32,0.39,0.16,0.04,0.15
T8519_00103_1,6118,4.18,-0.61,1.2,0.15,0.18,0.12,-0.01,0.05
