JINA_ID, Priority, Ref   , Reference              , Name                         , Simbad_Identifier                 , NLTE, Ncap_key, C_key, MP_key, alpha_key, Loc, System           , Type, RA_hms       , DEC_dms      , RA_deg  , DEC_deg , Vel        , Vel_bibcode        , U_mag , B_mag , V_mag , R_mag , I_mag  , J_mag , H_mag , K_mag , Teff     , logg     , Fe/H , Vmic, Li     , Be   , C    , N    , O     , F    , Na   , Mg   , Al   , Si   , P    , S    , K     , Ca   , Sc    , Ti    , V     , Cr    , Mn    , Fe   , Co   , Ni    , Cu    , Zn    , Ga   , Ge   , As    , Se    , Rb   , Sr    , Y      , Zr    , Nb    , Mo    , Ru    , Rh    , Pd    , Ag    , Cd    , Sn   , Te    , Ba    , La     , Ce     , Pr    , Nd     , Sm     , Eu     , Gd     , Tb    , Dy    , Ho    , Er    , Tm    , Yb    , Lu    , Hf    , W     , Os    , Ir    , Pt    , Au    , Hg   , Pb    , Bi    , Th    , U     , CaII , TiII  , VII   , CrII, MnII , FeII , Added_by
   2760,      1.0, NOR17b, Norris+2017b           , MKV0780                      , [LHT2012] MKV0780                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:40:57.10  , -50:57:44.28 , 100.2379, -50.9623,            ,                    ,       , 19.65 , 18.6  ,       , 17.42  , 16.56 , 16.01 , 15.9  , 4665.0   , 1.33     , -1.41, 2.0 ,        ,      ,      ,      ,       ,      ,      , 5.98 ,      ,      ,      ,      ,       , 4.79 ,       , 3.74  ,       , 3.6   , 3.71  , 6.08 ,      ,       ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.91  ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.29 , Ji
   2761,      1.0, NOR17b, Norris+2017b           , MKV0976                      , [LHT2012] MKV0976                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:40:57.67  , -51:02:40.56 , 100.2403, -51.0446,            ,                    ,       , 19.92 , 18.99 ,       , 17.88  , 17.09 , 16.56 , 16.47 , 4832.0   , 1.57     , -1.54, 2.35,        ,      ,      ,      ,       ,      ,      , 6.37 ,      ,      ,      ,      ,       , 5    ,       , 4.4   ,       , 4.68  ,       , 6.21 ,      ,       ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.75  ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.27 , Ji
   2762,      1.0, NOR17b, Norris+2017b           , CC11388                      , [NYV2017] CC11388                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:40:58.03  , -51:01:59.88 , 100.2418, -51.0333,            ,                    ,       , 19.12 , 17.92 ,       , 16.62  , 15.68 , 15.07 , 14.94 , 4454.0   , 0.93     , -1.5 , 2.45,        ,      ,      ,      ,       ,      ,      , 6.6  ,      ,      ,      ,      ,       , 4.9  ,       ,       ,       ,       ,       , 5.98 ,      , 4.66  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.68  ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      ,      , Ji
   2763,      1.0, NOR17b, Norris+2017b           , CC07452                      , [NYV2017] CC07452                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:40:58.46  , -50:53:35.16 , 100.2436, -50.8931,            ,                    ,       , 19.09 , 17.8  ,       , 16.41  , 15.52 , 14.88 , 14.74 , 4437.0   , 0.87     , -1.3 , 2.3 ,        ,      ,      ,      ,       ,      , 4.22 , 5.82 ,      ,      ,      ,      ,       , 4.74 , 1.2   , 3.4   , 1.97  , 4.17  , 3.74  , 6.17 ,      , 4.54  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.18  ,        ,        ,       , -0.25  ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.44 , Ji
   2764,      1.0, NOR17b, Norris+2017b           , CC11560                      , [NYV2017] CC11560                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:40:59.28  , -51:02:26.52 , 100.247 , -51.0407,            ,                    ,       , 19.29 , 18.14 ,       , 16.87  , 15.98 , 15.38 , 15.23 , 4514.0   , 1.06     , -1.5 , 2.2 ,        ,      ,      ,      , 7.69  ,      , 4.91 , 6.09 ,      ,      ,      ,      ,       , 4.97 , 1.73  , 3.55  , 2.68  , 4.03  , 3.57  , 5.92 ,      , 4.58  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 1.03  , 0.41   ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.31 , Ji
   2765,      1.0, NOR17b, Norris+2017b           , CC12038                      , [NYV2017] CC12038                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:00.31  , -51:03:42.84 , 100.2513, -51.0619,            ,                    ,       , 19.52 , 18.42 ,       , 17.19  , 16.29 , 15.7  , 15.58 , 4551.0   , 1.19     , -1.6 , 1.95,        ,      ,      ,      ,       ,      , 4.43 , 6.47 ,      , 6.5  ,      ,      ,       , 4.93 , 1.49  , 3.53  ,       , 3.98  , 3.62  , 5.94 ,      , 4.55  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.75  , 0.13   ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.25 , Ji
   2766,      1.0, NOR17b, Norris+2017b           , CC11217                      , [NYV2017] CC11217                 ,     , R1      ,      , MP    ,          , DW , Carina           , RG  , 06:41:05.02  , -51:01:35.76 , 100.2709, -51.0266,            ,                    ,       , 18.99 , 17.62 ,       , 16.2   , 15.2  , 14.5  , 14.37 , 4279.0   , 0.69     , -1.4 , 2.3 ,        ,      ,      ,      , 7.69  ,      , 4.73 , 6.41 ,      , 6.34 ,      ,      ,       , 5.1  , 1.83  , 3.9   , 2.52  , 4.24  , 3.84  , 6.22 , 3.3  , 4.83  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.97  , -0.06  ,        ,       ,        ,        , -0.32  ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.36 , Ji
   2767,      1.0, NOR17b, Norris+2017b           , MKV0596                      , [LHT2012] MKV0596                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:05.35  , -51:05:25.44 , 100.2723, -51.0904,            ,                    ,       , 19.6  , 18.51 ,       , 17.3   , 16.47 , 15.89 , 15.78 , 4655.0   , 1.29     , -1.57, 2.05,        ,      ,      ,      ,       ,      ,      , 5.94 ,      ,      ,      ,      ,       , 4.54 ,       , 3.55  ,       , 4.18  , 3.63  , 5.92 ,      ,       ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.29  ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 5.98 , Ji
   2768,      1.0, NOR17b, Norris+2017b           , CC08447                      , [NYV2017] CC08447                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:10.54  , -50:55:52.68 , 100.2939, -50.9313,            ,                    ,       , 19.24 , 17.99 ,       , 16.65  , 15.72 , 15.09 , 14.94 , 4418.0   , 0.93     , -1.5 , 2.15,        ,      ,      ,      ,       ,      , 4.55 , 6.4  ,      , 6.13 ,      ,      ,       , 4.94 , 1.68  , 3.76  , 2.47  , 4.09  , 3.66  , 6.02 ,      , 4.47  , 2.23  ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.81  ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.34 , Ji
   2769,      1.0, NOR17b, Norris+2017b           , CC09226                      , [NYV2017] CC09226                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:12.29  , -50:57:25.92 , 100.3012, -50.9572,            ,                    ,       , 19.37 , 18.33 ,       , 17.13  , 16.25 , 15.69 , 15.57 , 4619.0   , 1.19     , -1.5 , 1.9 ,        ,      ,      ,      , 7.64  ,      , 4.52 , 6.32 ,      , 6.35 ,      ,      ,       , 4.92 , 1.75  , 3.75  , 3.01  , 4.13  , 3.76  , 6.0  ,      , 4.66  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 1.13  , 0.75   ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.18 , Ji
   2770,      1.0, NOR17b, Norris+2017b           , Car-524                      , Car-524                           ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:14.69  , -50:51:09.72 , 100.3112, -50.8527,            ,                    ,       , 18.93 , 17.62 ,       , 16.29  , 15.37 , 14.75 , 14.59 , 4436.0   , 0.79     , -1.72, 2.5 ,        ,      ,      ,      , 7.43  ,      ,      , 6.12 ,      , 6.19 ,      ,      ,       , 4.6  , 1.4   , 3.26  , 2.17  , 3.86  , 3.33  , 5.77 ,      , 4.47  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.64  , -0.02  ,        ,       , 0.13   ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 5.94 , Ji
   2771,      1.0, NOR17b, Norris+2017b           , Car-1087                     , Car-1087                          ,     ,         ,      , VMP   ,          , DW , Carina           , RG  , 06:41:15.46  , -51:01:15.96 , 100.3144, -51.0211,            ,                    ,       , 19.17 , 18.03 ,       , 16.74  , 15.84 , 15.28 , 15.14 , 4542.0   , 1.02     , -2.79, 2.05,        ,      ,      ,      ,       ,      ,      , 5.28 ,      ,      ,      ,      ,       , 3.42 , 0.74  , 3.01  ,       , 2.66  ,       , 5.03 ,      ,       ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , -1.36 ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      ,      , Ji
   2772,      1.0, NOR17b, Norris+2017b           , MKV0880                      , [LHT2012] MKV0880                 ,     , R1      ,      , MP    ,          , DW , Carina           , RG  , 06:41:15.65  , -50:59:47.76 , 100.3152, -50.9966,            ,                    ,       , 19.15 , 17.83 ,       , 16.43  , 15.44 , 14.77 , 14.62 , 4306.0   , 0.79     , -1.52, 2.2 ,        ,      ,      ,      ,       ,      ,      , 6.37 ,      , 6.5  ,      ,      ,       , 4.93 ,       , 3.59  ,       , 4.04  , 3.52  , 5.98 ,      , 4.94  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.55  ,        ,        ,       ,        ,        , -0.48  ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.24 , Ji
   2773,      1.0, NOR17b, Norris+2017b           , CC10690                      , [NYV2017] CC10690                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:16.30  , -51:00:18.36 , 100.3179, -51.0051,            ,                    ,       , 19.3  , 18.14 ,       , 16.84  , 15.92 , 15.33 , 15.19 , 4486.0   , 1.04     , -1.9 , 2.25,        ,      ,      ,      ,       ,      ,      , 5.27 ,      ,      ,      ,      ,       , 4.24 , 0.95  , 3.17  ,       , 3.32  , 3.25  , 5.57 ,      , 3.92  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , -0.06 ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 5.86 , Ji
   2774,      1.0, NOR17b, Norris+2017b           , CC10944                      , [NYV2017] CC10944                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:16.75  , -51:00:53.64 , 100.3198, -51.0149,            ,                    ,       , 19.06 , 17.78 ,       , 16.46  , 15.52 , 14.88 , 14.75 , 4425.0   , 0.85     , -1.9 , 2.4 ,        ,      ,      ,      ,       ,      ,      , 5.97 ,      , 6.06 ,      ,      ,       , 4.51 , 1.25  , 3.38  , 2.31  , 3.69  , 3.07  , 5.61 ,      , 4.32  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.49  ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 5.91 , Ji
   2775,      1.0, NOR17b, Norris+2017b           , CC09179                      , [NYV2017] CC09179                 ,     , R2      ,      , MP    ,          , DW , Carina           , RG  , 06:41:17.93  , -50:57:20.16 , 100.3247, -50.9556,            ,                    ,       , 19.43 , 18.3  ,       , 17.04  , 16.14 , 15.58 , 15.46 , 4561.0   , 1.15     , -1.8 , 1.85,        ,      ,      ,      ,       ,      ,      , 5.85 ,      , 6.57 ,      ,      ,       , 4.42 , 1.15  , 3.09  , 2.44  , 3.73  ,       , 5.72 ,      , 4.16  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.81  ,        ,        ,       ,        ,        , -0.31  ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.03 , Ji
   2776,      1.0, NOR17b, Norris+2017b           , CC09225                      , [NYV2017] CC09225                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:19.68  , -50:57:25.56 , 100.332 , -50.9571,            ,                    ,       , 19.22 , 18.01 ,       , 16.71  , 15.74 , 15.14 , 15.02 , 4438.0   , 0.95     , -1.6 , 2.15,        ,      ,      ,      , 7.6   ,      , 4.4  , 6.33 ,      , 6.14 ,      ,      ,       , 4.79 , 1.65  , 3.64  , 2.38  , 3.78  , 3.52  , 5.85 , 3.42 , 4.6   ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.69  , 0.21   ,        ,       , 0      ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.1  , Ji
   2777,      1.0, NOR17b, Norris+2017b           , CC12039                      , [NYV2017] CC12039                 ,     , R1      ,      , MP    ,          , DW , Carina           , RG  , 06:41:21.96  , -51:03:43.20 , 100.3415, -51.062 ,            ,                    ,       , 19.05 , 17.78 ,       , 16.42  , 15.5  , 14.83 , 14.71 , 4412.0   , 0.84     , -1.6 , 2.35,        ,      ,      ,      , 7.63  ,      , 4.51 , 6.22 ,      , 6.17 ,      ,      ,       , 4.76 , 1.67  , 3.62  , 2.36  , 4.16  , 3.51  , 5.94 , 3.57 , 4.58  ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.73  ,        ,        ,       , 0.26   ,        , -0.5   ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.09 , Ji
   2778,      1.0, NOR17b, Norris+2017b           , MKV0698                      , [LHT2012] MKV0698                 ,     ,         ,      , MP    ,          , DW , Carina           , RG  , 06:41:26.09  , -50:55:43.68 , 100.3587, -50.9288,            ,                    ,       , 18.98 , 17.6  ,       , 16.18  , 15.18 , 14.5  , 14.34 , 4273.0   , 0.68     , -1.29, 2.25,        ,      ,      ,      ,       ,      ,      , 6.42 ,      ,      ,      ,      ,       , 5.07 ,       , 3.7   ,       , 4.45  , 3.85  , 6.2  ,      ,       ,       ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,        ,        ,       ,        ,        ,        ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.37 , Ji
   2779,      1.0, NOR17b, Norris+2017b           , CC10686                      , [NYV2017] CC10686                 ,     , R1      ,      , MP    ,          , DW , Carina           , RG  , 06:41:27.19  , -51:00:18.36 , 100.3633, -51.0051,            ,                    ,       , 19.05 , 17.75 ,       , 16.36  , 15.37 , 14.69 , 14.55 , 4312.0   , 0.76     , -1.6 , 2.05,        ,      ,      ,      , 7.62  ,      , 4.4  , 6.3  ,      , 6.12 ,      ,      ,       , 4.78 , 1.65  , 3.5   , 2.01  , 3.87  , 3.36  , 5.87 , 3.43 , 4.54  , 1.92  ,       ,      ,      ,       ,       ,      ,       ,        ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , 0.82  , -0.15  ,        ,       ,        ,        , -0.67  ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      ,       ,       ,     ,      , 6.09 , Ji
