Name         , RA_deg, DEC_deg, DR3Name                     , RAdeg          , DEdeg          , errHalfMaj, errHalfMin, errPosAng, SolID              , Source             , RandomI   , e_RAdeg, e_DEdeg, Plx   , e_Plx , RPlx    , PM    , pmRA  , e_pmRA, pmDE  , e_pmDE, RADEcor, RAPlxcor, RApmRAcor, RApmDEcor, DEPlxcor, DEpmRAcor, DEpmDEcor, PlxpmRAcor, PlxpmDEcor, pmRApmDEcor, NAL, NAC, NgAL, NbAL, gofAL , chi2AL, epsi , sepsi  , Solved, APF  , nueff, pscol, e_pscol, RApscolCorr, DEpscolCorr, PlxpscolCorr, pmRApscolCorr, pmDEpscolCorr, MatchObsA, Nper, amax    , MatchObs, IPDgofha, IPDgofhp, IPDfmp, IPDfow, RUWE , Dup, o_Gmag, FG        , e_FG   , RFG     , Gmag     , e_Gmag  , o_BPmag, FBP     , e_FBP   , RFBP     , BPmag    , e_BPmag , o_RPmag, FRP      , e_FRP   , RFRP     , RPmag    , e_RPmag , E(BP/RP), NBPcont, NBPblend, NRPcont, NRPblend, Mode, BP-RP   , BP-G    , G-RP    , RV_x, e_RV, n_RV, o_RV, o_RVd, RVNper, RVS/N, RVgof, RVchi2, RVTdur, RVamp, RVtempTeff, RVtemplogg, RVtemp[Fe/H], Vatmparam, vbroad, e_Vbroad, o_Vbroad, GRVSmag, e_GRVSmag, o_GRVSmag, RVSS/N, VarFlag      , PQSO   , PGal   , PSS     , Teff_x, b_Teff_x, B_Teff_xa, logg_x, b_logg_x, B_logg_xa, [Fe/H]_x, b_[Fe/H]_x, B_[Fe/H]_xa, Dist     , b_Dist_x , B_Dist_xa, A0    , b_A0_x, B_A0_xa, AG    , b_AG_x, B_AG_xa, E(BP-RP), b_E(BP-RP)_x, B_E(BP-RP)_xa, Lib    , RAJ2000        , DEJ2000        , e_RAJ2000, e_DEJ2000, RADEcorJ2000, angDist
SDSS 92278782,  53.88, -58.18 , Gaia DR3 4729245732950578176,  53.88334962791, -58.17837561016,      0.0  ,      0.0  ,     107.0, 1636148068921376768, 4729245732950578176,  335984627,  0.0625,  0.0605, 0.0549, 0.0669,   0.82  ,  1.286, 1.219 ,  0.069, -0.409,  0.08 , -0.0219, 0.1792  , 0.1118   , -0.2826  , 0.1905  , -0.2158  , -0.1213  , -0.0428   , -0.3514   , -0.0688    , 340,   0,  339,    1, 0.1744, 352.51, 0.097, 0.20648,     31, false, 1.451,      ,        ,            ,            ,             ,              ,              ,        39,   26, 0.114529,       62, 0.02148 ,    65.64,      0,      1, 1.006,   0,    494, 1973.46225, 1.46897, 1343.43 , 17.449295, 0.002871,      56, 838.237 ,  7.49547, 111.832  , 18.030125, 0.010102,      51, 1579.52  ,  6.99828, 225.701  , 16.751583, 0.006118,    1.225,       0,        0,       0,        1,    0, 1.278542, 0.58083 , 0.697712,     ,     ,     ,     ,      ,       ,      ,      ,       ,       ,      ,           ,           ,             ,          ,       ,         ,         ,        ,          ,          ,       , NOT_AVAILABLE, 0.0    , 0.0    , 0.999978, 4983.2,   4948.2,    5009.5, 4.1591,   4.1304,    4.1805, 0.1097  , 0.0644    , 0.1488     , 3620.4539, 3474.407 , 3761.2146, 0.3765, 0.3422,  0.4027, 0.2945, 0.2671,  0.3153,   0.1545, 0.1402      ,        0.1655, PHOENIX,  53.88333935317, -58.17837379107,  1.104961,  1.284155, -0.0426     ,  8.637671
SDSS 96041179,  96.65, -65.1  , Gaia DR3 5284722344493626240,  96.65138513169, -65.10029075872,      0.002,      0.001,     165.0, 1636148068921376768, 5284722344493626240,  455364524,  1.1096,  1.5214,       ,       ,         ,       ,       ,       ,       ,       , -0.182 ,         ,          ,          ,         ,          ,          ,           ,           ,            ,  96,   0,   95,    1, 1.4154, 109.59, 3.42 , 1.4447 ,      3, false,      ,      ,        ,            ,            ,             ,              ,              ,        11,   11, 5.128866,       12, 0.1421  ,    33.01,      0,      0,      ,   0,    102,   89.00193, 1.10641,   80.442, 20.813868, 0.013776,      10,  38.7296,  7.12195,   5.43806, 21.368435, 0.199675,      11,   45.5073,  8.7584 ,   5.19585, 20.602692, 0.208996,    0.946,       0,        0,       0,        0,    0, 0.765743, 0.554567, 0.211176,     ,     ,     ,     ,      ,       ,      ,      ,       ,       ,      ,           ,           ,             ,          ,       ,         ,         ,        ,          ,          ,       , NOT_AVAILABLE, 0.01203, 1.02E-4, 0.987193,       ,         ,          ,       ,         ,          ,         ,           ,            ,          ,          ,          ,       ,       ,        ,       ,       ,        ,         ,             ,              ,        ,  96.65138513169, -65.10029075872,  1.109563,  1.521391, -0.182      ,  2.346328
SDSS 98320880,  90.49, -64.07 , Gaia DR3 5477599528936042368,  90.4908410286 , -64.07079883083,      0.0  ,      0.0  ,     111.0, 1636148068921376768, 5477599528936042368, 1046650580,  0.1159,  0.1014, 0.1272, 0.1034,   1.2301,  1.704, 1.421 ,  0.141, 0.939 ,  0.124, -0.1178, 0.1926  , -0.2811  , 0.0332   , 0.1872  , 0.055    , -0.3437  , -0.0106   , -0.1138   , -0.1902    , 313,   0,  311,    2, -1.638, 277.84, 0.0  , 0.0    ,     31, false, 1.54 ,      ,        ,            ,            ,             ,              ,              ,        37,   27, 0.207765,       41, 0.01605 ,    53.08,      0,      0, 0.933,   0,    328,  904.91941, 1.28044,  706.724, 18.295841, 0.003155,      38, 480.934 ,  9.07009,  53.0241 , 18.63333 , 0.020665,      38,  604.231 ,  8.19516,  73.7302 , 17.79489 , 0.015203,    1.199,       0,        0,       0,        1,    0, 0.83844 , 0.337488, 0.500952,     ,     ,     ,     ,      ,       ,      ,      ,       ,       ,      ,           ,           ,             ,          ,       ,         ,         ,        ,          ,          ,       , NOT_AVAILABLE, 0.0    , 0.0    , 0.999978, 5593.2,   5574.6,    5618.7, 4.6992,   4.6799,    4.7185, -3.8476 , -4.0708   , -3.1839    , 2832.8125, 2784.127 , 2894.2017, 0.0069, 0.0016,  0.0204, 0.0058, 0.0014,  0.0171,   0.0032, 7.0E-4      ,        0.0095, MARCS  ,  90.49082658352, -64.07080300622,  2.297178,  2.019079, -0.1885     ,  3.168305
SDSS 98332219, 102.15, -61.9  , Gaia DR3 5478864521360037376, 102.15719288992, -61.90200865111,      0.0  ,      0.0  ,     171.0, 1636148068921376768, 5478864521360037376,  794852438,  0.0577,  0.0611, 6.3564, 0.0601, 105.7383, 29.631, -1.873,  0.073, 29.572,  0.081, -0.0186, 0.1074  , -0.1427  , -0.0242  , 0.2619  , 0.0275   , -0.2666  , 0.1001    , -0.166    , -0.1252    , 303,   0,  301,    2, 3.1817, 399.7 , 0.295, 2.9275 ,     31, false, 1.258,      ,        ,            ,            ,             ,              ,              ,        35,   28, 0.11694 ,       41, 7.365E-4,   167.0 ,      0,      0, 1.132,   0,    326, 2804.67039, 2.68907, 1042.99 , 17.067663, 0.002945,      35, 413.616 , 15.6407 ,  26.4448 , 18.797049, 0.041151,      32, 3774.39  ,  9.79785, 385.226  , 15.805779, 0.004715,    1.493,       0,        0,       0,        1,    0, 2.99127 , 1.729385, 1.261885,     ,     ,     ,     ,      ,       ,      ,      ,       ,       ,      ,           ,           ,             ,          ,       ,         ,         ,        ,          ,          ,       , NOT_AVAILABLE, 0.0    , 0.0    , 0.999324, 3278.8,   3275.9,    3283.2, 4.9023,   4.8984,    4.9056, 0.04    , 0.0335    , 0.0467     ,  160.8844,  159.521 ,  162.3817, 0.9714, 0.952 ,  0.9923, 0.605 , 0.5929,  0.6183,   0.4099, 0.4021      ,        0.4184, MARCS  , 102.15721056298, -61.90214008283,  1.17125 ,  1.320057, -0.1226     , 14.173691
SDSS 98357416,  94.57, -60.84 , Gaia DR3 5481748329903802240,  94.57242945655, -60.83934860979,      0.0  ,      0.0  ,      29.0, 1636148068921376768, 5481748329903802240,  557423967,  0.0637,  0.0725, 0.0802, 0.0654,   1.2265,  1.674, 1.434 ,  0.098, 0.865 ,  0.086, 0.2135 , -0.0443 , -0.2456  , -0.1901  , -0.1922 , -0.2495  , -0.4     , 0.2626    , -0.0047   , 0.2054     , 288,   0,  287,    1, -0.589, 278.97, 0.0  , 0.0    ,     31, false, 1.472,      ,        ,            ,            ,             ,              ,              ,        34,   25, 0.147113,       37, 0.02426 ,    44.64,      0,      0, 0.974,   0,    290, 2029.71366, 1.9739 , 1028.28 , 17.41878 , 0.002951,      32, 894.458 , 12.5308 ,  71.3809 , 17.959642, 0.015464,      32, 1560.87  , 10.8439 , 143.94   , 16.764477, 0.008437,    1.21 ,       0,        2,       0,        0,    0, 1.195166, 0.540863, 0.654303,     ,     ,     ,     ,      ,       ,      ,      ,       ,       ,      ,           ,           ,             ,          ,       ,         ,         ,        ,          ,          ,       , NOT_AVAILABLE, 0.0    , 0.0    , 0.999976, 4980.2,   4945.8,    5002.4, 4.1874,   4.1759,    4.1948, 0.3303  , 0.2835    , 0.3731     , 3821.8486, 3746.5437, 3914.675 , 0.1918, 0.1587,  0.2153, 0.1508, 0.1245,  0.1693,   0.0786, 0.0648      ,        0.0882, PHOENIX,  94.57241638036, -60.83935245263,  1.582525,  1.41319 , 0.2194      ,  4.864877
