Name,lambda,Species,chi,loggf,EW,f_EW,e_EW,l_logeps,logeps,sigma,sigmaStat,sigmaSys,sigmaTeff,sigmalogg,sigmaVmic,sigma[M/H],sigmacont
CarII-0064,5253.46,26.0,3.28,-1.58,42.5,,7.1,,5.59,0.2,0.11,0.16,0.16,-0.03,-0.02,-0.0,0.03
CarII-0064,5263.31,26.0,3.26,-0.87,76.7,,5.7,,5.38,0.2,0.09,0.18,0.16,-0.04,-0.06,-0.01,0.05
CarII-0064,5266.56,26.0,3.0,-0.49,102.8,,5.1,,5.11,0.23,0.09,0.22,0.17,-0.06,-0.11,-0.01,0.07
CarII-0064,5276.0,26.1,3.2,-2.01,85.0,,5.6,,5.21,0.16,0.09,0.13,-0.02,0.11,-0.07,0.01,0.05
CarII-0064,5281.79,26.0,3.04,-1.02,86.0,,5.2,,5.4,0.21,0.09,0.2,0.17,-0.05,-0.08,-0.01,0.06
CarII-0064,5283.62,26.0,3.24,-0.45,96.3,,4.3,,5.25,0.22,0.07,0.2,0.16,-0.06,-0.1,-0.01,0.07
CarII-0064,5284.08,26.1,2.89,-3.11,52.2,,5.5,,5.45,0.15,0.09,0.12,-0.0,0.12,-0.03,0.01,0.03
CarII-0064,5296.69,24.0,0.98,-1.36,57.2,,4.9,,3.37,0.23,0.07,0.22,0.21,-0.04,-0.03,-0.01,0.03
CarII-0064,5298.27,24.0,0.98,-1.14,58.2,,6.1,,3.16,0.23,0.09,0.22,0.21,-0.04,-0.03,-0.01,0.03
CarII-0064,5300.74,24.0,0.98,-2.0,28.9,,6.4,,3.55,0.24,0.12,0.21,0.21,-0.03,-0.01,-0.0,0.02
CarII-0064,5302.3,26.0,3.28,-0.73,74.8,,5.0,,5.22,0.19,0.08,0.17,0.16,-0.04,-0.06,-0.01,0.05
CarII-0064,5307.36,26.0,1.61,-2.91,68.4,,4.5,,5.25,0.25,0.07,0.24,0.23,-0.04,-0.04,-0.01,0.04
CarII-0064,5324.18,26.0,3.21,-0.11,107.8,,5.4,,5.07,0.24,0.1,0.22,0.17,-0.07,-0.12,-0.01,0.08
CarII-0064,5332.9,26.0,1.56,-2.78,87.0,,4.6,,5.34,0.26,0.08,0.25,0.23,-0.04,-0.07,-0.01,0.06
CarII-0064,5336.79,22.1,1.58,-1.6,64.1,,5.0,,2.59,0.14,0.07,0.13,0.04,0.11,-0.04,0.01,0.04
CarII-0064,5339.93,26.0,3.26,-0.63,78.0,,4.3,,5.15,0.19,0.07,0.18,0.16,-0.04,-0.06,-0.01,0.05
CarII-0064,5341.02,26.0,1.61,-1.95,135.5,,5.4,,5.45,0.34,0.1,0.32,0.26,-0.06,-0.19,-0.03,0.1
CarII-0064,5345.8,24.0,1.0,-0.95,76.2,,4.9,,3.26,0.24,0.07,0.23,0.21,-0.05,-0.06,-0.01,0.04
CarII-0064,5348.31,24.0,1.0,-1.21,58.2,,4.3,,3.25,0.23,0.06,0.22,0.21,-0.04,-0.03,-0.01,0.03
CarII-0064,5349.47,20.0,2.71,-0.31,32.8,,6.3,,4.31,0.16,0.11,0.11,0.11,-0.03,-0.01,-0.0,0.03
CarII-0064,5353.37,26.0,4.1,-0.76,28.6,,7.0,,5.5,0.18,0.13,0.12,0.12,-0.02,-0.01,-0.0,0.02
CarII-0064,5365.4,26.0,3.56,-1.02,22.4,,3.7,,4.97,0.17,0.08,0.15,0.15,-0.02,-0.01,-0.0,0.02
CarII-0064,5367.47,26.0,4.41,0.35,29.2,,4.6,,4.77,0.14,0.09,0.11,0.11,-0.02,-0.01,-0.0,0.02
CarII-0064,5369.96,26.0,4.37,0.35,42.9,,3.9,,4.96,0.13,0.06,0.12,0.11,-0.03,-0.02,-0.0,0.03
CarII-0064,5381.02,22.1,1.56,-1.97,52.3,,5.5,,2.77,0.15,0.08,0.13,0.05,0.12,-0.03,0.01,0.03
CarII-0064,5383.37,26.0,4.31,0.5,68.6,,4.8,,5.14,0.15,0.08,0.13,0.12,-0.04,-0.05,-0.0,0.04
CarII-0064,5393.17,26.0,3.24,-0.72,77.6,,4.5,,5.2,0.19,0.07,0.18,0.16,-0.04,-0.06,-0.01,0.05
CarII-0064,5397.13,26.0,0.91,-1.98,167.9,,5.3,,5.15,0.42,0.09,0.41,0.35,-0.06,-0.21,-0.03,0.11
CarII-0064,5410.91,26.0,4.47,0.28,45.1,,4.4,,5.19,0.13,0.07,0.11,0.11,-0.03,-0.02,-0.0,0.03
CarII-0064,5415.2,26.0,4.38,0.5,76.2,,5.5,,5.35,0.16,0.09,0.14,0.11,-0.04,-0.06,-0.01,0.05
CarII-0064,5418.77,22.1,1.58,-2.13,41.5,,5.7,,2.78,0.15,0.09,0.13,0.05,0.12,-0.02,0.01,0.02
CarII-0064,5424.07,26.0,4.32,0.52,75.2,,5.8,,5.23,0.17,0.09,0.14,0.12,-0.04,-0.06,-0.01,0.04
CarII-0064,5434.52,26.0,1.01,-2.13,151.0,,5.3,,5.12,0.39,0.1,0.38,0.31,-0.06,-0.2,-0.03,0.1
CarII-0064,5473.9,26.0,4.15,-0.72,20.5,,5.0,,5.33,0.17,0.12,0.12,0.12,-0.02,-0.01,-0.0,0.02
CarII-0064,5476.9,28.0,1.82,-0.78,105.9,,7.1,,3.71,0.29,0.14,0.26,0.22,-0.05,-0.12,-0.01,0.07
CarII-0064,5497.52,26.0,1.01,-2.83,146.9,,4.5,,5.72,0.38,0.09,0.37,0.31,-0.05,-0.19,-0.02,0.09
CarII-0064,5501.47,26.0,0.96,-3.05,113.1,,4.2,,5.27,0.32,0.08,0.31,0.28,-0.05,-0.13,-0.02,0.07
CarII-0064,5506.78,26.0,0.99,-2.79,119.5,,4.5,,5.17,0.33,0.08,0.32,0.28,-0.05,-0.15,-0.02,0.07
CarII-0064,5528.4,12.0,4.35,-0.5,87.0,,4.7,,5.35,0.14,0.07,0.12,0.1,-0.05,-0.05,-0.01,0.04
CarII-0064,5534.83,26.1,3.25,-2.75,49.6,,5.7,,5.46,0.15,0.09,0.12,-0.01,0.12,-0.03,0.01,0.02
CarII-0064,5569.62,26.0,3.41,-0.52,74.8,,4.5,,5.16,0.18,0.07,0.17,0.16,-0.04,-0.06,-0.01,0.04
CarII-0064,5572.84,26.0,3.39,-0.28,90.3,,4.0,,5.14,0.2,0.06,0.18,0.16,-0.05,-0.09,-0.01,0.04
CarII-0064,5576.09,26.0,3.43,-1.0,57.8,,4.0,,5.4,0.17,0.06,0.16,0.15,-0.03,-0.04,-0.01,0.03
CarII-0064,5581.97,20.0,2.52,-0.56,19.2,,3.3,,4.03,0.14,0.08,0.12,0.12,-0.03,-0.01,-0.0,0.01
CarII-0064,5586.76,26.0,3.37,-0.11,94.2,,4.1,,5.0,0.21,0.07,0.2,0.16,-0.05,-0.1,-0.01,0.05
CarII-0064,5588.75,20.0,2.52,0.21,75.8,,3.3,,4.24,0.14,0.05,0.14,0.12,-0.04,-0.06,-0.01,0.04
CarII-0064,5590.11,20.0,2.52,-0.57,25.0,,4.5,,4.18,0.15,0.09,0.12,0.12,-0.03,-0.01,-0.0,0.02
CarII-0064,5594.46,20.0,2.52,0.1,74.8,,4.9,,4.33,0.15,0.07,0.14,0.12,-0.04,-0.05,-0.01,0.03
CarII-0064,5598.48,20.0,2.52,-0.09,68.5,,4.1,,4.42,0.15,0.06,0.13,0.12,-0.04,-0.05,-0.01,0.03
CarII-0064,5601.28,20.0,2.53,-0.52,30.7,,4.6,,4.26,0.14,0.08,0.12,0.12,-0.03,-0.01,-0.0,0.02
CarII-0064,5615.64,26.0,3.33,0.04,126.4,,4.5,,5.35,0.25,0.08,0.24,0.17,-0.08,-0.15,-0.01,0.06
CarII-0064,5624.54,26.0,3.41,-0.76,58.4,,3.4,,5.15,0.17,0.05,0.16,0.15,-0.03,-0.04,-0.01,0.02
CarII-0064,5662.52,26.0,4.17,-0.41,21.1,,3.7,,5.05,0.15,0.09,0.12,0.12,-0.02,-0.01,-0.0,0.01
CarII-0064,5701.54,26.0,2.56,-2.22,46.4,,3.9,,5.38,0.2,0.06,0.2,0.19,-0.03,-0.02,-0.0,0.02
CarII-0064,5753.12,26.0,4.26,-0.62,20.6,,3.8,,5.34,0.15,0.09,0.12,0.12,-0.02,-0.01,-0.0,0.01
CarII-0064,5857.45,20.0,2.93,0.23,57.2,,4.2,,4.41,0.13,0.07,0.11,0.1,-0.03,-0.03,-0.0,0.02
CarII-0064,5889.95,11.0,0.0,0.11,192.7,,3.3,,3.76,0.28,0.04,0.28,0.22,-0.09,-0.15,-0.02,0.06
CarII-0064,5895.92,11.0,0.0,-0.19,157.9,,3.8,,3.56,0.26,0.06,0.26,0.2,-0.07,-0.14,-0.02,0.06
CarII-0064,5956.69,26.0,0.86,-4.5,39.5,,3.7,,5.44,0.28,0.06,0.27,0.27,-0.03,-0.02,-0.01,0.01
CarII-0064,6003.01,26.0,3.88,-1.1,29.3,,4.9,,5.56,0.17,0.09,0.14,0.14,-0.02,-0.01,-0.0,0.01
CarII-0064,6065.48,26.0,2.61,-1.53,88.4,,3.3,,5.34,0.22,0.05,0.22,0.2,-0.04,-0.08,-0.01,0.03
CarII-0064,6102.72,20.0,1.88,-0.79,72.7,,3.5,,4.37,0.17,0.05,0.16,0.15,-0.04,-0.05,-0.01,0.02
CarII-0064,6122.22,20.0,1.89,-0.32,101.8,,3.4,,4.33,0.2,0.06,0.19,0.16,-0.06,-0.09,-0.01,0.03
CarII-0064,6136.61,26.0,2.45,-1.4,106.3,,4.0,,5.3,0.25,0.07,0.24,0.21,-0.05,-0.11,-0.02,0.04
CarII-0064,6136.99,26.0,2.2,-2.93,36.4,,3.9,,5.46,0.22,0.06,0.21,0.21,-0.03,-0.01,-0.0,0.01
CarII-0064,6137.69,26.0,2.59,-1.4,95.9,,2.9,,5.3,0.23,0.05,0.23,0.2,-0.04,-0.09,-0.01,0.03
CarII-0064,6151.62,26.0,2.17,-3.37,19.5,,2.6,,5.53,0.22,0.07,0.21,0.21,-0.03,-0.01,-0.0,0.01
CarII-0064,6162.17,20.0,1.9,-0.09,118.9,,3.1,,4.39,0.22,0.05,0.21,0.16,-0.07,-0.12,-0.01,0.04
CarII-0064,6169.04,20.0,2.52,-0.8,28.1,,3.4,,4.45,0.14,0.07,0.12,0.12,-0.03,-0.01,-0.0,0.01
CarII-0064,6169.56,20.0,2.53,-0.48,48.7,,3.9,,4.49,0.14,0.06,0.12,0.12,-0.03,-0.02,-0.0,0.01
CarII-0064,6191.56,26.0,2.43,-1.6,97.8,,3.4,,5.33,0.24,0.05,0.23,0.21,-0.04,-0.09,-0.01,0.03
CarII-0064,6200.31,26.0,2.61,-2.44,38.7,,4.7,,5.5,0.21,0.07,0.2,0.19,-0.03,-0.02,-0.0,0.01
CarII-0064,6213.43,26.0,2.22,-2.48,62.9,,3.5,,5.43,0.22,0.05,0.22,0.21,-0.03,-0.04,-0.01,0.02
CarII-0064,6219.28,26.0,2.2,-2.45,64.5,,3.3,,5.39,0.22,0.04,0.22,0.21,-0.03,-0.04,-0.01,0.02
CarII-0064,6230.72,26.0,2.56,-1.28,113.6,,3.7,,5.42,0.26,0.06,0.25,0.21,-0.05,-0.13,-0.01,0.04
CarII-0064,6232.64,26.0,3.65,-1.24,20.4,,4.3,,5.21,0.18,0.1,0.15,0.14,-0.02,-0.01,-0.0,0.01
CarII-0064,6240.65,26.0,2.22,-3.17,34.4,,6.1,,5.69,0.23,0.1,0.21,0.21,-0.03,-0.01,-0.0,0.01
CarII-0064,6246.32,26.0,3.6,-0.77,59.0,,3.2,,5.36,0.17,0.05,0.16,0.15,-0.03,-0.04,-0.01,0.02
CarII-0064,6252.56,26.0,2.4,-1.69,95.4,,3.0,,5.33,0.24,0.05,0.23,0.21,-0.04,-0.09,-0.01,0.03
CarII-0064,6254.26,26.0,2.28,-2.43,65.1,,3.3,,5.48,0.22,0.05,0.21,0.21,-0.03,-0.04,-0.01,0.02
CarII-0064,6265.13,26.0,2.17,-2.54,57.4,,3.1,,5.35,0.22,0.04,0.22,0.21,-0.03,-0.03,-0.01,0.01
CarII-0064,6280.62,26.0,0.86,-4.39,76.8,,3.4,,5.82,0.29,0.05,0.28,0.28,-0.04,-0.05,-0.01,0.02
CarII-0064,6297.79,26.0,2.22,-2.64,41.2,,3.4,,5.27,0.22,0.05,0.21,0.21,-0.03,-0.02,-0.01,0.02
CarII-0064,6301.5,26.0,3.65,-0.71,50.6,,3.2,,5.24,0.16,0.05,0.15,0.15,-0.02,-0.03,-0.0,0.01
CarII-0064,6322.69,26.0,2.59,-2.43,33.1,,2.9,,5.37,0.2,0.05,0.19,0.19,-0.03,-0.01,-0.0,0.01
CarII-0064,6335.33,26.0,2.2,-2.18,83.5,,2.9,,5.38,0.23,0.04,0.23,0.22,-0.04,-0.06,-0.01,0.02
CarII-0064,6336.82,26.0,3.68,-0.85,37.5,,2.9,,5.2,0.15,0.05,0.15,0.14,-0.03,-0.02,-0.01,0.01
CarII-0064,6344.15,26.0,2.43,-2.92,17.6,,2.3,,5.33,0.21,0.07,0.2,0.2,-0.02,-0.0,-0.0,0.01
CarII-0064,6355.03,26.0,2.84,-2.42,32.8,,3.9,,5.67,0.2,0.07,0.18,0.18,-0.03,-0.01,-0.0,0.01
CarII-0064,6393.6,26.0,2.43,-1.62,104.6,,2.7,,5.44,0.24,0.05,0.24,0.21,-0.04,-0.1,-0.01,0.03
CarII-0064,6400.0,26.0,3.6,-0.27,85.2,,4.4,,5.23,0.19,0.07,0.18,0.16,-0.04,-0.07,-0.01,0.03
CarII-0064,6400.32,26.0,0.91,-4.32,63.9,,4.9,,5.64,0.28,0.07,0.28,0.27,-0.03,-0.04,-0.01,0.02
CarII-0064,6408.02,26.0,3.68,-0.99,29.1,,2.6,,5.19,0.16,0.05,0.15,0.14,-0.02,-0.01,-0.0,0.01
CarII-0064,6411.65,26.0,3.65,-0.59,51.4,,3.4,,5.12,0.16,0.05,0.15,0.15,-0.03,-0.03,-0.0,0.01
CarII-0064,6421.35,26.0,2.28,-2.01,86.4,,2.6,,5.35,0.23,0.04,0.23,0.21,-0.04,-0.07,-0.01,0.02
CarII-0064,6430.85,26.0,2.17,-1.95,110.3,,3.4,,5.52,0.26,0.05,0.26,0.23,-0.05,-0.11,-0.01,0.03
CarII-0064,6432.68,26.1,2.89,-3.57,22.8,,2.6,,5.32,0.14,0.06,0.12,0.0,0.12,-0.01,0.01,0.01
CarII-0064,6439.07,20.0,2.52,0.47,96.2,,3.1,,4.23,0.17,0.05,0.16,0.13,-0.05,-0.09,-0.01,0.03
CarII-0064,6449.81,20.0,2.52,-0.5,40.0,,3.5,,4.36,0.14,0.06,0.12,0.12,-0.03,-0.02,-0.0,0.01
CarII-0064,6456.38,26.1,3.9,-2.05,52.5,,3.8,,5.55,0.14,0.06,0.13,-0.04,0.12,-0.03,0.01,0.01
CarII-0064,6494.98,26.0,2.4,-1.27,120.5,,3.4,,5.3,0.27,0.06,0.26,0.22,-0.05,-0.13,-0.01,0.04
CarII-0064,6499.65,20.0,2.52,-0.82,26.8,,3.5,,4.43,0.14,0.07,0.12,0.12,-0.03,-0.01,-0.0,0.01
CarII-0064,6592.91,26.0,2.73,-1.6,70.7,,2.6,,5.26,0.2,0.04,0.2,0.19,-0.03,-0.05,-0.01,0.02
CarII-0064,6593.87,26.0,2.43,-2.42,44.5,,3.0,,5.34,0.21,0.04,0.2,0.2,-0.03,-0.02,-0.0,0.01
CarII-0064,6609.11,26.0,2.56,-2.69,29.0,,3.2,,5.5,0.2,0.06,0.2,0.19,-0.03,-0.01,-0.0,0.01
CarII-0064,6643.63,28.0,1.68,-2.22,36.5,,2.7,,3.79,0.23,0.04,0.22,0.22,-0.02,-0.01,-0.0,0.01
CarII-0064,6663.44,26.0,2.42,-2.48,46.7,,5.2,,5.42,0.22,0.08,0.2,0.2,-0.03,-0.02,-0.01,0.01
CarII-0064,6677.98,26.0,2.69,-1.47,95.6,,2.8,,5.44,0.23,0.04,0.22,0.2,-0.04,-0.09,-0.01,0.03
CarII-0064,6717.68,20.0,2.71,-0.52,39.3,,3.0,,4.58,0.13,0.05,0.12,0.11,-0.03,-0.02,-0.0,0.01
CarII-0064,6750.15,26.0,2.42,-2.62,38.1,,3.1,,5.42,0.21,0.05,0.2,0.2,-0.03,-0.02,-0.0,0.01
CarII-0064,6767.77,28.0,1.82,-2.14,28.9,,2.4,,3.76,0.22,0.05,0.22,0.22,-0.02,-0.01,-0.0,0.01
CarII-0064,4310.0,6.0,,,,,,,6.16,0.34,0.02,0.34,0.33,-0.08,-0.01,0.03,
CarII-0064,4323.0,6.0,,,,,,,6.16,0.3,0.03,0.3,0.28,-0.07,0.01,0.03,
CarII-0064,3944.0,13.0,0.0,-0.62,,,,,2.67,1.44,0.7,1.26,1.23,-0.27,-0.09,-0.02,0.26
CarII-0064,3905.5,14.0,0.0,-0.62,,,,,4.3,0.75,0.51,0.55,0.49,-0.21,-0.12,0.03,0.45
CarII-0064,4077.7,38.1,0.0,0.17,,,,,0.78,0.35,0.23,0.27,-0.05,0.12,-0.23,0.0,0.23
CarII-0064,4215.5,38.1,0.0,-0.17,,,,,0.52,0.57,0.21,0.53,-0.36,0.3,-0.23,-0.06,0.24
CarII-0064,4554.0,56.1,0.0,0.16,,,,,2.52,0.17,0.08,0.15,0.1,0.11,-0.01,0.01,0.03
CarII-0064,4934.1,56.1,0.0,-0.16,,,,,2.77,0.31,0.2,0.23,0.21,0.09,-0.0,0.01,0.02
CarII-0064,3995.3,27.0,0.92,-0.22,,,,,2.58,0.43,0.21,0.38,0.31,-0.04,-0.19,-0.1,0.24
CarII-0064,4020.9,27.0,0.43,-2.07,,,,,2.85,0.26,0.17,0.19,0.18,0.05,-0.0,-0.01,0.12
CarII-0064,4033.1,25.0,0.0,-0.62,,,,,2.63,0.27,0.18,0.2,0.2,-0.03,-0.05,-0.01,0.32
CarII-0064,4034.5,25.0,0.0,-0.81,,,,,2.48,0.3,0.15,0.26,0.26,0.01,-0.0,0.04,0.3
CarII-0064,4041.4,25.0,2.11,0.28,,,,,2.7,0.17,0.14,0.09,0.09,-0.01,-0.01,-0.01,0.14
CarII-0064,4110.5,27.0,1.05,-1.08,,,,,2.74,0.23,0.15,0.17,0.17,-0.01,0.0,-0.0,0.1
CarII-0064,4118.8,27.0,1.05,-0.49,,,,,2.55,0.29,0.14,0.25,0.22,-0.06,-0.07,-0.07,0.18
CarII-0064,4121.3,27.0,0.92,-0.32,,,,,2.31,0.23,0.15,0.17,0.15,-0.04,-0.07,-0.02,0.17
CarII-0064,4246.8,21.1,0.32,0.24,,,,,0.06,0.38,0.15,0.35,-0.26,0.19,-0.12,-0.06,0.17
CarII-0064,4314.1,21.1,0.62,-0.1,,,,,0.15,0.24,0.17,0.17,-0.0,0.17,-0.03,-0.02,0.1
CarII-0064,4325.0,21.1,0.59,-0.44,,,,,0.1,0.18,0.09,0.16,-0.01,0.13,-0.08,-0.04,0.05
CarII-0064,4400.4,21.1,0.61,-0.54,,,,,0.03,0.16,0.11,0.12,0.01,0.12,-0.01,0.01,0.05
CarII-0064,4415.5,21.1,0.59,-0.67,,,,,0.04,0.14,0.09,0.1,0.06,0.08,-0.0,0.0,0.04
CarII-0064,4754.0,25.0,2.28,-0.09,,,,,2.43,0.18,0.1,0.16,0.15,-0.02,-0.01,-0.0,0.02
CarII-0064,4783.4,25.0,2.3,0.04,,,,,2.45,0.17,0.1,0.14,0.13,-0.04,-0.0,-0.0,0.03
CarII-0064,4823.5,25.0,2.32,0.14,,,,,2.47,0.23,0.14,0.19,0.18,-0.05,-0.01,-0.0,0.03
CarII-0064,5031.0,21.1,1.36,-0.4,,,,,0.06,0.18,0.12,0.13,-0.02,0.13,-0.01,0.01,0.03
CarII-0064,3876.0,7.0,,,,,,,6.04,0.65,0.5,0.42,0.42,-0.05,0.01,0.03,
CarII-0064,3961.5,13.0,0.01,-0.33,,,,,3.16,0.31,0.24,0.2,-0.0,-0.01,-0.14,-0.14,0.31
CarII-0064,4129.7,63.1,0.0,0.22,,,,<,1.89,,,,,,,,
CarII-0064,6300.3,8.0,0.0,-9.82,,,,<,7.59,,,,,,,,
CarII-0064,7698.9,19.0,0.0,-0.17,,,,<,2.75,,,,,,,,
CarII-0064,5105.5,29.0,1.39,-1.52,,,,<,1.83,,,,,,,,
CarII-2064,4102.94,14.0,1.91,-3.14,130.2,,0.8,,6.65,0.42,0.32,0.27,0.22,-0.06,-0.15,0.01,0.36
CarII-2064,4143.41,26.0,3.05,-0.21,60.6,,8.6,,4.91,0.23,0.15,0.17,0.16,-0.0,-0.06,0.01,0.14
CarII-2064,4147.67,26.0,1.48,-2.07,51.6,,0.0,,4.95,0.28,0.17,0.22,0.22,-0.0,-0.04,0.01,0.12
CarII-2064,4156.8,26.0,2.83,-0.62,41.7,,0.3,,4.77,0.24,0.17,0.17,0.17,-0.0,-0.03,0.01,0.12
CarII-2064,4173.92,26.0,0.99,-3.29,38.2,,6.9,,5.41,0.26,0.12,0.24,0.23,-0.0,-0.02,0.01,0.09
CarII-2064,4175.64,26.0,2.84,-0.67,66.6,,9.6,,5.25,0.25,0.17,0.18,0.17,-0.0,-0.07,0.01,0.15
CarII-2064,4178.86,26.1,2.58,-2.51,53.9,,1.2,,5.23,0.23,0.18,0.14,0.04,0.13,-0.04,0.01,0.1
CarII-2064,4181.76,26.0,2.83,-0.18,92.4,,1.4,,5.25,0.34,0.25,0.23,0.18,-0.02,-0.15,0.0,0.24
CarII-2064,4184.89,26.0,2.83,-0.86,39.1,,7.4,,4.97,0.21,0.13,0.17,0.17,-0.0,-0.03,0.0,0.08
CarII-2064,4187.04,26.0,2.45,-0.56,79.4,,8.4,,4.93,0.27,0.16,0.21,0.19,-0.03,-0.09,0.01,0.18
CarII-2064,4187.8,26.0,2.42,-0.55,72.6,,7.1,,4.78,0.24,0.13,0.2,0.19,-0.02,-0.08,0.01,0.15
CarII-2064,4191.43,26.0,2.47,-0.67,82.5,,7.6,,5.11,0.26,0.14,0.22,0.19,-0.03,-0.1,0.01,0.19
CarII-2064,4199.1,26.0,3.04,0.25,95.2,,1.4,,5.11,0.34,0.25,0.23,0.17,-0.02,-0.16,0.0,0.29
CarII-2064,4216.18,26.0,0.0,-3.36,76.7,,0.4,,5.05,0.36,0.2,0.29,0.28,-0.01,-0.1,0.01,0.21
CarII-2064,4222.21,26.0,2.45,-0.97,46.6,,0.5,,4.79,0.25,0.17,0.19,0.18,-0.0,-0.03,0.01,0.09
CarII-2064,4247.43,26.0,3.37,-0.23,74.8,,9.8,,5.49,0.25,0.18,0.18,0.16,-0.02,-0.08,0.01,0.17
CarII-2064,4254.35,24.0,0.0,-0.09,70.7,,9.7,,2.1,0.31,0.18,0.25,0.24,-0.01,-0.07,0.01,0.19
CarII-2064,4260.47,26.0,2.4,-0.02,99.8,,1.1,,4.71,0.34,0.21,0.26,0.21,-0.05,-0.14,0.01,0.28
CarII-2064,4271.15,26.0,2.45,-0.35,87.5,,0.2,,4.85,0.3,0.19,0.23,0.2,-0.04,-0.11,0.01,0.21
CarII-2064,4274.81,24.0,0.0,-0.22,97.1,,9.3,,2.74,0.36,0.21,0.3,0.25,-0.03,-0.16,0.0,0.25
CarII-2064,4283.01,20.0,1.88,-0.22,74.9,,9.7,,4.48,0.23,0.17,0.16,0.14,-0.02,-0.07,0.0,0.13
CarII-2064,4318.65,20.0,1.9,-0.21,104.0,,3.0,,5.01,0.33,0.25,0.22,0.16,-0.05,-0.14,0.0,0.24
CarII-2064,4330.7,22.1,1.18,-2.09,50.5,,6.5,,3.31,0.19,0.1,0.16,0.09,0.13,-0.03,0.01,0.08
CarII-2064,4337.05,26.0,1.56,-1.7,76.9,,7.1,,5.06,0.28,0.14,0.24,0.22,-0.01,-0.09,0.01,0.14
CarII-2064,4352.73,26.0,2.22,-1.29,80.1,,8.4,,5.44,0.28,0.17,0.22,0.2,-0.01,-0.11,0.01,0.19
CarII-2064,4375.93,26.0,0.0,-3.0,85.3,,6.3,,4.83,0.33,0.13,0.31,0.28,-0.01,-0.12,0.0,0.19
CarII-2064,4394.06,22.1,1.22,-1.77,61.7,,6.1,,3.2,0.19,0.1,0.16,0.09,0.12,-0.05,0.01,0.09
CarII-2064,4395.84,22.1,1.24,-1.93,56.4,,5.9,,3.3,0.19,0.09,0.16,0.09,0.12,-0.04,0.01,0.08
CarII-2064,4399.77,22.1,1.24,-1.2,106.2,,7.2,,3.47,0.29,0.16,0.24,0.1,0.12,-0.18,0.01,0.22
CarII-2064,4416.82,26.1,2.78,-2.65,35.6,,5.6,,5.24,0.17,0.1,0.14,0.03,0.13,-0.02,0.01,0.07
CarII-2064,4417.72,22.1,1.16,-1.43,101.5,,8.8,,3.52,0.29,0.19,0.23,0.1,0.12,-0.16,0.01,0.26
CarII-2064,4422.57,26.0,2.84,-1.11,37.9,,6.3,,5.19,0.2,0.11,0.17,0.17,0.0,-0.02,0.01,0.07
CarII-2064,4425.44,20.0,1.88,-0.36,94.7,,8.9,,4.91,0.25,0.15,0.2,0.16,-0.05,-0.1,0.01,0.18
CarII-2064,4427.31,26.0,0.05,-2.92,94.4,,8.6,,4.99,0.38,0.2,0.32,0.28,-0.01,-0.15,0.0,0.23
CarII-2064,4434.96,20.0,1.89,-0.01,72.7,,6.2,,4.2,0.19,0.1,0.16,0.14,-0.03,-0.06,0.0,0.11
CarII-2064,4435.68,20.0,1.89,-0.52,51.6,,8.9,,4.39,0.2,0.14,0.14,0.14,-0.01,-0.03,0.0,0.07
CarII-2064,4441.73,22.1,1.18,-2.41,38.5,,7.0,,3.42,0.2,0.12,0.16,0.09,0.13,-0.02,0.01,0.05
CarII-2064,4442.34,26.0,2.2,-1.23,95.0,,6.9,,5.59,0.28,0.13,0.25,0.21,-0.03,-0.13,0.01,0.15
CarII-2064,4443.19,26.0,2.86,-1.02,30.3,,5.2,,4.97,0.19,0.1,0.17,0.17,-0.0,-0.02,0.01,0.05
CarII-2064,4443.8,22.1,1.08,-0.71,98.1,,5.5,,2.63,0.25,0.12,0.22,0.11,0.12,-0.14,0.01,0.18
CarII-2064,4444.55,22.1,1.11,-2.2,49.5,,5.1,,3.32,0.18,0.08,0.17,0.1,0.13,-0.03,0.01,0.07
CarII-2064,4447.72,26.0,2.22,-1.34,68.5,,7.8,,5.25,0.24,0.13,0.21,0.2,-0.01,-0.07,0.01,0.1
CarII-2064,4450.48,22.1,1.08,-1.52,88.7,,6.0,,3.26,0.23,0.12,0.2,0.1,0.12,-0.12,0.01,0.14
CarII-2064,4454.38,26.0,2.83,-1.25,29.1,,6.1,,5.15,0.2,0.12,0.17,0.17,-0.0,-0.02,0.01,0.05
CarII-2064,4454.78,20.0,1.9,0.26,91.7,,8.4,,4.26,0.24,0.14,0.19,0.16,-0.05,-0.1,0.01,0.14
CarII-2064,4455.89,20.0,1.9,-0.52,59.8,,7.3,,4.53,0.18,0.11,0.15,0.14,-0.01,-0.04,0.0,0.08
CarII-2064,4461.65,26.0,0.09,-3.19,104.5,,6.6,,5.51,0.38,0.15,0.35,0.29,-0.03,-0.19,-0.0,0.23
CarII-2064,4464.45,22.1,1.16,-2.08,42.2,,6.6,,3.13,0.19,0.1,0.16,0.1,0.12,-0.02,0.01,0.07
CarII-2064,4468.49,22.1,1.13,-0.63,121.8,,8.7,,3.12,0.33,0.19,0.27,0.11,0.1,-0.22,0.0,0.28
CarII-2064,4470.86,22.1,1.16,-2.28,31.8,,5.4,,3.15,0.19,0.1,0.16,0.1,0.12,-0.02,0.01,0.06
CarII-2064,4489.74,26.0,0.12,-3.9,63.3,,5.5,,5.45,0.29,0.09,0.28,0.27,-0.0,-0.06,0.01,0.09
