Found,JINA_ID,Query_ID,RA_input,DEC_input,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,R,H,I,V,B,J,K,U,otype,plx_value,pmdec,rvz_nature,rvz_qual,pmra,sp_qual,sp_bibcode,sp_type
True,,BL269,02:39:58.20,-34:32:05.3,[WMO2009] For-2280,39.99263025077,-34.53481083356,0.0548,0.0746,90,O,2020yCat.1350....0G,17.615999221801758,15.003999710083008,16.899999618530273,18.43000030517578,20.108999252319336,15.8149995803833,14.638999938964844,,RR*,0.0354,-0.44,s,A,0.493,,,
True,,BL273,02:40:09.37,-34:36:17.1,2MASS J02400939-3436172,40.03914984432,-34.60477917367,0.0558,0.0861,90,O,2020yCat.1350....0G,,14.932000160217285,,18.402000427246094,,15.956000328063965,14.87399959564209,,RG*,,-0.255,s,A,0.334,,,
True,,BL274,02:40:06.14,-34:28:52.0,2MASS J02400616-3428523,40.02571310694,-34.48116807699,0.0529,0.07,90,O,2020yCat.1350....0G,17.525999069213867,14.96399974822998,16.78700065612793,18.378999710083008,20.11400032043457,15.71399974822998,14.678000450134277,,RG*,0.0334,-0.524,s,A,0.341,,,
True,,BL278,02:40:04.38,-34:27:11.3,WEL 112,40.0183892665,-34.45322256578,0.0502,0.0716,90,O,2020yCat.1350....0G,17.413999557495117,14.833000183105469,,18.3700008392334,19.945999145507812,15.631999969482422,14.758000373840332,,RG*,0.0255,-0.319,s,A,0.491,D,1990A&A...233...21L,K5
True,,BL279,02:40:02.70,-34:38:29.9,GB07 Fnx34,40.01135562906,-34.64167211693001,0.054,0.0735,90,O,2020yCat.1350....0G,,,16.902000427246094,18.16200065612793,,,,,RG*,,-0.32,s,A,0.504,,,
True,,BL293,02:40:01.77,-34:27:47.9,[LHT2010] BL293,40.00753124077833,-34.46338595184916,0.0582,0.0777,90,O,2020yCat.1350....0G,,,16.81999969482422,18.450000762939453,20.209999084472656,,,,RG*,,-0.274,s,A,0.355,,,
True,,BL295,02:40:26.72,-34:26:56.8,2MASS J02402674-3426571,40.11143137459,-34.4492037804,0.0608,0.0924,90,O,2020yCat.1350....0G,17.572999954223633,14.972999572753906,,,20.097000122070312,15.689000129699707,14.814000129699707,,RG*,0.1568,-0.374,s,A,0.402,,,
True,,BL298,02:40:13.49,-34:30:02.0,2MASS J02401350-3430022,40.05629854447,-34.50059951816,0.0568,0.083,90,O,2020yCat.1350....0G,17.645999908447266,15.1899995803833,,,19.8799991607666,15.88700008392334,15.17199993133545,,RG*,0.0916,-0.41,s,A,0.412,,,
True,,BL300,02:40:17.90,-34:27:00.7,[WMO2009] For-2044,40.07468816926,-34.45028972035,0.0544,0.0779,90,O,2020yCat.1350....0G,,14.862000465393066,16.790000915527344,18.420000076293945,,15.737000465393066,14.60099983215332,,RG*,,-0.455,s,A,0.475,,,
True,,BL304,02:40:05.49,-34:32:42.7,2MASS J02400550-3432429,40.0229516831,-34.5452131701,0.0554,0.0784,90,O,2020yCat.1350....0G,17.594999313354492,14.79800033569336,16.739999771118164,18.326000213623047,20.155000686645508,15.855999946594238,14.769000053405762,,RG*,0.0831,-0.401,s,A,0.474,,,
True,,BL311,02:40:22.64,-34:31:31.0,[LHT2010] BL311,40.09444217242,-34.525332851730006,0.0561,0.0803,90,O,2020yCat.1350....0G,,15.092000007629395,,,,15.800999641418457,15.03600025177002,,RG*,0.002,-0.445,s,A,0.436,,,
True,,BL315,02:40:24.22,-34:26:20.0,2MASS J02402422-3426205,40.10103897128,-34.43899163009,0.0632,0.091,90,O,2020yCat.1350....0G,17.708999633789062,15.28499984741211,17.040000915527344,18.40999984741211,19.871999740600586,16.07699966430664,15.493000030517578,,RG*,0.0285,-0.241,s,A,0.378,,,
True,,BL323,02:40:16.76,-34:29:34.4,[WMO2009] For-1250,40.069944862339995,-34.49293569537,0.054,0.0775,90,O,2020yCat.1350....0G,17.547000885009766,14.836999893188477,16.75,18.389999389648438,20.082000732421875,15.616999626159668,14.562000274658203,,RG*,0.0246,-0.339,s,A,0.339,,,
True,,BL325,02:40:27.00,-34:26:44.1,2MASS J02402701-3426444,40.11258999793,-34.44568856154,0.0606,0.0892,90,O,2020yCat.1350....0G,,15.253000259399414,17.049999237060547,18.459999084472656,,16.051000595092773,15.145000457763672,,RG*,,-0.403,s,A,0.377,,,
