Name,Simbad_Identifier,System,RA_hms,DEC_dms,Teff,e_Teff,logg,e_logg,Fe/H,e_Fe/H,Vmic,e_Vmic
J0715-7334,2MASS J07153858-7334530,Large Magellanic Cloud,07:15:38.60,-73:34:53.14,4700,100,1.1,0.25,-4.53,0.15,1.60,0.3
