# Title: The R-Process Alliance: 2MASS J22132050-5137385, the Star with the 
#        Highest-known r-process Enhancement at [Eu/Fe] = +2.45 
# Authors: Roederer I.U., Beers T.C., Hattori K., Placco V.M., Hansen T.T., 
#          Ezzeddine R., Frebel A., Holmbeck E.M., Sakari C.M. 
# Table: Line Atomic Data and Derived Abundances 
# ================================================================================
# Byte-by-byte Description of file: apjad57bft2_mrt.txt
# --------------------------------------------------------------------------------
#    Bytes Format Units    Label         Explanations
# --------------------------------------------------------------------------------
#    1-  4 A4     ---      ID            Species
#    6- 12 F7.2   10-10m   Wave          Wavelength; Angstroms
#   14- 17 F4.2   eV       Elow          Energy of lower level of transition
#   19- 24 F6.3   [-]      log(gf)       Log of degeneracy times oscillator  
#                                          strength
#   26- 27 I2     ---    r_log(gf)       Reference for log(gf) (1)
#   29- 33 F5.1   10-13m   EW            ? Equivalent Width; milliAngstroms
#   35- 35 A1     ---    l_log(epsilon)  Limit flag on log(epsilon)
#   37- 41 F5.2   [-]      log(epsilon)  Log {epsilon} abundance of element X
#   43- 47 F5.2   ---      NLTEcorr      ? NLTE correction to log {epsilon} 
#                                          abundance of element X (2)
# --------------------------------------------------------------------------------
# Note (1): 
#      1 = Smith et al. (1998) [1998ApJ...506..405S], using HFS from Kurucz 
#          (2011) [2011CaJPh..89..417K];
#      2 = Magg et al. (2022) [2022A&A...661A.140M];
#      3 = Kramida et al. (2021) (NIST ASD);
#      4 = Pehlivan Rhodin et al. (2017) [2017A&A...598A.102P];
#      5 = Kramida et al. (2021), using HFS from Piskunov et al. (1995) 
#          [1995A&AS..112..525P] and Pakhomov et al. (2019) 
#          [2019ARep...63.1010P] (VALD3);
#      6 = Den Hartog et al. (2021) [2021ApJS..255...27D];
#      7 = Lawler & Dakin (1989) [1989JOSAB...6.1457L], using HFS from Kurucz 
#          (2011) [2011CaJPh..89..417K];
#      8 = Lawler et al. (2013) [2013ApJS..205...11L];
#      9 = Wood et al. (2013) [2013ApJS..208...27W];
#     10 = Lawler et al. (2014) [2014ApJS..215...20L], including HFS;
#     11 = Wood et al. (2014a) [2014ApJS..214...18W], including HFS;
#     12 = Sobeck et al. (2007) [2007ApJ...667.1267S];
#     13 = Lawler et al. (2017) [2017ApJS..228...10L];
#     14 = Den Hartog et al. (2011) [2011ApJS..194...35D], including HFS;
#     15 = O'Brian et al. (1991) [1991JOSAB...8.1185O];
#     16 = Belmonte et al. (2017) [2017ApJ...848..125B];
#     17 = Den Hartog et al. (2014) [2014ApJS..215...23D];
#     18 = Ruffoni et al. (2014) [2014MNRAS.441.3127R];
#     19 = Melendez & Barbuy (2009) [2009A&A...497..611M];
#     20 = Den Hartog et al. (2019) [2019ApJS..243...33D];
#     21 = Lawler et al. (2015) [2015ApJS..220...13L], including HFS;
#     22 = Wood et al. (2014b) [2014ApJS..211...20W];
#     23 = Kramida et al. (2021), using HFS from Kurucz (2011) 
#          [2011CaJPh..89..417K];
#     24 = Roederer & Lawler (2012) [2012ApJ...750...76R];
#     25 = Li et al. (1999) [1999PhRvA..60..198L];
#     26 = Morton (2000) [2000ApJS..130..403M];
#     27 = Biemont et al. (2011) [2011MNRAS.414.3350B];
#     28 = Ljung et al. (2006) [2006A&A...456.1181L];
#     29 = Nilsson et al. (2010) [2010A&A...511A..16N];
#     30 = Wickliffe et al. (1994) [1994JQSRT..51..545W];
#     31 = Duquette & Lawler (1985) [1985JOSAB...2.1948D];
#     32 = Biemont et al. (1982) [1982A&A...108..127B];
#     33 = Hansen et al. (2012) [2012A&A...545A..31H], including HFS and IS;
#     34 = Kramida et al. (2021), using HFS/IS from McWilliam (1998) 
#          [1998AJ....115.1640M] when available;
#     35 = Lawler et al. (2001a) [2001ApJ...556..452L], using HFS from 
#          Ivans et al. (2006) [2006ApJ...645..613I] when available;
#     36 = Lawler et al. (2009) [2009ApJS..182...51L];
#     37 = Li et al. (2007) [2007PhyS...76..577L], using HFS from 
#          Sneden et al. (2009) [2009ApJS..182...80S];
#     38 = Ivarsson et al. (2001) [2001PhyS...64..455I], using HFS from 
#          Sneden et al. (2009) [2009ApJS..182...80S];
#     39 = Den Hartog et al. (2003) [2003ApJS..148..543D], using HFS and IS 
#          from Roederer et al. (2008) [2008ApJ...675..723R] when available;
#     40 = Lawler et al. (2006) [2006ApJS..162..227L], using HFS and IS from 
#          Roederer et al. (2008) [2008ApJ...675..723R] when available;
#     41 = Lawler et al. (2001c) [2001ApJ...563.1075L], using HFS and IS from 
#          Ivans et al. (2006) [2006ApJ...645..613I];
#     42 = Den Hartog et al. (2006) [2006ApJS..167..292D];
#     43 = Lawler et al. (2001b) [2001ApJS..137..341L], using HFS from 
#          Lawler et al. (2001d) [2001ApJS..137..351L];
#     44 = Wickliffe et al. (2000) [2000JQSRT..66..363W];
#     45 = Lawler et al. (2004) [2004ApJ...604..850L], including HFS;
#     46 = Lawler et al. (2008) [2008ApJS..178...71L];
#     47 = Wickliffe & Lawler (1997) [1997JOSAB..14..737W];
#     48 = Sneden et al. (2009) [2009ApJS..182...80S], including HFS and IS;
#     49 = Lawler et al. (2009) [2009ApJS..182...51L], including HFS;
#     50 = Lawler et al. (2007) [2007ApJS..169..120L];
#     51 = Quinet et al. (2006) [2006A&A...448.1207Q];
#     52 = Xu et al. (2007) [2007JQSRT.104...52X], using HFS and IS from 
#          Cowan et al. (2005) [2005ApJ...627..238C];
#     53 = Den Hartog et al. (2005) [2005ApJ...619..639D], including HFS and IS;
#     54 = Biemont et al. (2000) [2000MNRAS.312..116B], including HFS and IS 
#          from Roederer et al. (2012) [2012ApJS..203...27R];
#     55 = Nilsson et al. (2002b) [2002A&A...382..368N];
#     56 = Nilsson et al. (2002a) [2002A&A...381.1090N].
# Note (2): The NLTE-corrected abundance can be calculated by adding the NLTE 
#           correction to the LTE log epsilon abundance.
# --------------------------------------------------------------------------------
Species,lambda,Elow,loggf,r_loggf,EW,l_logepsX,logepsX,NLTEcorr
La II,4986.82,0.17,-1.300,35,,,0.92,
La II,5114.56,0.24,-1.030,35,,,0.93,
La II,5122.99,0.32,-0.910,35,,,0.95,
La II,5156.73,0.13,-1.850,35,,,0.96,
La II,5163.61,0.24,-1.810,35,,,0.98,
La II,5290.82,0.00,-1.650,35,,,0.73,
La II,5301.97,0.40,-0.940,35,,,0.69,
La II,5303.53,0.32,-1.350,35,,,0.89,
La II,5482.27,0.00,-2.230,35,,,0.90,
La II,5797.57,0.24,-1.360,35,,,0.84,
La II,5805.77,0.13,-1.560,35,,,0.95,
La II,5863.69,0.93,-1.370,35,,,0.83,
La II,6262.29,0.40,-1.220,35,,,0.91,
La II,6390.48,0.32,-1.410,35,,,0.95,
Ce II,4483.89,0.86,0.100,36,,,1.05,
Ce II,4486.91,0.30,-0.180,36,,,1.03,
Ce II,4539.74,0.33,-0.080,36,,,1.02,
Ce II,4560.96,0.68,-0.260,36,,,1.12,
Ce II,4562.36,0.48,0.210,36,,,1.08,
Ce II,4572.28,0.68,0.220,36,,,1.15,
Ce II,4591.12,1.11,-0.410,36,,,1.05,
Ce II,4593.93,0.70,0.070,36,,,1.18,
Ce II,4628.16,0.52,0.140,36,,,1.22,
Ce II,4684.60,0.90,-0.390,36,,,1.05,
Ce II,4773.94,0.92,-0.390,36,,,1.07,
Ce II,4882.46,1.53,0.190,36,,,1.17,
Ce II,5187.46,1.21,0.170,36,,,1.00,
Ce II,5274.23,1.04,0.130,36,,,1.02,
Ce II,5330.56,0.87,-0.400,36,,,1.03,
Ce II,5393.39,1.10,-0.060,36,,,1.01,
Ce II,5468.37,1.40,-0.070,36,,,1.02,
Ce II,5512.06,1.01,-0.390,36,,,1.09,
Ce II,6043.37,1.20,-0.480,36,,,1.02,
Pr II,4405.83,0.55,-0.060,37,,,0.58,
Pr II,4496.47,0.06,-0.370,37,,,0.57,
Pr II,5135.15,0.95,0.010,38,,,0.46,
Pr II,5173.91,0.97,0.360,37,,,0.45,
Pr II,5219.06,0.80,-0.050,38,,,0.38,
Pr II,5220.11,0.80,0.300,38,,,0.39,
Pr II,5259.73,0.63,0.120,38,,,0.45,
Pr II,5322.77,0.48,-0.120,37,,,0.44,
Pr II,5352.40,0.48,-0.740,37,,,0.53,
Nd II,4501.81,0.20,-0.690,39,,,1.16,
Nd II,4506.58,0.06,-1.040,39,,,1.17,
Nd II,4541.27,0.38,-0.740,39,,,1.19,
Nd II,4542.60,0.74,-0.280,39,,,1.15,
Nd II,4567.61,0.20,-1.310,39,,,1.17,
Nd II,4645.76,0.56,-0.760,39,,,1.16,
Nd II,4703.57,0.38,-1.000,39,,,1.22,
Nd II,4706.54,0.00,-0.710,39,,,1.21,
Nd II,4715.59,0.20,-0.900,39,,,1.15,
Nd II,4763.62,0.38,-1.270,39,,,1.13,
Nd II,4786.11,0.18,-1.410,39,,,1.18,
Nd II,4825.48,0.18,-0.420,39,,,1.11,
Nd II,4902.04,0.06,-1.340,39,,,1.22,
Nd II,4914.38,0.38,-0.700,39,,,1.16,
Nd II,4958.14,0.38,-1.240,39,,,1.09,
Nd II,4959.12,0.06,-0.800,39,,,1.22,
Nd II,4987.16,0.74,-0.790,39,,,1.18,
Nd II,5063.72,0.98,-0.620,39,,,1.20,
Nd II,5066.83,0.56,-1.430,39,,,1.15,
Nd II,5092.79,0.38,-0.610,39,,,1.15,
Nd II,5130.59,1.30,0.450,39,,,1.13,
Nd II,5132.33,0.56,-0.710,39,,,1.14,
Nd II,5165.13,0.68,-0.740,39,,,1.15,
Nd II,5167.92,0.56,-1.180,39,,,1.11,
Nd II,5192.61,1.14,0.270,39,,,1.12,
Nd II,5212.36,0.20,-0.960,39,,,1.16,
Nd II,5215.65,1.26,-0.740,39,,,1.16,
Nd II,5234.19,0.55,-0.510,39,,,1.19,
Nd II,5249.58,0.98,0.200,39,,,1.16,
Nd II,5250.81,0.74,-0.720,39,,,1.10,
Nd II,5255.51,0.20,-0.670,39,,,1.16,
Nd II,5293.16,0.82,0.100,39,,,1.08,
Nd II,5303.20,0.38,-1.430,39,,,1.16,
Nd II,5306.46,0.86,-0.970,39,,,1.15,
Nd II,5311.45,0.98,-0.420,39,,,1.13,
Nd II,5319.81,0.55,-0.140,39,,,1.14,
Nd II,5356.97,1.26,-0.280,39,,,1.16,
Nd II,5371.93,1.41,0.000,39,,,1.12,
Nd II,5431.52,1.12,-0.470,39,,,1.15,
Nd II,5485.70,1.26,-0.120,39,,,1.12,
Nd II,5688.52,0.98,-0.310,39,,,1.14,
Nd II,5740.86,1.16,-0.530,39,,,1.12,
Nd II,5811.57,0.86,-0.860,39,,,1.15,
Sm II,4499.48,0.25,-0.870,40,,,0.82,
Sm II,4511.83,0.18,-0.820,40,,,0.88,
Sm II,4523.91,0.43,-0.390,40,,,0.97,
Sm II,4536.51,0.10,-1.280,40,,,0.92,
Sm II,4537.94,0.48,-0.480,40,,,0.90,
Sm II,4540.18,0.28,-1.280,40,,,0.98,
Sm II,4542.05,0.25,-1.040,40,,,0.89,
Sm II,4552.65,0.25,-0.820,40,,,0.91,
Sm II,4566.20,0.33,-0.590,40,,,0.94,
Sm II,4577.69,0.25,-0.650,40,,,0.90,
Sm II,4584.83,0.43,-0.650,40,,,0.94,
Sm II,4591.82,0.18,-1.120,40,,,0.95,
Sm II,4593.55,0.38,-0.830,40,,,0.99,
Sm II,4604.17,0.04,-1.390,40,,,0.92,
Sm II,4615.44,0.54,-0.690,40,,,0.93,
Sm II,4615.68,0.19,-0.840,40,,,0.96,
Sm II,4642.23,0.38,-0.460,40,,,0.96,
Sm II,4646.68,0.28,-1.030,40,,,1.00,
Sm II,4648.16,0.00,-1.510,40,,,0.96,
Sm II,4669.39,0.10,-0.600,40,,,0.83,
Sm II,4669.64,0.28,-0.530,40,,,0.94,
Sm II,4674.59,0.18,-0.560,40,,,0.97,
Sm II,4676.90,0.04,-0.870,40,,,0.95,
Sm II,4687.18,0.04,-1.150,40,,,0.96,
Sm II,4693.63,0.18,-1.480,40,,,0.93,
Sm II,4704.40,0.00,-0.860,40,,,0.94,
Sm II,4713.07,0.54,-0.800,40,,,0.92,
Sm II,4715.27,0.10,-1.460,40,,,0.99,
Sm II,4719.85,0.04,-1.240,40,,,1.03,
Sm II,4745.67,0.10,-0.930,40,,,0.94,
Sm II,4774.14,0.18,-1.610,40,,,0.99,
Sm II,4791.58,0.10,-1.440,40,,,0.97,
Sm II,4844.21,0.28,-0.890,40,,,0.90,
Sm II,4913.26,0.66,-0.930,40,,,0.95,
Sm II,4948.63,0.54,-0.950,40,,,0.92,
Sm II,5052.75,1.37,-0.160,40,,,0.88,
Sm II,5103.08,1.16,-0.350,40,,,0.80,
Sm II,5104.47,1.00,-0.650,40,,,0.86,
Eu II,4129.72,0.00,0.220,41,,,0.76,
Eu II,5818.75,1.23,-1.250,41,,,0.95,
Eu II,6049.51,1.28,-0.800,41,,,0.75,
Eu II,6173.03,1.32,-0.860,41,,,0.69,
Eu II,6437.64,1.32,-0.320,41,,,0.76,
Eu II,6645.10,1.38,0.120,41,,,0.79,
Eu II,7077.09,1.25,-0.720,41,,,0.75,
Eu II,7217.56,1.23,-0.350,41,,,0.71,
Eu II,7370.22,1.32,-0.290,41,,,0.75,
Eu II,7426.57,1.28,-0.670,41,,,0.79,
Gd II,3313.73,0.42,-0.600,42,,,1.34,
Gd II,3331.39,0.00,-0.280,42,,,1.00,
Gd II,3360.71,0.03,-0.540,42,,,1.26,
Gd II,3362.24,0.08,0.420,42,,,1.05,
Gd II,3399.99,0.35,-0.510,42,,,1.11,
Gd II,3418.73,0.00,-0.360,42,,,0.96,
Gd II,3424.60,0.35,-0.340,42,,,1.09,
Gd II,3439.21,0.38,0.080,42,,,0.82,
Gd II,3439.99,0.24,0.210,42,,,0.87,
Gd II,3451.24,0.38,-0.250,42,,,1.13,
Gd II,3467.27,0.42,0.090,42,,,1.01,
Gd II,3473.22,0.03,-0.370,42,,,0.95,
Gd II,3481.80,0.49,0.120,42,,,1.01,
Gd II,3482.61,0.43,-0.470,42,,,1.02,
Gd II,3491.96,0.00,-0.530,42,,,1.05,
Gd II,3557.06,0.60,0.050,42,,,0.98,
Gd II,3558.48,0.60,-0.560,42,,,1.24,
Gd II,4316.05,0.66,-0.450,42,,,1.21,
Gd II,4316.27,1.16,-0.760,42,,,1.20,
Gd II,4419.03,0.49,-0.700,42,,,1.24,
Gd II,4438.25,0.66,-0.820,42,,,1.24,
Gd II,4483.33,1.06,-0.420,42,,,1.24,
Gd II,4498.29,0.43,-1.080,42,,,1.17,
Gd II,4506.34,0.50,-1.030,42,,,1.16,
Gd II,4521.29,0.56,-1.490,42,,,1.27,
Gd II,4522.84,1.42,-0.310,42,,,1.38,
Gd II,4581.09,0.66,-1.230,42,,,1.14,
Gd II,4597.91,0.60,-0.830,42,,,1.12,
Gd II,4601.06,0.56,-0.800,42,,,1.08,
Gd II,4732.61,1.10,-0.540,42,,,1.05,
Gd II,5092.25,1.72,-0.230,42,,,1.15,
Gd II,5733.85,1.37,-0.650,42,,,1.15,
Gd II,6752.65,2.32,-0.290,42,,,1.08,
Gd II,7846.36,2.79,0.180,42,,,1.29,
Tb II,3472.80,0.13,-0.090,43,,,0.20,
Tb II,3568.51,0.00,0.360,43,,,0.25,
Tb II,3702.85,0.13,0.440,43,,,0.36,
Tb II,3874.17,0.00,0.270,43,,,0.33,
Tb II,4002.57,0.64,0.100,43,,,0.36,
Dy II,3407.80,0.00,0.180,44,,,0.98,
Dy II,3413.78,0.10,-0.520,44,,,1.20,
Dy II,3434.37,0.00,-0.450,44,,,1.24,
Dy II,3456.56,0.59,-0.110,44,,,1.09,
Dy II,3460.97,0.00,-0.070,44,,,1.33,
Dy II,3531.71,0.00,0.770,44,,,1.03,
Dy II,3534.96,0.10,-0.040,44,,,1.34,
Dy II,3536.02,0.54,0.530,44,,,1.37,
Dy II,3538.52,0.00,-0.020,44,,,1.50,
Dy II,3546.83,0.10,-0.550,44,,,1.11,
Dy II,3550.22,0.59,0.270,44,,,1.21,
Dy II,3563.15,0.10,-0.360,44,,,1.19,
Dy II,4449.70,0.00,-1.030,44,,,1.31,
Dy II,4620.04,0.10,-1.930,44,,,1.37,
Dy II,5169.69,0.10,-1.950,44,,,1.33,
Ho II,3398.94,0.00,0.410,45,,,0.48,
Ho II,3416.44,0.08,0.260,45,,,0.27,
Ho II,3453.11,0.08,0.010,45,,,0.51,
Ho II,3456.01,0.00,0.760,45,,,0.48,
Ho II,3484.83,0.08,0.280,45,,,0.37,
Ho II,3796.73,0.00,0.160,45,,,0.51,
Ho II,3810.71,0.00,0.190,45,,,0.50,
Ho II,4045.45,0.00,-0.050,45,,,0.54,
Er II,3364.08,0.06,-0.420,46,,,1.04,
Er II,3376.09,0.89,-0.790,46,,,0.97,
Er II,3448.07,0.67,-0.850,46,,,0.85,
Er II,3469.72,1.40,-0.090,46,,,1.13,
Er II,3486.82,0.67,-0.650,46,,,1.07,
Er II,3499.10,0.06,0.290,46,,,1.24,
Er II,3633.54,0.00,-0.530,46,,,0.94,
Er II,3692.65,0.06,0.280,46,,,1.00,
Er II,3729.52,0.00,-0.590,46,,,1.12,
Er II,3781.01,0.67,-0.660,46,,,0.86,
Er II,3797.06,0.06,-1.030,46,,,1.09,
Tm II,3397.50,0.00,-0.750,47,,,0.10,
Tm II,3453.67,0.03,-0.370,47,,,-0.03,
Tm II,3462.20,0.00,0.030,47,,,0.00,
Tm II,3700.26,0.03,-0.380,47,,,0.11,
Tm II,3701.36,0.00,-0.540,47,,,0.17,
Tm II,3795.76,0.03,-0.230,47,,,0.05,
Tm II,3848.02,0.00,-0.140,47,,,0.21,
Tm II,3996.51,0.00,-1.200,47,,,0.27,
Tm II,4242.15,0.03,-0.950,47,,,0.21,
Yb II,3694.19,0.00,-0.300,48,,,1.02,
Lu II,5476.68,1.76,-0.320,49,,,0.25,
Lu II,5983.89,1.46,-1.160,49,,,0.45,
Lu II,6221.86,1.54,-0.760,49,,,0.39,
Lu II,6463.11,1.46,-1.010,49,,,0.36,
Hf II,3399.79,0.00,-0.570,50,,,0.93,
Hf II,3505.22,1.04,-0.140,50,,,0.46,
Hf II,3719.28,0.61,-0.810,50,,,0.69,
Hf II,3918.09,0.45,-1.140,50,,,0.78,
Hf II,4093.15,0.45,-1.150,50,,,0.70,
Os I,4135.78,0.52,-1.240,51,,,1.76,
Os I,4260.85,0.00,-1.430,51,,,1.43,
Ir I,3513.65,0.00,-1.170,52,,,1.41,
Ir I,3800.12,0.00,-1.430,52,,,1.49,
Pt I,3301.86,0.81,-0.910,53,,<,1.95,
Pb I,3639.57,0.97,-0.800,54,,<,1.50,0.40
Pb I,4057.81,1.32,-0.220,54,,<,1.10,0.40
Th II,3351.23,0.19,-0.600,55,,,0.20,
Th II,3435.98,0.00,-0.670,55,,,0.23,
Th II,3469.92,0.51,-0.129,55,,,0.24,
Th II,3539.59,0.00,-0.542,55,,,0.04,
Th II,4019.13,0.00,-0.230,55,,,0.27,
Th II,4086.52,0.00,-0.930,55,,,0.26,
Th II,4094.75,0.00,-0.880,55,,,0.29,
Th II,5989.04,0.19,-1.414,55,,,0.22,
U II,3550.82,0.00,-0.780,56,,<,-0.10,
U II,3859.57,0.04,-0.070,56,,,-0.74,
U II,4050.04,0.00,-0.710,56,,<,0.50,
U II,4090.13,0.22,-0.180,56,,<,-0.40,
U II,4241.66,0.57,-0.100,56,,<,-0.20,
U II,4341.68,0.04,-0.700,56,,<,0.10,
U II,4627.08,0.57,-0.590,56,,<,0.10,
U II,4731.59,0.57,-0.900,56,,<,0.40,
