# Title: The R-Process Alliance: 2MASS J22132050-5137385, the Star with the 
#        Highest-known r-process Enhancement at [Eu/Fe] = +2.45 
# Authors: Roederer I.U., Beers T.C., Hattori K., Placco V.M., Hansen T.T., 
#          Ezzeddine R., Frebel A., Holmbeck E.M., Sakari C.M. 
# Table: Line Atomic Data and Derived Abundances 
# ================================================================================
# Byte-by-byte Description of file: apjad57bft2_mrt.txt
# --------------------------------------------------------------------------------
#    Bytes Format Units    Label         Explanations
# --------------------------------------------------------------------------------
#    1-  4 A4     ---      ID            Species
#    6- 12 F7.2   10-10m   Wave          Wavelength; Angstroms
#   14- 17 F4.2   eV       Elow          Energy of lower level of transition
#   19- 24 F6.3   [-]      log(gf)       Log of degeneracy times oscillator  
#                                          strength
#   26- 27 I2     ---    r_log(gf)       Reference for log(gf) (1)
#   29- 33 F5.1   10-13m   EW            ? Equivalent Width; milliAngstroms
#   35- 35 A1     ---    l_log(epsilon)  Limit flag on log(epsilon)
#   37- 41 F5.2   [-]      log(epsilon)  Log {epsilon} abundance of element X
#   43- 47 F5.2   ---      NLTEcorr      ? NLTE correction to log {epsilon} 
#                                          abundance of element X (2)
# --------------------------------------------------------------------------------
# Note (1): 
#      1 = Smith et al. (1998) [1998ApJ...506..405S], using HFS from Kurucz 
#          (2011) [2011CaJPh..89..417K];
#      2 = Magg et al. (2022) [2022A&A...661A.140M];
#      3 = Kramida et al. (2021) (NIST ASD);
#      4 = Pehlivan Rhodin et al. (2017) [2017A&A...598A.102P];
#      5 = Kramida et al. (2021), using HFS from Piskunov et al. (1995) 
#          [1995A&AS..112..525P] and Pakhomov et al. (2019) 
#          [2019ARep...63.1010P] (VALD3);
#      6 = Den Hartog et al. (2021) [2021ApJS..255...27D];
#      7 = Lawler & Dakin (1989) [1989JOSAB...6.1457L], using HFS from Kurucz 
#          (2011) [2011CaJPh..89..417K];
#      8 = Lawler et al. (2013) [2013ApJS..205...11L];
#      9 = Wood et al. (2013) [2013ApJS..208...27W];
#     10 = Lawler et al. (2014) [2014ApJS..215...20L], including HFS;
#     11 = Wood et al. (2014a) [2014ApJS..214...18W], including HFS;
#     12 = Sobeck et al. (2007) [2007ApJ...667.1267S];
#     13 = Lawler et al. (2017) [2017ApJS..228...10L];
#     14 = Den Hartog et al. (2011) [2011ApJS..194...35D], including HFS;
#     15 = O'Brian et al. (1991) [1991JOSAB...8.1185O];
#     16 = Belmonte et al. (2017) [2017ApJ...848..125B];
#     17 = Den Hartog et al. (2014) [2014ApJS..215...23D];
#     18 = Ruffoni et al. (2014) [2014MNRAS.441.3127R];
#     19 = Melendez & Barbuy (2009) [2009A&A...497..611M];
#     20 = Den Hartog et al. (2019) [2019ApJS..243...33D];
#     21 = Lawler et al. (2015) [2015ApJS..220...13L], including HFS;
#     22 = Wood et al. (2014b) [2014ApJS..211...20W];
#     23 = Kramida et al. (2021), using HFS from Kurucz (2011) 
#          [2011CaJPh..89..417K];
#     24 = Roederer & Lawler (2012) [2012ApJ...750...76R];
#     25 = Li et al. (1999) [1999PhRvA..60..198L];
#     26 = Morton (2000) [2000ApJS..130..403M];
#     27 = Biemont et al. (2011) [2011MNRAS.414.3350B];
#     28 = Ljung et al. (2006) [2006A&A...456.1181L];
#     29 = Nilsson et al. (2010) [2010A&A...511A..16N];
#     30 = Wickliffe et al. (1994) [1994JQSRT..51..545W];
#     31 = Duquette & Lawler (1985) [1985JOSAB...2.1948D];
#     32 = Biemont et al. (1982) [1982A&A...108..127B];
#     33 = Hansen et al. (2012) [2012A&A...545A..31H], including HFS and IS;
#     34 = Kramida et al. (2021), using HFS/IS from McWilliam (1998) 
#          [1998AJ....115.1640M] when available;
#     35 = Lawler et al. (2001a) [2001ApJ...556..452L], using HFS from 
#          Ivans et al. (2006) [2006ApJ...645..613I] when available;
#     36 = Lawler et al. (2009) [2009ApJS..182...51L];
#     37 = Li et al. (2007) [2007PhyS...76..577L], using HFS from 
#          Sneden et al. (2009) [2009ApJS..182...80S];
#     38 = Ivarsson et al. (2001) [2001PhyS...64..455I], using HFS from 
#          Sneden et al. (2009) [2009ApJS..182...80S];
#     39 = Den Hartog et al. (2003) [2003ApJS..148..543D], using HFS and IS 
#          from Roederer et al. (2008) [2008ApJ...675..723R] when available;
#     40 = Lawler et al. (2006) [2006ApJS..162..227L], using HFS and IS from 
#          Roederer et al. (2008) [2008ApJ...675..723R] when available;
#     41 = Lawler et al. (2001c) [2001ApJ...563.1075L], using HFS and IS from 
#          Ivans et al. (2006) [2006ApJ...645..613I];
#     42 = Den Hartog et al. (2006) [2006ApJS..167..292D];
#     43 = Lawler et al. (2001b) [2001ApJS..137..341L], using HFS from 
#          Lawler et al. (2001d) [2001ApJS..137..351L];
#     44 = Wickliffe et al. (2000) [2000JQSRT..66..363W];
#     45 = Lawler et al. (2004) [2004ApJ...604..850L], including HFS;
#     46 = Lawler et al. (2008) [2008ApJS..178...71L];
#     47 = Wickliffe & Lawler (1997) [1997JOSAB..14..737W];
#     48 = Sneden et al. (2009) [2009ApJS..182...80S], including HFS and IS;
#     49 = Lawler et al. (2009) [2009ApJS..182...51L], including HFS;
#     50 = Lawler et al. (2007) [2007ApJS..169..120L];
#     51 = Quinet et al. (2006) [2006A&A...448.1207Q];
#     52 = Xu et al. (2007) [2007JQSRT.104...52X], using HFS and IS from 
#          Cowan et al. (2005) [2005ApJ...627..238C];
#     53 = Den Hartog et al. (2005) [2005ApJ...619..639D], including HFS and IS;
#     54 = Biemont et al. (2000) [2000MNRAS.312..116B], including HFS and IS 
#          from Roederer et al. (2012) [2012ApJS..203...27R];
#     55 = Nilsson et al. (2002b) [2002A&A...382..368N];
#     56 = Nilsson et al. (2002a) [2002A&A...381.1090N].
# Note (2): The NLTE-corrected abundance can be calculated by adding the NLTE 
#           correction to the LTE log epsilon abundance.
# --------------------------------------------------------------------------------
Species,lambda,Elow,loggf,r_loggf,EW,l_logepsX,logepsX,NLTEcorr
Li I,6707.80,0.00,0.170,1,,<,0.70,
O I,7771.94,9.15,0.350,2,20.5,,7.32,-0.14
O I,7774.17,9.15,0.200,2,15.9,,7.32,-0.14
O I,7775.39,9.15,-0.020,2,13.2,,7.44,-0.14
Na I,5889.95,0.00,0.110,3,187.8,,4.62,-0.68
Na I,5895.92,0.00,-0.190,3,168.6,,4.65,-0.63
Mg I,4702.99,4.33,-0.440,3,62.1,,5.41,
Mg I,5172.68,2.71,-0.360,4,188.4,,5.59,
Mg I,5528.40,4.35,-0.550,4,74.8,,5.71,
Mg I,5711.09,4.35,-1.840,4,7.9,,5.64,
Al I,3961.52,0.01,-0.330,5,,,3.17,0.70
Si I,5793.07,4.93,-2.020,3,1.8,,5.71,
Si I,5948.54,5.08,-1.230,3,5.0,,5.52,
Si I,7742.72,6.21,-0.280,3,5.5,,5.70,
Si I,7944.00,5.98,-0.310,3,6.9,,5.60,
Si II,6347.10,8.12,0.150,3,,,5.76,
Si II,6371.36,8.12,-0.080,3,,,5.64,
K I,7664.90,0.00,0.120,3,54.5,,3.36,-0.41
K I,7698.96,0.00,-0.180,3,36.0,,3.36,-0.35
Ca I,4526.94,2.71,-0.550,6,8.7,,4.38,
Ca I,5261.71,2.52,-0.580,6,13.9,,4.42,
Ca I,5512.98,2.93,-0.460,6,6.5,,4.35,
Ca I,5581.97,2.52,-0.560,6,13.5,,4.38,
Ca I,5588.76,2.52,0.360,6,56.9,,4.34,
Ca I,5590.12,2.52,-0.570,6,13.2,,4.38,
Ca I,5601.29,2.53,-0.520,6,13.7,,4.36,
Ca I,5857.45,2.93,0.240,6,29.2,,4.40,
Ca I,6102.72,1.88,-0.820,6,31.3,,4.43,
Ca I,6122.22,1.89,-0.340,6,62.5,,4.46,
Ca I,6169.06,2.52,-0.800,6,8.1,,4.36,
Ca I,6169.56,2.53,-0.480,6,14.0,,4.31,
Ca I,6439.07,2.52,0.390,6,62.1,,4.38,
Ca I,6449.81,2.52,-0.500,6,16.8,,4.41,
Ca I,6471.66,2.53,-0.690,6,13.8,,4.51,
Ca I,6499.65,2.52,-0.820,6,7.5,,4.33,
Ca I,6717.69,2.71,-0.520,6,12.4,,4.46,
Sc II,5031.01,1.36,-0.400,7,,,1.10,
Sc II,5526.79,1.77,0.020,7,,,1.08,
Sc II,5657.91,1.51,-0.600,7,,,1.05,
Ti I,4512.73,0.84,-0.400,8,7.1,,2.91,
Ti I,4518.02,0.83,-0.250,8,8.5,,2.83,
Ti I,4533.24,0.85,0.540,8,45.8,,2.97,0.22
Ti I,4534.78,0.84,0.350,8,31.3,,2.91,0.30
Ti I,4548.76,0.83,-0.280,8,9.4,,2.90,
Ti I,4656.47,0.00,-1.280,8,5.5,,2.79,
Ti I,4981.73,0.84,0.570,8,45.2,,2.89,0.22
Ti I,5016.16,0.85,-0.480,8,3.9,,2.70,
Ti I,5064.65,0.05,-0.940,8,14.3,,2.93,
Ti I,5210.38,0.05,-0.820,8,24.2,,3.07,
Ti II,4708.66,1.24,-2.350,9,19.9,,2.99,
Ti II,5129.16,1.89,-1.340,9,43.0,,3.08,
Ti II,5185.90,1.89,-1.410,9,31.0,,2.94,
Ti II,5418.77,1.58,-2.130,9,18.8,,3.05,
V I,4379.23,0.30,0.580,10,,,1.77,
V I,4389.98,0.28,0.220,10,,,1.86,
V II,3530.77,1.07,-0.530,11,,,1.79,
V II,3545.20,1.09,-0.320,11,,,1.66,
V II,4564.58,2.27,-1.220,11,,,2.09,
Cr I,4646.15,1.03,-0.740,12,24.9,,3.24,
Cr I,5296.69,0.98,-1.360,12,7.1,,3.15,
Cr I,5348.31,1.00,-1.210,12,9.3,,3.14,
Cr I,5409.77,1.03,-0.670,12,27.0,,3.17,
Cr II,4592.05,4.07,-1.300,13,6.2,,3.39,
Cr II,4618.81,4.07,-0.890,13,19.7,,3.54,
Mn I,4754.04,2.28,-0.080,14,,,2.76,
Mn I,4762.37,2.89,0.300,14,,,2.93,
Mn I,6021.82,3.08,-0.050,14,,,2.95,
Mn II,3497.53,1.85,-1.420,14,,,2.86,
Fe I,4531.15,1.48,-2.100,15,46.5,,5.08,
Fe I,4547.85,3.55,-0.820,16,10.3,,5.07,
Fe I,4602.00,1.61,-3.130,15,5.4,,5.10,
Fe I,4602.94,1.49,-2.210,15,47.0,,5.21,
Fe I,4607.65,3.27,-1.330,17,6.5,,5.08,
Fe I,4619.29,3.60,-1.060,17,5.9,,5.10,
Fe I,4637.50,3.28,-1.290,17,7.1,,5.09,
Fe I,4643.46,3.65,-1.150,15,5.0,,5.16,
Fe I,4668.13,3.27,-1.080,17,13.7,,5.18,
Fe I,4733.59,1.49,-2.990,15,13.6,,5.26,
Fe I,4872.14,2.88,-0.570,15,52.2,,5.06,
Fe I,4891.49,2.85,-0.110,15,72.3,,4.89,
Fe I,4903.31,2.88,-0.890,18,31.5,,5.03,
Fe I,4918.99,2.86,-0.340,15,59.2,,4.92,
Fe I,4924.77,2.28,-2.110,15,10.0,,5.04,
Fe I,4938.81,2.88,-1.080,15,23.3,,5.05,
Fe I,4939.69,0.86,-3.250,15,24.6,,5.16,
Fe I,4966.09,3.33,-0.790,17,18.6,,5.10,
Fe I,5001.86,3.88,-0.010,18,23.9,,5.01,
Fe I,5002.79,3.40,-1.460,18,6.0,,5.29,
Fe I,5005.71,3.88,-0.120,18,20.7,,5.04,
Fe I,5006.12,2.83,-0.620,15,53.0,,5.07,
Fe I,5014.94,3.94,-0.180,17,14.2,,4.96,
Fe I,5049.82,2.28,-1.360,15,45.3,,5.12,
Fe I,5051.63,0.92,-2.760,15,48.1,,5.15,
Fe I,5068.77,2.94,-1.040,15,24.8,,5.10,
Fe I,5079.22,2.20,-2.100,15,18.0,,5.23,
Fe I,5083.34,0.96,-2.840,15,38.4,,5.11,
Fe I,5127.36,0.92,-3.250,15,29.6,,5.32,
Fe I,5131.47,2.22,-2.520,15,7.6,,5.25,
