Seq,Name,[Fe/H],Species,l_logepsX,logepsX,l_[X/H],[X/H],l_[X/Fe],[X/Fe],e_[X/H],Nlines
19,CS 22892-052,-3.03,Na I,,3.35,,-2.98,,0.05,,2
19,CS 22892-052,-3.03,Mg I,,4.77,,-2.81,,0.22,0.13,7
19,CS 22892-052,-3.03,Al I,,2.7,,-3.77,,-0.74,,1
19,CS 22892-052,-3.03,Si I,,4.95,,-2.6,,0.43,,1
19,CS 22892-052,-3.03,K I,,2.53,,-2.59,,0.44,,1
19,CS 22892-052,-3.03,Ca I,,3.65,,-2.71,,0.32,0.11,14
19,CS 22892-052,-3.03,Sc II,,0.12,,-3.05,,-0.02,0.1,6
19,CS 22892-052,-3.03,Ti I,,2.15,,-2.87,,0.16,0.12,14
19,CS 22892-052,-3.03,Ti II,,2.12,,-2.9,,0.13,0.13,28
19,CS 22892-052,-3.03,Cr I,,2.32,,-3.35,,-0.32,0.14,7
19,CS 22892-052,-3.03,Mn I,,1.88,,-3.51,,-0.48,0.07,3
19,CS 22892-052,-3.03,Fe I,,4.46,,-3.04,,-0.01,0.14,141
19,CS 22892-052,-3.03,Fe II,,4.48,,-3.02,,0.01,0.07,18
19,CS 22892-052,-3.03,Co I,,2.0,,-2.92,,0.11,0.14,4
19,CS 22892-052,-3.03,Ni I,,3.01,,-3.24,,-0.21,0.11,3
19,CS 22892-052,-3.03,Zn I,,1.77,,-2.83,,0.2,,1
20,CS 22896-154,-2.69,C-H,,6.1,,-2.42,,0.27,,
20,CS 22896-154,-2.69,C-N,,,,,,,,
20,CS 22896-154,-2.69,O I,,7.02,,-1.75,,0.94,,
20,CS 22896-154,-2.69,Na I,,3.76,,-2.57,,0.12,,2
20,CS 22896-154,-2.69,Mg I,,4.97,,-2.61,,0.08,0.12,7
20,CS 22896-154,-2.69,Al I,,3.02,,-3.45,,-0.76,,2
20,CS 22896-154,-2.69,Si I,,5.4,,-2.15,,0.54,,1
20,CS 22896-154,-2.69,K I,,2.88,,-2.24,,0.45,,2
20,CS 22896-154,-2.69,Ca I,,4.03,,-2.33,,0.36,0.14,16
20,CS 22896-154,-2.69,Sc II,,0.61,,-2.56,,0.13,0.08,6
20,CS 22896-154,-2.69,Ti I,,2.6,,-2.42,,0.27,0.06,13
20,CS 22896-154,-2.69,Ti II,,2.66,,-2.36,,0.33,0.12,24
20,CS 22896-154,-2.69,Cr I,,2.75,,-2.92,,-0.23,0.12,7
20,CS 22896-154,-2.69,Mn I,,2.12,,-3.27,,-0.59,0.13,3
20,CS 22896-154,-2.69,Fe I,,4.82,,-2.68,,0.01,0.19,141
20,CS 22896-154,-2.69,Fe II,,4.81,,-2.69,,0.0,0.14,16
20,CS 22896-154,-2.69,Co I,,2.61,,-2.31,,0.38,0.04,3
20,CS 22896-154,-2.69,Ni I,,3.51,,-2.74,,-0.05,0.09,3
20,CS 22896-154,-2.69,Zn I,,2.17,,-2.43,,0.26,,1
21,CS 22897-008,-3.41,C-H,,5.61,,-2.91,,0.5,,
21,CS 22897-008,-3.41,C-N,,,,,,,,
21,CS 22897-008,-3.41,O I,,,,,,,,
21,CS 22897-008,-3.41,Na I,,2.76,,-3.57,,-0.16,,2
21,CS 22897-008,-3.41,Mg I,,4.43,,-3.15,,0.26,0.12,7
21,CS 22897-008,-3.41,Al I,,2.33,,-4.14,,-0.73,,2
21,CS 22897-008,-3.41,Si I,,4.55,,-3.0,,0.41,,1
21,CS 22897-008,-3.41,K I,,2.16,,-2.96,,0.45,,2
21,CS 22897-008,-3.41,Ca I,,3.24,,-3.12,,0.29,0.11,15
21,CS 22897-008,-3.41,Sc II,,-0.22,,-3.39,,0.02,0.05,6
21,CS 22897-008,-3.41,Ti I,,1.88,,-3.14,,0.27,0.05,13
21,CS 22897-008,-3.41,Ti II,,1.79,,-3.23,,0.18,0.11,26
21,CS 22897-008,-3.41,Cr I,,1.88,,-3.79,,-0.38,0.15,7
21,CS 22897-008,-3.41,Mn I,,1.76,,-3.63,,-0.22,0.08,3
21,CS 22897-008,-3.41,Fe I,,4.08,,-3.42,,-0.01,0.15,140
21,CS 22897-008,-3.41,Fe II,,4.1,,-3.4,,0.01,0.15,17
21,CS 22897-008,-3.41,Co I,,1.93,,-2.99,,0.42,0.11,4
21,CS 22897-008,-3.41,Ni I,,2.91,,-3.34,,0.07,0.12,3
21,CS 22897-008,-3.41,Zn I,,1.86,,-2.74,,0.67,,1
22,CS 22948-066,-3.14,C-H,,5.36,,-3.16,,-0.02,,
22,CS 22948-066,-3.14,C-N,,,,,,,,
22,CS 22948-066,-3.14,O I,,6.52,,-2.25,,0.89,,
22,CS 22948-066,-3.14,Na I,,3.34,,-2.99,,0.15,,2
22,CS 22948-066,-3.14,Mg I,,4.72,,-2.86,,0.28,0.08,7
22,CS 22948-066,-3.14,Al I,,2.5,,-3.97,,-0.83,,2
22,CS 22948-066,-3.14,Si I,,4.7,,-2.85,,0.29,,1
22,CS 22948-066,-3.14,K I,,2.43,,-2.69,,0.45,,1
22,CS 22948-066,-3.14,Ca I,,3.49,,-2.87,,0.27,0.13,17
22,CS 22948-066,-3.14,Sc II,,0.29,,-2.88,,0.26,0.03,7
22,CS 22948-066,-3.14,Ti I,,2.16,,-2.86,,0.28,0.11,14
22,CS 22948-066,-3.14,Ti II,,2.08,,-2.94,,0.2,0.08,28
22,CS 22948-066,-3.14,Cr I,,2.24,,-3.43,,-0.29,0.11,7
22,CS 22948-066,-3.14,Mn I,,2.13,,-3.26,,-0.12,0.03,3
22,CS 22948-066,-3.14,Fe I,,4.35,,-3.15,,-0.01,0.11,145
22,CS 22948-066,-3.14,Fe II,,4.37,,-3.13,,0.01,0.06,15
22,CS 22948-066,-3.14,Co I,,2.2,,-2.72,,0.42,0.09,4
22,CS 22948-066,-3.14,Ni I,,3.25,,-3.0,,0.14,0.05,3
22,CS 22948-066,-3.14,Zn I,,1.83,,-2.77,,0.37,,1
23,CS 22949-037,-3.97,C-H,,5.72,,-2.8,,1.17,,
23,CS 22949-037,-3.97,C-N,,6.52,,-1.4,,2.57,,
23,CS 22949-037,-3.97,O I,,6.78,,-1.99,,1.98,,
23,CS 22949-037,-3.97,Na I,,3.8,,-2.53,,1.44,,2
23,CS 22949-037,-3.97,Mg I,,5.17,,-2.41,,1.56,0.19,7
23,CS 22949-037,-3.97,Al I,,2.34,,-4.13,,-0.17,,2
23,CS 22949-037,-3.97,Si I,,4.35,,-3.2,,0.77,,1
23,CS 22949-037,-3.97,K I,,1.38,,-3.74,,0.23,,2
23,CS 22949-037,-3.97,Ca I,,2.73,,-3.63,,0.34,0.17,10
23,CS 22949-037,-3.97,Sc II,,-0.7,,-3.87,,0.09,0.14,5
23,CS 22949-037,-3.97,Ti I,,1.4,,-3.62,,0.35,0.09,8
23,CS 22949-037,-3.97,Ti II,,1.41,,-3.61,,0.36,0.15,21
23,CS 22949-037,-3.97,Cr I,,1.29,,-4.38,,-0.42,0.1,5
23,CS 22949-037,-3.97,Mn I,,0.96,,-4.43,,-0.47,,2
23,CS 22949-037,-3.97,Fe I,,3.51,,-3.99,,-0.03,0.11,64
23,CS 22949-037,-3.97,Fe II,,3.56,,-3.94,,0.02,0.11,6
23,CS 22949-037,-3.97,Co I,,1.28,,-3.64,,0.33,0.07,4
23,CS 22949-037,-3.97,Ni I,,2.19,,-4.06,,-0.1,0.02,3
23,CS 22949-037,-3.97,Zn I,,1.29,,-3.31,,0.66,,1
24,CS 22952-015,-3.43,C-H,,,,,,,,
24,CS 22952-015,-3.43,C-N,,,,,,,,
24,CS 22952-015,-3.43,O I,,,,,,,,
24,CS 22952-015,-3.43,Na I,,,,,,,,
24,CS 22952-015,-3.43,Mg I,,4.15,,-3.43,,0.0,0.08,8
24,CS 22952-015,-3.43,Al I,,2.58,,-3.89,,-0.46,,2
24,CS 22952-015,-3.43,Si I,,4.45,,-3.1,,0.33,,1
24,CS 22952-015,-3.43,K I,,2.18,,-2.94,,0.49,,1
24,CS 22952-015,-3.43,Ca I,,3.07,,-3.29,,0.14,0.14,16
24,CS 22952-015,-3.43,Sc II,,-0.37,,-3.54,,-0.11,0.05,7
24,CS 22952-015,-3.43,Ti I,,1.69,,-3.33,,0.1,0.09,14
24,CS 22952-015,-3.43,Ti II,,1.59,,-3.43,,0.0,0.11,31
24,CS 22952-015,-3.43,Cr I,,1.78,,-3.89,,-0.46,0.15,7
24,CS 22952-015,-3.43,Mn I,,1.63,,-3.76,,-0.33,0.16,3
24,CS 22952-015,-3.43,Fe I,,4.05,,-3.45,,-0.02,0.14,147
24,CS 22952-015,-3.43,Fe II,,4.09,,-3.41,,0.02,0.1,11
24,CS 22952-015,-3.43,Co I,,1.62,,-3.3,,0.13,0.1,4
24,CS 22952-015,-3.43,Ni I,,2.7,,-3.55,,-0.12,0.1,3
24,CS 22952-015,-3.43,Zn I,,1.42,,-3.18,,0.25,,1
25,CS 22953-003,-2.84,C-H,,6.0,,-2.52,,0.32,,
25,CS 22953-003,-2.84,C-N,,,,,,,,
25,CS 22953-003,-2.84,O I,,6.68,,-2.09,,0.75,,
25,CS 22953-003,-2.84,Na I,,3.64,,-2.69,,0.15,,2
25,CS 22953-003,-2.84,Mg I,,4.87,,-2.71,,0.13,0.09,7
25,CS 22953-003,-2.84,Al I,,2.65,,-3.82,,-0.99,,2
25,CS 22953-003,-2.84,Si I,,4.96,,-2.59,,0.25,,1
25,CS 22953-003,-2.84,K I,,2.59,,-2.63,,0.31,,1
25,CS 22953-003,-2.84,Ca I,,3.74,,-2.62,,0.22,0.14,17
25,CS 22953-003,-2.84,Sc II,,0.32,,-2.85,,-0.02,0.08,7
25,CS 22953-003,-2.84,Ti I,,2.33,,-2.69,,0.15,0.09,14
25,CS 22953-003,-2.84,Ti II,,2.29,,-2.73,,0.11,0.1,29
25,CS 22953-003,-2.84,Cr I,,2.43,,-3.24,,-0.41,0.1,7
25,CS 22953-003,-2.84,Mn I,,2.19,,-3.2,,-0.37,0.05,3
25,CS 22953-003,-2.84,Fe I,,4.65,,-2.85,,-0.01,0.15,148
25,CS 22953-003,-2.84,Fe II,,4.68,,-2.82,,0.01,0.11,17
25,CS 22953-003,-2.84,Co I,,2.25,,-2.67,,0.17,0.1,4
25,CS 22953-003,-2.84,Ni I,,3.33,,-2.92,,-0.09,0.05,3
25,CS 22953-003,-2.84,Zn I,,1.91,,-2.69,,0.15,,1
26,CS 22956-050,-3.33,C-H,,5.46,,-3.05,,0.28,,
26,CS 22956-050,-3.33,C-N,,,,,,,,
26,CS 22956-050,-3.33,O I,,,,,,,,
26,CS 22956-050,-3.33,Na I,,,,,,,,
26,CS 22956-050,-3.33,Mg I,,4.62,,-2.96,,0.37,0.11,8
26,CS 22956-050,-3.33,Al I,,2.49,,-3.98,,-0.65,,2
26,CS 22956-050,-3.33,Si I,,5.0,,-2.55,,0.78,,1
26,CS 22956-050,-3.33,K I,,2.08,,-3.04,,0.29,,1
26,CS 22956-050,-3.33,Ca I,,3.49,,-2.87,,0.46,0.13,17
26,CS 22956-050,-3.33,Sc II,,-0.2,,-3.37,,-0.04,0.07,7
26,CS 22956-050,-3.33,Ti I,,2.04,,-2.98,,0.35,0.04,13
26,CS 22956-050,-3.33,Ti II,,1.98,,-3.04,,0.29,0.12,30
26,CS 22956-050,-3.33,Cr I,,2.0,,-3.67,,-0.34,0.12,7
26,CS 22956-050,-3.33,Mn I,,1.55,,-3.84,,-0.51,0.05,3
26,CS 22956-050,-3.33,Fe I,,4.18,,-3.32,,0.01,0.13,145
26,CS 22956-050,-3.33,Fe II,,4.16,,-3.34,,-0.01,0.1,17
26,CS 22956-050,-3.33,Co I,,1.98,,-2.94,,0.39,0.1,4
26,CS 22956-050,-3.33,Ni I,,2.93,,-3.32,,0.01,0.03,3
26,CS 22956-050,-3.33,Zn I,,1.57,,-3.03,,0.3,,1
27,CS 22966-057,-2.62,C-H,,5.96,,-2.56,,0.06,,
27,CS 22966-057,-2.62,C-N,,,,,,,,
27,CS 22966-057,-2.62,O I,,7.14,,-1.63,,0.99,,
27,CS 22966-057,-2.62,Na I,,4.18,,-2.15,,0.47,,2
27,CS 22966-057,-2.62,Mg I,,5.08,,-2.5,,0.12,0.2,7
27,CS 22966-057,-2.62,Al I,,2.99,,-3.48,,-0.86,,2
27,CS 22966-057,-2.62,Si I,,5.5,,-2.05,,0.57,,1
27,CS 22966-057,-2.62,K I,,2.91,,-2.21,,0.41,,2
27,CS 22966-057,-2.62,Ca I,,4.1,,-2.26,,0.36,0.1,16
27,CS 22966-057,-2.62,Sc II,,0.61,,-2.56,,0.06,0.08,7
27,CS 22966-057,-2.62,Ti I,,2.71,,-2.31,,0.31,0.04,12
27,CS 22966-057,-2.62,Ti II,,2.69,,-2.33,,0.29,0.08,27
27,CS 22966-057,-2.62,Cr I,,2.86,,-2.81,,-0.2,0.06,7
27,CS 22966-057,-2.62,Mn I,,2.33,,-3.06,,-0.45,0.06,3
27,CS 22966-057,-2.62,Fe I,,4.89,,-2.61,,0.0,0.12,148
27,CS 22966-057,-2.62,Fe II,,4.88,,-2.62,,0.0,0.12,16
27,CS 22966-057,-2.62,Co I,,2.67,,-2.25,,0.37,0.06,4
27,CS 22966-057,-2.62,Ni I,,3.76,,-2.49,,0.13,0.01,3
27,CS 22966-057,-2.62,Zn I,,2.24,,-2.36,,0.26,,1
28,CS 22968-014,-3.56,C-H,,5.26,,-3.26,,0.3,,
28,CS 22968-014,-3.56,C-N,,,,,,,,
28,CS 22968-014,-3.56,O I,,6.11,,-2.66,,0.9,,
28,CS 22968-014,-3.56,Na I,,2.41,,-3.92,,-0.37,,2
28,CS 22968-014,-3.56,Mg I,,4.22,,-3.36,,0.19,0.13,8
28,CS 22968-014,-3.56,Al I,,2.13,,-4.34,,-0.79,,2
28,CS 22968-014,-3.56,Si I,,4.2,,-3.35,,0.21,,1
28,CS 22968-014,-3.56,K I,,1.78,,-3.34,,0.22,,2
28,CS 22968-014,-3.56,Ca I,,2.83,,-3.53,,0.02,0.17,17
28,CS 22968-014,-3.56,Sc II,,-0.35,,-3.52,,0.03,0.07,7
28,CS 22968-014,-3.56,Ti I,,1.57,,-3.45,,0.11,0.12,14
28,CS 22968-014,-3.56,Ti II,,1.47,,-3.55,,0.0,0.12,28
28,CS 22968-014,-3.56,Cr I,,1.66,,-4.01,,-0.46,0.16,7
28,CS 22968-014,-3.56,Mn I,,1.6,,-3.79,,-0.24,0.05,3
28,CS 22968-014,-3.56,Fe I,,3.93,,-3.57,,-0.02,0.15,151
28,CS 22968-014,-3.56,Fe II,,3.96,,-3.54,,0.01,0.1,10
28,CS 22968-014,-3.56,Co I,,1.92,,-3.0,,0.56,0.11,4
28,CS 22968-014,-3.56,Ni I,,2.91,,-3.34,,0.22,0.05,3
28,CS 22968-014,-3.56,Zn I,,1.46,,-3.14,,0.42,,1
29,CS 29491-053,-3.04,C-H,,5.2,,-3.32,,-0.28,,
29,CS 29491-053,-3.04,C-N,,,,,,,,
29,CS 29491-053,-3.04,O I,,6.49,,-2.28,,0.76,,
29,CS 29491-053,-3.04,Na I,,3.54,,-2.79,,0.25,,2
29,CS 29491-053,-3.04,Mg I,,5.07,,-2.51,,0.53,0.16,6
29,CS 29491-053,-3.04,Al I,,2.94,,-3.53,,-0.5,,2
29,CS 29491-053,-3.04,Si I,,5.05,,-2.5,,0.54,,2
29,CS 29491-053,-3.04,K I,,2.66,,-2.46,,0.58,,1
29,CS 29491-053,-3.04,Ca I,,3.72,,-2.64,,0.4,0.1,16
29,CS 29491-053,-3.04,Sc II,,0.25,,-2.92,,0.12,0.08,7
29,CS 29491-053,-3.04,Ti I,,2.22,,-2.8,,0.24,0.08,14
29,CS 29491-053,-3.04,Ti II,,2.24,,-2.78,,0.26,0.1,29
29,CS 29491-053,-3.04,Cr I,,2.22,,-3.45,,-0.42,0.13,7
29,CS 29491-053,-3.04,Mn I,,1.83,,-3.56,,-0.53,0.06,3
29,CS 29491-053,-3.04,Fe I,,4.47,,-3.03,,0.0,0.16,146
29,CS 29491-053,-3.04,Fe II,,4.46,,-3.04,,0.0,0.09,17
29,CS 29491-053,-3.04,Co I,,2.07,,-2.85,,0.19,0.12,4
29,CS 29491-053,-3.04,Ni I,,3.11,,-3.14,,-0.11,0.08,3
29,CS 29491-053,-3.04,Zn I,,1.83,,-2.77,,0.27,,1
30,CS 29495-041,-2.82,C-H,,5.66,,-2.86,,-0.04,,
30,CS 29495-041,-2.82,C-N,,,,,,,,
30,CS 29495-041,-2.82,O I,,6.63,,-2.14,,0.68,,
30,CS 29495-041,-2.82,Na I,,3.75,,-2.58,,0.24,,2
30,CS 29495-041,-2.82,Mg I,,5.09,,-2.49,,0.33,0.13,7
30,CS 29495-041,-2.82,Al I,,2.99,,-3.48,,-0.66,,2
30,CS 29495-041,-2.82,Si I,,5.3,,-2.25,,0.57,,1
30,CS 29495-041,-2.82,K I,,2.84,,-2.28,,0.54,,2
30,CS 29495-041,-2.82,Ca I,,3.92,,-2.44,,0.38,0.09,16
30,CS 29495-041,-2.82,Sc II,,0.46,,-2.71,,0.11,0.09,7
30,CS 29495-041,-2.82,Ti I,,2.43,,-2.59,,0.23,0.04,12
30,CS 29495-041,-2.82,Ti II,,2.44,,-2.58,,0.24,0.09,29
30,CS 29495-041,-2.82,Cr I,,2.5,,-3.17,,-0.35,0.07,7
30,CS 29495-041,-2.82,Mn I,,2.08,,-3.31,,-0.49,0.07,3
30,CS 29495-041,-2.82,Fe I,,4.69,,-2.81,,0.01,0.15,147
30,CS 29495-041,-2.82,Fe II,,4.67,,-2.83,,-0.01,0.1,17
30,CS 29495-041,-2.82,Co I,,2.32,,-2.6,,0.22,0.14,4
30,CS 29495-041,-2.82,Ni I,,3.38,,-2.87,,-0.05,0.02,3
30,CS 29495-041,-2.82,Zn I,,1.93,,-2.67,,0.15,,1
31,CS 29502-042,-3.19,C-H,,5.56,,-2.96,,0.23,,
31,CS 29502-042,-3.19,C-N,,,,,,,,
31,CS 29502-042,-3.19,O I,,,,,,,,
31,CS 29502-042,-3.19,Na I,,2.69,,-3.64,,-0.45,,2
31,CS 29502-042,-3.19,Mg I,,4.62,,-2.96,,0.23,0.1,8
31,CS 29502-042,-3.19,Al I,,2.47,,-4.0,,-0.81,,2
31,CS 29502-042,-3.19,Si I,,4.65,,-2.9,,0.29,,1
31,CS 29502-042,-3.19,K I,,2.23,,-2.89,,0.3,,1
31,CS 29502-042,-3.19,Ca I,,3.39,,-2.97,,0.22,0.13,17
31,CS 29502-042,-3.19,Sc II,,0.17,,-3.0,,0.19,0.13,7
31,CS 29502-042,-3.19,Ti I,,2.09,,-2.93,,0.26,0.06,13
31,CS 29502-042,-3.19,Ti II,,2.07,,-2.95,,0.24,0.09,30
31,CS 29502-042,-3.19,Cr I,,2.11,,-3.56,,-0.37,0.09,7
31,CS 29502-042,-3.19,Mn I,,1.64,,-3.75,,-0.56,0.01,3
31,CS 29502-042,-3.19,Fe I,,4.31,,-3.19,,0.0,0.11,150
31,CS 29502-042,-3.19,Fe II,,4.31,,-3.19,,0.0,0.15,11
31,CS 29502-042,-3.19,Co I,,2.09,,-2.83,,0.36,0.07,4
31,CS 29502-042,-3.19,Ni I,,3.0,,-3.25,,-0.06,0.07,3
31,CS 29502-042,-3.19,Zn I,,1.6,,-3.0,,0.19,,1
32,CS 29516-024,-3.06,C-H,,5.45,,-3.07,,-0.01,,
32,CS 29516-024,-3.06,C-N,,,,,,,,
32,CS 29516-024,-3.06,O I,,6.33,,-2.44,,0.62,,
32,CS 29516-024,-3.06,Na I,,3.63,,-2.7,,0.36,,2
32,CS 29516-024,-3.06,Mg I,,5.0,,-2.58,,0.48,0.11,7
32,CS 29516-024,-3.06,Al I,,2.82,,-3.65,,-0.59,,2
32,CS 29516-024,-3.06,Si I,,5.05,,-2.5,,0.56,,1
32,CS 29516-024,-3.06,K I,,,,,,,,0
32,CS 29516-024,-3.06,Ca I,,3.85,,-2.51,,0.55,0.1,16
32,CS 29516-024,-3.06,Sc II,,0.17,,-3.0,,0.06,0.1,7
32,CS 29516-024,-3.06,Ti I,,2.21,,-2.81,,0.25,0.03,12
32,CS 29516-024,-3.06,Ti II,,2.18,,-2.84,,0.22,0.09,29
32,CS 29516-024,-3.06,Cr I,,2.3,,-3.37,,-0.31,0.08,7
32,CS 29516-024,-3.06,Mn I,,1.89,,-3.5,,-0.44,0.05,3
32,CS 29516-024,-3.06,Fe I,,4.43,,-3.07,,-0.01,0.1,140
32,CS 29516-024,-3.06,Fe II,,4.45,,-3.05,,0.01,0.15,16
32,CS 29516-024,-3.06,Co I,,2.11,,-2.81,,0.25,0.1,4
32,CS 29516-024,-3.06,Ni I,,3.04,,-3.21,,-0.15,0.15,3
32,CS 29516-024,-3.06,Zn I,,1.74,,-2.86,,0.2,,1
33,CS 29518-051,-2.69,C-H,,5.7,,-2.82,,-0.13,,
33,CS 29518-051,-2.69,C-N,,,,,,,,
33,CS 29518-051,-2.69,O I,,7.01,,-1.76,,0.93,,
33,CS 29518-051,-2.69,Na I,,3.95,,-2.38,,0.31,,2
33,CS 29518-051,-2.69,Mg I,,5.09,,-2.49,,0.2,0.11,7
33,CS 29518-051,-2.69,Al I,,2.99,,-3.48,,-0.79,,2
33,CS 29518-051,-2.69,Si I,,5.38,,-2.17,,0.52,,1
33,CS 29518-051,-2.69,K I,,2.84,,-2.28,,0.41,,2
33,CS 29518-051,-2.69,Ca I,,4.05,,-2.31,,0.38,0.09,16
33,CS 29518-051,-2.69,Sc II,,0.62,,-2.55,,0.14,0.08,7
33,CS 29518-051,-2.69,Ti I,,2.67,,-2.35,,0.34,0.04,12
33,CS 29518-051,-2.69,Ti II,,2.72,,-2.3,,0.39,0.09,30
33,CS 29518-051,-2.69,Cr I,,2.76,,-2.91,,-0.23,0.09,7
33,CS 29518-051,-2.69,Mn I,,2.28,,-3.11,,-0.42,0.04,3
33,CS 29518-051,-2.69,Fe I,,4.85,,-2.65,,0.04,0.13,143
33,CS 29518-051,-2.69,Fe II,,4.78,,-2.72,,-0.03,0.13,10
33,CS 29518-051,-2.69,Co I,,2.57,,-2.35,,0.34,0.08,4
33,CS 29518-051,-2.69,Ni I,,3.65,,-2.6,,0.09,0.03,3
33,CS 29518-051,-2.69,Zn I,,2.17,,-2.43,,0.26,,1
34,CS 30325-094,-3.3,C-H,,5.2,,-3.32,,-0.02,,
34,CS 30325-094,-3.3,C-N,,,,,,,,
34,CS 30325-094,-3.3,O I,,6.19,,-2.58,,0.72,,
34,CS 30325-094,-3.3,Na I,,3.12,,-3.21,,0.09,,2
34,CS 30325-094,-3.3,Mg I,,4.66,,-2.92,,0.38,0.14,7
34,CS 30325-094,-3.3,Al I,,2.59,,-3.88,,-0.58,,2
34,CS 30325-094,-3.3,Si I,,5.06,,-2.49,,0.81,,1
34,CS 30325-094,-3.3,K I,,2.55,,-2.57,,0.73,,1
34,CS 30325-094,-3.3,Ca I,,3.44,,-2.92,,0.38,0.11,17
34,CS 30325-094,-3.3,Sc II,,0.2,,-2.97,,0.33,0.09,7
34,CS 30325-094,-3.3,Ti I,,1.99,,-3.03,,0.27,0.05,13
34,CS 30325-094,-3.3,Ti II,,2.01,,-3.01,,0.29,0.1,29
34,CS 30325-094,-3.3,Cr I,,1.93,,-3.74,,-0.44,0.09,7
34,CS 30325-094,-3.3,Mn I,,1.54,,-3.85,,-0.55,0.05,3
34,CS 30325-094,-3.3,Fe I,,4.2,,-3.3,,0.0,0.14,140
34,CS 30325-094,-3.3,Fe II,,4.2,,-3.3,,0.01,0.13,8
34,CS 30325-094,-3.3,Co I,,1.91,,-3.01,,0.29,0.08,3
34,CS 30325-094,-3.3,Ni I,,3.03,,-3.22,,0.08,0.04,3
34,CS 30325-094,-3.3,Zn I,,1.54,,-3.06,,0.24,,1
35,CS 31082-001,-2.91,C-H,,5.82,,-2.7,,0.21,,
35,CS 31082-001,-2.91,C-N,,5.22,<,-2.7,<,0.21,,
35,CS 31082-001,-2.91,O I,,6.46,,-2.31,,0.6,,
35,CS 31082-001,-2.91,Na I,,3.7,,-2.63,,0.28,,2
35,CS 31082-001,-2.91,Mg I,,5.04,,-2.54,,0.37,0.13,7
35,CS 31082-001,-2.91,Al I,,2.83,,-3.64,,-0.73,,1
35,CS 31082-001,-2.91,Si I,,4.89,,-2.66,,0.25,,1
35,CS 31082-001,-2.91,K I,,2.87,,-2.25,,0.66,,2
35,CS 31082-001,-2.91,Ca I,,3.87,,-2.49,,0.42,0.11,15
35,CS 31082-001,-2.91,Sc II,,0.28,,-2.89,,0.02,0.07,7
35,CS 31082-001,-2.91,Ti I,,2.37,,-2.65,,0.26,0.09,14
35,CS 31082-001,-2.91,Ti II,,2.43,,-2.59,,0.32,0.14,28
35,CS 31082-001,-2.91,Cr I,,2.43,,-3.24,,-0.33,0.11,7
35,CS 31082-001,-2.91,Mn I,,1.98,,-3.41,,-0.5,0.03,3
35,CS 31082-001,-2.91,Fe I,,4.6,,-2.9,,-0.01,0.13,120
35,CS 31082-001,-2.91,Fe II,,4.58,,-2.92,,-0.01,0.11,18
35,CS 31082-001,-2.91,Co I,,2.28,,-2.64,,0.27,0.11,4
35,CS 31082-001,-2.91,Ni I,,3.37,,-2.88,,0.03,0.02,3
35,CS 31082-001,-2.91,Zn I,,1.88,,-2.72,,0.19,,2
