C0023306-163143  100  6.5    9.2    1.6  6.6   9.1   1.5 0.2
C0315358-094743  116  1.4   10.6    2.3  1.6  10.5   2.2 0.7
C0408404-462531   61 15.9   23.8   23.8 16.9  23.5  23.4 0.2
C0549576-334007  119  3.9    8.9    0.6  3.9   8.9   0.6 0.4
C1141088-453528  127  0.6   10.6    3.4  0.7   9.8   2.4 0.9
C1620512-091257  144  1.3    7.9    2.1  1.4   7.9   2.1 0.7
C1947015-235335  147  3.9    5.8    1.4  3.9   5.8   1.4 0.2
J001858.8-280036 100  7.6    8.5    0.4  7.7   8.5   0.4 0.1
J003314.2-104342 177  0.5    9.3    2.4  1.4   9.1   2.1 0.7
J004733.4-450942 201  0.3    8.0    2.2  0.9   8.0   1.7 0.8
J010700.3-160223  94  2.4   13.7    0.3  2.4  13.7   0.3 0.7
J010839.5-285701  58  7.0   22.2    9.5  7.3  22.0   8.0 0.5
J012415.6-102832 127  3.5    8.1    0.9  3.6   8.1   0.8 0.4
J013153.5-502702 114  3.8    9.1    2.7  4.0   8.9   2.5 0.4
J013758.9-433020  93  8.0    9.6    0.2  8.0   9.6   0.2 0.1
J014254.2-503248  94  6.8   10.5    1.0  6.8  10.5   1.0 0.2
J014821.1-532145 112  3.3    9.6    2.8  3.5   9.5   2.7 0.5
J014907.9-491142 122  3.6    8.3    2.3  3.8   8.3   2.3 0.4
J015300.2-341736  75  2.7   18.0    0.9  2.8  18.0   0.9 0.7
J015401.6-220240 115  3.0    9.3    3.2  3.1   9.3   2.8 0.5
J015522.5-582242 128  2.1    9.0    1.3  2.2   8.9   1.3 0.6
J020025.5-061101 113  3.1   10.2    2.7  3.3  10.1   2.7 0.5
J020706.4-500916  93  4.8   11.3    4.6  5.1  11.3   4.5 0.4
J021110.1-191124 120  3.7    8.3    2.4  3.7   8.3   2.1 0.4
J021634.8-394034 117  2.7   10.0    2.8  3.0  10.0   2.7 0.5
J021742.0-492344  97  6.2   10.4    0.2  6.2  10.4   0.2 0.3
J022308.0-312953 106  2.4   12.5    3.4  2.6  12.5   3.3 0.7
J022310.5-362823 100  5.9    9.9    1.7  6.0   9.8   1.7 0.2
J022658.3-074959 127  2.5    8.8    1.4  2.5   8.7   1.3 0.6
J023042.1-504643 101  1.9   12.7    0.2  2.1  12.7   0.2 0.7
J023557.6-174856  92  0.9   16.2    3.6  1.5  15.5   2.4 0.8
J025500.9-232029 136  0.8    9.0    2.0  1.1   8.8   1.8 0.8
J031005.5-401003 117  3.4    9.4    0.9  3.4   9.4   0.8 0.5
J031459.1-371513  96  4.6   11.3    2.7  4.7  11.3   2.4 0.4
J031459.2-481045 151  0.1    8.4    1.1  0.4   8.4   1.1 0.9
J031540.6-190322  92  5.3   11.9    1.7  5.4  11.8   1.6 0.4
J032559.4-372358 119  4.2    8.5    0.9  4.3   8.5   0.8 0.3
J033655.9-292252  92  7.9    9.8    0.5  7.9   9.8   0.5 0.1
J034220.6-270736  25  0.1  406.1  373.9  5.8 406.1 373.9 1.0
J034516.4-075922  93  6.9   10.7    0.2  6.9  10.7   0.2 0.2
J040148.9-375753 100  5.4   10.1    3.7  5.6   9.8   3.6 0.3
J040647.0-214611 100  8.3    8.8    0.8  8.3   8.8   0.8 0.0
J042314.5+013048 121  1.2   10.1    2.4  1.4  10.1   2.0 0.8
J042445.6-150150 116  4.3    8.8    1.0  4.3   8.8   0.9 0.3
J042917.8-342050 133  2.1    8.6    1.0  2.2   8.6   1.0 0.6
J044106.6-350735 127  2.1    9.0    1.5  2.3   9.0   1.2 0.6
J050332.7-625716  97  7.7    9.2    0.1  7.7   9.2   0.1 0.1
J050453.7-135037 115  1.2   11.1    1.6  1.4  11.1   1.6 0.8
J050620.1-134421  52 10.1   21.9    3.9 10.3  21.9   3.8 0.4
J051111.7-363540 111  1.9   11.1    2.4  2.1  10.8   2.1 0.7
J051200.1-113048 124  0.9   10.2    1.1  0.9  10.1   1.0 0.8
J052150.1-153705  80  3.5   17.5   11.2  6.0  17.2  10.5 0.5
J053148.3-365951  31  1.1   65.8   41.7  1.5  65.8  29.9 1.0
J053709.3-303731 104  6.3    9.2    0.1  6.3   9.2   0.1 0.2
J055142.1-332734  78  2.6   21.4   14.9  3.1  15.6   4.9 0.7
J055215.7-395318 123  1.3   10.1    1.2  1.4  10.0   1.0 0.8
J055848.6-542624  89  8.0   10.2    0.4  8.0  10.2   0.4 0.1
