J061950.0-531211 107  4.2    9.8    3.0  4.3   9.8   3.0 0.4
J063201.2-202654 116  3.9    9.1    1.2  3.9   9.0   1.1 0.4
J063347.2-491234  94  5.6   11.3    1.2  5.7  11.2   1.2 0.3
J063411.2-641831 124  3.5    8.4    1.4  3.5   8.4   1.4 0.4
J064013.1-354044  29  0.0  729.8  609.1  7.0 496.8 223.8 1.0
J064211.9-650134 113  5.4    8.5    0.3  5.4   8.5   0.3 0.2
J070028.0-270512  92  7.9    9.8    0.7  7.9   9.8   0.6 0.1
J070333.5-291748 131  0.0   10.5    1.3  1.3  10.0   0.7 0.8
J070648.0-324056 107  5.7    8.8    1.6  5.8   8.8   1.6 0.2
J073554.7-351938  90  7.9   10.3    0.1  7.9  10.3   0.1 0.1
J081343.6-233252 118  3.1    9.4    2.0  3.2   9.3   2.0 0.5
J082838.7-482652  78  0.9   18.4    2.1  1.4  17.9   1.4 0.9
J085934.2-053404 138  1.4    8.7    0.5  1.7   8.7   0.5 0.7
J090722.4-283415  97  5.0   11.7    6.9  6.2  11.6   6.7 0.3
J090922.5-272207 110  5.3    8.9    1.0  5.3   8.9   1.0 0.3
J093101.0-030405 144  1.6    8.1    0.3  1.8   8.1   0.3 0.6
J093121.3-332635 145  1.2    8.3    0.5  1.2   8.2   0.4 0.7
J093619.9-205314 135  2.2    8.3    0.7  2.3   8.3   0.7 0.6
J100310.2-203704 108  0.0   15.7    3.4  0.7  12.6   1.9 0.9
J100334.4-170612  94  7.5   10.0    0.3  7.5  10.0   0.3 0.1
J100603.1-114029 122  4.5    8.0    0.3  4.5   8.0   0.3 0.3
J101915.7-192446 101  6.8    8.8    1.4  6.8   8.8   1.4 0.1
J102436.9-063029  99  6.1    9.8    2.1  6.2   9.7   2.0 0.2
J102818.1-280723 120  1.6   10.2    1.9  1.9  10.2   1.9 0.7
J103742.2-104232  55  0.1 1362.3 1299.7  7.8  65.0  49.7 0.8
J103748.8-350618 116  3.3    9.5    1.4  3.4   9.4   1.2 0.5
J104034.8-112021  82  3.7   16.8   10.0  3.9  16.3   9.2 0.6
J104610.9-023806 104  6.7    8.5    1.2  6.7   8.5   1.2 0.1
J104943.6-092646 137  2.2    8.2    0.7  2.2   8.2   0.7 0.6
J105252.9-262048  34  1.6   45.0    4.3  1.7  45.0   4.3 0.9
J105642.1-273735 115  5.3    8.3    0.2  5.3   8.3   0.2 0.2
J105811.4-263418  98  1.6   13.1    2.5  1.7  13.1   2.5 0.8
J110248.5-030125 123  2.9    8.9    1.9  3.0   8.9   1.7 0.5
J110416.2-124129  91  7.9   10.1    0.1  7.9  10.1   0.1 0.1
J110708.8-265825 105  6.5    8.6    0.9  6.5   8.5   0.8 0.1
J110746.5-033433  99  7.3    8.9    0.9  7.3   8.9   0.8 0.1
J111447.8-405219 110  5.7    8.3    2.2  5.9   8.2   2.1 0.2
J112344.9-290327 104  7.3    8.1    0.1  7.3   8.1   0.1 0.0
J112651.4-180530  25  1.0   94.8   47.1  1.1  83.3  39.4 1.0
J113110.2-154315 107  6.4    8.4    0.3  6.4   8.4   0.3 0.1
J113635.0-083517 102  5.8    9.7    1.3  5.9   9.6   1.2 0.2
J114029.4-222107 116  1.8   10.7    3.5  2.0  10.2   2.7 0.7
J114200.1-161729  93  7.5    9.9    0.4  7.5   9.9   0.4 0.1
J115337.3-020036 139  0.8    8.8    1.7  1.1   8.7   1.6 0.8
J115408.3-125455  90  6.1   11.7    2.5  6.1  11.7   2.5 0.3
J115824.2-130520  85  6.7   12.7    0.4  6.7  12.6   0.4 0.3
J120213.1-111220 116  5.4    7.9    1.1  5.4   7.9   1.0 0.2
J120244.8-171201 104  6.7    8.3    1.7  6.8   8.3   1.6 0.1
J120324.9-353405 127  2.9    8.8    0.5  3.0   8.7   0.5 0.5
J120920.8-203636 143  2.0    7.9    0.5  2.0   7.9   0.5 0.6
J121231.9-334428  89  7.8   10.5    0.2  7.8  10.5   0.2 0.1
J122239.1-422157 112  6.2    7.7    0.9  6.2   7.7   0.9 0.1
J123050.9-451108 120  4.5    8.1    1.2  4.5   8.0   1.1 0.3
J123824.6-292725  92  7.9    9.7    1.3  7.9   9.6   1.3 0.1
J123859.7-025609 119  3.7    8.5    2.6  3.8   8.5   2.6 0.4
J124244.9-131503 125  3.9    8.2    0.4  3.9   8.2   0.4 0.4
J124307.9-140657 129  3.0    8.2    1.4  3.1   8.1   1.4 0.4
J125431.7-425303 123  2.6    8.6    3.3  2.7   8.6   3.3 0.5
J125815.0-402633 120  3.6    8.9    1.0  3.6   8.8   0.9 0.4
J130043.2-091049 116  3.8    9.1    2.0  3.8   9.0   1.9 0.4
J131013.0-334236 144  2.3    7.2    2.0  2.4   7.1   1.9 0.5
J131951.5-144755 247  0.1    8.9    3.5  0.7   5.4   2.1 0.8
J132157.2-241639 135  3.1    7.5    2.3  3.1   7.0   2.1 0.4
J132302.8-174949  97  4.1   11.6    3.1  4.2  11.6   3.1 0.5
J132414.3-180620 117  4.0    8.8    1.9  4.1   8.7   1.6 0.4
J132604.5-152502 125  4.6    7.1    2.0  4.7   7.1   2.0 0.2
J132635.5-280343 130  2.3    8.7    0.9  2.5   8.7   0.8 0.6
J133403.6-122545 112  5.6    8.1    1.4  5.7   8.1   1.4 0.2
J134340.7-112620 125  4.0    7.8    1.4  4.0   7.8   1.4 0.3
J135125.0-470627 139  3.7    6.9    0.6  3.7   6.9   0.6 0.3
J140206.8-135654  86  7.0   11.7    1.2  7.1  11.7   1.2 0.2
J140722.5-295446 127  4.5    7.5    0.4  4.5   7.5   0.4 0.2
J140741.7-175143 100  5.4   10.5    0.8  5.4  10.4   0.7 0.3
J140908.9-281336 102  7.7    8.0    0.2  7.7   8.0   0.2 0.0
J141231.4-050201 117  3.9    8.5    3.2  3.9   8.3   2.8 0.4
J141810.5-333452 132  1.4   13.6   11.7  4.5  12.8   9.8 0.5
J141832.4-081824 210  1.3    6.6    3.6  2.0   6.5   3.2 0.5
J142522.3-114202 117  4.5    8.6    0.9  4.5   8.6   0.8 0.3
J142546.2-154629 216  0.7    6.2    2.4  1.2   5.9   2.3 0.7
J142839.0-204459 153  1.8    7.2    0.8  1.8   7.1   0.8 0.6
J142911.4-053131  97  5.4   10.9    1.5  5.4  10.8   1.5 0.3
J144548.8-165433 129  2.2    8.7    1.5  2.3   8.7   1.5 0.6
J144603.1-011132 299  4.8    6.5    3.2  4.8   6.0   3.0 0.1
J144614.2-123902  63  0.3   69.4   67.8  4.1  18.2  16.1 0.6
J144747.0-143827 138  2.9    7.4    1.2  2.9   7.4   1.2 0.4
J145446.0-251541 134  3.4    7.5    1.0  3.4   7.4   0.9 0.4
J150031.0-122656 131  3.2    8.1    0.6  3.2   8.0   0.6 0.4
J150212.0-093319 124  4.8    7.7    3.0  4.9   7.5   2.8 0.2
J150223.7-194824 207  0.8    6.3    2.5  1.7   6.2   2.0 0.6
J150436.8-123108  13  0.2 2866.6 2429.9  2.0 125.7  33.4 1.0
J150505.2-035039  98  6.3   10.2    0.6  6.3  10.2   0.6 0.2
J150628.6-142803 126  4.2    7.9    0.4  4.2   7.8   0.4 0.3
J150740.0-212242 103  6.8    8.8    0.5  6.8   8.8   0.5 0.1
J150824.0-125620 124  3.5    8.5    0.8  3.5   8.5   0.8 0.4
J151446.1-062842  98  7.1    9.4    0.6  7.1   9.4   0.6 0.1
J152033.7-094304 105  7.1    8.0    0.5  7.1   8.0   0.5 0.1
J152141.1-155317 201  0.4    7.3    2.9  1.1   7.2   2.9 0.7
J152423.2-092207 143  1.5    8.1    3.7  1.7   7.9   3.7 0.6
J155803.8-061632 114  4.5    9.1    0.4  4.5   9.0   0.4 0.3
J160433.6-123549 150  3.7    6.1    2.1  3.8   6.0   2.0 0.2
J161527.2-141858 137  3.7    7.0    0.6  3.7   7.0   0.6 0.3
J161637.1-143139 111  5.7    8.6    0.2  5.7   8.6   0.2 0.2
J162128.4-114017  91  4.9   12.7    0.6  5.0  12.7   0.6 0.4
J162230.6-062843 117  4.7    8.3    1.0  4.7   8.3   1.0 0.3
J162849.6-033521  96  7.5    9.5    0.2  7.5   9.5   0.2 0.1
J165253.6-011557  90  7.6   10.5    0.2  7.6  10.5   0.2 0.2
J174311.3-804846 124  2.6    9.0    1.9  2.6   8.8   1.7 0.5
J180811.5-802007  18  0.7  559.7  464.8  1.5  77.1  28.8 1.0
J185443.3-822504  64  3.4   22.8   13.0  3.4  22.2  11.7 0.7
J185501.5-675744 187  0.1    7.1    1.7  1.0   6.7   1.4 0.7
J190708.1-635829 112  5.3    8.4    1.3  5.4   8.3   1.2 0.2
J191144.7-600208 208  2.6    5.3    2.4  2.7   5.3   2.2 0.3
J191258.2-790347 143  0.9    8.5    0.8  0.9   8.5   0.8 0.8
J191618.2-554445 292  0.7    5.2    2.5  1.1   5.1   2.3 0.7
J192145.9-712436 114  1.0   11.3    2.5  1.0  11.1   2.0 0.8
J192334.3-834540  99  7.5    8.8    0.2  7.5   8.8   0.2 0.1
J192406.6-693706  83  0.3   17.1    2.2  0.7  16.9   2.0 0.9
J192916.9-511613 198  0.6    6.8    1.8  0.8   6.7   1.8 0.8
J193338.2-595902 222  0.7    6.1    2.4  1.5   6.0   2.3 0.6
J193357.0-582141 174  2.0    5.5    1.7  2.0   5.5   1.7 0.5
J193443.1-462130 128  3.3    8.0    1.7  3.3   7.9   1.6 0.4
J194550.6-392630 163  3.0    6.8    3.4  6.3   6.3   1.6 0.0
J194552.6-504608 278  3.2    5.7    3.0  3.5   3.9   2.3 0.1
J194811.5-483511 126  4.8    7.1    1.4  4.8   7.1   1.4 0.2
J194850.3-344917 108  6.6    8.2    0.2  6.6   8.2   0.2 0.1
J194952.7-641309  71  4.2   17.6    5.0  4.2  17.6   4.0 0.6
J195221.4-695417 122  0.5   11.1    2.0  0.5  10.9   1.6 0.9
J195244.9-600813 127  4.5    7.1    1.6  4.5   7.1   1.6 0.2
J195313.7-531456 122  4.7    7.9    0.2  4.7   7.9   0.2 0.3
J195716.7-335026 184  3.2    5.4    1.9  3.3   5.4   1.8 0.2
J200150.5-310651 614  1.0    4.4    3.1  3.4   4.2   2.6 0.1
J200420.2-270110 150  0.6    8.2    0.9  1.1   8.1   0.8 0.8
J200728.5-495434   7  0.1  692.5  638.2 13.0 408.0 282.3 0.9
J201031.9-355854 182  0.3    7.8    2.1  0.8   7.5   1.8 0.8
J201721.9-380126 129  4.0    7.3    1.6  4.1   7.3   1.5 0.3
J201925.1-282207 231  1.8    5.5    3.0  1.8   5.5   2.6 0.5
J202319.0-661217 136  2.0    8.1    2.4  2.3   8.1   2.4 0.6
J202400.5-182024 144  2.7    7.1    0.9  2.8   7.0   0.8 0.4
J203717.9-353513 135  1.2    8.8    2.8  1.4   8.6   2.7 0.7
J204406.2-300007 148  0.5    8.5    0.1  0.7   8.5   0.1 0.8
J204547.1-621403  98  5.0   11.1    1.3  5.0  11.0   1.1 0.4
J204923.3-362238 202  1.1    6.3    2.6  1.3   6.1   2.6 0.7
J205058.6-315839  90  7.8   10.3    0.2  7.9  10.3   0.2 0.1
J205155.4-325126 151  2.3    6.8    1.1  2.3   6.8   1.1 0.5
J205319.4-244456 147  3.2    6.3    1.6  3.3   6.1   1.5 0.3
J205440.3-053500 135  1.4    8.7    1.8  1.4   8.7   1.6 0.7
J205515.5-403414 106  4.5   10.1    0.5  4.5  10.1   0.5 0.4
J210038.2-053916 166  0.6    7.1    1.2  0.7   7.1   1.1 0.8
J210634.7-495749  87  2.1   15.0    2.2  2.1  14.7   2.0 0.8
J211103.7-071250 110  3.1   11.5    8.4  5.0  11.4   8.3 0.4
J212558.5-265657 110  6.0    8.0    1.3  6.1   8.0   1.2 0.1
J213539.2-152631 117  1.9   12.4   10.0  2.8  12.0   9.0 0.6
J213932.9-071932 130  3.5    7.7    1.1  3.6   7.7   1.0 0.4
J214348.9-162137 136  3.4    7.1    1.5  3.5   7.1   1.5 0.3
J214939.2-424202  96  5.3   11.0    2.6  5.5  10.9   2.4 0.3
J215707.2-353949 140  0.1    9.2    1.0  1.2   9.1   0.8 0.8
J220103.9-033641 113  4.6    9.0    0.7  4.6   9.0   0.7 0.3
J220119.1-542301 124  3.3    8.6    0.7  3.4   8.6   0.7 0.4
J220149.1-320337  92  7.9   10.1    0.1  7.9  10.1   0.1 0.1
J220157.5-444950 146  3.3    6.6    2.7  3.5   6.4   2.4 0.3
J220211.8-441701 131  0.4    9.8    1.0  1.2   9.8   0.9 0.8
J220403.6-402918  81  3.2   16.6    3.3  3.2  15.5   2.9 0.7
J222235.9-013827  57  4.5   25.4   13.9  4.7  22.6   6.5 0.7
J223203.2-213556 102  7.6    8.1    0.5  7.6   8.1   0.5 0.0
J224923.5-213029 140  1.8    7.9    1.6  1.8   7.9   1.5 0.6
J225822.1-530715 121  4.7    7.7    1.2  4.8   7.7   1.2 0.2
J225939.5-130249 116  4.9    8.1    2.1  5.0   8.0   2.0 0.2
J230028.8-284922 115  3.4    9.4    2.4  3.5   9.1   2.2 0.4
J230222.8-683323 133  0.8    9.3    1.7  0.9   9.2   1.7 0.8
J230955.6-142048  62  0.2  136.6  129.6  1.1  13.2   5.5 0.9
J231348.3-172808 128  2.7    8.4    1.9  2.9   8.3   1.6 0.5
J232143.5-492914   2  7.2  596.8    7.3  7.3 596.8   6.8 1.0
J234945.3-431707  24  0.6  445.9  412.8 12.7 267.0 181.5 0.9
J235210.2-534929 200  5.8    8.6    5.5  6.2   8.5   5.4 0.2
J235221.1-270333  91  7.7   10.1    0.3  7.7  10.1   0.3 0.1
T4683_01164_1     87  0.2   15.9    1.4  1.1  15.8   1.3 0.9
T4687_02037_1     84  8.1   11.5    0.6  8.1  11.5   0.6 0.2
T4701_00802_1    103  7.1    8.4    0.6  7.1   8.4   0.6 0.1
T4944_01332_1    108  4.7    9.2    3.2  5.0   9.2   3.2 0.3
T4954_00606_1    153  0.5    8.1    0.8  0.5   8.0   0.7 0.9
T4956_00959_1    116  2.9    9.9    1.3  3.0   9.8   1.2 0.5
T4968_00858_1     91  4.2   13.0    2.1  4.4  12.7   1.8 0.5
T4995_00333_1    161  1.9    6.6    3.2  2.0   6.6   3.2 0.5
T5008_00508_1     96  6.0   10.7    0.6  6.1  10.7   0.6 0.3
T5271_00001_1    132  2.1    8.5    2.0  2.1   8.2   1.9 0.6
T5277_01245_1    118  2.7    9.8    0.3  2.8   9.8   0.3 0.6
T5295_00511_1     78  8.1   13.2    0.1  8.1  13.2   0.1 0.2
T5310_00259_1     15  0.8  345.7  277.5 13.3 248.6 146.5 0.9
T5311_00017_1     91  7.9   10.0    0.9  7.9  10.0   0.9 0.1
T5481_00786_1    109  3.5   10.4    1.0  3.6  10.4   1.0 0.5
T5492_00011_1    113  5.7    8.2    0.7  5.7   8.1   0.7 0.2
T5495_00660_1    106  7.1    8.0    0.1  7.1   8.0   0.1 0.1
T5496_00376_1    105  6.0    8.9    0.8  6.1   8.9   0.8 0.2
T5499_00076_1    105  7.1    8.2    0.2  7.1   8.2   0.2 0.1
T5507_01406_1    109  6.5    8.0    0.2  6.5   8.0   0.2 0.1
T5551_00318_1     99  6.5    9.5    1.1  6.5   9.4   1.0 0.2
T5552_00154_1    137  2.2    8.0    2.5  2.4   7.6   2.0 0.5
T5762_00685_1    127  3.7    8.1    0.4  3.8   8.1   0.4 0.4
T5789_00559_1    150  0.7    8.9    3.2  1.5   8.9   2.7 0.7
T5843_00314_1    118  3.3    9.2    1.6  3.4   9.1   1.6 0.5
T5866_00288_1     86  8.1   11.3    0.3  8.1  11.3   0.3 0.2
T5875_00738_1     87  6.1   12.6    2.2  6.1  12.5   2.2 0.3
T5911_00452_1    124  2.4    9.5    0.1  2.4   9.5   0.1 0.6
T6090_00859_1     93  7.9    9.6    0.1  7.9   9.6   0.1 0.1
T6092_00035_1     90  8.0   10.4    0.2  8.0  10.4   0.2 0.1
T6105_00098_1    140  2.2    7.8    0.9  2.4   7.8   0.9 0.5
T6117_01347_1    114  5.4    8.0    1.4  5.5   7.9   1.4 0.2
T6122_00253_1    108  6.8    8.0    0.2  6.8   8.0   0.2 0.1
T6141_00148_1    115  5.3    8.2    0.3  5.3   8.2   0.3 0.2
T6170_00280_1    104  6.3    9.1    0.3  6.3   9.1   0.3 0.2
T6333_00173_1    114  5.8    8.1    0.2  5.8   8.1   0.2 0.2
T6333_01571_1    110  6.0    8.4    0.1  6.0   8.4   0.1 0.2
T6338_00797_1    287  0.4    5.8    2.5  1.4   5.8   2.4 0.6
T6340_00478_1     98  6.1   10.3    0.1  6.1  10.3   0.1 0.3
T6412_00004_1     95  7.9    9.4    0.3  7.9   9.4   0.3 0.1
T6444_00154_1    107  1.7   11.7    2.2  1.7  11.6   2.2 0.7
T6501_01104_1    118  3.1    9.4    1.5  3.2   9.4   1.3 0.5
T6640_00549_1     93  7.9    9.7    0.1  7.9   9.7   0.1 0.1
T6642_00874_1    122  4.5    8.2    0.3  4.5   8.1   0.3 0.3
T6695_00459_1     76  3.8   17.1    3.1  3.9  17.1   3.0 0.6
T6703_00690_1     81  3.5   17.2   11.2  3.8  13.4   4.8 0.6
T6709_00331_1    114  3.5    9.2    3.4  3.5   9.2   2.8 0.4
T6718_00241_1    130  4.1    7.4    0.7  4.1   7.4   0.7 0.3
T6757_00705_1    222  2.7    5.5    2.6  2.8   5.5   2.6 0.3
T6904_00180_1     86  7.8   11.4    0.1  7.8  11.4   0.1 0.2
T6909_00633_1    133  2.9    8.2    0.1  2.9   8.2   0.1 0.5
T6909_01741_1    112  6.0    8.0    0.4  6.0   8.0   0.4 0.1
T6913_00155_1    238  1.1    5.3    1.8  1.2   5.2   1.8 0.6
T6953_00510_1    104  5.5    9.3    2.5  5.6   9.3   2.5 0.2
T6975_00058_1     84  7.8   11.9    0.5  7.8  11.9   0.5 0.2
T6975_00904_1    125  4.0    7.6    2.3  4.0   7.6   2.3 0.3
T7217_00088_1    116  3.9    9.2    1.2  4.0   9.2   1.0 0.4
T7222_00638_1    122  2.6   10.8    8.3  2.8   8.5   5.4 0.5
T7228_01050_1    132  1.0    9.4    0.9  1.1   9.4   0.9 0.8
T7232_00209_1    109  6.8    7.7    0.6  6.8   7.7   0.6 0.1
T7242_00198_1     96  6.4   10.4    0.5  6.4  10.4   0.5 0.2
T7299_00506_1    149  2.1    7.3    0.6  2.1   7.3   0.6 0.5
T7464_00857_1    104  5.3    9.9    1.2  5.3   9.9   1.1 0.3
T7538_00271_1    111  6.2    8.0    0.3  6.2   8.0   0.3 0.1
T7578_00560_1    116  4.8    8.4    1.2  4.9   8.3   1.1 0.3
T7729_00280_1    114  5.6    8.1    0.5  5.6   8.1   0.5 0.2
T7922_00252_1    100  7.5    8.8    0.1  7.5   8.8   0.1 0.1
T8055_00583_1    141  1.4    8.2    1.6  1.5   8.1   1.4 0.7
T8117_00251_1     98  6.1   10.4    0.4  6.1  10.4   0.4 0.3
T8251_00250_1    163  0.3    7.6    0.4  0.4   7.5   0.4 0.9
T8409_01371_1    125  4.9    7.1    1.0  5.0   7.1   1.0 0.2
T8413_00131_1    110  5.8    8.3    1.5  5.9   8.2   1.4 0.2
T8428_00929_1     52  1.9   39.2   26.9  3.4  39.2  26.9 0.8
T8446_00381_1     91  0.3   67.3   65.8  2.3   9.7   7.3 0.6
T8454_00937_1    100  6.7    9.5    0.6  6.7   9.5   0.6 0.2
T8488_00009_1    135  2.7    8.0    0.5  2.8   8.0   0.5 0.5
T8519_00103_1    110  6.5    8.0    0.2  6.5   8.0   0.2 0.1
T8789_00425_1    131  5.7    7.3    2.1  5.7   7.3   2.1 0.1
T8824_00811_1    129  3.8    7.9    0.3  3.8   7.9   0.3 0.4
T8847_00274_1    109  5.1    9.2    1.1  5.1   9.2   1.1 0.3
T8865_00425_1    156  0.1    8.4    1.1  1.1   8.2   1.0 0.8
T8870_00259_1    123  4.1    8.2    0.8  4.1   8.2   0.7 0.3
T9159_01533_1    102  0.0  505.5  410.2  1.2  17.6   4.5 0.9
T9161_00706_1    138  2.1    8.1    1.0  2.2   8.1   0.9 0.6
T9169_01585_1    101  6.1    9.5    1.3  6.2   9.5   1.3 0.2
T9378_00079_1    122  4.1    8.2    1.0  4.1   8.1   1.0 0.3
T9392_00902_1     99  7.5    8.9    0.4  7.5   8.9   0.4 0.1
