J015522.5-582242  1412   71.2  104.4  28.5   80.4  25.1   -5.3  10.8 0.00 0.35 0.65 3.
J020025.5-061101  2274   66.2   44.5  23.8  103.8  38.1  -58.7  13.1 0.01 0.54 0.45 2.
J020706.4-500916  4898  110.1  142.9  58.6  117.4  47.5  -48.6  22.0 0.01 0.36 0.63 3.
J021110.1-191124   680  -87.7   -0.6  11.2 -117.3  70.5  132.9   9.2 0.00 0.00 1.00 3.
J021634.8-394034  2894   98.8  103.3  30.5   85.5  30.5  -27.1  14.0 0.00 0.37 0.62 3.
J021742.0-492344   123   -2.1   85.7  19.5  210.5   3.3   15.8   1.4 0.61 0.37 0.02 1.5
J022308.0-312953  2352   62.6 -152.1  35.9  104.4  27.6  -59.5   6.5 0.00 0.24 0.76 3.
J022310.5-362823  1539   41.3  -63.6  17.6  187.4  14.7  -32.2   5.6 0.39 0.58 0.02 1.5
J022658.3-074959   589  -38.6   58.7  17.8   93.8  26.3   86.6   9.4 0.00 0.28 0.72 3.
J023042.1-504643   191   84.8  203.0  43.0   90.0  19.1  -13.2  10.6 0.00 0.10 0.90 3.
J023557.6-174856  3220  -70.3 -204.4  58.4  -33.8  73.6   30.8  24.1 0.00 0.01 0.99 3.
J025500.9-232029  1729  120.6   25.6  10.0   37.7  33.2  -58.9   9.1 0.00 0.10 0.90 3.
J031005.5-401003   933   80.0  100.4  20.5  121.0  14.9    3.5  13.1 0.00 0.78 0.22 2.
J031459.1-371513  2552   64.9  135.8  32.0  133.7  20.6   40.2  19.0 0.00 0.59 0.40 2.5
J031459.2-481045  1067  107.6  -33.4  13.0   -4.4  35.2   28.8  23.7 0.00 0.02 0.98 3.
J031540.6-190322  1724  -28.2 -107.6  18.7  181.6  15.3   -0.2   8.5 0.23 0.71 0.05 2.
J032559.4-372358   996   59.2   44.7  12.4  136.4  14.4   10.4  11.2 0.04 0.89 0.06 2.
J033655.9-292252   238  -19.3   24.9   9.2  235.3   1.3   45.1   4.5 0.51 0.47 0.02 1.5
J034220.6-270736  3873   77.3  -54.8  37.0    6.9  52.7   -4.1  33.8 0.00 0.09 0.91 3.
J034516.4-075922   235  -43.5  -69.5   5.8  225.2   2.2   12.4   5.2 0.76 0.23 0.01 1.5
J040148.9-375753  3764  139.1   11.0  45.6  139.0  40.8  -84.8  32.9 0.02 0.55 0.43 2.
J040647.0-214611  1015   39.7    2.3  10.8  213.2  10.4  -23.1   6.2 0.84 0.16 0.00 1.5
J042314.5+013048  1556  -57.8  -74.1   9.5  -45.8  57.9  107.6  19.3 0.00 0.00 1.00 3.
J042445.6-150150  1164   89.4   11.1   7.4  133.6  12.5  -47.1   4.6 0.01 0.90 0.09 2.
J042917.8-342050  1246  121.7   -4.6  11.1   81.1  15.8  -36.2  10.3 0.00 0.50 0.50 2.5
J044106.6-350735   929  123.3  -60.9  20.2   87.1  12.5  -78.9   5.5 0.00 0.23 0.77 3.
J050332.7-625716   211    7.5  -21.4   2.2  226.8   2.5   -7.8   3.3 0.89 0.10 0.00 1.
J050453.7-135037  1333   28.6 -132.6  28.4   62.9  29.0  -72.3  15.4 0.00 0.06 0.94 3.
J050620.1-134421  5486  202.1  169.4  29.9  228.3  33.7  -34.3  33.8 0.02 0.48 0.50 2.5
J051111.7-363540  3600  146.8 -104.8  37.0  -41.6  31.3  -26.0  20.8 0.00 0.00 1.00 3.
J051200.1-113048  2416  148.2   50.3  14.7   31.6  30.5   -4.9  21.7 0.00 0.10 0.90 3.
J052150.1-153705  3389   98.5 -161.8  49.4  -64.8  46.3 -149.0  30.4 0.00 0.00 1.00 3.
J053148.3-365951  1536  -43.9 -342.1  63.1  -18.4  47.0  120.1  20.0 0.00 0.00 1.00 3.
J053709.3-303731   162   -0.5  -55.6   8.6  198.6   5.3    1.8   1.6 0.79 0.20 0.00 1.
J055142.1-332734  7051  103.5  -85.5  82.3  -37.6  64.0   71.4  66.0 0.00 0.02 0.98 3.
J055215.7-395318  2111  102.0  -83.6  29.7   75.5  19.1  -22.1  23.3 0.00 0.31 0.69 3.
J055848.6-542624   219  -27.7   17.8   7.8  244.4   1.5   38.6   4.0 0.56 0.42 0.02 1.5
J061950.0-531211   708  128.0  -80.2  18.4  144.3   9.4 -149.9  22.6 0.00 0.08 0.92 3.
J063201.2-202654   595  110.5   70.8   4.9  129.5   4.6   87.9  21.5 0.00 0.54 0.46 2.5
J063347.2-491234  2796   18.7  -45.5  28.0  200.9  15.1   16.0  28.2 0.37 0.61 0.02 1.5
J063411.2-641831  3096  103.5   23.9  23.5  117.1  12.8   11.5  19.8 0.00 0.87 0.12 2.
J064013.1-354044  1022  138.2  -61.2  22.5    4.0  19.6   94.4  26.8 0.00 0.00 1.00 3.
J064211.9-650134   147   32.6   52.1  13.5  172.2   5.0   32.3   7.9 0.25 0.72 0.03 1.5
J070028.0-270512  2558   65.4   22.1  20.4  197.8  15.0   36.4  30.5 0.49 0.48 0.03 1.5
J070333.5-291748  3249  211.9    8.0  27.1    0.4  17.7  -40.9  28.1 0.00 0.00 1.00 3.
J070648.0-324056  1323  116.2   37.9  13.0  158.7   9.0 -105.8  22.9 0.00 0.58 0.42 2.5
J073554.7-351938   375  -16.8  -17.0   2.9  243.3   1.1   13.5   2.4 0.82 0.17 0.01 1.
J081343.6-233252  2050  129.8   24.7  12.9   99.0   7.9 -113.7  30.5 0.00 0.18 0.82 3.
J082838.7-482652  2020  132.8 -277.0  56.5   14.8  14.4  -84.1  28.8 0.00 0.00 1.00 3.
J085934.2-053404   434  144.6   70.9   3.7   59.3  13.1  -47.3  23.5 0.00 0.12 0.88 3.
J090722.4-283415   678   14.2  -80.0  15.0  138.2  13.9 -207.6  44.4 0.00 0.02 0.98 3.
J090922.5-272207  1299  118.8   65.9  27.7  153.9  11.5   73.8  25.9 0.01 0.75 0.24 2.
J093101.0-030405   214  125.1   -3.2   9.9   68.5  13.8   28.0   9.6 0.00 0.36 0.64 2.5
J093121.3-332635  1196  158.5    8.2   8.7   56.0   4.4  -36.7  18.1 0.00 0.15 0.85 3.
J093619.9-205314   923  109.1   15.9   5.0   86.0   9.3  -57.1  21.8 0.00 0.44 0.56 2.5
J100310.2-203704  1209   68.9 -193.7  39.3   23.1  24.4 -108.2  30.6 0.00 0.00 1.00 3.
J100334.4-170612   308    1.2  -34.3   4.4  232.6   2.7   30.9   5.3 0.73 0.26 0.01 1.5
J100603.1-114029   138   83.6    4.9   1.3  147.7   2.5   39.7   3.0 0.03 0.93 0.04 2.
J101915.7-192446  2644   85.6   54.3  44.4  174.4  24.7   27.0  36.5 0.24 0.68 0.08 2.
J102436.9-063029  2738    5.8  -11.0  21.5  178.4  21.4  -51.2  21.6 0.22 0.73 0.05 2.
J102818.1-280723  3587   85.0  -66.2  34.8   97.8  23.7  -26.3  43.6 0.00 0.52 0.48 2.5
J103742.2-104232  2492  181.3  -12.3  15.3   -1.1  18.8   29.8  21.1 0.00 0.00 1.00 3.
J103748.8-350618  2592  134.1  127.0  36.6   88.3  16.4  -56.5  28.0 0.00 0.20 0.80 3.
J104034.8-112021  2502  -99.0 -147.3  28.2  126.6  31.8 -203.4  33.6 0.00 0.00 1.00 3.
J104610.9-023806   700   76.1  -17.6   3.9  190.3   3.9   79.5   3.9 0.02 0.90 0.08 2.
J104943.6-092646  1004   96.1    4.2   5.7   86.8  14.6   -2.9  15.8 0.00 0.64 0.36 2.5
J105252.9-262048  2400   88.5 -416.5  76.6    3.4  22.8  -46.2  23.7 0.00 0.00 1.00 3.
J105642.1-273735   299   35.6  -33.7   4.2  170.3   4.8  -19.2   9.2 0.41 0.58 0.01 1.5
J105811.4-263418  2668  119.1 -207.1  39.0  -17.5  20.5  -94.7  34.8 0.00 0.00 1.00 3.
J110248.5-030125  2008  133.2  -67.9  26.4  -92.9  47.5  -57.5  35.9 0.00 0.00 1.00 3.
J110416.2-124129   102   -7.2   24.4   7.4  241.9   2.3   11.8   2.0 0.83 0.17 0.01 1.
J110708.8-265825  1474   47.1   66.5  26.7  185.0   8.5   28.7  10.6 0.39 0.59 0.03 1.5
J110746.5-033433   272   55.3  -29.3   5.8  212.0   6.2   70.8   5.3 0.09 0.85 0.06 2.
J111447.8-405219  3487   28.0   48.9  34.2  160.4  22.2 -105.5  36.9 0.01 0.51 0.48 2.5
J112344.9-290327   205    4.1   16.9   6.6  205.8   3.4   -8.1   3.7 0.89 0.11 0.00 1.
J112651.4-180530  1187   92.1 -352.0  67.9  -21.5  29.2 -136.1  41.3 0.00 0.00 1.00 3.
J113110.2-154315   374   29.0   41.1  12.3  191.1   3.4   18.3   2.5 0.73 0.26 0.01 1.5
J113635.0-083517  1167  -29.6  -55.9   7.9  196.0   9.6  -53.8   8.3 0.21 0.75 0.04 2.
J114029.4-222107  3427  121.0 -115.8  32.5  -35.6  30.9 -103.6  42.9 0.00 0.00 1.00 3.
J114200.1-161729   318    9.6   44.1  12.7  231.4   3.1   36.9   5.1 0.61 0.37 0.02 1.5
J115337.3-020036   404    2.1  -82.0  14.3   41.2  36.2 -108.8  23.6 0.00 0.03 0.97 3.
J115408.3-125455  2283   25.6  -61.5  21.5  227.8  17.8   49.7  16.0 0.29 0.65 0.07 2.
J115824.2-130520   329    7.6  -90.5  14.6  247.7   6.2   23.7   2.6 0.33 0.61 0.06 1.5
J120213.1-111220  1077   -8.8    6.2  13.8  165.5  16.4  -47.9  12.5 0.15 0.81 0.04 2.
J120244.8-171201  2155  -13.1   67.4  31.5  185.4  22.3  -34.3  18.7 0.29 0.66 0.05 2.
J120324.9-353405  1036   72.4  104.9  30.5  105.0  15.2   17.6   7.2 0.00 0.60 0.40 2.5
J120920.8-203636   791   96.5   21.6  13.6   82.2  15.9   12.5  12.8 0.00 0.56 0.44 2.5
J121231.9-334428   250  -33.5   32.1   7.4  247.3   1.7    8.5   3.8 0.78 0.21 0.01 1.5
J122239.1-422157  2046  -14.5   73.2  26.0  179.4  18.2  -45.7  15.9 0.16 0.78 0.06 2.
J123050.9-451108  2495   52.7  110.2  38.7  135.3  22.5   67.2  20.1 0.00 0.56 0.44 2.5
J123824.6-292725   227   36.7    3.6   6.9  233.3   7.0   98.3  14.3 0.01 0.71 0.28 2.5
J123859.7-025609  1896  -51.0  -38.9  12.1  131.7  24.7 -102.3  14.4 0.00 0.46 0.54 2.5
J124244.9-131503   213   -6.7   48.3  11.7  135.2  18.9  -43.4   9.1 0.02 0.87 0.11 2.
J124307.9-140657   858  103.6   55.6  21.7  109.7  12.7   85.9   3.3 0.00 0.42 0.58 2.5
J125431.7-425303  2458  209.1 -113.5  14.9  -72.4  21.9 -166.1  51.3 0.00 0.00 1.00 3.
J125815.0-402633   865  111.2  -80.8   5.7  145.6   5.2   73.3   9.3 0.00 0.78 0.22 2.
J130043.2-091049  1192  -71.9  102.0  20.3  132.3  27.7  -88.0   8.7 0.00 0.43 0.57 2.5
J131013.0-334236  3140   31.1   78.2  29.8   74.8  33.7  -68.0  23.9 0.00 0.22 0.78 3.
J131951.5-144755  3219   43.3   -1.6  31.2   -7.0  47.9  -84.8  28.8 0.00 0.02 0.98 3.
J132157.2-241639  3762   38.0  -37.8  26.2  141.9  28.8   13.4  30.9 0.12 0.78 0.10 2.
J132302.8-174949  3220   20.2 -104.6  41.4  214.3  49.7   16.1  50.8 0.14 0.59 0.27 2.
J132414.3-180620  2233  -44.0  122.1  46.2  135.5  40.3  -30.1  12.2 0.04 0.60 0.36 2.
J132604.5-152502  2622  -23.5   39.3  21.1  147.8  25.8  -32.4  14.4 0.12 0.80 0.08 2.
J132635.5-280343  1464   99.8 -100.0   8.9  117.8  10.0    6.3  13.3 0.00 0.78 0.22 2.
J133403.6-122545  1003  -78.8   54.0   8.9  174.4  18.5  -79.6   7.0 0.01 0.86 0.14 2.
J134340.7-112620  1716  -30.1   72.1  17.8  139.0  22.6  -16.2   5.4 0.07 0.84 0.10 2.
J135125.0-470627  1919   17.0   24.0  18.9  136.6  20.3  -34.1  17.6 0.05 0.86 0.09 2.
J140206.8-135654  1194  -89.9   66.4  12.8  257.4  10.0  -27.9   8.4 0.31 0.62 0.07 1.5
J140722.5-295446   770   24.9   11.9  10.2  152.1  13.2   19.2   6.1 0.18 0.79 0.03 2.
J140741.7-175143   875   28.2  -94.1  13.5  209.3  10.3  -28.2  14.4 0.39 0.58 0.04 1.5
J140908.9-281336   361  -20.9    8.6   4.1  215.5   5.5  -11.7   3.1 0.90 0.10 0.00 1.
J141231.4-050201  2180   63.0   84.6  31.4  134.4  22.7  132.2  17.6 0.00 0.12 0.88 3.
J141810.5-333452  3932  -19.4  -88.2  26.9   79.2  38.8 -252.4  64.3 0.00 0.00 1.00 3.
J141832.4-081824  3870  -84.5   84.4  24.0   45.3  49.4  -91.4  18.3 0.00 0.08 0.92 3.
J142522.3-114202   539    2.1  -67.6  11.8  159.1  14.7  -65.8  15.9 0.02 0.85 0.14 2.
J142546.2-154629  3605   18.1   13.5  22.2   40.4  42.6  -27.7  20.5 0.00 0.20 0.80 3.
J142839.0-204459  1273   46.9    4.6  17.8   80.5  32.3   16.6  18.6 0.01 0.51 0.49 2.5
J142911.4-053131   203  -19.1 -105.3  21.3  193.8   7.2 -102.1  19.0 0.00 0.51 0.48 2.5
J144548.8-165433  1352 -111.9  126.3  16.4   93.8  36.8  -71.6  10.5 0.00 0.22 0.78 3.
J144603.1-011132  4014   15.0  -13.9  18.6  165.3  26.5   25.4  15.3 0.32 0.64 0.03 2.
J144614.2-123902  5142  -31.6  -78.2  33.3    4.0  53.3 -181.2  43.3 0.00 0.00 1.00 3.
J144747.0-143827  1732   66.0  -63.1  15.2  125.8  26.2   21.3  17.6 0.04 0.80 0.17 2.
J145446.0-251541   954   76.8  -28.4  10.6  127.9  15.0   71.8   8.0 0.00 0.76 0.23 2.
J150031.0-122656   174   18.1   36.8  12.2  117.7  20.9   58.4   8.0 0.00 0.74 0.26 2.
J150212.0-093319  3592  -58.3  -28.3  31.7  200.5  45.0  -83.7  35.5 0.09 0.61 0.30 2.
J150223.7-194824  4356   58.0  -93.8  50.2   82.5  76.7  -34.0  67.7 0.02 0.28 0.69 3.
J150436.8-123108   730   56.1  112.0  33.1   10.5  41.6  180.8  28.0 0.00 0.00 1.00 3.
J150505.2-035039   582   59.3  -77.0   5.3  220.5   2.9   25.3   5.2 0.62 0.36 0.02 1.5
J150628.6-142803   389    3.3   32.3   9.5  143.9  16.4   41.4   6.8 0.04 0.89 0.07 2.
J150740.0-212242   611   33.7  -35.1   3.1  217.5   4.8   37.1   5.0 0.68 0.31 0.01 1.5
J150824.0-125620  1163   83.3  -94.4   7.1  144.6  15.3   20.0  10.3 0.03 0.88 0.10 2.
J151446.1-062842   784   10.6  -33.8   4.1  233.3   4.8   -0.4   4.4 0.87 0.13 0.00 1.5
J152033.7-094304   524  -53.0   21.3   2.3  209.1   5.0  -39.8   3.4 0.67 0.32 0.01 1.5
J152141.1-155317  3557   65.2 -129.0  22.5  -15.5  54.1 -123.3  44.2 0.00 0.00 1.00 3.
J152423.2-092207  5028   99.2 -160.0  35.4  120.6  54.2  -17.5  44.7 0.01 0.33 0.66 3.
J155803.8-061632   219   29.2  -83.6  10.0  161.2  13.3  -44.5  13.7 0.05 0.87 0.08 2.
J160433.6-123549  2488  -89.6   24.3  12.1  138.9  24.9 -118.2  22.7 0.00 0.36 0.64 2.5
J161527.2-141858  1172   -2.7  -23.5   8.8  137.7  28.8  -28.7  19.0 0.11 0.79 0.10 2.
J161637.1-143139   366   33.4  -58.5   3.9  188.1   7.9  -18.1   8.4 0.60 0.39 0.01 1.5
J162128.4-114017   236   98.9 -150.6  10.4  200.9   5.9  -53.4  20.8 0.01 0.69 0.29 2.5
J162230.6-062843   988 -110.7   71.1   4.8  170.7  10.3  -68.3   7.0 0.01 0.88 0.11 2.
J162849.6-033521   194    9.6  -32.0   3.0  232.8   1.7  -15.9   5.7 0.84 0.15 0.00 1.
J165253.6-011557   256  -16.1   26.5   4.2  248.6   5.8   23.9   4.9 0.68 0.31 0.01 1.5
J174311.3-804846   898  -31.7  113.5  22.7   96.2  32.1  114.9  19.6 0.00 0.08 0.92 3.
J180811.5-802007  2265   85.7  317.3  75.8  -24.2  57.9 -162.1  38.0 0.00 0.00 1.00 3.
J185443.3-822504   226  248.7 -259.8  21.0  -82.9  27.4  232.1  67.6 0.00 0.00 1.00 3.
J185501.5-675744  2900  123.9  -95.6  23.0   12.4  38.3   76.6  39.5 0.00 0.02 0.98 3.
J190708.1-635829  1977 -103.3   95.8  19.6  193.2  31.7   51.8  13.3 0.09 0.79 0.12 2.
J191144.7-600208  5093  -30.2   -1.1  79.5  153.3 107.2    4.7 108.8 0.06 0.32 0.62 3.
J191258.2-790347   434   87.4   87.5  30.8   44.6  25.9  -68.3   7.3 0.00 0.05 0.95 3.
J191618.2-554445  5378   45.5  -69.2  50.6   96.3  73.6    0.2  75.8 0.04 0.35 0.61 3.
J192145.9-712436  2123  119.6 -182.6  16.5   92.6  14.0  101.5  32.2 0.00 0.02 0.98 3.
J192334.3-834540   140   -3.3   27.7   7.7  219.0   1.9  -25.1   6.8 0.82 0.17 0.00 1.
J192406.6-693706  2106  -85.5  300.1  51.9  -22.1  70.7   28.2  24.9 0.00 0.00 1.00 3.
J192916.9-511613  3233   83.2 -116.8  12.4   61.2  33.5   81.2  29.4 0.00 0.07 0.93 3.
J193338.2-595902  3132   13.3   40.3  21.8  -52.7  60.3  118.3  33.2 0.00 0.00 1.00 3.
J193357.0-582141  3476  -10.1   35.4  20.5   94.5  38.4   11.1  23.2 0.03 0.58 0.39 2.
J193443.1-462130  1080   57.6  -77.5   6.2 -128.1  69.7  113.8  28.0 0.00 0.00 1.00 3.
J194550.6-392630  4615  -14.9  -78.8  31.2 -169.0  97.3  172.3  61.4 0.00 0.00 1.00 3.
J194552.6-504608  4971   17.7  -25.2  34.7  174.3  57.6  -58.4  54.7 0.15 0.56 0.30 3.
J194811.5-483511  2318    0.1  -41.7  12.9  186.9  24.0   55.1  23.2 0.22 0.72 0.07 2.
J194850.3-344917   310  -26.0   30.8   3.6  200.2   5.1  -19.9   8.0 0.80 0.19 0.00 1.
J194952.7-641309  4189  -91.4  238.2  90.6  206.9 107.3 -181.5 109.8 0.00 0.03 0.97 3.
J195221.4-695417  2462   17.7  212.2  48.2  -10.4  56.4  -66.4  18.4 0.00 0.00 1.00 3.
J195244.9-600813  1497   40.2   31.8  20.9  151.7  19.7 -102.7  26.4 0.00 0.56 0.44 2.5
J195313.7-531456   247    1.9   21.9   7.0  155.5  14.0  -19.9   5.5 0.21 0.76 0.03 2.
J195716.7-335026  3363  -24.0  -24.1  15.9  137.8  35.9   83.6  27.6 0.02 0.60 0.38 2.
J200150.5-310651  5753  -86.4   54.2  69.7   88.0 121.9   82.2 111.2 0.02 0.19 0.79 3.
J200420.2-270110   778   44.3  -93.8   9.6  -39.7  55.7  -67.0  12.0 0.00 0.01 0.99 3.
J200728.5-495434  4734 -123.8  173.7  25.7  -38.8  69.2   57.8  26.7 0.00 0.01 0.99 3.
J201031.9-355854  2008  130.8 -123.8  14.4  -24.2  54.9  -98.8  24.6 0.00 0.00 1.00 3.
J201721.9-380126  2401   55.6  -73.4  15.1 -168.0  84.0  -38.0  23.2 0.00 0.00 1.00 3.
J201925.1-282207  4730   99.5 -113.0  39.7   75.4  71.7  -70.9  56.1 0.01 0.20 0.79 3.
J202319.0-661217  3086   26.8  -94.9  21.6  127.1  26.3   90.2  32.1 0.00 0.39 0.61 3.
J202400.5-182024  1237  -62.0   -9.9  13.7  110.0  22.3   56.4  11.7 0.00 0.69 0.30 2.
J203717.9-353513  3830 -145.8  172.2  20.0   96.3  33.8   -2.4  29.1 0.00 0.21 0.79 3.
J204406.2-300007   173   17.0  -82.8  11.9  -31.9  52.2  -11.8   2.0 0.00 0.02 0.98 3.
J204547.1-621403  1553   69.6 -108.8  12.9  219.7  21.3  -13.5  12.3 0.33 0.61 0.06 1.5
J204923.3-362238  4135   74.5 -104.3  18.2   61.1  41.7  -14.1  20.5 0.00 0.23 0.77 3.
J205058.6-315839   181  -10.0    6.3   2.0  249.0   5.2   10.6   1.5 0.79 0.21 0.01 1.
J205155.4-325126  1672   -4.1    1.2   7.8   99.3  31.3  -26.0  11.9 0.02 0.66 0.32 2.
J205319.4-244456  2655  -12.5  -19.9  12.3  127.6  30.8   11.3  11.2 0.10 0.78 0.12 2.
J205440.3-053500  2813 -109.4  118.4  14.4  110.5  14.8    0.1  19.4 0.00 0.61 0.39 2.5
J205515.5-403414   464  -68.7  116.0  14.7  173.6  10.3  -36.9  17.7 0.05 0.84 0.11 2.
J210038.2-053916  1982 -115.8  -47.6  25.8   28.3  30.6   47.9  13.2 0.00 0.06 0.94 3.
J210634.7-495749   268  -45.7  229.4  41.1 -106.4  67.9 -113.8  30.3 0.00 0.00 1.00 3.
J211103.7-071250  5041  -68.2   55.5  48.5  171.8  34.9  108.9  56.8 0.04 0.42 0.54 2.5
J212558.5-265657  1622   -0.2   32.3  10.5  202.4  11.9  -28.9  11.0 0.39 0.59 0.02 1.5
J213539.2-152631  5200   39.3   47.1  51.5  116.6  56.8 -117.6  48.7 0.01 0.24 0.75 3.
J213932.9-071932   809    8.4  -23.9   5.5  124.6  22.1  -77.0  16.2 0.00 0.67 0.33 2.5
J214348.9-162137  2153  -13.8  -45.0  23.0  123.9  30.1    2.6  16.8 0.06 0.77 0.16 2.
J214939.2-424202  2530   52.9 -101.3  22.3  228.4  25.2   12.4  18.6 0.34 0.59 0.08 2.
J215707.2-353949   330   -7.5 -121.1  23.2    6.8  43.7   75.9  12.6 0.00 0.01 0.99 3.
J220103.9-033641   238 -106.9   76.1   7.9  162.4   1.3   59.0   4.4 0.01 0.90 0.09 2.
J220119.1-542301   915  -40.1   96.4  19.2  128.4  24.0    0.6  10.4 0.02 0.79 0.19 2.
J220149.1-320337   135    7.4  -15.8   0.7  244.2   3.6    6.2   1.1 0.83 0.16 0.01 1.
J220157.5-444950  3268   23.6   14.4  29.5  126.4  39.3  -36.9  22.5 0.08 0.70 0.22 2.
J220211.8-441701   996  119.7 -159.1  16.2   27.6  38.6  -15.1  15.1 0.00 0.03 0.97 3.
J220403.6-402918   903  -36.5  216.1  41.5  150.6  17.6 -117.2  31.3 0.00 0.04 0.96 3.
J222235.9-013827  1946  -65.2 -200.5  45.1 -231.3  90.9 -246.4  63.1 0.00 0.00 1.00 3.
J223203.2-213556   573    3.1    3.7   3.4  214.2   3.7   -5.0   2.5 0.91 0.09 0.00 1.5
J224923.5-213029  1440 -111.3   62.6  15.2   81.4  25.1   58.4  11.9 0.00 0.33 0.67 3.
J225822.1-530715   840   69.0   15.3  13.3  153.3  11.9  -71.9   4.9 0.00 0.89 0.11 2.
J225939.5-130249  2324   -6.4   25.9  17.2  162.5  19.8  -18.8  10.8 0.31 0.66 0.03 2.
J230028.8-284922  2457   -9.8  113.3  38.7  140.0  25.9  -44.5  19.3 0.02 0.68 0.31 2.
J230222.8-683323  1593  134.1  130.5  44.6  -62.1  50.6  -73.7  15.0 0.00 0.00 1.00 3.
J230955.6-142048  6510   -4.9   28.6  77.9   14.9  81.6  -80.9  40.4 0.00 0.10 0.90 3.
J231348.3-172808  1930  -46.7  -81.0  26.2  100.0  30.1   34.2   8.6 0.00 0.56 0.44 2.5
J232143.5-492914   531   76.8  246.0  56.1 -637.0 170.0    0.0  12.2 0.00 0.00 1.00 3.
J234945.3-431707  2886  -46.6  -59.0  18.4   45.5  40.3   98.8  11.1 0.00 0.05 0.95 3.
J235210.2-534929  5792   -5.8   18.0  79.6  172.7  78.3    3.2  39.1 0.18 0.54 0.28 2.5
J235221.1-270333   171   30.6   28.8   8.9  240.3   2.5  -30.2   1.6 0.70 0.29 0.01 1.5
T4683_01164_1      796  -15.5  256.6  54.1   21.7  38.7   32.3   2.5 0.00 0.00 1.00 3.
T4687_02037_1      324  -21.7   -4.4   2.9  259.8   7.9   39.2   2.6 0.33 0.62 0.05 1.5
T4701_00802_1      318  -41.4  -18.9   3.8  199.2   5.8   49.9   2.4 0.41 0.57 0.02 1.5
T4944_01332_1     1473  143.8  -62.7   8.8  155.6   6.9  130.7   3.7 0.00 0.21 0.79 3.
T4954_00606_1      711   78.5   49.2  16.6  -30.0  43.8  -35.8  21.7 0.00 0.01 0.99 3.
T4956_00959_1      552  138.2 -121.3  13.7  122.3   9.5   76.3   9.8 0.00 0.39 0.61 2.5
T4968_00858_1     1638  -37.2  175.7  37.1  177.5  18.4   59.4  18.1 0.00 0.45 0.55 2.5
T4995_00333_1     3545  -52.7  -29.7  29.3   87.3  46.4  -96.7  28.2 0.00 0.24 0.75 3.
T5008_00508_1      698   60.5  -90.2   8.3  222.0   5.8   14.4   8.2 0.59 0.39 0.02 1.5
T5271_00001_1     2004  -51.2   -2.3  13.4   80.4  29.4   23.0   7.6 0.00 0.51 0.48 2.5
T5277_01245_1      236  -10.3  120.2  26.9 -112.0  67.1   18.0   0.8 0.00 0.00 1.00 3.
T5295_00511_1      141    3.9    3.3   2.4  279.5  11.0    5.3   0.6 0.27 0.64 0.10 1.5
T5310_00259_1     3793 -137.2 -231.4  36.7  -11.4  58.0   86.6  21.1 0.00 0.00 1.00 3.
T5311_00017_1     1230    0.9  -30.7   9.7  217.1  11.8   -1.7   8.8 0.49 0.50 0.01 1.5
T5481_00786_1     1618  148.2  132.6  26.4  110.7   8.7   10.8  19.4 0.00 0.53 0.47 2.5
T5492_00011_1      314   75.2  -11.8   3.5  171.8   2.0   61.7   2.4 0.04 0.91 0.05 2.
