C0023306-163143    5.878 -16.529 11.2 20081015  LCO 160
C0315358-094743   48.899  -9.796  9.9 20081016  LCO 170
C0408404-462531   62.169 -46.425 11.9 20081016  LCO 190
C0549576-334007   87.490 -33.669 11.0 20081015  LCO 170
C1141088-453528  175.287 -45.591 10.3 20070506  LCO 100
C1620512-091257  245.213  -9.216 11.1 20080611  APO 100
C1947015-235335  296.757 -23.893 11.1 20081016  LCO 190
J001858.8-280036   4.745 -28.010 10.1 20080911  AAT 200
J003314.2-104342   8.310 -10.729  9.1 20080908  AAT 190
J004733.4-450942  11.889 -45.162 10.8 20081016  LCO 190
J010700.3-160223  16.751 -16.040 10.5 20070924  AAT 140
J010839.5-285701  17.165 -28.950 11.8 20081015  LCO 180
J012415.6-102832  21.065 -10.476 10.2 20080910  AAT 230
J013153.5-502702  22.973 -50.451  9.5 20080911  AAT 140
J013758.9-433020  24.496 -43.506  9.9 20080912  AAT 190
J014254.2-503248  25.726 -50.547 10.6 20081016  LCO 160
J014821.1-532145  27.088 -53.363 10.1 20081015  LCO 190
J014907.9-491142  27.283 -49.195 10.2 20081015  LCO 200
J015300.2-341736  28.251 -34.293  9.0 20080911  AAT 190
J015401.6-220240  28.507 -22.044 10.7 20081015  LCO 180
J015522.5-582242  28.844 -58.379  9.6 20080909  AAT 200
J020025.5-061101  30.107  -6.184 10.6 20081016  LCO 190
J020706.4-500916  31.777 -50.155 10.0 20081015  LCO 230
J021110.1-191124  32.792 -19.190 10.4 20081016  LCO 220
J021634.8-394034  34.145 -39.676  9.7 20080910  AAT 230
J021742.0-492344  34.425 -49.396  9.2 20080912  AAT 250
J022308.0-312953  35.783 -31.498 10.5 20081015  LCO 190
J022310.5-362823  35.794 -36.473 10.9 20081015  LCO 230
J022658.3-074959  36.743  -7.833  9.6 20081015  LCO 230
J023042.1-504643  37.676 -50.779  9.9 20080908  AAT 230
J023557.6-174856  38.990 -17.816 10.7 20081016  LCO 230
J025500.9-232029  43.754 -23.341  9.1 20080908  AAT 190
J031005.5-401003  47.523 -40.168  9.8 20090212  ESO 171
J031459.1-371513  48.747 -37.254  9.4 20080908  AAT 230
J031459.2-481045  48.747 -48.179 11.7 20090213  ESO 100
J031540.6-190322  48.919 -19.056  9.0 20080911  AAT 200
J032559.4-372358  51.498 -37.400 10.0 20081016  LCO 250
J033655.9-292252  54.233 -29.381 10.0 20080910  AAT 250
J034220.6-270736  55.586 -27.127 10.2 20081016  LCO 230
J034516.4-075922  56.319  -7.990 10.4 20071219  APO 150
J040148.9-375753  60.454 -37.965 10.7 20081015  LCO 200
J040647.0-214611  61.696 -21.770 10.1 20090212  ESO 190
J042314.5+013048  65.811   1.513 10.4 20081016  LCO 260
J042445.6-150150  66.190 -15.031  9.4 2009combo APO 230
J042917.8-342050  67.324 -34.347 10.5 20090213  ESO 170
J044106.6-350735  70.278 -35.127 10.0 20081016  LCO 260
J050332.7-625716  75.887 -62.955 10.2 20090212  ESO 120
J050453.7-135037  76.224 -13.844 10.6 20090217  ESO 120
J050620.1-134421  76.584 -13.739 10.6 20081015  LCO 250
J051111.7-363540  77.799 -36.595  9.5 20081016  LCO 250
J051200.1-113048  78.001 -11.513 10.8 20081016  LCO 180
J052150.1-153705  80.459 -15.618 11.0 20081016  LCO 200
J053148.3-365951  82.951 -36.998  9.8 20090214  ESO 110
J053709.3-303731  84.289 -30.625 10.6 20090216  ESO 130
J055142.1-332734  87.926 -33.459 10.8 20081016  LCO 220
J055215.7-395318  88.066 -39.888 10.5 20081016  LCO 200
J055848.6-542624  89.703 -54.440 10.2 20081015  LCO 200
J061950.0-531211  94.958 -53.203 10.5 20081016  LCO 260
J063201.2-202654  98.005 -20.448  9.2 20081015  LCO 250
J063347.2-491234  98.447 -49.210 10.0 20090218  APO 160
J063411.2-641831  98.547 -64.309  9.8 20090214  ESO 140
J064013.1-354044 100.055 -35.679 11.2 20090216  ESO 130
J064211.9-650134 100.550 -65.026  9.7 20090215  ESO 160
J070028.0-270512 105.117 -27.087  9.5 20090212  ESO 160
J070333.5-291748 105.890 -29.297  9.8 20090214  ESO 140
J070648.0-324056 106.700 -32.682 10.7 20080317  APO 120
J073554.7-351938 113.978 -35.327  9.2 20090215  ESO 110
J081343.6-233252 123.432 -23.548 10.1 20090214  ESO 130
J082838.7-482652 127.162 -48.448 10.5 20090214  ESO 150
J085934.2-053404 134.893  -5.568  9.4 20080324  APO 180
J090722.4-283415 136.843 -28.571 10.9 20090215  ESO 130
J090922.5-272207 137.344 -27.369 10.8 20090216  ESO 130
J093101.0-030405 142.754  -3.068  9.9 20080317  APO 170
J093101.0-030405 142.754  -3.068  9.9 combo     APO 180
J093121.3-332635 142.839 -33.443 10.2 20090215  ESO 180
J093619.9-205314 144.083 -20.887  9.2 20090212  ESO 200
J100310.2-203704 150.793 -20.618 10.1 20090217  ESO 130
J100334.4-170612 150.893 -17.103 10.3 20080324  APO 160
J100603.1-114029 151.513 -11.675  9.2 20071219  APO 180
J101915.7-192446 154.816 -19.413 10.2 20090216  ESO 130
J102436.9-063029 156.154  -6.508 10.5 20090214  ESO 100
J102818.1-280723 157.075 -28.123 10.0 20090215  ESO 150
J103742.2-104232 159.426 -10.709  9.4 20090213  ESO 160
J103748.8-350618 159.454 -35.105 10.5 20090212  ESO 140
J104034.8-112021 160.145 -11.339 10.2 20080324  APO 130
J104610.9-023806 161.546  -2.635  9.4 20090213  ESO 110
J104943.6-092646 162.432  -9.446  9.3 20071219  APO 160
J105252.9-262048 163.221 -26.347  9.2 20090218  ESO 200
J105642.1-273735 164.176 -27.626 11.1 20080317  APO 200
J105811.4-263418 164.548 -26.572  9.2 20090217  ESO 150
J110248.5-030125 165.702  -3.024 10.8 20070506  LCO 130
J110416.2-124129 166.067 -12.692  9.4 20090216  ESO 160
J110708.8-265825 166.787 -26.974 10.9 20090214  ESO 110
J110746.5-033433 166.944  -3.576 10.5 20070506  LCO 200
J111447.8-405219 168.699 -40.872 10.8 20090212  ESO 150
J112344.9-290327 170.937 -29.058 10.1 20090215  ESO 150
J112651.4-180530 171.714 -18.092 10.2 20080324  APO 120
