J113110.2-154315 172.793 -15.721 10.6 20080324  APO 150
J113635.0-083517 174.146  -8.588  9.4 20080324  APO 220
J114029.4-222107 175.123 -22.352 10.7 20070506  LCO 110
J114200.1-161729 175.501 -16.292 10.9 20080317  APO 160
J115337.3-020036 178.405  -2.010  9.2 20090217  ESO 200
J115408.3-125455 178.535 -12.916 10.2 20090213  ESO 130
J115824.2-130520 179.601 -13.089 10.8 20080317  APO 170
J120213.1-111220 180.555 -11.206 10.9 20070506  LCO 150
J120244.8-171201 180.687 -17.200 10.2 20090217  ESO 170
J120324.9-353405 180.854 -35.568  9.7 20090214  ESO 170
J120920.8-203636 182.337 -20.610  9.8 20090215  ESO 120
J121231.9-334428 183.133 -33.741  9.7 20090214  ESO 120
J122239.1-422157 185.663 -42.366  9.8 20090213  ESO 150
J123050.9-451108 187.712 -45.186  9.1 20090218  ESO 140
J123824.6-292725 189.603 -29.457 10.2 20070506  LCO 110
J123859.7-025609 189.749  -2.936 10.1 20070506  LCO 100
J124244.9-131503 190.687 -13.251  9.6 20090213  ESO 120
J124307.9-140657 190.783 -14.116  9.9 20090216  ESO 160
J125431.7-425303 193.632 -42.884 10.4 20070624  AAT 150
J125815.0-402633 194.562 -40.442 10.3 20070506  LCO 180
J130043.2-091049 195.180  -9.180 10.5 20080317  APO 150
J131013.0-334236 197.554 -33.710  9.7 20090214  ESO 130
J131951.5-144755 199.965 -14.799 10.0 20070506  LCO 140
J132157.2-241639 200.488 -24.278  9.8 20090217  ESO 170
J132302.8-174949 200.762 -17.830 10.8 20070506  LCO 130
J132414.3-180620 201.060 -18.106 10.5 20080611  APO 190
J132604.5-152502 201.519 -15.417 10.3 20070622  AAT 190
J132635.5-280343 201.648 -28.062  9.2 20090214  ESO 120
J133403.6-122545 203.515 -12.429 10.1 20080327  APO 180
J134340.7-112620 205.919 -11.439  9.2 20090215  ESO 150
J135125.0-470627 207.854 -47.108  9.1 20090215  ESO 150
J140206.8-135654 210.529 -13.948 10.5 20070506  LCO 150
J140722.5-295446 211.844 -29.913  9.7 20090215  ESO 130
J140741.7-175143 211.924 -17.862 10.1 20090218  ESO 160
J140908.9-281336 212.287 -28.227 10.8 20070506  LCO 140
J141231.4-050201 213.131  -5.034 10.6 20070623  AAT 120
J141810.5-333452 214.544 -33.581 10.1 20070624  AAT 140
J141832.4-081824 214.635  -8.307  9.8 20090217  ESO 150
J142522.3-114202 216.343 -11.701 10.0 20070506  LCO 150
J142546.2-154629 216.443 -15.775  9.8 20090212  ESO 130
J142839.0-204459 217.163 -20.750  9.7 20090213  ESO 170
J142911.4-053131 217.298  -5.525 10.7 20070506  LCO 170
J144548.8-165433 221.453 -16.909 10.9 20080317  APO 100
J144603.1-011132 221.513  -1.192 10.0 20090212  ESO 160
J144614.2-123902 221.559 -12.651 10.5 20070506  LCO 130
J144747.0-143827 221.946 -14.641 11.1 20090216  ESO 130
J145446.0-251541 223.692 -25.262 10.2 20080317  APO 110
J145446.0-251541 223.692 -25.262 10.2 20070622  APO 130
J150031.0-122656 225.129 -12.449  9.7 20080228  APO 170
J150212.0-093319 225.550  -9.555 10.6 20070623  AAT 160
J150223.7-194824 225.599 -19.807 10.0 20090218  ESO 140
J150436.8-123108 226.153 -12.519  9.3 20090213  ESO 130
J150505.2-035039 226.272  -3.844  9.1 20080611  APO 120
J150628.6-142803 226.620 -14.468 10.5 20070505  LCO 130
J150740.0-212242 226.917 -21.379  9.3 20080327  APO 130
J150824.0-125620 227.100 -12.939 10.4 20070506  LCO 160
J151446.1-062842 228.692  -6.479  9.6 20090217  ESO 180
J152033.7-094304 230.140  -9.718  9.2 20080419  APO 170
J152141.1-155317 230.421 -15.888 10.3 20070506  LCO 130
J152423.2-092207 231.097  -9.369 10.4 20070506  LCO 100
J155803.8-061632 239.516  -6.276 10.2 20070506  LCO 160
J160433.6-123549 241.140 -12.597 10.4 20070623  AAT 150
J161527.2-141858 243.863 -14.316 10.4 20070506  LCO 100
J161637.1-143139 244.155 -14.528 10.7 20070506  LCO 120
J162128.4-114017 245.369 -11.671 10.4 20070622  AAT 120
J162230.6-062843 245.628  -6.479 10.7 20070506  LCO 100
J162849.6-033521 247.207  -3.589 10.2 20080419  APO 180
J165253.6-011557 253.224  -1.266 10.6 20080327  APO 120
J174311.3-804846 265.798 -80.813  9.0 20070921  AAT 110
J180811.5-802007 272.048 -80.336 10.1 2007combo APO 150
J185443.3-822504 283.680 -82.418 10.2 20070920  AAT 120
J185501.5-675744 283.756 -67.963  9.1 20080909  AAT 180
J190708.1-635829 286.784 -63.975 10.4 20070506  LCO 150
J191144.7-600208 287.936 -60.036 10.3 20080909  AAT 160
J191258.2-790347 288.243 -79.063  9.0 20080908  AAT 130
J191618.2-554445 289.076 -55.746 10.2 20080908  AAT 150
J192145.9-712436 290.441 -71.410 10.5 20070623  AAT 130
J192334.3-834540 290.893 -83.761  9.4 20080912  AAT 170
J192406.6-693706 291.028 -69.618 10.5 20070506  LCO 100
J192916.9-511613 292.321 -51.270  9.4 20080910  AAT 160
J193338.2-595902 293.409 -59.984 10.4 20070505  LCO 110
J193357.0-582141 293.488 -58.362  9.5 20080910  AAT 150
J193443.1-462130 293.680 -46.358  9.2 20080913  AAT 120
J194550.6-392630 296.461 -39.442 11.7 20081016  LCO 180
J194552.6-504608 296.470 -50.769 10.4 20081016  LCO 160
J194811.5-483511 297.048 -48.587  9.3 20070920  AAT 190
J194850.3-344917 297.210 -34.822 10.4 20070506  LCO 100
J194952.7-641309 297.470 -64.220 11.1 20081015  LCO 190
J195221.4-695417 298.089 -69.905 10.6 20070623  AAT 130
J195244.9-600813 298.187 -60.137 10.1 20081016  LCO 160
J195313.7-531456 298.307 -53.249 11.0 20070506  LCO 130
J195716.7-335026 299.320 -33.841 10.5 20081016  LCO 160
J200150.5-310651 300.461 -31.114 10.7 20081015  LCO 140
J200420.2-270110 301.085 -27.020 10.1 20070506  LCO 120
J200728.5-495434 301.869 -49.909 10.1 20070506  LCO 100
J201031.9-355854 302.633 -35.982 10.5 20081015  LCO 150
J201721.9-380126 304.341 -38.024 10.1 20070506  LCO 120
J201925.1-282207 304.855 -28.369 10.5 20081015  LCO 180
J202319.0-661217 305.829 -66.205 11.2 20081015  LCO 140
J202400.5-182024 306.002 -18.340  9.4 20080910  AAT 170
J203717.9-353513 309.325 -35.587  9.3 20081016  LCO 180
J204406.2-300007 311.026 -30.002  9.5 20080908  AAT 200
J204547.1-621403 311.446 -62.234 10.6 20081016  LCO 190
J204923.3-362238 312.348 -36.377  9.6 20081015  LCO 200
J205058.6-315839 312.744 -31.978  9.9 20081016  LCO 190
J205155.4-325126 312.981 -32.857 10.6 20070623  AAT 160
J205319.4-244456 313.331 -24.749 10.7 20070506  LCO 100
J205440.3-053500 313.668  -5.584 10.2 20081015  LCO 200
J205515.5-403414 313.815 -40.571  9.0 20080908  AAT 250
J210038.2-053916 315.159  -5.655  9.9 20081015  LCO 210
J210634.7-495749 316.645 -49.964  9.2 20080908  AAT 160
J211103.7-071250 317.766  -7.214 10.7 20081016  LCO 160
J212558.5-265657 321.494 -26.949 10.0 20081016  LCO 200
J213539.2-152631 323.914 -15.442 10.1 20081016  LCO 160
J213932.9-071932 324.887  -7.326  9.6 20080910  AAT 160
J214348.9-162137 325.954 -16.361 10.2 20081016  LCO 200
J214939.2-424202 327.414 -42.701  9.5 20081016  LCO 210
J215707.2-353949 329.280 -35.664 10.3 20080909  AAT 200
J220103.9-033641 330.266  -3.611 10.6 20081016  LCO 190
J220119.1-542301 330.330 -54.384 10.3 20070924  AAT 150
J220149.1-320337 330.455 -32.061  9.4 20080912  AAT 200
J220157.5-444950 330.490 -44.831  9.9 20081016  LCO 250
J220211.8-441701 330.549 -44.284 11.3 20081016  LCO 190
J220403.6-402918 331.015 -40.489 10.3 20081015  LCO 220
J222235.9-013827 335.650  -1.641 10.8 20081015  LCO 180
J223203.2-213556 338.014 -21.599  9.0 20080912  AAT 230
J224923.5-213029 342.348 -21.508 11.2 20081015  LCO 160
J225822.1-530715 344.593 -53.121  9.4 20080911  AAT 200
J225939.5-130249 344.915 -13.047  9.2 20080909  AAT 180
J230028.8-284922 345.120 -28.823 10.8 20081016  LCO 250
J230222.8-683323 345.595 -68.556 10.7 20081016  LCO 150
J230955.6-142048 347.482 -14.347 10.6 20081016  LCO 200
J231348.3-172808 348.452 -17.469  9.6 20080910  AAT 180
J232143.5-492914 350.432 -49.488  9.4 20080912  AAT 200
J234945.3-431707 357.439 -43.285  9.3 20080908  AAT 200
J235210.2-534929 358.043 -53.825 10.3 20081015  LCO 250
J235221.1-270333 358.088 -27.059  9.2 20080911  AAT 160
T4683_01164_1     15.526  -6.410  9.7 20071219  APO 150
T4687_02037_1     24.802  -6.184  9.9 20071219  APO 140
T4701_00802_1     39.762  -4.488  9.3 20061202  APO 120
T4944_01332_1    186.268  -4.043  9.2 20080324  APO 160
T4954_00606_1    189.054  -6.414  9.5 20080228  APO 150
T4956_00959_1    194.776  -7.323  9.1 20080327  APO 150
T4968_00858_1    208.851  -2.122 10.5 20080327  APO 160
T4995_00333_1    223.161  -3.904  9.9 20070506  LCO 130
T5008_00508_1    226.272  -3.844  9.3 20070506  LCO 120
T5008_00508_1    226.272  -3.844  9.3 20070612  LCO 200
T5271_00001_1      9.430 -12.078 10.7 20070923  AAT 100
T5277_01245_1     25.873  -8.410  9.8 20070923  AAT 100
T5295_00511_1     49.372  -7.635  9.2 20071219  APO 130
T5310_00259_1     56.221 -13.936  9.7 20061202  APO 110
T5311_00017_1     58.795 -13.545 10.1 20061103  APO 100
T5481_00786_1    152.003 -10.148  9.8 20071219  APO 100
T5492_00011_1    158.536  -9.406  9.5 20070224  APO 100
T5495_00660_1    159.045 -10.463  9.7 20070421  APO 130
T5495_00660_1    159.045 -10.463  9.7 20070224  APO 120
T5496_00376_1    155.025 -13.095  9.1 20070421  APO 130
T5499_00076_1    163.244  -7.811 10.5 20060412  APO 100
T5507_01406_1    166.651 -13.977 10.1 20060412  APO 100
T5551_00318_1    203.953 -14.890  9.2 20080228  APO 160
T5552_00154_1    205.553 -14.293  9.1 20070622  AAT 160
T5762_00685_1    306.945 -12.930 10.0 20070506  LCO 100
T5762_00685_1    306.945 -12.930 10.0 combo     LCO 150
T5789_00559_1    328.553  -8.202  9.2 20070505  LCO 100
T5789_00559_1    328.553  -8.202  9.2 20061202  LCO 120
T5843_00314_1      5.910 -17.653  9.9 20071219  APO 130
T5866_00288_1     41.961 -18.277  9.3 20061202  APO 100
T5875_00738_1     48.919 -19.056  9.2 combo     APO 200
T5911_00452_1     73.344 -22.178 10.3 20071219  APO 130
T6090_00859_1    168.843 -22.401  9.3 20070421  APO 100
T6092_00035_1    174.635 -20.147 10.3 20070505  LCO 120
T6092_00035_1    174.635 -20.147 10.3 20070417  LCO 130
T6105_00098_1    186.367 -18.931  9.4 20070505  LCO 100
T6117_01347_1    192.708 -21.213  9.9 20070505  LCO 130
T6122_00253_1    204.041 -15.611  9.9 20080228  APO 130
T6141_00148_1    211.172 -18.115  9.7 20070421  APO 150
T6170_00280_1    228.970 -15.673  9.8 20080228  APO 160
T6333_00173_1    306.405 -17.733  9.7 20070506  LCO 130
T6333_01571_1    307.773 -18.289  9.4 20070505  LCO 150
T6338_00797_1    309.027 -18.953 10.2 20070505  LCO 150
T6340_00478_1    305.008 -22.125  9.7 20070506  LCO 200
T6412_00004_1      2.586 -22.769  9.3 20061202  APO 160
T6444_00154_1     46.351 -28.961  9.2 20080912  AAT 170
T6501_01104_1     85.747 -29.936 10.1 20081015  LCO 280
T6640_00549_1    166.195 -24.573  9.6 20071219  APO 150
T6642_00874_1    161.754 -27.111 10.3 20070505  LCO 130
T6695_00459_1    188.499 -29.735 10.4 20070505  LCO 110
T6703_00690_1    198.642 -26.116  9.4 20070417  APO 190
T6709_00331_1    193.546 -28.830  9.7 20070505  LCO 100
T6709_00331_1    193.546 -28.830  9.7 20070417  LCO 150
T6718_00241_1    204.355 -25.214 10.5 20070506  LCO 130
T6757_00705_1    219.263 -29.152 10.6 20070505  LCO 120
T6904_00180_1    301.206 -28.274  9.1 20070506  LCO 200
T6904_00180_1    301.206 -28.274  9.1 20060715  LCO 150
T6909_00633_1    302.108 -25.505  9.6 20080912  AAT 180
T6909_01741_1    303.316 -24.973  9.2 20070506  LCO 100
T6913_00155_1    302.003 -27.991  9.6 20070505  LCO 120
T6953_00510_1    327.969 -22.935  9.9 20081016  LCO 140
T6975_00058_1    347.720 -26.699 10.1 20061202  APO 130
T6975_00904_1    346.461 -25.956 10.3 20081015  LCO 140
T7217_00088_1    175.541 -31.430  9.4 20090216  ESO 130
T7222_00638_1    179.529 -32.122 10.9 20090213  ESO 130
T7228_01050_1    174.491 -35.662  9.9 20070506  LCO 120
T7232_00209_1    182.747 -31.135  9.5 20070624  AAT 100
T7242_00198_1    187.191 -33.948  9.4 20070505  LCO 140
T7299_00506_1    216.392 -33.019  9.7 20070505  LCO 150
T7464_00857_1    310.131 -34.908  9.4 20070505  LCO 100
T7538_00271_1     11.598 -44.781  9.8 20080910  AAT 200
T7578_00560_1     65.741 -38.358 10.1 20090217  ESO 130
T7729_00280_1    166.411 -39.483 10.6 20090218  ESO 160
T7922_00252_1    289.884 -39.848  9.3 20070506  LCO 130
T8055_00583_1     35.693 -51.843  9.4 20070924  AAT 130
T8117_00251_1    102.969 -46.807  9.8 20080317  APO 140
T8251_00250_1    199.362 -47.762  9.4 20070624  AAT 120
T8409_01371_1    304.015 -47.702  9.0 20070505  LCO 100
T8413_00131_1    304.873 -48.771  9.6 20070506  LCO 100
T8428_00929_1    323.989 -48.497  9.9 20080911  AAT 190
T8446_00381_1    340.547 -45.753 10.1 20070924  AAT 130
T8454_00937_1    347.245 -50.250  9.7 20070623  AAT 160
T8488_00009_1     29.519 -58.814  9.1 20070924  AAT 130
T8519_00103_1     85.216 -52.741 10.7 20090214  ESO 110
T8789_00425_1    305.833 -58.866  9.5 20070505  LCO 120
T8824_00811_1    344.661 -53.133 10.4 20080910  AAT 170
T8847_00274_1      5.973 -66.823 10.0 20070921  AAT 130
T8865_00425_1     41.776 -66.533  9.3 20070924  AAT 100
T8870_00259_1     57.131 -62.761 10.7 20081015  LCO 170
T9159_01533_1     58.805 -73.738  9.1 20080911  AAT 130
T9161_00706_1     76.790 -67.918  9.8 20070924  AAT 100
T9169_01585_1     76.417 -71.602  9.8 20090215  ESO 100
T9378_00079_1     84.571 -75.272 10.5 20081015  LCO 220
T9392_00902_1    104.418 -81.554  9.3 20090218  ESO 130
