source_id,ra,dec,[Eu II/Mg I],e_[Eu II/Mg I],[Eu II/Fe II],e_[Eu II/Fe II],[Sr II/Ba II],e_[Sr II/Ba II],[Sr II/Mg I],e_[Sr II/Mg I],[Eu II/Ba II],e_[Eu II/Ba II],[C/Fe],e_[C/Fe],[Na I/Fe],e_[Na I/Fe],[Mg I/Fe],e_[Mg I/Fe],[Al I/Fe],e_[Al I/Fe],[Si I/Fe],e_[Si I/Fe],[Ca I/Fe],e_[Ca I/Fe],[Sc II/Fe],e_[Sc II/Fe],[Ti II/Fe],e_[Ti II/Fe],[Cr I/Fe],e_[Cr I/Fe],[Cr II/Fe],e_[Cr II/Fe],[Mn I/Fe],e_[Mn I/Fe],[Co I/Fe],e_[Co I/Fe],[Ni I/Fe],e_[Ni I/Fe],[Zn I/Fe],e_[Zn I/Fe],[Sr II/Fe],e_[Sr II/Fe],[Y II/Fe],e_[Y II/Fe],[Zr II/Fe],e_[Zr II/Fe],[Ba II/Fe],e_[Ba II/Fe],[La II/Fe],e_[La II/Fe],[Eu II/Fe],e_[Eu II/Fe],[Dy II/Fe],e_[Dy II/Fe],[Fe/H],e_[Fe/H],[C/H],e_[C/H],[Na I/H],e_[Na I/H],[Mg I/H],e_[Mg I/H],[Al I/H],e_[Al I/H],[Si I/H],e_[Si I/H],[Ca I/H],e_[Ca I/H],[Sc II/H],e_[Sc II/H],[Ti II/H],e_[Ti II/H],[Cr I/H],e_[Cr I/H],[Cr II/H],e_[Cr II/H],[Mn I/H],e_[Mn I/H],[Co I/H],e_[Co I/H],[Ni I/H],e_[Ni I/H],[Zn I/H],e_[Zn I/H],[Sr II/H],e_[Sr II/H],[Y II/H],e_[Y II/H],[Zr II/H],e_[Zr II/H],[Ba II/H],e_[Ba II/H],[La II/H],e_[La II/H],[Eu II/H],e_[Eu II/H],[Dy II/H],e_[Dy II/H],teff,logg,mh,vt,etot_teff,etot_logg,etot_mh,etot_vt,UT-DATE,BINNING,EXPTIME,SLITSIZE
4377687545785813248,16:57:51.44,-3.5557,-0.18,0.2,0.3,0.11,0.1,0.16,-0.14,0.16,0.05,0.17,-0.6,0.26,0.09,0.11,0.4,0.11,-1.39,0.53,0.51,0.19,0.55,0.05,0.39,0.15,0.55,0.11,-0.02,0.14,0.01,0.05,-0.34,0.11,-0.71,0.16,-0.04,0.08,0.01,0.23,0.34,0.18,0.16,0.21,0.36,0.14,0.24,0.15,0.13,0.14,0.3,0.11,-0.08,0.14,-1.44,0.19,-2.04,0.19,-1.35,0.11,-1.03,0.13,-2.83,0.52,-0.93,0.05,-0.89,0.2,-1.13,0.19,-0.96,0.15,-1.46,0.32,-1.51,0.14,-1.78,0.16,-2.14,0.22,-1.48,0.14,-1.43,0.12,-1.18,0.11,-1.36,0.17,-1.16,0.14,-1.27,0.18,-1.38,0.13,-1.22,0.1,-1.59,0.06,4367,1.18,-1.45,1.78,122,0.21,0.21,0.23,2021-09-08,2x2,1800,0.70x5.00
4420695900880776576,15:18:57.69,1.58008,0.24,0.21,0.58,0.13,-0.04,0.16,-0.13,0.17,0.32,0.17,-0.71,0.28,0.05,0.1,0.27,0.13,-0.91,0.15,0.36,0.19,0.43,0.08,0.4,0.16,0.48,0.14,0.2,0.17,-0.07,0.06,-0.31,0.07,-0.37,0.2,-0.03,0.08,-0.02,0.21,0.22,0.18,0.09,0.24,,,0.26,0.16,0.1,0.18,0.58,0.13,0.53,0.19,-1.19,0.19,-1.91,0.2,-1.14,0.13,-0.92,0.16,-2.1,0.25,-0.83,0.07,-0.76,0.23,-0.87,0.19,-0.79,0.17,-1.0,0.34,-1.34,0.14,-1.5,0.19,-1.56,0.19,-1.23,0.16,-1.21,0.15,-1.05,0.12,-1.18,0.2,,,-1.01,0.2,-1.16,0.12,-0.68,0.12,-0.74,0.06,4290,1.25,-1.21,1.71,122,0.21,0.22,0.24,2021-07-28,2x1,900,0.50x5.00
4675852078212908416,4:25:15.23,-62.22246,0.15,0.13,0.5,0.06,-0.06,0.14,-0.46,0.19,0.56,0.09,-0.06,0.15,0.16,0.12,0.38,0.1,-0.84,0.2,0.44,0.15,0.34,0.06,0.02,0.06,0.3,0.06,-0.1,0.05,0.04,0.06,-0.42,0.07,0.15,0.1,0.01,0.06,0.13,0.11,-0.11,0.18,-0.2,0.06,0.07,0.05,-0.06,0.08,0.28,0.07,0.5,0.06,0.57,0.05,-2.26,0.15,-2.32,0.25,-2.11,0.22,-1.89,0.11,-3.11,0.32,-1.83,0.18,-1.92,0.09,-2.22,0.1,-1.94,0.08,-2.37,0.15,-2.2,0.08,-2.68,0.1,-2.11,0.15,-2.25,0.11,-2.13,0.07,-2.35,0.2,-2.44,0.07,-2.17,0.08,-2.3,0.1,-1.96,0.08,-1.73,0.06,-1.67,0.07,4899,1.79,-2.29,2.15,122,0.2,0.22,0.24,2021-12-23,2x2,1200,0.70x5.00
4750826882756774784,3:10:38.91,-47.2904,0.1,0.17,0.35,0.08,0.1,0.09,-0.21,0.16,0.41,0.11,-0.19,0.2,0.13,0.08,0.23,0.13,-1.06,0.26,0.26,0.11,0.21,0.07,-0.12,0.05,0.21,0.06,-0.18,0.06,-0.15,0.06,-0.5,0.11,-0.07,0.12,-0.14,0.09,-0.08,0.14,0.04,0.13,-0.34,0.06,-0.04,0.06,-0.06,0.08,0.04,0.07,0.35,0.08,0.46,0.09,-1.87,0.18,-2.06,0.26,-1.74,0.22,-1.64,0.15,-2.93,0.39,-1.6,0.17,-1.66,0.12,-2.02,0.1,-1.68,0.11,-2.05,0.17,-2.04,0.09,-2.37,0.1,-1.94,0.17,-2.01,0.12,-1.95,0.07,-1.85,0.14,-2.23,0.1,-1.94,0.1,-1.95,0.14,-1.85,0.09,-1.54,0.11,-1.43,0.11,4904,1.87,-1.9,1.83,122,0.2,0.27,0.22,2021-12-24,2x2,1200,0.70x5.00
4757975288886077184,5:29:03.47,-61.09572,-0.81,0.38,-0.33,0.09,0.1,0.22,-1.17,0.45,0.46,0.11,-0.38,0.21,0.07,0.17,0.43,0.13,-0.89,0.16,0.76,0.11,0.3,0.1,0.02,0.11,0.36,0.08,-0.13,0.05,0.02,0.06,-0.35,0.1,0.1,0.14,0.08,0.09,0.2,0.32,-0.69,0.18,-0.65,0.07,-0.31,0.1,-0.79,0.08,-0.68,0.11,-0.33,0.09,,,-2.52,0.29,-2.9,0.43,-2.44,0.42,-2.09,0.19,-3.41,0.38,-1.76,0.18,-2.22,0.19,-2.55,0.27,-2.21,0.13,-2.64,0.29,-2.55,0.18,-2.86,0.2,-2.42,0.26,-2.44,0.22,-2.31,0.09,-3.26,0.31,-3.22,0.14,-2.88,0.25,-3.36,0.14,-3.25,0.22,-2.9,0.21,,,4622,1.07,-2.53,2.49,122,0.2,0.22,0.25,2021-12-23,2x2,1200,0.70x5.00
4777636927611794432,4:35:43.16,-53.9193,-0.02,0.13,0.16,0.07,0.15,0.08,-0.37,0.12,0.5,0.08,-0.66,0.15,0.16,0.1,0.29,0.08,-0.88,0.1,0.49,0.08,0.27,0.06,-0.01,0.05,0.21,0.05,-0.16,0.04,-0.04,0.04,-0.45,0.08,0.04,0.12,-0.06,0.06,0.08,0.13,-0.19,0.14,-0.42,0.05,-0.1,0.04,-0.34,0.07,-0.17,0.06,0.16,0.07,0.18,0.05,-2.14,0.17,-2.8,0.22,-1.98,0.24,-1.85,0.12,-3.02,0.25,-1.65,0.14,-1.87,0.12,-2.04,0.1,-1.82,0.08,-2.31,0.16,-2.07,0.08,-2.59,0.1,-2.1,0.18,-2.2,0.12,-2.06,0.07,-2.22,0.15,-2.45,0.07,-2.13,0.08,-2.37,0.1,-2.2,0.07,-1.87,0.08,-1.85,0.08,4793,1.6,-2.17,2.22,122,0.2,0.22,0.24,2021-12-23,2x2,1200,0.70x5.00
4780985799511960576,4:21:29.24,-52.33274,0.11,0.21,0.5,0.08,-0.1,0.07,-0.44,0.14,0.44,0.12,-0.48,0.19,0.1,0.05,0.4,0.11,-0.77,0.2,0.63,0.15,0.37,0.07,0.12,0.07,0.39,0.06,-0.12,0.05,0.03,0.04,-0.42,0.1,0.06,0.18,-0.03,0.08,0.08,0.2,-0.04,0.13,-0.24,0.06,0.07,0.05,0.06,0.08,0.22,0.06,0.5,0.08,0.55,0.06,-2.06,0.2,-2.54,0.21,-1.95,0.2,-1.66,0.14,-2.83,0.0,-1.43,0.13,-1.69,0.14,-1.94,0.12,-1.67,0.1,-2.18,0.21,-2.03,0.09,-2.48,0.12,-1.99,0.23,-2.09,0.15,-1.98,0.07,-2.09,0.14,-2.29,0.11,-1.99,0.11,-1.99,0.14,-1.84,0.1,-1.55,0.11,-1.51,0.12,4580,1.2,-2.07,2.16,122,0.2,0.21,0.24,2021-12-24,2x2,1200,0.70x5.00
4786174291804662528,5:00:17.56,-47.11654,-0.2,0.16,0.14,0.07,0.51,0.08,-0.21,0.11,0.53,0.09,-0.33,0.15,0.05,0.08,0.34,0.1,-0.88,0.2,0.57,0.08,0.33,0.08,-0.0,0.08,0.29,0.06,-0.16,0.05,0.05,0.07,-0.36,0.1,0.01,0.13,-0.0,0.08,0.12,0.19,0.13,0.11,-0.21,0.06,0.05,0.05,-0.38,0.07,-0.19,0.09,0.14,0.07,0.06,0.08,-2.16,0.2,-2.48,0.23,-2.1,0.27,-1.82,0.13,-3.04,0.0,-1.59,0.14,-1.82,0.14,-2.16,0.14,-1.86,0.11,-2.32,0.2,-2.1,0.11,-2.52,0.12,-2.15,0.2,-2.16,0.16,-2.04,0.09,-2.03,0.13,-2.36,0.1,-2.1,0.12,-2.54,0.14,-2.35,0.11,-2.01,0.1,-2.09,0.16,4605,1.19,-2.18,2.23,122,0.2,0.22,0.25,2021-12-24,2x2,2346,0.70x5.00
4816836269489019904,4:52:59.14,-40.14917,0.11,0.15,0.6,0.06,0.06,0.14,-0.5,0.2,0.67,0.09,-0.27,0.16,0.23,0.11,0.46,0.1,-0.87,0.17,0.7,0.06,0.41,0.06,0.1,0.05,0.38,0.06,-0.15,0.05,-0.03,0.04,-0.52,0.08,0.15,0.14,0.01,0.07,0.11,0.13,-0.0,0.21,-0.17,0.06,0.19,0.04,-0.06,0.08,0.27,0.07,0.6,0.06,0.61,0.04,-2.33,0.17,-2.59,0.26,-2.1,0.24,-1.86,0.12,-3.19,0.3,-1.62,0.13,-1.91,0.11,-2.26,0.09,-1.97,0.1,-2.47,0.17,-2.38,0.08,-2.85,0.11,-2.17,0.2,-2.32,0.13,-2.21,0.07,-2.35,0.23,-2.52,0.09,-2.16,0.09,-2.42,0.12,-2.08,0.1,-1.75,0.1,-1.74,0.08,4732,1.4,-2.33,2.21,122,0.2,0.22,0.24,2021-12-23,2x2,1200,0.70x5.00
4892850490479845120,4:32:28.44,-25.74687,0.23,0.18,0.55,0.05,0.07,0.07,-0.13,0.13,0.43,0.12,-0.12,0.16,-0.13,0.12,0.3,0.1,-0.66,0.16,0.34,0.11,0.39,0.05,0.21,0.08,0.42,0.05,-0.07,0.04,0.06,0.04,-0.42,0.11,0.07,0.11,-0.01,0.08,0.03,0.16,0.19,0.11,-0.09,0.03,0.18,0.06,0.12,0.09,0.27,0.06,0.55,0.05,0.6,0.04,-1.76,0.18,-1.88,0.2,-1.89,0.07,-1.46,0.13,-2.43,0.03,-1.42,0.14,-1.37,0.13,-1.57,0.14,-1.36,0.11,-1.83,0.18,-1.72,0.1,-2.18,0.1,-1.69,0.16,-1.77,0.13,-1.73,0.07,-1.59,0.13,-1.87,0.11,-1.6,0.11,-1.66,0.16,-1.51,0.1,-1.24,0.1,-1.19,0.1,4953,2.1,-1.76,1.72,122,0.2,0.21,0.23,2021-12-23,2x2,1200,0.70x5.00
4930039787661776896,1:31:18.44,-48.75981,0.42,0.18,0.44,0.11,-0.62,0.14,0.2,0.11,-0.41,0.22,-0.39,0.16,0.51,0.12,0.35,0.1,-0.95,0.34,0.69,0.07,0.36,0.06,-0.02,0.07,0.21,0.06,-0.2,0.05,-0.02,0.09,-0.56,0.09,0.14,0.19,0.08,0.06,0.25,0.12,0.22,0.18,-0.01,0.06,0.28,0.04,0.85,0.18,0.64,0.06,0.44,0.11,0.38,0.08,-2.17,0.16,-2.55,0.23,-1.66,0.24,-1.82,0.14,-3.12,0.42,-1.48,0.13,-1.8,0.11,-1.86,0.09,-1.63,0.08,-2.36,0.16,-1.86,0.1,-2.72,0.11,-2.02,0.24,-2.09,0.13,-1.92,0.06,-1.61,0.17,-1.84,0.09,-1.55,0.08,-0.99,0.2,-1.2,0.07,-1.4,0.11,-1.46,0.1,4895,1.81,-2.16,2.74,122,0.2,0.24,0.29,2021-12-23,2x2,1200,0.70x5.00
4940475493039087872,1:51:29.13,-50.82018,-0.37,0.15,0.02,0.06,-0.19,0.18,-1.16,0.23,0.6,0.06,-0.25,0.16,-0.02,0.08,0.4,0.1,-0.69,0.14,0.63,0.06,0.38,0.07,0.16,0.08,0.37,0.06,-0.12,0.05,0.02,0.05,-0.38,0.09,0.11,0.13,0.06,0.07,0.01,0.14,-0.76,0.18,-0.68,0.06,-0.4,0.05,-0.58,0.06,-0.35,0.11,0.02,0.06,0.05,0.03,-2.18,0.18,-2.43,0.26,-2.2,0.24,-1.79,0.13,-2.87,0.1,-1.56,0.13,-1.8,0.12,-2.02,0.12,-1.81,0.1,-2.3,0.17,-2.16,0.08,-2.56,0.1,-2.07,0.18,-2.12,0.13,-2.17,0.06,-2.95,0.22,-2.86,0.08,-2.59,0.08,-2.76,0.1,-2.53,0.12,-2.16,0.08,-2.13,0.09,4756,1.51,-2.17,2.25,122,0.2,0.22,0.24,2021-12-23,2x2,1200,0.70x5.00
4953772814866348928,2:32:40.43,-37.1364,0.1,0.16,0.47,0.06,-0.38,0.17,-1.02,0.24,0.75,0.08,-0.33,0.16,0.11,0.1,0.34,0.1,-0.77,0.18,0.51,0.12,0.32,0.07,0.08,0.07,0.3,0.06,-0.18,0.06,0.06,0.07,-0.4,0.08,0.09,0.11,0.04,0.07,0.09,0.16,-0.65,0.19,-0.54,0.07,-0.17,0.04,-0.28,0.08,0.12,0.07,0.47,0.06,0.51,0.03,-2.4,0.17,-2.73,0.27,-2.29,0.24,-2.06,0.11,-3.17,0.3,-1.88,0.16,-2.07,0.11,-2.34,0.12,-2.12,0.11,-2.58,0.17,-2.37,0.11,-2.8,0.11,-2.3,0.17,-2.36,0.14,-2.31,0.1,-3.08,0.23,-2.96,0.12,-2.6,0.1,-2.7,0.13,-2.31,0.12,-1.96,0.11,-1.92,0.1,4661,1.21,-2.38,2.25,122,0.2,0.21,0.23,2021-12-23,2x2,1200,0.70x5.00
5152929864265512448,3:08:52.10,-16.8212,0.16,0.18,0.5,0.08,-0.17,0.06,-0.32,0.16,0.31,0.14,-0.18,0.18,-0.02,0.05,0.3,0.11,-0.86,0.23,0.19,0.12,0.39,0.08,0.18,0.11,0.32,0.07,-0.12,0.08,-0.12,0.08,-0.48,0.12,0.06,0.11,-0.04,0.1,0.05,0.2,0.02,0.12,-0.21,0.06,0.23,0.07,0.19,0.1,0.24,0.09,0.5,0.08,0.71,0.07,-1.79,0.2,-1.97,0.23,-1.81,0.18,-1.5,0.14,-2.65,0.4,-1.61,0.16,-1.4,0.14,-1.66,0.16,-1.51,0.14,-1.92,0.2,-1.96,0.12,-2.28,0.12,-1.74,0.17,-1.83,0.14,-1.74,0.14,-1.82,0.16,-2.05,0.13,-1.61,0.12,-1.65,0.18,-1.6,0.11,-1.34,0.11,-1.13,0.17,4902,1.97,-1.8,1.9,122,0.21,0.23,0.28,2021-11-08,2x2,1200,0.70x5.00
5208594251034223872,8:26:31.48,-79.9203,0.0,0.14,0.36,0.07,0.13,0.11,-0.32,0.17,0.45,0.08,-0.03,0.1,0.2,0.1,0.34,0.1,-0.91,0.23,0.71,0.08,0.27,0.06,0.01,0.06,0.35,0.06,-0.13,0.05,0.06,0.13,-0.43,0.08,0.07,0.11,-0.03,0.07,0.08,0.13,0.03,0.15,-0.1,0.06,0.24,0.05,-0.09,0.06,0.15,0.06,0.36,0.07,0.56,0.04,-2.24,0.16,-2.27,0.2,-2.04,0.24,-1.9,0.12,-3.14,0.38,-1.52,0.14,-1.96,0.11,-2.24,0.11,-1.9,0.08,-2.36,0.16,-2.19,0.14,-2.67,0.1,-2.17,0.17,-2.26,0.13,-2.16,0.06,-2.22,0.18,-2.36,0.08,-2.01,0.09,-2.34,0.1,-2.1,0.07,-1.89,0.08,-1.69,0.08,4900,1.8,-2.24,2.15,122,0.2,0.22,0.25,2021-12-23,2x2,1200,0.70x5.00
5221522416131163392,8:38:29.78,-71.24468,-0.07,0.14,0.25,0.07,0.08,0.04,-0.27,0.11,0.28,0.1,-0.18,0.14,0.17,0.13,0.31,0.08,-0.5,0.1,0.61,0.08,0.34,0.07,0.06,0.07,0.3,0.05,-0.18,0.05,0.02,0.06,-0.55,0.1,0.06,0.1,-0.14,0.08,-0.02,0.16,0.06,0.11,-0.21,0.05,0.14,0.05,-0.02,0.07,0.1,0.07,0.25,0.07,0.31,0.04,-2.04,0.18,-2.22,0.22,-1.87,0.26,-1.73,0.12,-2.54,0.09,-1.43,0.14,-1.7,0.12,-2.0,0.13,-1.75,0.1,-2.22,0.17,-2.04,0.1,-2.59,0.1,-1.98,0.17,-2.18,0.13,-2.06,0.1,-2.0,0.14,-2.26,0.09,-1.91,0.11,-2.08,0.13,-1.96,0.09,-1.8,0.09,-1.75,0.09,4860,1.78,-2.07,1.85,123,0.2,0.22,0.24,2021-12-23,2x2,1200,0.70x5.00
5548763464834134400,6:07:08.18,-52.76664,0.26,0.2,0.55,0.07,-0.08,0.09,-0.21,0.13,0.38,0.14,-0.36,0.21,-0.08,0.09,0.25,0.11,-1.39,0.34,0.42,0.1,0.34,0.07,0.17,0.06,0.32,0.05,-0.13,0.04,0.1,0.06,-0.41,0.13,-0.05,0.14,-0.08,0.09,-0.02,0.2,0.08,0.1,-0.16,0.05,0.11,0.07,0.17,0.09,0.24,0.07,0.55,0.07,0.61,0.09,-1.67,0.21,-2.04,0.2,-1.75,0.17,-1.42,0.14,-3.06,0.45,-1.26,0.14,-1.34,0.15,-1.54,0.13,-1.39,0.12,-1.8,0.21,-1.62,0.12,-2.08,0.12,-1.72,0.18,-1.75,0.14,-1.69,0.09,-1.63,0.1,-1.88,0.12,-1.61,0.12,-1.55,0.17,-1.48,0.12,-1.16,0.11,-1.11,0.14,4811,1.84,-1.7,1.65,122,0.2,0.21,0.23,2021-12-24,2x2,1200,0.70x5.00
6243816407441434752,16:07:06.21,-20.8334,0.5,0.22,0.86,0.1,-0.13,0.17,-0.07,0.16,0.44,0.18,-0.66,0.28,-0.0,0.1,0.14,0.13,-0.86,0.18,0.25,0.19,0.38,0.06,0.58,0.2,0.48,0.12,0.13,0.18,0.03,0.04,-0.3,0.1,-0.46,0.23,-0.1,0.08,-0.21,0.21,0.29,0.16,0.19,0.23,,,0.42,0.15,0.5,0.18,0.86,0.1,0.88,0.22,-1.04,0.2,-1.7,0.21,-1.04,0.13,-0.9,0.14,-1.9,0.26,-0.79,0.06,-0.66,0.22,-0.69,0.22,-0.78,0.18,-0.91,0.37,-1.23,0.14,-1.34,0.17,-1.5,0.23,-1.14,0.17,-1.25,0.14,-0.97,0.12,-1.07,0.22,,,-0.84,0.21,-0.76,0.18,-0.4,0.13,-0.39,0.11,4463,1.45,-1.05,1.74,123,0.22,0.22,0.27,2021-09-08,2x2,1800,0.70x5.00
6782821815106683008,21:20:13.52,-33.90083,-0.13,0.1,0.25,0.06,0.07,0.18,-0.66,0.21,0.6,0.07,-0.14,0.17,0.2,0.1,0.38,0.08,-0.89,0.14,0.61,0.12,0.38,0.06,-0.06,0.05,0.28,0.06,-0.19,0.04,-0.13,0.04,-0.54,0.07,0.1,0.11,-0.04,0.06,0.09,0.1,-0.28,0.19,-0.27,0.06,0.04,0.04,-0.35,0.08,-0.07,0.06,0.25,0.06,0.41,0.05,-2.5,0.15,-2.64,0.28,-2.3,0.22,-2.12,0.09,-3.39,0.06,-1.89,0.19,-2.12,0.09,-2.57,0.09,-2.22,0.08,-2.68,0.15,-2.64,0.07,-3.04,0.09,-2.4,0.17,-2.54,0.12,-2.41,0.07,-2.78,0.22,-2.77,0.08,-2.47,0.07,-2.86,0.11,-2.57,0.07,-2.25,0.09,-2.1,0.08,4816,1.51,-2.52,2.22,122,0.2,0.22,0.24,2021-10-25,2x2,1200,0.70x5.00
