Title: The R-Process Alliance: Fifth Data Release from the Search for 
       R-process-enhanced Metal-poor Stars in the Galactic Halo with 
       the Gran Telescopio Canarias 
Authors: Bandyopadhyay A., Ezzeddine R., Allende Prieto C., Aria N., 
         Shah S.P., Beers T.C., Frebel A., Holmbeck E.M., Hansen T.T., 
         Placco V.M., Roederer I.U., Sakari C.M. 
Table: Atomic Line Properties, Equivalent Widths, Absolute Abundances, 
       and Measurement Uncertainties of the Target Stars
================================================================================
Byte-by-byte Description of file: apjsad6f0ft5_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label    Explanations
--------------------------------------------------------------------------------
   1- 22 A22    ---      ID       Stellar identifier
  24- 27 F4.1   ---      Species  Species code identifier (1)
2MASS J00125284+472627 26.0 5263.310 3.270 -0.870  48.33 0.33  5.030
2MASS J00125284+472627 26.0 5266.560 3.000 -0.380  80.57 0.31  4.796
2MASS J00125284+472627 26.0 5281.790 3.040 -0.830  61.49 0.40  4.939
2MASS J00125284+472627 26.0 5283.620 3.240 -0.450  71.32 0.38  4.979
2MASS J00125284+472627 26.0 5307.360 1.610 -2.910  62.32 0.42  5.276
2MASS J00125284+472627 26.0 5324.180 3.210 -0.110  82.90 0.35  4.824
2MASS J00125284+472627 26.0 5332.900 1.560 -2.780  69.23 0.39  5.205
2MASS J00125284+472627 26.0 5339.930 3.270 -0.630  61.08 0.43  5.007
2MASS J00125284+472627 26.0 5341.020 1.610 -1.950 100.20 0.36  5.048
2MASS J00125284+472627 26.0 5364.870 4.450  0.230  30.28 0.42  5.000
2MASS J00125284+472627 26.0 5367.470 4.420  0.440  30.66 0.42  4.762
2MASS J00125284+472627 26.0 5369.960 4.370  0.540  37.39 0.57  4.736
2MASS J00125284+472627 26.0 5383.370 4.310  0.640  58.58 0.35  4.945
2MASS J00125284+472627 26.0 5410.910 4.470  0.400  48.72 0.81  5.200
2MASS J00125284+472627 26.0 5501.470 0.960 -3.050 103.46 0.30  5.358
2MASS J00125284+472627 26.0 5525.540 4.230 -1.080   8.13 0.27  5.346
2MASS J00125284+472627 26.0 5554.900 4.550 -0.270   9.34 0.33  4.980
2MASS J00125284+472627 26.0 5586.760 3.370 -0.110  84.78 0.45  5.023
2MASS J00125284+472627 26.0 5624.540 3.420 -0.760  43.34 0.41  4.993
2MASS J00125284+472627 26.0 5701.540 2.560 -2.140  28.56 0.33  5.048
2MASS J00125284+472627 26.1 4178.860 2.580 -2.510  74.98 0.43  4.965
2MASS J00125284+472627 26.1 4416.820 2.780 -2.570  74.85 0.40  5.220
2MASS J00125284+472627 26.1 4491.410 2.860 -2.710  36.82 0.31  4.720
2MASS J00125284+472627 26.1 4508.280 2.860 -2.420  80.46 0.44  5.269
2MASS J00125284+472627 26.1 4515.340 2.840 -2.600  50.14 0.54  4.833
2MASS J00125284+472627 26.1 4576.340 2.840 -2.950  25.28 0.31  4.687
2MASS J00125284+472627 26.1 4583.830 2.810 -1.940  81.31 0.35  4.731
2MASS J00125284+472627 26.1 4620.520 2.830 -3.210  37.65 0.46  5.190
2MASS J00125284+472627 26.1 5197.580 3.230 -2.220  80.18 0.46  5.373
2MASS J00125284+472627 26.1 5234.630 3.220 -2.180  60.87 0.43  5.001
2MASS J00125284+472627 26.1 5276.000 3.200 -2.010  61.17 0.40  4.797
2MASS J00125284+472627 28.0 4470.480 3.400 -0.300  38.59 0.37  4.208
2MASS J00125284+472627 28.0 4714.420 3.380  0.250  34.45 0.31  3.537
2MASS J00125284+472627 28.0 4980.170 3.600  0.070  25.10 0.62  3.760
2MASS J00125284+472627 28.0 5017.580 3.540 -0.030  16.46 0.26  3.556
2MASS J00125284+472627 28.0 5115.400 3.830 -0.110  20.09 0.42  4.082
2MASS J00125284+472627 28.0 5476.900 1.830 -0.780 101.74 0.59  3.889
2MASS J00125284+472627 30.0 4722.160 4.030 -0.370  17.29 0.27  2.031
2MASS J00125284+472627 30.0 4810.540 4.080 -0.150  29.33 0.35  2.167
2MASS J01171437+291158 11.0 5889.950 0.000  0.110 207.26 0.40  4.344
2MASS J01171437+291158 11.0 5895.920 0.000 -0.190 172.97 0.42  4.221
2MASS J01171437+291158 12.0 4167.270 4.350 -0.740  48.91 0.42  5.232
2MASS J01171437+291158 12.0 4702.990 4.330 -0.440  93.09 0.40  5.625
2MASS J01171437+291158 12.0 5528.400 4.350 -0.550  95.55 0.50  5.732
2MASS J01171437+291158 13.0 3961.520 0.010 -0.330  98.76 0.34  2.466
2MASS J01171437+291158 20.0 4318.650 1.900 -0.210  68.46 0.29  4.118
2MASS J01171437+291158 20.0 4355.080 2.710 -0.420  19.52 0.37  4.220
2MASS J01171437+291158 20.0 4425.440 1.880 -0.410  58.48 0.29  4.059
2MASS J01171437+291158 20.0 4435.690 1.890 -0.550  55.71 0.41  4.156
2MASS J01171437+291158 20.0 4454.780 1.900  0.260  93.69 0.34  4.217
2MASS J01171437+291158 20.0 4455.890 1.900 -0.550  52.38 0.38  4.101
2MASS J01171437+291158 20.0 5512.980 2.930 -0.450  13.82 0.52  4.279
2MASS J01171437+291158 20.0 5588.760 2.520  0.300  70.74 0.41  4.255
2MASS J01171437+291158 20.0 6102.720 1.880 -0.810  64.97 0.44  4.433
2MASS J01171437+291158 20.0 6122.220 1.890 -0.330  96.93 0.44  4.579
2MASS J01171437+291158 20.0 6162.170 1.900 -0.110 111.95 0.42  4.666
2MASS J01171437+291158 20.0 6439.070 2.520  0.330  68.45 0.45  4.120
2MASS J01171437+291158 21.1 4246.820 0.320  0.240 122.50 0.32  0.518
2MASS J01171437+291158 21.1 4324.980 0.590 -0.440 104.33 0.36  0.980
2MASS J01171437+291158 21.1 4374.450 0.620 -0.420  93.18 0.39  0.697
2MASS J01171437+291158 21.1 4400.390 0.600 -0.540  69.88 0.34  0.216
2MASS J01171437+291158 21.1 4670.410 1.360 -0.580  56.71 0.44  0.888
2MASS J01171437+291158 21.1 5031.010 1.360 -0.400  59.57 0.40  0.717
2MASS J01171437+291158 21.1 5526.790 1.770  0.020  51.01 0.35  0.603
2MASS J01171437+291158 22.0 4512.730 0.840 -0.400  21.97 0.24  2.572
2MASS J01171437+291158 22.0 4518.020 0.830 -0.250  30.84 0.41  2.614
2MASS J01171437+291158 22.0 4533.240 0.850  0.540  52.01 0.30  2.254
2MASS J01171437+291158 22.0 4534.780 0.840  0.350  57.89 0.40  2.548
2MASS J01171437+291158 22.0 4555.480 0.850 -0.400  12.89 0.21  2.297
2MASS J01171437+291158 22.0 4681.910 0.050 -1.010  41.29 0.38  2.613
2MASS J01171437+291158 22.0 4981.730 0.840  0.570  76.89 0.35  2.660
2MASS J01171437+291158 22.0 4991.070 0.840  0.450  70.83 0.45  2.650
2MASS J01171437+291158 22.0 4999.500 0.830  0.320  56.40 0.32  2.483
2MASS J01171437+291158 22.0 5192.970 0.020 -0.950  64.90 0.50  2.894
2MASS J01171437+291158 22.0 5210.380 0.050 -0.820  55.55 0.42  2.623
2MASS J01171437+291158 22.1 4028.340 1.890 -0.920  69.02 0.30  2.647
2MASS J01171437+291158 22.1 4394.060 1.220 -1.770  80.48 0.45  2.863
2MASS J01171437+291158 22.1 4395.840 1.240 -1.930  60.42 0.47  2.591
2MASS J01171437+291158 22.1 4399.770 1.240 -1.200  98.48 0.36  2.789
2MASS J01171437+291158 22.1 4417.710 1.170 -1.190 100.52 0.27  2.728
2MASS J01171437+291158 22.1 4418.330 1.240 -1.990  61.66 0.29  2.679
2MASS J01171437+291158 22.1 4443.800 1.080 -0.710 134.68 0.35  3.086
2MASS J01171437+291158 22.1 4444.550 1.120 -2.200  56.35 0.32  2.628
2MASS J01171437+291158 22.1 4450.480 1.080 -1.520  96.73 0.34  2.845
2MASS J01171437+291158 22.1 4464.450 1.160 -1.810  66.83 0.37  2.494
2MASS J01171437+291158 22.1 4501.270 1.120 -0.770 126.07 0.40  2.928
2MASS J01171437+291158 22.1 4533.960 1.240 -0.530 146.01 0.35  3.350
2MASS J01171437+291158 22.1 4571.970 1.570 -0.310 120.51 0.42  2.839
2MASS J01171437+291158 22.1 4708.660 1.240 -2.350  50.87 0.47  2.788
2MASS J01171437+291158 22.1 4798.530 1.080 -2.660  40.34 0.33  2.701
2MASS J01171437+291158 22.1 5129.160 1.890 -1.340  64.94 0.37  2.792
2MASS J01171437+291158 22.1 5185.900 1.890 -1.410  48.27 0.36  2.548
2MASS J01171437+291158 22.1 5188.690 1.580 -1.050 102.27 0.50  2.922
2MASS J01171437+291158 22.1 5336.790 1.580 -1.600  76.70 0.32  2.875
2MASS J01171437+291158 22.1 5381.020 1.570 -1.970  46.88 0.32  2.672
2MASS J01171437+291158 22.1 5418.770 1.580 -2.130  33.10 0.44  2.591
2MASS J01171437+291158 23.0 4379.230 0.300  0.580  22.90 0.30  0.961
2MASS J01171437+291158 24.0 4274.800 0.000 -0.220 114.09 0.30  2.820
2MASS J01171437+291158 24.0 4289.720 0.000 -0.370 107.38 0.59  2.777
2MASS J01171437+291158 24.0 4789.340 2.540 -0.330  13.01 0.32  3.424
2MASS J01171437+291158 24.0 5206.040 0.940  0.020 103.98 0.41  3.146
2MASS J01171437+291158 24.0 5296.690 0.980 -1.360  34.85 0.48  3.115
2MASS J01171437+291158 24.0 5298.280 0.980 -1.140  47.88 0.72  3.137
2MASS J01171437+291158 24.0 5345.800 1.000 -0.950  37.74 0.41  2.780
2MASS J01171437+291158 24.0 5348.310 1.000 -1.210  30.30 0.38  2.894
2MASS J01171437+291158 24.0 5409.770 1.030 -0.670  48.52 0.48  2.729
2MASS J01171437+291158 24.1 4588.200 4.070 -0.650  22.62 0.36  2.993
2MASS J01171437+291158 24.1 4592.050 4.070 -1.300   6.95 0.25  3.030
2MASS J01171437+291158 24.1 4618.810 4.070 -0.890  26.31 0.45  3.327
2MASS J01171437+291158 25.0 4033.060 0.000 -0.650  91.66 0.33  1.961
2MASS J01171437+291158 25.0 4034.480 0.000 -0.840 109.02 0.46  2.679
2MASS J01171437+291158 25.0 4041.350 2.110  0.280  62.46 0.37  2.800
2MASS J01171437+291158 25.0 4762.370 2.890  0.300  11.18 0.19  2.399
2MASS J01171437+291158 26.0 4114.440 2.830 -1.300  27.90 0.21  4.660
2MASS J01171437+291158 26.0 4154.500 2.830 -0.690  50.35 0.28  4.521
2MASS J01171437+291158 26.0 4156.800 2.830 -0.810  63.57 0.48  4.942
2MASS J01171437+291158 26.0 4174.910 0.910 -2.940  64.30 0.31  4.748
2MASS J01171437+291158 26.0 4187.040 2.450 -0.560  83.19 0.31  4.720
2MASS J01171437+291158 26.0 4187.800 2.420 -0.510  74.39 0.65  4.399
2MASS J01171437+291158 26.0 4191.430 2.470 -0.670  77.50 0.27  4.701
2MASS J01171437+291158 26.0 4199.100 3.050  0.160  68.86 0.46  4.360
2MASS J01171437+291158 26.0 4282.400 2.180 -0.780  77.94 0.28  4.470
2MASS J01171437+291158 26.0 4352.730 2.220 -1.290  70.75 0.61  4.823
2MASS J01171437+291158 26.0 4430.610 2.220 -1.730  42.94 0.35  4.644
2MASS J01171437+291158 26.0 4443.190 2.860 -1.040  36.96 0.36  4.604
2MASS J01171437+291158 26.0 4447.720 2.220 -1.360  80.10 0.34  5.066
2MASS J01171437+291158 26.0 4466.550 2.830 -0.600  79.01 0.36  5.055
2MASS J01171437+291158 26.0 4494.560 2.200 -1.140  82.14 0.33  4.860
2MASS J01171437+291158 26.0 4547.850 3.550 -0.820  22.03 0.33  4.860
2MASS J01171437+291158 26.0 4592.650 1.560 -2.460  83.55 0.43  5.434
2MASS J01171437+291158 26.0 4595.360 3.300 -1.760  15.80 0.67  5.320
2MASS J01171437+291158 26.0 4602.000 1.610 -3.130  32.08 0.43  5.072
2MASS J01171437+291158 26.0 4602.940 1.490 -2.210  78.58 0.31  4.985
2MASS J01171437+291158 26.0 4607.650 3.270 -1.330  29.46 0.38  5.213
2MASS J01171437+291158 26.0 4619.290 3.600 -1.060  14.74 0.30  4.935
2MASS J01171437+291158 26.0 4630.120 2.280 -2.580  15.06 0.58  4.895
2MASS J01171437+291158 26.0 4668.130 3.270 -1.080  42.88 0.77  5.235
2MASS J01171437+291158 26.0 4733.590 1.490 -2.990  36.46 0.28  4.863
2MASS J01171437+291158 26.0 4789.650 3.550 -0.960  16.96 0.28  4.842
2MASS J01171437+291158 26.0 4807.710 3.370 -2.150   6.99 0.36  5.376
2MASS J01171437+291158 26.0 4871.320 2.870 -0.340  86.77 0.39  4.928
2MASS J01171437+291158 26.0 4872.140 2.880 -0.570  78.77 0.34  4.979
2MASS J01171437+291158 26.0 4890.760 2.880 -0.380  77.27 0.30  4.752
2MASS J01171437+291158 26.0 4891.490 2.850 -0.110  88.59 0.35  4.713
2MASS J01171437+291158 26.0 4903.310 2.880 -0.890  64.95 0.40  4.987
2MASS J01171437+291158 26.0 4910.020 3.400 -1.280  11.43 0.25  4.772
2MASS J01171437+291158 26.0 4918.990 2.860 -0.340  77.79 0.33  4.695
2MASS J01171437+291158 26.0 4938.810 2.880 -1.080  54.57 0.38  4.965
2MASS J01171437+291158 26.0 4939.690 0.860 -3.250  54.67 0.27  4.667
2MASS J01171437+291158 26.0 4946.390 3.370 -1.110  29.24 0.38  5.082
2MASS J01171437+291158 26.0 4950.110 3.420 -1.500  13.95 0.39  5.115
2MASS J01171437+291158 26.0 4994.130 0.920 -2.970  84.56 0.31  5.090
2MASS J01171437+291158 26.0 5001.860 3.880 -0.010  46.29 0.41  4.933
2MASS J01171437+291158 26.0 5002.790 3.400 -1.460  10.25 0.21  4.896
2MASS J01171437+291158 26.0 5005.710 3.880 -0.120  43.68 0.48  4.992
2MASS J01171437+291158 26.0 5006.120 2.830 -0.620  75.21 0.36  4.867
2MASS J01171437+291158 26.0 5014.940 3.940 -0.180  24.70 0.31  4.720
2MASS J01171437+291158 26.0 5022.240 3.980 -0.330  21.10 0.32  4.825
2MASS J01171437+291158 26.0 5044.210 2.850 -2.020  16.76 0.39  5.046
2MASS J01171437+291158 26.0 5049.820 2.280 -1.360  83.59 0.34  5.122
2MASS J01171437+291158 26.0 5051.630 0.920 -2.760  92.67 0.32  5.066
2MASS J01171437+291158 26.0 5079.740 0.990 -3.240  42.96 0.37  4.588
