Name
[MOP93] 10             
[MOP93] 12             
[SMS86] 62             
[MOP93] 4              
[MOP93] 3              
2MASS J02401001-3429589
WEL 112                
[MOW91] 25             
[MOV98] 2              
[MOV98] 5              
NGC 7099 4             
M55 283                   
M55 76 
Cl* NGC 4590 ALC 53    
2MASS J01001708-3345139
SCMS 1023              
SCMS 966               
SCMS 1088              
SCMS 648               
