J0007-0345   6707.800 H  3.0 0.00   0.18 -99.9 
J0007-0345   6300.300    8.0 0.00  -9.82 -99.9 
J0007-0345   6363.790    8.0 0.02 -10.30 -99.9 
J0007-0345   5682.650   11.0 2.10  -0.70   4.25
J0007-0345   5688.200   11.0 2.10  -0.45   4.15
J0007-0345   5889.970   11.0 0.00   0.11 -99.9 
J0007-0345   5895.920   11.0 0.00  -0.19 -99.9 
J0007-0345   6154.230   11.0 2.10  -1.56 -99.9 
J0007-0345   6160.750   11.0 2.10  -1.26 -99.9 
J0007-0345   6696.020   13.0 3.14  -1.35 -99.9 
J0007-0345   6698.670   13.0 3.14  -1.65 -99.9 
J0007-0345   5105.500 H 29.0 1.39  -1.52   1.43
J0007-0345   5782.120 H 29.0 1.64  -1.72 -99.9 
J0007-0345   4722.150   30.0 4.03  -0.34   2.57
J0007-0345   4810.540   30.0 4.08  -0.17   2.60
J0007-0345   4077.710   38.1 0.00   0.17 -99.9 
J0007-0345   4161.790   38.1 2.94  -0.50   1.18
J0007-0345   4215.520   38.1 0.00  -0.14   0.58
J0007-0345   4398.010   39.1 0.13  -1.00  -0.23
J0007-0345   4682.320   39.1 0.41  -1.51   0.02
J0007-0345   4854.870   39.1 0.99  -0.38  -0.08
J0007-0345   4883.690   39.1 1.08   0.07  -0.08
J0007-0345   4900.110   39.1 1.03  -0.09 -99.9 
J0007-0345   5087.430   39.1 1.08  -0.17   0.08
J0007-0345   5200.420   39.1 0.99  -0.57  -0.08
J0007-0345   5205.730   39.1 1.03  -0.34  -0.08
J0007-0345   5402.780   39.1 1.84  -0.51 -99.9 
J0007-0345   4050.320   40.1 0.71  -1.06 -99.9 
J0007-0345   4161.210   40.1 0.71  -0.72 -99.9 
J0007-0345   4317.320   40.1 0.71  -1.38 -99.9 
J0007-0345   4208.980   40.1 0.71  -0.46 -99.9 
J0007-0345   4554.030 H 56.1 0.00   0.17 -99.9 
J0007-0345   5853.690 H 56.1 0.60  -1.01   0.14
J0007-0345   6141.730 H 56.1 0.70  -0.08 -99.9 
J0007-0345   6496.910 H 56.1 0.60  -0.38   0.24
J0007-0345   4086.710 H 57.1 0.00  -0.07  -0.79
J0007-0345   4123.230 H 57.1 0.32   0.13  -0.89
J0007-0345   4333.750 H 57.1 0.17  -0.06  -0.89
J0007-0345   5122.990 H 57.1 0.32  -0.85 -99.9 
J0007-0345   5301.970 H 57.1 0.40  -1.14 -99.9 
J0007-0345   5303.520 H 57.1 0.32  -1.35 -99.9 
J0007-0345   6320.430 H 57.1 0.17  -1.56 -99.9 
J0007-0345   6390.460 H 57.1 0.32  -1.40 -99.9 
J0007-0345   6774.270 H 57.1 0.13  -1.71 -99.9 
J0007-0345   4073.470   58.1 0.48   0.32 -99.9 
J0007-0345   4083.230   58.1 0.70   0.24 -99.9 
J0007-0345   4120.840   58.1 0.32  -0.24 -99.9 
J0007-0345   4222.600   58.1 0.12  -0.18 -99.9 
J0007-0345   4418.790   58.1 0.86   0.31 -99.9 
J0007-0345   4449.330   58.1 0.61   0.08 -99.9 
J0007-0345   4486.910   58.1 0.30  -0.36  -0.51
J0007-0345   4562.370   58.1 0.48   0.21  -0.45
J0007-0345   4628.160   58.1 0.52   0.26  -0.29
J0007-0345   5274.230   58.1 1.04   0.15 -99.9 
J0007-0345   4062.800 H 59.1 0.42   0.33 -99.9 
J0007-0345   4179.390 H 59.1 0.20   0.29  -0.77
J0007-0345   4189.480 H 59.1 0.37   0.17  -1.07
J0007-0345   4222.930 H 59.1 0.06   0.02 -99.9 
J0007-0345   4408.820 H 59.1 0.00  -0.28 -99.9 
J0007-0345   5220.120 H 59.1 0.80   0.17 -99.9 
J0007-0345   5259.740 H 59.1 0.63   0.08 -99.9 
J0007-0345   4061.090   60.1 0.47   0.55  -0.54
J0007-0345   4069.270   60.1 0.06  -0.57 -99.9 
J0007-0345   4109.460   60.1 0.32   0.35 -99.9 
J0007-0345   4232.380   60.1 0.06  -0.47  -0.07
J0007-0345   4446.390   60.1 0.20  -0.35  -0.27
J0007-0345   4462.990   60.1 0.56   0.04  -0.32
J0007-0345   4959.120   60.1 0.06  -0.80  -0.27
J0007-0345   4989.950   60.1 0.63  -0.62 -99.9 
J0007-0345   5092.790   60.1 0.38  -0.61  -0.37
J0007-0345   5130.590   60.1 1.30   0.45 -99.9 
J0007-0345   5212.350   60.1 0.20  -0.96 -99.9 
J0007-0345   5249.590   60.1 0.98   0.20  -0.27
J0007-0345   5319.820   60.1 0.55  -0.14  -0.27
J0007-0345   5485.710   60.1 1.26  -0.12 -99.9 
J0007-0345   4256.390   62.1 0.38  -0.15  -0.48
J0007-0345   4318.940   62.1 0.28  -0.27 -99.9 
J0007-0345   4537.950   62.1 0.48  -0.23  -0.38
J0007-0345   4424.340   62.1 0.48   0.14 -99.9 
J0007-0345   4129.700 H 63.1 0.00   0.22  -0.97
J0007-0345   4205.040 H 63.1 0.00   0.21  -0.97
J0007-0345   4435.580 H 63.1 0.21  -0.11  -0.97
J0007-0345   6645.130 H 63.1 1.37   0.12 -99.9 
J0007-0345   4103.310   66.1 0.10  -0.37  -0.49
J0007-0345   4449.700   66.1 0.00  -1.03  -0.24
J0007-0345   4420.520   76.0 0.33  -0.43   0.11
J0007-0345   4019.130   90.1 0.00  -0.23 -99.9 
J0012-1816   6707.800 H  3.0 0.00   0.18 -99.9 
J0012-1816   6300.300    8.0 0.00  -9.82   8.15
J0012-1816   6363.790    8.0 0.02 -10.30 -99.9 
J0012-1816   5682.650   11.0 2.10  -0.70 -99.9 
J0012-1816   5688.200   11.0 2.10  -0.45 -99.9 
J0012-1816   5889.970   11.0 0.00   0.11 -99.9 
J0012-1816   5895.920   11.0 0.00  -0.19 -99.9 
J0012-1816   6154.230   11.0 2.10  -1.56 -99.9 
J0012-1816   6160.750   11.0 2.10  -1.26 -99.9 
J0012-1816   6696.020   13.0 3.14  -1.35 -99.9 
J0012-1816   6698.670   13.0 3.14  -1.65 -99.9 
J0012-1816   5105.500 H 29.0 1.39  -1.52 -99.9 
J0012-1816   5782.120 H 29.0 1.64  -1.72 -99.9 
J0012-1816   4722.150   30.0 4.03  -0.34   2.68
J0012-1816   4810.540   30.0 4.08  -0.17   2.33
J0012-1816   4077.710   38.1 0.00   0.17 -99.9 
J0012-1816   4161.790   38.1 2.94  -0.50 -99.9 
J0012-1816   4215.520   38.1 0.00  -0.14   0.09
J0012-1816   4398.010   39.1 0.13  -1.00 -99.9 
J0012-1816   4682.320   39.1 0.41  -1.51 -99.9 
J0012-1816   4854.870   39.1 0.99  -0.38 -99.9 
J0012-1816   4883.690   39.1 1.08   0.07 -99.9 
J0012-1816   4900.110   39.1 1.03  -0.09 -99.9 
J0012-1816   5087.430   39.1 1.08  -0.17 -99.9 
J0012-1816   5200.420   39.1 0.99  -0.57 -99.9 
J0012-1816   5205.730   39.1 1.03  -0.34 -99.9 
J0012-1816   5402.780   39.1 1.84  -0.51 -99.9 
J0012-1816   4050.320   40.1 0.71  -1.06 -99.9 
J0012-1816   4161.210   40.1 0.71  -0.72 -99.9 
J0012-1816   4317.320   40.1 0.71  -1.38 -99.9 
J0012-1816   4208.980   40.1 0.71  -0.46 -99.9 
J0012-1816   4554.030 H 56.1 0.00   0.17  -1.10
J0012-1816   5853.690 H 56.1 0.60  -1.01 -99.9 
J0012-1816   6141.730 H 56.1 0.70  -0.08  -0.85
J0012-1816   6496.910 H 56.1 0.60  -0.38  -0.90
J0012-1816   4086.710 H 57.1 0.00  -0.07 -99.9 
J0012-1816   4123.230 H 57.1 0.32   0.13 -99.9 
J0012-1816   4333.750 H 57.1 0.17  -0.06 -99.9 
J0012-1816   5122.990 H 57.1 0.32  -0.85 -99.9 
J0012-1816   5301.970 H 57.1 0.40  -1.14 -99.9 
J0012-1816   5303.520 H 57.1 0.32  -1.35 -99.9 
J0012-1816   6320.430 H 57.1 0.17  -1.56 -99.9 
J0012-1816   6390.460 H 57.1 0.32  -1.40 -99.9 
J0012-1816   6774.270 H 57.1 0.13  -1.71 -99.9 
J0012-1816   4073.470   58.1 0.48   0.32 -99.9 
J0012-1816   4083.230   58.1 0.70   0.24 -99.9 
J0012-1816   4120.840   58.1 0.32  -0.24 -99.9 
J0012-1816   4222.600   58.1 0.12  -0.18 -99.9 
J0012-1816   4418.790   58.1 0.86   0.31 -99.9 
J0012-1816   4449.330   58.1 0.61   0.08 -99.9 
J0012-1816   4486.910   58.1 0.30  -0.36 -99.9 
J0012-1816   4562.370   58.1 0.48   0.21 -99.9 
J0012-1816   4628.160   58.1 0.52   0.26 -99.9 
J0012-1816   5274.230   58.1 1.04   0.15 -99.9 
J0012-1816   4062.800 H 59.1 0.42   0.33 -99.9 
J0012-1816   4179.390 H 59.1 0.20   0.29 -99.9 
J0012-1816   4189.480 H 59.1 0.37   0.17 -99.9 
J0012-1816   4222.930 H 59.1 0.06   0.02 -99.9 
J0012-1816   4408.820 H 59.1 0.00  -0.28 -99.9 
J0012-1816   5220.120 H 59.1 0.80   0.17 -99.9 
J0012-1816   5259.740 H 59.1 0.63   0.08 -99.9 
J0012-1816   4061.090   60.1 0.47   0.55 -99.9 
J0012-1816   4069.270   60.1 0.06  -0.57 -99.9 
J0012-1816   4109.460   60.1 0.32   0.35 -99.9 
J0012-1816   4232.380   60.1 0.06  -0.47 -99.9 
J0012-1816   4446.390   60.1 0.20  -0.35 -99.9 
J0012-1816   4462.990   60.1 0.56   0.04 -99.9 
J0012-1816   4959.120   60.1 0.06  -0.80 -99.9 
J0012-1816   4989.950   60.1 0.63  -0.62 -99.9 
J0012-1816   5092.790   60.1 0.38  -0.61 -99.9 
J0012-1816   5130.590   60.1 1.30   0.45 -99.9 
J0012-1816   5212.350   60.1 0.20  -0.96 -99.9 
J0012-1816   5249.590   60.1 0.98   0.20 -99.9 
J0012-1816   5319.820   60.1 0.55  -0.14 -99.9 
J0012-1816   5485.710   60.1 1.26  -0.12 -99.9 
J0012-1816   4256.390   62.1 0.38  -0.15 -99.9 
J0012-1816   4318.940   62.1 0.28  -0.27 -99.9 
J0012-1816   4537.950   62.1 0.48  -0.23 -99.9 
J0012-1816   4424.340   62.1 0.48   0.14 -99.9 
J0012-1816   4129.700 H 63.1 0.00   0.22  -2.16
J0012-1816   4205.040 H 63.1 0.00   0.21 -99.9 
