J0007-0345   6707.800 H  3.0 0.00   0.18 -99.9 
J0012-1816   4435.580 H 63.1 0.21  -0.11 -99.9 
J0012-1816   6645.130 H 63.1 1.37   0.12 -99.9 
J0012-1816   4103.310   66.1 0.10  -0.37 -99.9 
J0012-1816   4449.700   66.1 0.00  -1.03 -99.9 
J0012-1816   4420.520   76.0 0.33  -0.43 -99.9 
J0012-1816   4019.130   90.1 0.00  -0.23 -99.9 
J0022-1724   6707.800 H  3.0 0.00   0.18 -99.9 
J0022-1724   6300.300    8.0 0.00  -9.82   7.61
J0022-1724   6363.790    8.0 0.02 -10.30 -99.9 
J0022-1724   5682.650   11.0 2.10  -0.70 -99.9 
J0022-1724   5688.200   11.0 2.10  -0.45 -99.9 
J0022-1724   5889.970   11.0 0.00   0.11 -99.9 
J0022-1724   5895.920   11.0 0.00  -0.19 -99.9 
J0022-1724   6154.230   11.0 2.10  -1.56 -99.9 
J0022-1724   6160.750   11.0 2.10  -1.26 -99.9 
J0022-1724   6696.020   13.0 3.14  -1.35 -99.9 
J0022-1724   6698.670   13.0 3.14  -1.65 -99.9 
J0022-1724   5105.500 H 29.0 1.39  -1.52 -99.9 
J0022-1724   5782.120 H 29.0 1.64  -1.72 -99.9 
J0022-1724   4722.150   30.0 4.03  -0.34 -99.9 
J0022-1724   4810.540   30.0 4.08  -0.17   2.19
J0022-1724   4077.710   38.1 0.00   0.17 -99.9 
J0022-1724   4161.790   38.1 2.94  -0.50 -99.9 
J0022-1724   4215.520   38.1 0.00  -0.14  -1.40
J0022-1724   4398.010   39.1 0.13  -1.00 -99.9 
J0022-1724   4682.320   39.1 0.41  -1.51 -99.9 
J0022-1724   4854.870   39.1 0.99  -0.38 -99.9 
J0022-1724   4883.690   39.1 1.08   0.07 -99.9 
J0022-1724   4900.110   39.1 1.03  -0.09 -99.9 
J0022-1724   5087.430   39.1 1.08  -0.17 -99.9 
J0022-1724   5200.420   39.1 0.99  -0.57 -99.9 
J0022-1724   5205.730   39.1 1.03  -0.34 -99.9 
J0022-1724   5402.780   39.1 1.84  -0.51 -99.9 
J0022-1724   4050.320   40.1 0.71  -1.06 -99.9 
J0022-1724   4161.210   40.1 0.71  -0.72 -99.9 
J0022-1724   4317.320   40.1 0.71  -1.38 -99.9 
J0022-1724   4208.980   40.1 0.71  -0.46 -99.9 
J0022-1724   4554.030 H 56.1 0.00   0.17 -99.9 
J0022-1724   5853.690 H 56.1 0.60  -1.01 -99.9 
J0022-1724   6141.730 H 56.1 0.70  -0.08  -2.09
J0022-1724   6496.910 H 56.1 0.60  -0.38  -1.89
J0022-1724   4086.710 H 57.1 0.00  -0.07 -99.9 
J0022-1724   4123.230 H 57.1 0.32   0.13 -99.9 
J0022-1724   4333.750 H 57.1 0.17  -0.06 -99.9 
J0022-1724   5122.990 H 57.1 0.32  -0.85 -99.9 
J0022-1724   5301.970 H 57.1 0.40  -1.14 -99.9 
J0022-1724   5303.520 H 57.1 0.32  -1.35 -99.9 
J0022-1724   6320.430 H 57.1 0.17  -1.56 -99.9 
J0022-1724   6390.460 H 57.1 0.32  -1.40 -99.9 
J0022-1724   6774.270 H 57.1 0.13  -1.71 -99.9 
J0022-1724   4073.470   58.1 0.48   0.32 -99.9 
J0022-1724   4083.230   58.1 0.70   0.24 -99.9 
J0022-1724   4120.840   58.1 0.32  -0.24 -99.9 
J0022-1724   4222.600   58.1 0.12  -0.18 -99.9 
J0022-1724   4418.790   58.1 0.86   0.31 -99.9 
J0022-1724   4449.330   58.1 0.61   0.08 -99.9 
J0022-1724   4486.910   58.1 0.30  -0.36 -99.9 
J0022-1724   4562.370   58.1 0.48   0.21 -99.9 
J0022-1724   4628.160   58.1 0.52   0.26 -99.9 
J0022-1724   5274.230   58.1 1.04   0.15 -99.9 
J0022-1724   4062.800 H 59.1 0.42   0.33 -99.9 
J0022-1724   4179.390 H 59.1 0.20   0.29 -99.9 
J0022-1724   4189.480 H 59.1 0.37   0.17 -99.9 
J0022-1724   4222.930 H 59.1 0.06   0.02 -99.9 
J0022-1724   4408.820 H 59.1 0.00  -0.28 -99.9 
J0022-1724   5220.120 H 59.1 0.80   0.17 -99.9 
J0022-1724   5259.740 H 59.1 0.63   0.08 -99.9 
J0022-1724   4061.090   60.1 0.47   0.55 -99.9 
J0022-1724   4069.270   60.1 0.06  -0.57 -99.9 
J0022-1724   4109.460   60.1 0.32   0.35 -99.9 
J0022-1724   4232.380   60.1 0.06  -0.47 -99.9 
J0022-1724   4446.390   60.1 0.20  -0.35 -99.9 
J0022-1724   4462.990   60.1 0.56   0.04 -99.9 
J0022-1724   4959.120   60.1 0.06  -0.80 -99.9 
J0022-1724   4989.950   60.1 0.63  -0.62 -99.9 
J0022-1724   5092.790   60.1 0.38  -0.61 -99.9 
J0022-1724   5130.590   60.1 1.30   0.45 -99.9 
J0022-1724   5212.350   60.1 0.20  -0.96 -99.9 
J0022-1724   5249.590   60.1 0.98   0.20 -99.9 
J0022-1724   5319.820   60.1 0.55  -0.14 -99.9 
J0022-1724   5485.710   60.1 1.26  -0.12 -99.9 
J0022-1724   4256.390   62.1 0.38  -0.15 -99.9 
J0022-1724   4318.940   62.1 0.28  -0.27 -99.9 
J0022-1724   4537.950   62.1 0.48  -0.23 -99.9 
J0022-1724   4424.340   62.1 0.48   0.14 -99.9 
J0022-1724   4129.700 H 63.1 0.00   0.22  -2.45
J0022-1724   4205.040 H 63.1 0.00   0.21 -99.9 
J0022-1724   4435.580 H 63.1 0.21  -0.11 -99.9 
J0022-1724   6645.130 H 63.1 1.37   0.12 -99.9 
J0022-1724   4103.310   66.1 0.10  -0.37 -99.9 
J0022-1724   4449.700   66.1 0.00  -1.03 -99.9 
J0022-1724   4420.520   76.0 0.33  -0.43 -99.9 
J0022-1724   4019.130   90.1 0.00  -0.23 -99.9 
J0030-1007   6707.800 H  3.0 0.00   0.18 -99.9 
J0030-1007   6300.300    8.0 0.00  -9.82 -99.9 
J0030-1007   6363.790    8.0 0.02 -10.30 -99.9 
J0030-1007   5682.650   11.0 2.10  -0.70 -99.9 
J0030-1007   5688.200   11.0 2.10  -0.45 -99.9 
J0030-1007   5889.970   11.0 0.00   0.11 -99.9 
J0030-1007   5895.920   11.0 0.00  -0.19 -99.9 
J0030-1007   6154.230   11.0 2.10  -1.56 -99.9 
J0030-1007   6160.750   11.0 2.10  -1.26 -99.9 
J0030-1007   6696.020   13.0 3.14  -1.35 -99.9 
J0030-1007   6698.670   13.0 3.14  -1.65 -99.9 
J0030-1007   5105.500 H 29.0 1.39  -1.52 -99.9 
J0030-1007   5782.120 H 29.0 1.64  -1.72 -99.9 
J0030-1007   4722.150   30.0 4.03  -0.34   2.69
J0030-1007   4810.540   30.0 4.08  -0.17 -99.9 
J0030-1007   4077.710   38.1 0.00   0.17 -99.9 
J0030-1007   4161.790   38.1 2.94  -0.50 -99.9 
J0030-1007   4215.520   38.1 0.00  -0.14   1.12
J0030-1007   4398.010   39.1 0.13  -1.00 -99.9 
J0030-1007   4682.320   39.1 0.41  -1.51 -99.9 
J0030-1007   4854.870   39.1 0.99  -0.38 -99.9 
J0030-1007   4883.690   39.1 1.08   0.07  -0.64
J0030-1007   4900.110   39.1 1.03  -0.09 -99.9 
J0030-1007   5087.430   39.1 1.08  -0.17 -99.9 
J0030-1007   5200.420   39.1 0.99  -0.57   0.02
J0030-1007   5205.730   39.1 1.03  -0.34 -99.9 
J0030-1007   5402.780   39.1 1.84  -0.51 -99.9 
J0030-1007   4050.320   40.1 0.71  -1.06 -99.9 
J0030-1007   4161.210   40.1 0.71  -0.72 -99.9 
J0030-1007   4317.320   40.1 0.71  -1.38 -99.9 
J0030-1007   4208.980   40.1 0.71  -0.46 -99.9 
J0030-1007   4554.030 H 56.1 0.00   0.17 -99.9 
J0030-1007   5853.690 H 56.1 0.60  -1.01 -99.9 
J0030-1007   6141.730 H 56.1 0.70  -0.08  -0.87
J0030-1007   6496.910 H 56.1 0.60  -0.38  -0.87
J0030-1007   4086.710 H 57.1 0.00  -0.07 -99.9 
J0030-1007   4123.230 H 57.1 0.32   0.13 -99.9 
J0030-1007   4333.750 H 57.1 0.17  -0.06 -99.9 
J0030-1007   5122.990 H 57.1 0.32  -0.85 -99.9 
J0030-1007   5301.970 H 57.1 0.40  -1.14 -99.9 
J0030-1007   5303.520 H 57.1 0.32  -1.35 -99.9 
J0030-1007   6320.430 H 57.1 0.17  -1.56 -99.9 
J0030-1007   6390.460 H 57.1 0.32  -1.40 -99.9 
J0030-1007   6774.270 H 57.1 0.13  -1.71 -99.9 
J0030-1007   4073.470   58.1 0.48   0.32 -99.9 
J0030-1007   4083.230   58.1 0.70   0.24 -99.9 
J0030-1007   4120.840   58.1 0.32  -0.24 -99.9 
J0030-1007   4222.600   58.1 0.12  -0.18 -99.9 
J0030-1007   4418.790   58.1 0.86   0.31 -99.9 
J0030-1007   4449.330   58.1 0.61   0.08 -99.9 
J0030-1007   4486.910   58.1 0.30  -0.36 -99.9 
J0030-1007   4562.370   58.1 0.48   0.21 -99.9 
J0030-1007   4628.160   58.1 0.52   0.26 -99.9 
J0030-1007   5274.230   58.1 1.04   0.15 -99.9 
J0030-1007   4062.800 H 59.1 0.42   0.33 -99.9 
J0030-1007   4179.390 H 59.1 0.20   0.29 -99.9 
J0030-1007   4189.480 H 59.1 0.37   0.17 -99.9 
J0030-1007   4222.930 H 59.1 0.06   0.02 -99.9 
J0030-1007   4408.820 H 59.1 0.00  -0.28  -0.73
J0030-1007   5220.120 H 59.1 0.80   0.17 -99.9 
J0030-1007   5259.740 H 59.1 0.63   0.08 -99.9 
J0030-1007   4061.090   60.1 0.47   0.55 -99.9 
J0030-1007   4069.270   60.1 0.06  -0.57 -99.9 
J0030-1007   4109.460   60.1 0.32   0.35 -99.9 
J0030-1007   4232.380   60.1 0.06  -0.47 -99.9 
J0030-1007   4446.390   60.1 0.20  -0.35 -99.9 
J0030-1007   4462.990   60.1 0.56   0.04 -99.9 
J0030-1007   4959.120   60.1 0.06  -0.80 -99.9 
J0030-1007   4989.950   60.1 0.63  -0.62 -99.9 
J0030-1007   5092.790   60.1 0.38  -0.61 -99.9 
J0030-1007   5130.590   60.1 1.30   0.45 -99.9 
J0030-1007   5212.350   60.1 0.20  -0.96 -99.9 
J0030-1007   5249.590   60.1 0.98   0.20 -99.9 
J0030-1007   5319.820   60.1 0.55  -0.14 -99.9 
J0030-1007   5485.710   60.1 1.26  -0.12 -99.9 
J0030-1007   4256.390   62.1 0.38  -0.15 -99.9 
J0030-1007   4318.940   62.1 0.28  -0.27 -99.9 
J0030-1007   4537.950   62.1 0.48  -0.23 -99.9 
J0030-1007   4424.340   62.1 0.48   0.14  -0.73
J0030-1007   4129.700 H 63.1 0.00   0.22  -1.53
J0030-1007   4205.040 H 63.1 0.00   0.21  -1.93
J0030-1007   4435.580 H 63.1 0.21  -0.11 -99.9 
J0030-1007   6645.130 H 63.1 1.37   0.12 -99.9 
J0030-1007   4103.310   66.1 0.10  -0.37 -99.9 
J0030-1007   4449.700   66.1 0.00  -1.03 -99.9 
J0030-1007   4420.520   76.0 0.33  -0.43 -99.9 
J0030-1007   4019.130   90.1 0.00  -0.23 -99.9 
J0053-0253   6707.800 H  3.0 0.00   0.18 -99.9 
J0053-0253   6300.300    8.0 0.00  -9.82 -99.9 
J0053-0253   6363.790    8.0 0.02 -10.30 -99.9 
J0053-0253   5682.650   11.0 2.10  -0.70   4.03
J0053-0253   5688.200   11.0 2.10  -0.45   4.08
J0053-0253   5889.970   11.0 0.00   0.11 -99.9 
J0053-0253   5895.920   11.0 0.00  -0.19 -99.9 
J0053-0253   6154.230   11.0 2.10  -1.56 -99.9 
J0053-0253   6160.750   11.0 2.10  -1.26 -99.9 
J0053-0253   6696.020   13.0 3.14  -1.35 -99.9 
J0053-0253   6698.670   13.0 3.14  -1.65 -99.9 
J0053-0253   5105.500 H 29.0 1.39  -1.52   1.08
J0053-0253   5782.120 H 29.0 1.64  -1.72 -99.9 
J0053-0253   4722.150   30.0 4.03  -0.34   2.50
J0053-0253   4810.540   30.0 4.08  -0.17   2.45
J0053-0253   4077.710   38.1 0.00   0.17 -99.9 
J0053-0253   4161.790   38.1 2.94  -0.50   0.66
J0053-0253   4215.520   38.1 0.00  -0.14 -99.9 
J0053-0253   4398.010   39.1 0.13  -1.00  -0.25
J0053-0253   4682.320   39.1 0.41  -1.51  -0.10
J0053-0253   4854.870   39.1 0.99  -0.38  -0.28
J0053-0253   4883.690   39.1 1.08   0.07  -0.30
J0053-0253   4900.110   39.1 1.03  -0.09 -99.9 
J0053-0253   5087.430   39.1 1.08  -0.17  -0.32
J0053-0253   5200.420   39.1 0.99  -0.57  -0.30
J0053-0253   5205.730   39.1 1.03  -0.34  -0.28
J0053-0253   5402.780   39.1 1.84  -0.51 -99.9 
J0053-0253   4050.320   40.1 0.71  -1.06   0.48
J0053-0253   4161.210   40.1 0.71  -0.72 -99.9 
J0053-0253   4317.320   40.1 0.71  -1.38 -99.9 
J0053-0253   4208.980   40.1 0.71  -0.46   0.72
J0053-0253   4554.030 H 56.1 0.00   0.17 -99.9 
J0053-0253   5853.690 H 56.1 0.60  -1.01  -0.25
J0053-0253   6141.730 H 56.1 0.70  -0.08 -99.9 
J0053-0253   6496.910 H 56.1 0.60  -0.38  -0.18
J0053-0253   4086.710 H 57.1 0.00  -0.07  -1.05
J0053-0253   4123.230 H 57.1 0.32   0.13  -1.53
J0053-0253   4333.750 H 57.1 0.17  -0.06  -1.46
J0053-0253   5122.990 H 57.1 0.32  -0.85 -99.9 
J0053-0253   5301.970 H 57.1 0.40  -1.14 -99.9 
J0053-0253   5303.520 H 57.1 0.32  -1.35 -99.9 
J0053-0253   6320.430 H 57.1 0.17  -1.56 -99.9 
J0053-0253   6390.460 H 57.1 0.32  -1.40 -99.9 
J0053-0253   6774.270 H 57.1 0.13  -1.71 -99.9 
J0053-0253   4073.470   58.1 0.48   0.32 -99.9 
J0053-0253   4083.230   58.1 0.70   0.24 -99.9 
J0053-0253   4120.840   58.1 0.32  -0.24 -99.9 
J0053-0253   4222.600   58.1 0.12  -0.18 -99.9 
J0053-0253   4418.790   58.1 0.86   0.31 -99.9 
J0053-0253   4449.330   58.1 0.61   0.08 -99.9 
J0053-0253   4486.910   58.1 0.30  -0.36  -1.03
J0053-0253   4562.370   58.1 0.48   0.21  -0.73
J0053-0253   4628.160   58.1 0.52   0.26  -0.85
J0053-0253   5274.230   58.1 1.04   0.15 -99.9 
J0053-0253   4062.800 H 59.1 0.42   0.33 -99.9 
J0053-0253   4179.390 H 59.1 0.20   0.29  -1.27
J0053-0253   4189.480 H 59.1 0.37   0.17  -1.10
J0053-0253   4222.930 H 59.1 0.06   0.02 -99.9 
J0053-0253   4408.820 H 59.1 0.00  -0.28 -99.9 
J0053-0253   5220.120 H 59.1 0.80   0.17 -99.9 
J0053-0253   5259.740 H 59.1 0.63   0.08 -99.9 
J0053-0253   4061.090   60.1 0.47   0.55  -0.81
J0053-0253   4069.270   60.1 0.06  -0.57  -0.59
J0053-0253   4109.460   60.1 0.32   0.35 -99.9 
J0053-0253   4232.380   60.1 0.06  -0.47 -99.9 
J0053-0253   4446.390   60.1 0.20  -0.35  -0.69
J0053-0253   4462.990   60.1 0.56   0.04  -0.62
J0053-0253   4959.120   60.1 0.06  -0.80  -0.80
J0053-0253   4989.950   60.1 0.63  -0.62 -99.9 
J0053-0253   5092.790   60.1 0.38  -0.61  -0.69
J0053-0253   5130.590   60.1 1.30   0.45 -99.9 
J0053-0253   5212.350   60.1 0.20  -0.96 -99.9 
J0053-0253   5249.590   60.1 0.98   0.20  -0.79
J0053-0253   5319.820   60.1 0.55  -0.14  -0.81
J0053-0253   5485.710   60.1 1.26  -0.12 -99.9 
J0053-0253   4256.390   62.1 0.38  -0.15 -99.9 
J0053-0253   4318.940   62.1 0.28  -0.27 -99.9 
J0053-0253   4537.950   62.1 0.48  -0.23 -99.9 
J0053-0253   4424.340   62.1 0.48   0.14  -1.10
J0053-0253   4129.700 H 63.1 0.00   0.22  -1.36
J0053-0253   4205.040 H 63.1 0.00   0.21  -1.39
J0053-0253   4435.580 H 63.1 0.21  -0.11 -99.9 
J0053-0253   6645.130 H 63.1 1.37   0.12  -1.24
J0053-0253   4103.310   66.1 0.10  -0.37  -0.58
J0053-0253   4449.700   66.1 0.00  -1.03  -0.86
J0053-0253   4420.520   76.0 0.33  -0.43  -0.76
J0053-0253   4019.130   90.1 0.00  -0.23 -99.9 
J0054-0611   6707.800 H  3.0 0.00   0.18 -99.9 
J0054-0611   6300.300    8.0 0.00  -9.82 -99.9 
J0054-0611   6363.790    8.0 0.02 -10.30 -99.9 
J0054-0611   5682.650   11.0 2.10  -0.70 -99.9 
J0054-0611   5688.200   11.0 2.10  -0.45 -99.9 
J0054-0611   5889.970   11.0 0.00   0.11 -99.9 
J0054-0611   5895.920   11.0 0.00  -0.19 -99.9 
J0054-0611   6154.230   11.0 2.10  -1.56 -99.9 
J0054-0611   6160.750   11.0 2.10  -1.26 -99.9 
J0054-0611   6696.020   13.0 3.14  -1.35 -99.9 
J0054-0611   6698.670   13.0 3.14  -1.65 -99.9 
J0054-0611   5105.500 H 29.0 1.39  -1.52 -99.9 
J0054-0611   5782.120 H 29.0 1.64  -1.72 -99.9 
J0054-0611   4722.150   30.0 4.03  -0.34   2.72
J0054-0611   4810.540   30.0 4.08  -0.17   2.14
