T|J1031-0827     |not-RPE      | | | 0.24|0.20|1|-0.23|0.06|3| | 0.26|0.22|2| |     | | |-0.49|0.23| | 0.47|0.21
T|J1036-1934     |limited-r    | | | 0.22|0.20|1|-0.38|0.06|3| | 0.26|0.06|3| |     | | |-0.64|0.08| | 0.60|0.12
T|J1049-1154     |r-I          | | |-0.06|0.20|1|-0.16|0.06|3| | 0.33|0.07|2| |     | | |-0.49|0.09| | 0.10|0.21
T|J1051-2115     |r-I          | | | 0.03|0.20|1|-0.27|0.07|2| | 0.32|0.07|2| |     | | |-0.59|0.10| | 0.30|0.21
T|J1059-2052     |r-I          | | | 0.26|0.07|2|-0.07|0.06|3| | 0.35|0.06|3| |     | | |-0.42|0.08| | 0.33|0.09
T|J1120-2406     |not-RPE      | | |-0.16|0.20|1|-0.17|0.06|3|<| 0.16|    | | |     | |>|-0.33|    | | 0.01|0.21
T|J1124-2155     |not-RPE      | | | 0.20|0.10|1|-0.17|0.06|3| | 0.22|0.07|2| |     | | |-0.39|0.09| | 0.37|0.12
T|J1130-1449     |r-I          | | | 0.08|0.07|2|-0.12|0.06|3| | 0.50|0.07|1| |     | | |-0.62|0.09| | 0.20|0.09
T|J1139-0558     |not-RPE      | | |-0.10|0.20|1|-0.30|0.06|3| | 0.29|0.07|2| |     | | |-0.59|0.09| | 0.20|0.21
T|J1144-0409     |r-I          | | |-0.01|0.10|1|-0.26|0.07|2| | 0.58|0.06|3| |     | | |-0.84|0.09| | 0.25|0.12
T|2MJ1144-1128   |r-I          | | | 0.03|0.07|2|-0.29|0.06|3| | 0.35|0.07|2| |     | | |-0.64|0.09| | 0.32|0.09
T|J1146-0422     |CEMP-r       | | |-0.28|0.25|1| 0.32|0.10|1| | 0.62|0.06|3| |     | | |-0.30|0.12| |-0.60|0.27
T|J1147-0521     |r-I          | | | 0.0 |0.20|1|-0.22|0.06|3| | 0.31|0.06|3| |     | | |-0.53|0.08| | 0.22|0.21
T|J1158-1522     |limited-r    | | |-0.37|0.20|1|-1.07|0.14|2|<| 0.15|    | |<|-0.18|a|>|-1.22|    | | 0.70|0.24
T|J1204-0759     |r-I          | | |-0.29|0.10|1|-0.11|0.06|3| | 0.33|0.20|1| |     | | |-0.44|0.21| |-0.18|0.12
T|2MJ1209-1415   |r-I          | | |-0.01|0.20|1| 0.11|0.13|2| | 0.81|0.06|3| |     | | |-0.70|0.14| |-0.12|0.21
T|J1218-1610     |limited-r    | | |-0.20|0.11|2|-1.50|0.20|1|<| 0.17|    | |<|-0.61|a|>|-1.67|    | | 1.30|0.23
T|J1229-0442     |r-I          | | | 0.0 |0.20|1|-0.22|0.06|3| | 0.46|0.04|4| |     | | |-0.68|0.07| | 0.22|0.21
T|J1237-0949     |not-RPE      | | | 0.22|0.20|1|-0.27|0.07|2| | 0.19|0.06|3| |     | | |-0.46|0.09| | 0.49|0.21
T|J1250-0307     |r-I          | | |-0.57|0.14|2| 0.10|0.06|3| | 0.45|0.12|2| |     | | |-0.35|0.13| |-0.67|0.15
T|J1256-0834     |r-I          | | | 0.32|0.15|1|-0.28|0.07|2| | 0.45|0.06|3| |     | | |-0.73|0.09| | 0.60|0.17
T|J1302-0843     |r/s          |c|<| 0.73|    | | 0.55|0.07|1| | 0.41|0.07|2| |     | | | 0.14|0.09|<| 0.18|
T|J1306-0947     |not-RPE      | | |-0.21|0.11|2|-0.12|0.04|3| | 0.12|0.07|3| |     | | |-0.24|0.08| |-0.09|0.12
T|2MJ1307-0931   |not-RPE      | | | 0.02|0.20|1|-0.38|0.05|3| | 0.10|0.06|3| |     | | |-0.48|0.08| | 0.40|0.21
T|J1321-1138     |not-RPE      | | |-0.03|0.15|1|-0.36|0.06|3| | 0.08|0.07|2| |     | | |-0.44|0.09| | 0.33|0.16
T|2MJ1325-1747   |r-I          | | |-0.02|0.20|1|-0.44|0.07|2| | 0.40|0.06|3| |     | | |-0.84|0.09| | 0.42|0.21
T|J1326-1525     |limited-r    | | |-0.10|0.07|2|-0.67|0.06|3| |-0.28|0.10|2| |     | | |-0.39|0.12| | 0.57|0.09
T|J1328-1731     |not-RPE      | | |-0.02|0.20|1|-0.08|0.06|3| | 0.20|0.11|1| |     | | |-0.28|0.13| | 0.06|0.21
T|J1333-2623     |limited-r    | | | 0.11|0.12|2|-0.55|0.06|3| | 0.20|0.08|3| |     | | |-0.75|0.10| | 0.66|0.13
T|J1335-0110     |r-I          | | |-0.39|0.20|1|-0.22|0.05|3| | 0.53|0.07|2| |     | | |-0.75|0.09| |-0.17|0.21
T|J1337-0826     |r-I          | | | 0.17|0.20|1| 0.02|0.02|3| | 0.93|0.11|2| |     | | |-0.91|0.11| | 0.15|0.20
T|J1339-1257     |not-RPE      | | | 0.08|0.20|1|-0.42|0.06|3| | 0.10|0.20|1| |     | | |-0.52|0.21| | 0.27|0.21
T|2MJ1340-0016   |not-RPE      | | | 0.05|0.20|1|-0.30|0.06|3| | 0.29|0.11|2| |     | | |-0.59|0.13| | 0.35|0.21
T|J1342-0717     |r-I          | | | 0.04|0.20|1|-0.26|0.06|3| | 0.44|0.06|3| |     | | |-0.70|0.08| | 0.30|0.21
T|2MJ1343-2358   |CEMP-no      | | |-0.37|0.20|2|-0.77|0.07|2|<| 0.15|    | |<| 0.12|a|>|-0.92|    | | 0.40|0.21
T|J1403-3214     |not-RPE      | | |-0.60|0.20|1|-0.08|0.06|2| | 0.12|0.10|1| |     | | |-0.20|0.12| |-0.52|0.21
T|2MJ1404+0011   |CEMP-r       | | | 0.43|0.20|1| 0.38|0.07|2| | 0.58|0.06|3| |     | | |-0.28|0.09| | 0.05|0.21
T|J1410-0343     |r-I          | | |-0.15|0.14|2|-0.12|0.06|3| | 0.67|0.07|2| |     | | |-0.79|0.09| |-0.03|0.15
T|J1416-2422     |not-RPE      | | | 0.02|0.20|1|-0.31|0.06|3| | 0.14|0.10|1| |     | | |-0.45|0.12| | 0.33|0.21
T|J1418-2842     |r-I          | | |-0.41|0.20|1|-0.11|0.06|3| | 0.43|0.12|2| |     | | |-0.54|0.13| |-0.30|0.21
T|J1419-0844     |r-I          | | | 0.34|0.20|1|-0.15|0.06|3| | 0.34|0.06|3| |     | | |-0.49|0.08| | 0.49|0.21
T|J1500-0613     |r-I          | | | 0.12|0.09|2|-0.10|0.06|3| | 0.39|0.06|3| |     | | |-0.49|0.08| | 0.32|0.11
T|J1502-0528     |not-RPE      | | | 0.02|0.09|2| 0.00|0.06|3| | 0.24|0.06|3| |     | | |-0.24|0.08| | 0.02|0.11
T|J1507-0659     |r-I          | | | 0.12|0.07|2|-0.10|0.06|3| | 0.36|0.06|3| |     | | |-0.46|0.08| | 0.22|0.09
T|J1508-1459     |r-I          | | | 0.0 |0.10|1|-0.10|0.06|3| | 0.49|0.07|3| |     | | |-0.59|0.09| | 0.10|0.12
T|J1511+0025     |r-I          | | | 0.02|0.20|1|-0.18|0.06|3| | 0.41|0.06|3| |     | | |-0.59|0.08| | 0.20|0.21
T|J1516-2122     |CEMP-no      | | |-0.03|0.20|1|-0.48|0.06|3| | 0.09|0.07|2| |     | | |-0.59|0.09| | 0.45|0.09
T|2MJ1521-0607   |r-I          | | |-0.18|0.20|1| 0.10|0.07|2| | 0.93|0.07|2| |     | | |-0.83|0.10| |-0.28|0.21
T|J1527-2336     |?            | | |-0.18|0.07|1|-0.11|0.07|2|<| 0.74|    | | |     | |>|-0.85|    | |-0.07|0.10
T|J1534-0857     |limited-r    | | |-0.33|0.07|2|-1.22|0.05|3|<|-0.13|    | |<|-0.33|a|>|-1.09|    | | 0.89|0.09
T|J1538-1804     |r-II         | | | 0.44|0.20|1| 0.62|0.07|2| | 1.27|0.05|5| |     | | |-0.65|0.09| |-0.18|0.21
T|J1542-0131     |not-RPE      | | | 0.02|0.20|1|-0.35|0.06|3| | 0.26|0.07|2| |     | | |-0.61|0.09| | 0.37|0.21
T|J1547-0837     |limited-r    | | | 0.78|0.20|1|-0.50|0.06|3| |-0.10|0.14|2| |     | | |-0.40|0.15| | 1.28|0.21
T|J1554+0021     |not-RPE      | | | 0.19|0.20|1|-0.26|0.06|3| |-0.09|0.07|2| |     | | |-0.17|0.09| | 0.45|0.21
T|J1602-1521     |not-RPE      | | | 0.10|0.07|2| 0.09|0.06|3| | 0.25|0.06|3| |     | | |-0.16|0.08| | 0.01|0.09
T|J1606-0400     |not-RPE      | | |-0.02|0.20|1|-0.17|0.07|2| | 0.23|0.09|2| |     | | |-0.40|0.11| | 0.15|0.21
T|J1606-1632     |limited-r    | | | 0.01|0.20|1|-0.57|0.07|2| |-0.27|0.10|1| |     | | |-0.30|0.12| | 0.58|0.21
T|J1609-0941     |r-I          | | |-0.06|0.15|1|-0.30|0.05|3| | 0.41|0.06|3| |     | | |-0.71|0.08| | 0.24|0.16
T|J1612-0541     |not-RPE      | | | 0.07|0.20|1| 0.03|0.06|3| | 0.20|0.07|2| |     | | |-0.17|0.09| | 0.00|0.21
T|J1612-0848     |r-I          | | | 0.29|0.20|1| 0.04|0.06|3| | 0.58|0.05|4| |     | | |-0.54|0.08| | 0.25|0.21
T|J1616-0401     |r-I          | | | 0.08|0.14|2|-0.19|0.07|3| | 0.52|0.06|3| |     | | |-0.71|0.09| | 0.27|0.16
T|J1618-0630     |not-RPE?     | | | 0.01|0.20|1|-0.59|0.10|1|<|-0.27|    | | |     | |>|-0.32|    | | 0.58|0.22
T|J1627-0848     |not-RPE      | | | 0.00|0.20|1| 0.10|0.06|3| | 0.12|0.20|1| |     | | |-0.02|0.21| |-0.10|0.21
T|J1628-1014     |r-I          | | |-0.26|0.10|1|-0.02|0.06|3| | 0.36|0.06|3| |     | | |-0.38|0.08| |-0.24|0.12
T|J1639-0522     |limited-r    | | | 0.36|0.20|1|-0.26|0.06|3| |-0.07|0.20|1| |     | | |-0.19|0.21| | 0.62|0.21
T|J1645-0429     |limited-r    | | | 0.38|0.30|1|-0.37|0.06|3| |-0.15|0.10|1| |     | | |-0.22|0.12| | 0.75|0.31
T|J1811-2126     |not-RPE      | | |-0.09|0.20|1| 0.18|0.10|1| | 0.28|0.10|1| |     | | |-0.10|0.14| |-0.27|0.22
T|J1905-1949     |r-I          | | |-0.01|0.20|1|-0.08|0.03|3| | 0.36|0.04|3| |     | | |-0.44|0.05| | 0.07|0.20
T|J2005-3057     |r-I          | | |-0.16|0.20|1| 0.36|0.07|2| | 0.86|0.07|2| |     | | |-0.50|0.10| |-0.52|0.22
T|J2010-0826     |r-I          | | | 0.04|0.14|2|-0.39|0.04|3| | 0.42|0.07|3| |     | | |-0.81|0.08| | 0.43|0.15
T|J2032+0000     |not-RPE      | | | 0.16|0.20|1|-0.29|0.07|2| | 0.26|0.06|3| |     | | |-0.55|0.10| | 0.45|0.21
T|J2036-0714     |CEMP-r       | | | 0.02|0.20|1|-0.57|0.10|1| | 0.48|0.10|1| |     | | |-0.87|0.12| | 0.59|0.22
T|J2038-0252     |r-I          | | | 0.39|0.10|1|-0.26|0.10|1| | 0.59|0.06|3| |     | | |-0.85|0.12| | 0.65|0.22
T|J2054-0033     |CEMP-no/lim-r| | | 0.63|0.14|2|-0.27|0.06|3|<|-0.18|    | | |     | |>|-0.14|    | | 0.90|0.15
T|J2058-0354     |r-I          | | |-0.24|0.07|2|-0.09|0.06|3| | 0.36|0.06|3| |     | | |-0.45|0.08| |-0.15|0.09
T|J2116-0213     |r-I          | | |-0.41|0.20|1|-0.31|0.10|1| | 0.60|0.07|2| |     | | |-0.91|0.12| |-0.10|0.22
T|J2151-0543     |not-RPE      | | |-0.41|0.10|1|-0.54|0.06|3| | 0.22|0.07|2| |     | | |-0.76|0.09| | 0.13|0.12
T|2MJ2256-0719   |r-II         | | | 0.08|0.20|1| 0.26|0.04|3| | 1.10|0.07|2| |     | | |-0.84|0.08| |-0.18|0.20
T|J2256-0500     |not-RPE      | | |-0.10|0.20|1|-0.46|0.06|3| |-0.06|0.07|2| |     | | |-0.40|0.09| | 0.36|0.21
T|J2304+0155     |not-RPE      | | | 0.01|0.20|1|-0.20|0.07|2| | 0.26|0.07|2| |     | | |-0.45|0.10| | 0.21|0.21
T|J2325-0815     |r-I          | | |-0.42|0.20|1|-0.33|0.07|2| | 0.55|0.07|2| |     | | |-0.88|0.10| |-0.09|0.10
