S|CS 31082-001   |r-II         | | | 0.27|0.10|1| 1.22|0.05|3| | 1.72|0.05|4| |     | | |-0.50|0.07| |-0.95|0.11
S|TYC 5861-1732-1|not-RPE      | | |-0.48|0.10|1|-0.45|0.05|3|<| 0.29|    | | |     | |>|-0.16|    | |-0.03|0.11
S|CS 22169-035   |limited-r    | | |-0.07|0.20|1|-1.44|0.10|2|<| 0.01|    | |<|-0.55|a|>|-1.45|    | | 1.51|0.22
S|TYC 75-1185-1  |r-I          | | |-0.28|0.07|2| 0.0 |0.05|3| | 0.78|0.05|2| |     | | |-0.78|0.07| |-0.28|0.09
S|TYC 5911-452-1 |not-RPE      | | |-0.23|0.07|2|-0.68|0.10|1|<| 0.72|    | |<|-0.21|a|>|-1.40|    | | 0.45|0.12
S|TYC 5329-1927-1|r-I          |b| |-0.07|0.10|1| 0.13|0.10|1| | 0.89|0.05|2| |     | | |-0.76|0.11| |-0.20|0.14
S|TYC 6535-3183-1|r-I          |b| |-0.19|0.20|1|-0.19|0.05|1| | 0.31|0.04|2| |     | | |-0.50|0.06| | 0.00|0.21
S|TYC 4924-33-1  |not-RPE      | | |-0.21|0.10|1|-0.44|0.05|3| | 0.20|0.14|2| |     | | |-0.64|0.15| | 0.23|0.11
S|HE 1116-0634   |not-RPE      | | |-2.06|0.07|2|-2.03|0.20|1|<| 0.67|    | |<|-1.14|a|>|-2.70|    | |-0.03|0.21
S|TYC 6088-1943-1|not-RPE      | | |-0.20|0.20|1|-0.48|0.06|3|<| 0.06|    | | |     | |>|-0.54|    | | 0.28|0.21
S|BD-13 3442     |limited-r?   | | | 0.15|0.09|2|-0.60|0.20|1|<| 1.70|    | |<| 0.29|a|>|-2.30|    | | 0.75|0.22
S|BD-01 2582     |CEMP-s       | | | 0.48|0.15|1| 1.28|0.05|3| | 0.74|0.05|3| |     | | | 0.54|0.06| |-0.80|0.16
S|HE 1317-0407   |not-RPE      | | |-0.02|0.10|1|-0.33|0.03|3| | 0.18|0.10|1| |     | | |-0.51|0.10| | 0.31|0.10
S|HE 1320-1339   |limited-r    | | | 0.50|0.14|2|-0.51|0.04|2| |-0.08|0.10|1| |     | | |-0.43|0.11| | 1.01|0.15
S|HD 122563      |limited-r    | | |-0.13|0.10|1|-0.92|0.03|3| |-0.32|0.05|2| |     | | |-0.60|0.06| | 0.79|0.10
S|TYC 4995-333-1 |not-RPE      | | |-0.24|0.20|1|-0.19|0.05|3| | 0.18|0.05|1| |     | | |-0.37|0.07| |-0.05|0.21
S|HE 1523-0901   |r-II         | | | 0.57|0.20|1| 1.27|0.05|1| | 1.82|0.05|1| |     | | |-0.55|0.07| |-0.70|0.21
S|TYC 6900-414-1 |r-I          |b| |-0.68|0.10|1| 0.08|0.07|2| | 0.49|0.07|2| |     | | |-0.41|0.10| |-0.76|0.12
S|J2038-0023     |r-II         | | | 0.82|0.10|1| 0.69|0.05|1| | 1.42|0.10|1| |     | | |-0.73|0.11| | 0.13|0.11
S|BD-02 5957     |r-I          | | | 0.45|0.20|1| 0.40|0.04|3| | 0.91|0.06|2| |     | | |-0.51|0.07| | 0.05|0.20
T|J0007-0345     |r-I          | | | 0.41|0.20|1| 0.11|0.07|2| | 0.73|0.04|3| |     | | |-0.62|0.08| | 0.41|0.22
T|J0012-1816     |not-RPE      | | |-0.51|0.10|1|-0.63|0.05|3|<|-0.12|    | | |     | |>|-0.51|    | | 0.12|0.12
T|J0022-1724     |CEMP-no      | | |-0.83|0.10|1|-0.73|0.10|2|<| 2.12|    | |<| 0.16|a|>|-2.85|    | |-0.10|0.14
T|J0030-1007     |limited-r    | | | 0.50|0.20|1|-0.71|0.03|2| | 0.0 |0.10|2| |     | | |-0.71|0.10| | 1.21|0.20
T|J0053-0253     |r-I          | | |-0.05|0.10|1|-0.24|0.03|2| | 0.39|0.02|3| |     | | |-0.63|0.04| | 0.19|0.10
T|J0054-0611     |r-I          | | | 0.26|0.20|1|-0.21|0.05|3| | 0.59|0.11|2| |     | | |-0.80|0.12| | 0.47|0.21
T|J0107-0524     |limited-r    | | | 0.14|0.10|1|-0.61|0.06|3|<| 0.16|    | | |     | |>|-0.77|    | | 0.75|0.12
T|J0145-2800     |limited-r    | | |-0.02|0.20|1|-1.05|0.06|2|<| 0.10|    | |<|-0.16|a|>|-1.15|    | | 1.03|0.21
T|J0156-1402     |r-I          | | | 0.10|0.20|1|-0.11|0.10|1| | 0.76|0.06|3| |     | | |-0.87|0.12| | 0.21|0.22
T|2MJ0213-0005   |not-RPE      | | |-0.54|0.06|2| 0.05|0.07|2|<| 0.16|    | | |     | |>|-0.11|    | |-0.59|0.09
T|J0227-0519     |r-I          | | | 0.72|0.10|1|-0.18|0.10|1| | 0.42|0.06|3| |     | | |-0.60|0.12| | 0.90|0.14
T|J0229-1307     |?            | | |-0.37|0.14|2|-0.32|0.07|2|<| 0.95|    | |<| 0.57|a|>|-1.27|    | |-0.05|0.16
T|J0236-1202     |not-RPE      | | |-0.41|0.10|1|-0.29|0.08|3|<| 0.30|    | | |     | |>|-0.59|    | |-0.12|0.13
T|J0241-0427     |r-I          | | | 0.24|0.20|1|-0.26|0.06|3| | 0.48|0.07|2| |     | | |-0.74|0.09| | 0.50|0.21
T|J0242-0707     |?            | | | 0.37|0.13|2|-0.08|0.10|1|<| 1.04|    | |<| 0.82|a|>|-1.12|    | | 0.45|0.16
T|J0243-3249     |not-RPE?     | |<|-0.59|    | |-0.95|0.09|4|<| 0.93|    | |<| 0.05|a|>|-1.88|    |<| 0.36|
T|J0246-1518     |r-II         | | | 0.33|0.20|1| 0.65|0.06|3| | 1.29|0.07|2| |     | | |-0.64|0.09| |-0.42|0.21
T|J0307-0534     |r-I          | | | 0.38|0.20|1| 0.17|0.06|3| | 0.50|0.07|2| |     | | |-0.33|0.09| | 0.21|0.21
T|J0313-1020     |r-I          | | |-0.17|0.20|1|-0.12|0.06|3| | 0.42|0.07|2| |     | | |-0.54|0.09| |-0.05|0.21
T|J0343-0924     |r-I          | | |-0.02|0.20|1|-0.07|0.10|1| | 0.38|0.07|2| |     | | |-0.45|0.12| | 0.05|0.22
T|J0346-0730     |not-RPE      | | | 0.11|0.10|1|-0.19|0.06|3| | 0.16|0.06|2| |     | | |-0.35|0.08| | 0.30|0.12
T|J0355-0637     |limited-r    | | | 0.50|0.15|1|-0.28|0.07|2| | 0.25|0.07|2| |     | | |-0.53|0.10| | 0.78|0.17
T|J0419-0517     |r-I          | | | 0.23|0.20|1| 0.0 |0.10|1| | 0.40|0.07|2| |     | | |-0.40|0.12| | 0.23|0.22
T|J0423-1315     |not-RPE      | | |-0.24|0.20|1|-0.29|0.10|1| | 0.08|0.15|1| |     | | |-0.37|0.18| | 0.05|0.22
T|J0434-2325     |limited-r?   | | |-0.42|0.07|2|-2.27|0.11|2|<|-0.53|    | |<|-1.38|a|>|-1.74|    | | 1.85|0.13
T|J0441-2303     |?            | | |-0.22|0.20|1|-0.41|0.13|2|<| 0.55|    | |<| 0.48|a|>|-0.96|    | | 0.19|0.24
T|J0453-2437     |r-I          | | |-0.21|0.10|1|-0.04|0.07|3| | 0.59|0.05|3| |     | | |-0.63|0.09| |-0.17|0.12
T|J0456-3115     |r-I          | | | 0.02|0.20|2|-0.33|0.10|1| | 0.34|0.10|1| |     | | |-0.67|0.14| | 0.35|0.22
T|J0505-2145     |not-RPE      | | |-0.22|0.20|1|-0.32|0.07|2| | 0.15|0.08|2| |     | | |-0.47|0.11| | 0.10|0.21
T|J0517-1342     |not-RPE      | | |-0.43|0.11|2|-0.43|0.06|3| | 0.21|0.07|2| |     | | |-0.64|0.09| | 0.0 |0.13
T|J0525-3049     |not-RPE      | | | 0.40|0.15|1| 0.02|0.07|2| | 0.12|0.20|1| |     | | |-0.10|0.21| | 0.38|0.17
T|J0610-3141     |limited-r?   | | |-0.37|0.20|1|-1.57|0.10|1|<| 1.30|    | |<|-0.68|a|>|-2.87|    | | 1.20|0.22
T|J0705-3343     |r-I          | | | 0.03|0.15|1|-0.17|0.06|3| | 0.62|0.07|2| |     | | |-0.79|0.09| | 0.20|0.16
T|J0711-3432     |r-II         | |<| 0.24|    | | 0.50|0.06|3| | 1.30|0.10|1| |     | | |-0.80|0.12|<|-0.26|
T|J0910-1444     |limited-r    | | |-0.20|0.14|2|-1.64|0.09|2|<| 0.03|    | |<|-0.78|a|>|-1.67|    | | 1.44|0.17
T|J0918-2311     |r-I          | | |-0.51|0.10|1|-0.06|0.10|1| | 0.71|0.08|3| |     | | |-0.77|0.13| |-0.45|0.14
T|J0929-2905     |not-RPE      | | |-0.36|0.20|1|-0.37|0.06|3| | 0.14|0.08|2| |     | | |-0.51|0.10| | 0.01|0.21
T|J0946-0626     |r-I          | | | 0.03|0.10|1|-0.07|0.07|2| | 0.35|0.08|2| |     | | |-0.42|0.11| | 0.10|0.12
T|J0949-1617     |CEMP-r/s     |c| | 0.16|0.15|1| 0.61|0.10|1| | 0.36|0.07|2| |     | | | 0.25|0.12| |-0.45|0.18
T|J0950-2506     |not-RPE      | | |-0.42|0.20|1|-0.57|0.07|2|<| 0.10|    | | |     | |>|-0.67|    | | 0.15|0.21
T|J0952-0855     |limited-r    | | | 0.00|0.20|1|-1.05|0.05|3|<| 0.24|    | |<|-0.16|a|>|-1.29|    | | 1.05|0.21
T|J0958-1446     |r-I          | | | 0.59|0.20|1| 0.20|0.15|2| | 0.59|0.05|3| |     | | |-0.39|0.16| | 0.39|0.25
T|J1004-2706     |r-I          | | | 0.0 |0.15|1|-0.38|0.06|3| | 0.41|0.07|2| |     | | |-0.79|0.09| | 0.38|0.16
T|J1022-3400     |r-I          | | | 0.35|0.20|1|-0.29|0.06|3| | 0.37|0.06|3| |     | | |-0.66|0.08| | 0.64|0.21
