Title: High-Resolution Spectroscopic Study of Extremely Metal-Poor Star 
       Candidates from the SkyMapper Survey
Authors: Jacobson H.R., Keller S., Frebel A., Casey A.R., Asplund M., 
         Bessell M.S., Da Costa G.S., Lind K., Marino A.F., Norris J.E., 
         Pena J.M., Schmidt B.P., Tisserand P., Walsh J.M., Yong D., Yu Q. 
Table: Element Abundances
================================================================================
Byte-by-byte Description of file: apj512602t4_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---     Species  Species identifier
   6- 29 A24    ---     ID       Star identifier
      31 A1     ---   l_logX     Limit flag on logX
  32- 37 F6.2   [-]     logX     ? Log number abundance
  39- 41 I3     ---     Num      Number of lines used
  43- 46 F4.2   ---     SD       ? Standard deviation
      48 A1     ---   l_[X/H]    Limit flag on [X/H]
  49- 54 F6.2   [-]     [X/H]    ? Log Species abundance relative to hydrogen
      56 A1     ---   l_[X/Fe]   Limit flag on [X/H]
  57- 62 F6.2   [-]     [X/Fe]   ? Log Species abundance relative to iron
--------------------------------------------------------------------------------
C    SMSS~J000113.96-363337.9    5.78   2 0.02   -2.65   -0.33  
C    SMSS~J001039.86-525851.4    5.88   2 0.03   -2.55   -0.23  
C    SMSS~J001952.15-525803.0    5.62   2 0.02   -2.81   -0.25  
C    SMSS~J002148.06-471132.1    5.55   2 0.04   -2.88    0.29  
C    SMSS~J003055.81-482011.3    5.95   2 0.05   -2.48    0.05  
C    SMSS~J003327.36-491037.9 <  4.67   1 0.00 < -3.75 < -0.40  
C    SMSS~J004037.56-515025.2    4.51   2 0.09   -3.92   -0.09  
C    SMSS~J005953.98-594329.9    5.70   2 0.05   -2.73    1.21  
C    SMSS~J010332.63-534654.3    5.59   2 0.09   -2.84    0.19  
C    SMSS~J010651.91-524410.5    4.77   2 0.05   -3.66    0.13  
C    SMSS~J010839.58-285701.5    5.62   2 0.01   -2.80    0.22  
C    SMSS~J012147.80-495328.2    6.30   2 0.02   -2.12   -0.53  
C    SMSS~J014624.60-352457.7    5.35   2 0.05   -3.08   -0.27  
C    SMSS~J015350.94-775525.6    5.29   2 0.04   -3.14   -0.48  
C    SMSS~J015941.53-781408.7    5.51   2 0.09   -2.92    0.19  
C    2MASS~J02031860-7930291     4.88   2 0.08   -3.55   -0.52  
C    SMSS~J020748.93-465616.4    5.18   2 0.02   -3.25   -0.54  
C    SMSS~J021323.26-495936.5    5.03   2 0.02   -3.40   -0.53  
C    SMSS~J022410.38-534659.9    5.06   2 0.03   -3.37    0.03  
C    SMSS~J022423.27-573705.1    4.53   2 0.07   -3.90    0.07  
C    SMSS~J022452.58-731051.8    6.00   1        -2.43    0.12  
C    SMSS~J022545.31-774119.9    6.18   2 0.02   -2.25    0.38  
C    SMSS~J022756.48-684256.6    6.45   2 0.05   -1.98    0.24  
C    SMSS~J023139.43-523957.4    5.89   2 0.00   -2.54    0.40  
C    SMSS~J023147.96-575341.7    5.36   2 0.06   -3.07    0.35  
C    SMSS~J024643.28-352502.4    5.08   2 0.08   -3.35    0.02  
C    SMSS~J024858.41-684306.4    5.38   2 0.03   -3.05    0.66  
C    2MASS~J03084611-4747083     7.07   2 0.02   -1.36    0.20  
C    SMSS~J031556.09-473442.1    5.36   2 0.06   -3.07    0.19  
C    SMSS~J032132.29-363123.6    4.90   2 0.05   -3.53   -0.13  
C    SMSS~J033005.90-681352.5    5.64   2 0.01   -2.79    0.65  
C    SMSS~J034249.53-284216.0    5.60   2 0.00   -2.83   -0.50  
C    SMSS~J040148.04-743537.3    5.69   2 0.01   -2.74    0.35  
C    SMSS~J041957.56-493818.3    5.20   2 0.04   -3.23   -0.26  
C    SMSS~J051008.62-372019.8    5.79   2 0.02   -2.64    0.56  
C    SMSS~J055746.51-575057.4    6.44   2 0.02   -1.99    0.51  
C    SMSS~J061725.30-600740.6    5.93   2 0.02   -2.50    0.22  
C    SMSS~J062609.83-590503.2    5.93   2 0.02   -2.50    0.27  
C    SMSS~J063447.15-622355.0    5.10   1        -3.33    0.08  
C    SMSS~J064349.43-653038.6    5.88   2 0.03   -2.55   -0.07  
C    SMSS~J065014.40-614328.0    5.07   2 0.02   -3.36   -0.18  
C    SMSS~J070257.95-600422.4    6.23   2 0.03   -2.20    0.42  
C    SMSS~J080050.54-724620.6    5.98   2 0.06   -2.45   -0.37  
C    SMSS~J085924.06-120104.9    4.60   2 0.10   -3.83   -0.20  
C    SMSS~J090247.43-122755.0    6.23   2 0.03   -2.20    0.20  
C    SMSS~J091210.40-064427.9    6.05   2 0.00   -2.38    0.26  
C    SMSS~J093209.41-003435.8    5.53   2 0.07   -2.90    0.21  
C    2MASS~J09380777-0600392  <  6.75   1 0.05 < -1.68 <  1.00  
C    SMSS~J093829.27-070520.9    6.45   2 0.10   -1.98    0.37  
C    SMSS~J094029.05-060935.0    5.12   2 0.22   -3.30   -0.12  
C    SMSS~J094755.04-102724.7    5.62   2 0.03   -2.80    0.19  
C    SMSS~J095120.49-401431.3    6.80   2 0.00   -1.63   -0.15  
C    SMSS~J100251.13-000152.1    6.15   2 0.05   -2.28    0.34  
C    2MASS~J10242264-2904203     5.25   2 0.05   -3.18   -0.05  
