C    2MASS~J10275895-3006391            0                       
C    2MASS~J10283035-2951115            0                       
C    2MASS~J10294248-0103238     5.70   2 0.00   -2.73   -0.34  
C    SMSS~J105320.99-435300.1    6.66   2 0.04   -1.77    0.09  
C    SMSS~J105438.86-435819.9    6.55   2 0.10   -1.88    0.10  
C    SMSS~J110850.60-080034.7 <  5.68   1 0.02 < -2.75 <  0.15  
C    SMSS~J121353.63-441911.2    6.12   2 0.03   -2.30    0.29  
C    SMSS~J121716.48-442510.2    6.14   2 0.01   -2.29   -0.19  
C    SMSS~J122455.61-151134.0    5.95   2 0.05   -2.48    0.14  
C    SMSS~J123158.00-162317.6    6.42   2 0.12   -2.00    0.62  
C    SMSS~J123246.06-054559.1    5.58   2 0.08   -2.85    0.18  
C    SMSS~J125115.37-331448.1    5.95   2 0.00   -2.48    0.16  
C    SMSS~J125125.64-340343.4    6.00   2 0.00   -2.43    0.09  
C    SMSS~J125451.18-334440.3    5.55   2 0.10   -2.88   -0.07  
C    SMSS~J125804.65-335045.1    5.60   2 0.05   -2.83    0.61  
C    SMSS~J130537.01-294438.3    5.90   2 0.05   -2.53   -0.18  
C    SMSS~J133013.61-434632.4    5.57   2 0.02   -2.86   -0.32  
C    SMSS~J133532.32-210632.9    5.20   2 0.10   -3.23   -0.50  
C    SMSS~J135217.78-151405.7    6.10   2 0.10   -2.33    0.23  
C    SMSS~J135625.09-161538.7    5.85   2 0.05   -2.58    0.18  
C    SMSS~J135819.95-150937.4    6.08   2 0.08   -2.35    0.23  
C    SMSS~J141547.72-414034.0    6.30   2 0.00   -2.13    0.13  
C    SMSS~J143511.34-420326.5    5.55   2 0.05   -2.88    0.27  
C    SMSS~J151101.05-182103.0    5.76   2 0.04   -2.67    0.04  
C    SMSS~J151450.18-182946.0    5.35   2 0.05   -3.08   -0.35  
C    SMSS~J155430.57-263904.8    5.56   2 0.06   -2.87   -0.26  
C    SMSS~J155628.74-165533.4    6.00   2 0.05   -2.43    0.36  
C    SMSS~J160447.75-293146.7    6.03   2 0.02   -2.40    0.26  
C    SMSS~J164921.94-041943.9    5.94   2 0.03   -2.49   -0.25  
C    SMSS~J165023.82-252948.7    5.50   2 0.00   -2.93   -0.45  
C    SMSS~J165219.76-253133.7    6.50   2 0.05   -1.93    0.27  
C    SMSS~J173823.36-145701.0    5.45   2 0.00   -2.98    0.60  
C    SMSS~J174048.48-143635.6    5.82   2 0.02   -2.61   -0.11  
C    SMSS~J174916.38-455427.5    6.22   2 0.02   -2.21    0.30  
C    SMSS~J174922.26-455103.8    6.21   2 0.01   -2.22    0.55  
C    SMSS~J175021.86-414627.2    6.03   2 0.02   -2.40    0.36  
C    SMSS~J175046.30-425506.9    6.14   2 0.06   -2.29   -0.12  
C    SMSS~J175738.37-454823.5    5.54   2 0.06   -2.89   -0.43  
C    SMSS~J183246.49-343434.2    5.10   2 0.05   -3.33   -0.33  
C    SMSS~J183753.10-380725.9    5.08   2 0.04   -3.34   -0.35  
C    SMSS~J184226.25-272602.7 <  4.25   1 0.00 < -4.18 < -0.29  
C    SMSS~J184825.29-305929.7    5.03   2 0.02   -3.40    0.25  
C    SMSS~J185628.44-231809.8    4.65   2 0.05   -3.78   -0.79  
C    SMSS~J190549.33-214945.0    5.67   2 0.08   -2.75    0.35  
C    SMSS~J190911.03-213207.5    5.47   2 0.07   -2.96   -0.56  
C    SMSS~J190931.13-214053.9    4.75   2 0.05   -3.68   -0.35  
C    SMSS~J191802.51-851523.0    5.83   2 0.03   -2.59    0.04  
C    SMSS~J193528.46-462129.6 <  4.78   1 0.02 < -3.65 < -0.26  
C    SMSS~J193617.38-790231.4    7.45   2 0.03   -0.98    0.33  
C    SMSS~J194432.13-720537.1    6.04   2 0.05   -2.38    0.05  
C    SMSS~J195614.75-320145.9    5.80   2 0.05   -2.63   -0.31  
C    SMSS~J195931.70-643529.3    5.40   2 0.10   -3.03   -0.45  
C    SMSS~J200228.85-533114.4    4.75   2 0.05   -3.68   -0.46  
C    SMSS~J200654.42-321157.7    5.85   2 0.05   -2.58    0.67  
C    SMSS~J202057.49-522417.2 <  5.08   1 0.17 < -3.35 < -0.23  
C    SMSS~J202123.89-515742.8    5.61   2 0.19   -2.82   -0.21  
C    SMSS~J205313.80-651830.6    5.90   2 0.05   -2.53    0.09  
C    SMSS~J210021.85-653627.9    6.49   2 0.00   -1.94   -0.05  
C    SMSS~J211340.44-520017.5    6.00   2 0.05   -2.43   -0.03  
C    SMSS~J215805.81-651327.2    5.40   2 0.05   -3.03    0.38  
C    SMSS~J221448.33-453949.9    5.20   2 0.05   -3.23   -0.67  
C    SMSS~J224838.41-550635.1    5.00   2 0.10   -3.43   -0.56  
C    SMSS~J224843.95-543610.1    5.85   2 0.05   -2.58   -0.20  
C    SMSS~J225851.25-265434.9    5.30   2 0.05   -3.13    0.36  
C    SMSS~J230013.16-263511.0    4.53   2 0.12   -3.90   -0.55  
C    SMSS~J230113.95-291458.2    5.78   2 0.12   -2.65   -0.12  
C    2MASS~J23203653-3637223     5.72   2 0.02   -2.71   -0.08  
C    2MASS~J23261426-3719492     6.12   2 0.08   -2.30    0.25  
Na   SMSS~J000113.96-363337.9           0                       
Na   SMSS~J001039.86-525851.4           0                       
Na   SMSS~J001952.15-525803.0    3.99   3 0.05   -2.25    0.31  
Na   SMSS~J002148.06-471132.1    2.94   1        -3.30   -0.13  
Na   SMSS~J003055.81-482011.3           0                       
Na   SMSS~J003327.36-491037.9    3.46   1        -2.78    0.58  
Na   SMSS~J004037.56-515025.2    2.58   2 0.15   -3.66    0.17  
Na   SMSS~J005953.98-594329.9    4.30   2 0.02   -1.94    1.99  
Na   SMSS~J010332.63-534654.3    3.98   2 0.07   -2.26    0.78  
Na   SMSS~J010651.91-524410.5    2.74   2 0.12   -3.50    0.29  
Na   SMSS~J010839.58-285701.5    4.19   2 0.01   -2.05    0.97  
Na   SMSS~J012147.80-495328.2           0                       
Na   SMSS~J014624.60-352457.7    4.23   2 0.02   -2.01    0.80  
Na   SMSS~J015350.94-775525.6    3.81   2 0.01   -2.43    0.19  
Na   SMSS~J015941.53-781408.7           0                       
Na   2MASS~J02031860-7930291            0                       
Na   SMSS~J020748.93-465616.4    4.28   2 0.01   -1.96    0.75  
Na   SMSS~J021323.26-495936.5    4.12   2 0.00   -2.12    0.75  
Na   SMSS~J022410.38-534659.9    3.60   2 0.15   -2.64    0.76  
Na   SMSS~J022423.27-573705.1    2.27   2 0.04   -3.98   -0.01  
Na   SMSS~J022452.58-731051.8    4.14   2 0.09   -2.10    0.46  
Na   SMSS~J022545.31-774119.9    4.12   2 0.08   -2.12    0.51  
Na   SMSS~J022756.48-684256.6    4.13   2 0.04   -2.11    0.12  
Na   SMSS~J023139.43-523957.4    4.17   2 0.01   -2.07    0.87  
Na   SMSS~J023147.96-575341.7    2.65   2 0.01   -3.59   -0.17  
Na   SMSS~J024643.28-352502.4    3.81   1        -2.43    0.94  
Na   SMSS~J024858.41-684306.4    2.54   2 0.02   -3.70    0.01  
Na   2MASS~J03084611-4747083     5.00   5 0.01   -1.24    0.32  
Na   SMSS~J031556.09-473442.1    2.98   1        -3.26   -0.00  
Na   SMSS~J032132.29-363123.6    3.41   2 0.11   -2.83    0.57  
Na   SMSS~J033005.90-681352.5    3.53   1        -2.71    0.73  
Na   SMSS~J034249.53-284216.0    3.62   2 0.08   -2.62   -0.29  
Na   SMSS~J040148.04-743537.3    3.62   2 0.06   -2.62    0.47  
Na   SMSS~J041957.56-493818.3    3.71   2 0.07   -2.53    0.44  
Na   SMSS~J051008.62-372019.8    3.80   2 0.03   -2.44    0.76  
Na   SMSS~J055746.51-575057.4    4.11   2 0.04   -2.13    0.37  
Na   SMSS~J061725.30-600740.6    3.94   2 0.02   -2.31    0.41  
Na   SMSS~J062609.83-590503.2    3.76   2 0.01   -2.48    0.29  
Na   SMSS~J063447.15-622355.0    3.28   2 0.03   -2.96    0.44  
Na   SMSS~J064349.43-653038.6    4.00   2 0.05   -2.25    0.24  
Na   SMSS~J065014.40-614328.0    3.34   2 0.01   -2.90    0.29  
Na   SMSS~J070257.95-600422.4    4.22   2 0.02   -2.02    0.61  
Na   SMSS~J080050.54-724620.6    4.42   1        -1.82    0.26  
Na   SMSS~J085924.06-120104.9    3.37   2 0.01   -2.88    0.76  
Na   SMSS~J090247.43-122755.0    4.31   2 0.03   -1.93    0.47  
Na   SMSS~J091210.40-064427.9    3.95   2 0.11   -2.29    0.35  
Na   SMSS~J093209.41-003435.8    3.50   2 0.10   -2.74    0.37  
Na   2MASS~J09380777-0600392     3.33   2 0.00   -2.92   -0.24  
Na   SMSS~J093829.27-070520.9    4.26   2 0.07   -1.98    0.36  
Na   SMSS~J094029.05-060935.0    4.03   2 0.26   -2.21    0.97  
Na   SMSS~J094755.04-102724.7    3.69   2 0.04   -2.55    0.44  
Na   SMSS~J095120.49-401431.3    5.17   2 0.04   -1.08    0.40  
Na   SMSS~J100251.13-000152.1    4.08   2 0.10   -2.17    0.46  
Na   2MASS~J10242264-2904203     3.54   2 0.11   -2.70    0.44  
Na   2MASS~J10275895-3006391     3.79   1        -2.45    0.51  
Na   2MASS~J10283035-2951115     4.47   2 0.08   -1.77    0.62  
Na   2MASS~J10294248-0103238     4.12   2 0.04   -2.12    0.26  
Na   SMSS~J105320.99-435300.1    4.53   1        -1.71    0.15  
Na   SMSS~J105438.86-435819.9    4.45   2 0.04   -1.79    0.18  
Na   SMSS~J110850.60-080034.7    3.37   1        -2.87    0.03  
Na   SMSS~J121353.63-441911.2    4.14   1        -2.10    0.49  
Na   SMSS~J121716.48-442510.2    4.37   2 0.03   -1.87    0.23  
Na   SMSS~J122455.61-151134.0    3.90   1        -2.34    0.28  
Na   SMSS~J123158.00-162317.6    4.02   2 0.02   -2.22    0.40  
Na   SMSS~J123246.06-054559.1    3.66   1        -2.58    0.45  
Na   SMSS~J125115.37-331448.1           0                       
Na   SMSS~J125125.64-340343.4    4.12   2 0.14   -2.12    0.39  
Na   SMSS~J125451.18-334440.3    3.83   2 0.04   -2.41    0.40  
Na   SMSS~J125804.65-335045.1    3.33   2 0.03   -2.91    0.53  
Na   SMSS~J130537.01-294438.3    4.10   2 0.04   -2.14    0.21  
Na   SMSS~J133013.61-434632.4    4.25   2 0.05   -1.99    0.55  
Na   SMSS~J133532.32-210632.9    4.13   2 0.04   -2.11    0.62  
Na   SMSS~J135217.78-151405.7    4.01   2 0.04   -2.23    0.33  
Na   SMSS~J135625.09-161538.7    3.75   1        -2.49    0.27  
Na   SMSS~J135819.95-150937.4    4.08   2 0.04   -2.17    0.42  
Na   SMSS~J141547.72-414034.0    4.21   2 0.04   -2.03    0.23  
Na   SMSS~J143511.34-420326.5    3.51   2 0.01   -2.73    0.42  
Na   SMSS~J151101.05-182103.0           0                       
Na   SMSS~J151450.18-182946.0           0                       
Na   SMSS~J155430.57-263904.8    4.10   1        -2.14    0.47  
Na   SMSS~J155628.74-165533.4    3.84   2 0.01   -2.40    0.39  
Na   SMSS~J160447.75-293146.7    3.96   2 0.06   -2.28    0.38  
Na   SMSS~J164921.94-041943.9    4.49   2 0.03   -1.75    0.49  
Na   SMSS~J165023.82-252948.7    4.35   1        -1.89    0.59  
Na   SMSS~J165219.76-253133.7    4.36   4 0.05   -1.88    0.32  
Na   SMSS~J173823.36-145701.0    3.29   2 0.01   -2.96    0.62  
Na   SMSS~J174048.48-143635.6    3.93   1        -2.31    0.19  
Na   SMSS~J174916.38-455427.5    4.03   2 0.01   -2.21    0.30  
Na   SMSS~J174922.26-455103.8    3.99   2 0.01   -2.25    0.51  
Na   SMSS~J175021.86-414627.2    3.84   2 0.01   -2.40    0.36  
Na   SMSS~J175046.30-425506.9    4.22   2 0.02   -2.02    0.15  
Na   SMSS~J175738.37-454823.5    4.05   2 0.03   -2.19    0.27  
Na   SMSS~J183246.49-343434.2    3.72   2 0.02   -2.52    0.48  
Na   SMSS~J183753.10-380725.9    3.54   2 0.01   -2.71    0.29  
Na   SMSS~J184226.25-272602.7    2.56   1        -3.68    0.21  
Na   SMSS~J184825.29-305929.7    3.00   2 0.03   -3.25    0.40  
Na   SMSS~J185628.44-231809.8    3.97   2 0.03   -2.27    0.72  
Na   SMSS~J190549.33-214945.0    3.58   2 0.04   -2.66    0.46  
Na   SMSS~J190911.03-213207.5           0                       
Na   SMSS~J190931.13-214053.9    2.88   2 0.00   -3.37   -0.03  
Na   SMSS~J191802.51-851523.0    4.23   2 0.03   -2.01    0.62  
Na   SMSS~J193528.46-462129.6    3.76   2 0.07   -2.48    0.91  
Na   SMSS~J193617.38-790231.4    4.85   3 0.09   -1.39   -0.10  
Na   SMSS~J194432.13-720537.1    4.16   2 0.00   -2.08    0.35  
Na   SMSS~J195614.75-320145.9    5.03   2 0.06   -1.21    1.10  
Na   SMSS~J195931.70-643529.3    4.13   2 0.02   -2.11    0.47  
Na   SMSS~J200228.85-533114.4    3.65   2 0.17   -2.60    0.62  
Na   SMSS~J200654.42-321157.7    2.75   2 0.04   -3.49   -0.23  
Na   SMSS~J202057.49-522417.2    3.88   2 0.16   -2.36    0.76  
Na   SMSS~J202123.89-515742.8    3.76   2 0.01   -2.48    0.13  
Na   SMSS~J205313.80-651830.6    4.40   2 0.04   -1.84    0.78  
Na   SMSS~J210021.85-653627.9    4.44   2 0.02   -1.80    0.09  
Na   SMSS~J211340.44-520017.5    4.33   2 0.01   -1.91    0.49  
Na   SMSS~J215805.81-651327.2    4.57   2 0.02   -1.67    1.75  
Na   SMSS~J221448.33-453949.9    4.00   2 0.04   -2.25    0.31  
Na   SMSS~J224838.41-550635.1    3.92   2 0.04   -2.33    0.55  
Na   SMSS~J224843.95-543610.1    4.14   2 0.05   -2.10    0.28  
Na   SMSS~J225851.25-265434.9    2.81   2 0.06   -3.43    0.06  
Na   SMSS~J230013.16-263511.0    3.47   2 0.07   -2.77    0.59  
Na   SMSS~J230113.95-291458.2    3.75   2 0.06   -2.50    0.03  
Na   2MASS~J23203653-3637223     4.23   2 0.00   -2.01    0.62  
Na   2MASS~J23261426-3719492     4.05   2 0.03   -2.19    0.36  
Mg   SMSS~J000113.96-363337.9    5.69   6 0.09   -1.91    0.42  
Mg   SMSS~J001039.86-525851.4    5.61   6 0.10   -1.99    0.32  
Mg   SMSS~J001952.15-525803.0    5.54   4 0.14   -2.06    0.50  
Mg   SMSS~J002148.06-471132.1    4.86   4 0.09   -2.74    0.43  
Mg   SMSS~J003055.81-482011.3    5.51   6 0.11   -2.09    0.44  
Mg   SMSS~J003327.36-491037.9    4.79   6 0.08   -2.81    0.56  
Mg   SMSS~J004037.56-515025.2    4.36   4 0.07   -3.24    0.59  
Mg   SMSS~J005953.98-594329.9    4.28   6 0.10   -3.32    0.60  
Mg   SMSS~J010332.63-534654.3    4.99   5 0.06   -2.61    0.42  
Mg   SMSS~J010651.91-524410.5    4.37   4 0.12   -3.23    0.57  
Mg   SMSS~J010839.58-285701.5    5.03   5 0.05   -2.57    0.45  
Mg   SMSS~J012147.80-495328.2    5.85   4 0.11   -1.75   -0.16  
Mg   SMSS~J014624.60-352457.7    5.21   6 0.05   -2.39    0.42  
Mg   SMSS~J015350.94-775525.6    5.84   5 0.09   -1.76    0.86  
Mg   SMSS~J015941.53-781408.7    5.05   5 0.08   -2.55    0.56  
Mg   2MASS~J02031860-7930291     5.09   5 0.03   -2.51    0.51  
Mg   SMSS~J020748.93-465616.4    5.38   6 0.10   -2.22    0.49  
Mg   SMSS~J021323.26-495936.5    5.24   6 0.11   -2.36    0.51  
Mg   SMSS~J022410.38-534659.9    4.78   6 0.11   -2.82    0.58  
Mg   SMSS~J022423.27-573705.1    4.25   5 0.10   -3.35    0.62  
Mg   SMSS~J022452.58-731051.8    5.61   4 0.14   -1.99    0.56  
Mg   SMSS~J022545.31-774119.9    5.29   3 0.07   -2.31    0.33  
Mg   SMSS~J022756.48-684256.6    5.47  11 0.14   -2.13    0.09  
Mg   SMSS~J023139.43-523957.4    5.34   5 0.08   -2.26    0.68  
Mg   SMSS~J023147.96-575341.7    4.47   3 0.10   -3.13    0.29  
Mg   SMSS~J024643.28-352502.4    4.87   5 0.09   -2.73    0.64  
Mg   SMSS~J024858.41-684306.4    4.46   7 0.09   -3.14    0.57  
Mg   2MASS~J03084611-4747083     6.44   3 0.16   -1.16    0.40  
Mg   SMSS~J031556.09-473442.1    4.82   4 0.10   -2.78    0.47  
Mg   SMSS~J032132.29-363123.6    4.75   5 0.15   -2.85    0.55  
Mg   SMSS~J033005.90-681352.5    4.79   6 0.08   -2.81    0.63  
Mg   SMSS~J034249.53-284216.0    5.10   6 0.08   -2.50   -0.17  
Mg   SMSS~J040148.04-743537.3    5.00   7 0.09   -2.60    0.49  
Mg   SMSS~J041957.56-493818.3    5.03   6 0.13   -2.57    0.40  
Mg   SMSS~J051008.62-372019.8    5.01   6 0.11   -2.58    0.61  
Mg   SMSS~J055746.51-575057.4    5.49  10 0.10   -2.11    0.39  
Mg   SMSS~J061725.30-600740.6    5.28  10 0.10   -2.32    0.40  
Mg   SMSS~J062609.83-590503.2    5.07  11 0.11   -2.53    0.24  
Mg   SMSS~J063447.15-622355.0    4.81  10 0.14   -2.79    0.61  
Mg   SMSS~J064349.43-653038.6    5.43  11 0.09   -2.17    0.31  
Mg   SMSS~J065014.40-614328.0    5.02  10 0.14   -2.58    0.60  
Mg   SMSS~J070257.95-600422.4    5.43  11 0.12   -2.17    0.45  
Mg   SMSS~J080050.54-724620.6    5.91   9 0.11   -1.69    0.39  
Mg   SMSS~J085924.06-120104.9    4.58   8 0.12   -3.02    0.61  
Mg   SMSS~J090247.43-122755.0    5.63   9 0.11   -1.97    0.43  
Mg   SMSS~J091210.40-064427.9    5.29   4 0.04   -2.31    0.33  
Mg   SMSS~J093209.41-003435.8    5.00   3 0.05   -2.60    0.51  
Mg   2MASS~J09380777-0600392     5.14   3 0.12   -2.46    0.21  
Mg   SMSS~J093829.27-070520.9    5.32   2 0.09   -2.28    0.06  
Mg   SMSS~J094029.05-060935.0    4.87   5 0.13   -2.73    0.45  
Mg   SMSS~J094755.04-102724.7    5.07   5 0.08   -2.53    0.46  
Mg   SMSS~J095120.49-401431.3    6.58   6 0.08   -1.02    0.46  
Mg   SMSS~J100251.13-000152.1    5.30   5 0.08   -2.30    0.32  
Mg   2MASS~J10242264-2904203     4.90   4 0.10   -2.70    0.43  
Mg   2MASS~J10275895-3006391     4.99   3 0.07   -2.61    0.35  
Mg   2MASS~J10283035-2951115     5.59   1        -2.01    0.38  
Mg   2MASS~J10294248-0103238     5.59   4 0.07   -2.00    0.38  
Mg   SMSS~J105320.99-435300.1    5.84  11 0.12   -1.76    0.10  
Mg   SMSS~J105438.86-435819.9    6.10   8 0.12   -1.50    0.48  
Mg   SMSS~J110850.60-080034.7    5.07   5 0.05   -2.53    0.36  
Mg   SMSS~J121353.63-441911.2    5.47  10 0.10   -2.13    0.46  
Mg   SMSS~J121716.48-442510.2    5.74  10 0.08   -1.86    0.24  
Mg   SMSS~J122455.61-151134.0    5.42   5 0.15   -2.18    0.44  
Mg   SMSS~J123158.00-162317.6    5.42   8 0.11   -2.18    0.45  
Mg   SMSS~J123246.06-054559.1    5.13   8 0.07   -2.47    0.56  
Mg   SMSS~J125115.37-331448.1    5.33   4 0.09   -2.27    0.38  
Mg   SMSS~J125125.64-340343.4    5.48   4 0.15   -2.12    0.40  
Mg   SMSS~J125451.18-334440.3    5.36   4 0.08   -2.24    0.56  
Mg   SMSS~J125804.65-335045.1    4.70   8 0.10   -2.90    0.53  
Mg   SMSS~J130537.01-294438.3    5.55  10 0.11   -2.04    0.31  
Mg   SMSS~J133013.61-434632.4    5.51  11 0.10   -2.09    0.45  
Mg   SMSS~J133532.32-210632.9    5.39  10 0.09   -2.21    0.52  
Mg   SMSS~J135217.78-151405.7    5.46   6 0.07   -2.14    0.41  
Mg   SMSS~J135625.09-161538.7    5.25   5 0.08   -2.35    0.41  
Mg   SMSS~J135819.95-150937.4    5.36   9 0.13   -2.24    0.35  
Mg   SMSS~J141547.72-414034.0    5.30   9 0.11   -2.30   -0.05  
Mg   SMSS~J143511.34-420326.5    4.94  10 0.10   -2.66    0.49  
Mg   SMSS~J151101.05-182103.0    5.29   4 0.13   -2.31    0.40  
Mg   SMSS~J151450.18-182946.0    5.32   4 0.08   -2.28    0.45  
Mg   SMSS~J155430.57-263904.8    5.31  12 0.13   -2.29    0.33  
Mg   SMSS~J155628.74-165533.4    5.33  11 0.12   -2.27    0.52  
Mg   SMSS~J160447.75-293146.7    5.60   8 0.10   -2.00    0.65  
Mg   SMSS~J164921.94-041943.9    5.86  10 0.09   -1.74    0.49  
Mg   SMSS~J165023.82-252948.7    5.43  10 0.13   -2.17    0.30  
Mg   SMSS~J165219.76-253133.7    5.73  10 0.08   -1.87    0.34  
Mg   SMSS~J173823.36-145701.0    4.46   7 0.08   -3.14    0.43  
Mg   SMSS~J174048.48-143635.6    5.33   8 0.09   -2.27    0.23  
Mg   SMSS~J174916.38-455427.5    5.36   9 0.12   -2.24    0.28  
Mg   SMSS~J174922.26-455103.8    5.30   8 0.10   -2.30    0.47  
Mg   SMSS~J175021.86-414627.2    5.17   9 0.11   -2.43    0.33  
Mg   SMSS~J175046.30-425506.9    5.67   9 0.10   -1.93    0.24  
Mg   SMSS~J175738.37-454823.5    5.52   8 0.12   -2.08    0.39  
Mg   SMSS~J183246.49-343434.2    5.11  11 0.10   -2.49    0.51  
Mg   SMSS~J183753.10-380725.9    5.13  10 0.13   -2.47    0.52  
Mg   SMSS~J184226.25-272602.7    4.33   9 0.09   -3.27    0.63  
Mg   SMSS~J184825.29-305929.7    4.45   8 0.13   -3.15    0.49  
Mg   SMSS~J185628.44-231809.8    5.08  10 0.15   -2.52    0.46  
Mg   SMSS~J190549.33-214945.0    4.94  10 0.10   -2.66    0.45  
Mg   SMSS~J190911.03-213207.5    5.64  12 0.14   -1.96    0.44  
Mg   SMSS~J190931.13-214053.9    4.61   6 0.09   -2.99    0.34  
Mg   SMSS~J191802.51-851523.0    5.19   5 0.08   -2.41    0.21  
Mg   SMSS~J193528.46-462129.6    4.88   8 0.11   -2.71    0.68  
Mg   SMSS~J193617.38-790231.4    6.47   5 0.09   -1.13    0.16  
Mg   SMSS~J194432.13-720537.1    5.59   7 0.14   -2.01    0.42  
Mg   SMSS~J195614.75-320145.9    5.82   6 0.13   -1.78    0.54  
Mg   SMSS~J195931.70-643529.3    5.59   7 0.10   -2.01    0.57  
