
Name,Simbad_Identifier,System,Loc,RA_hms,DEC_dms,Vmag,Jmag,Hmag,Kmag,Gmag,Teff,logg,Fe/H,Vmic,Vel
DES J033523-540407,DES J033523-540407,Reticulum II,UF,03:35:23.85,-54:04:07.5,16.04,14.12,13.61,13.49,15.61,50,0.1,0.15,0.2,67.05
