Name,Simbad_Identifier,RA_hms,DEC_dms,System,Teff,logg,M/H,Vmic,Teff_NLTE,logg_NLTE,M/H_NLTE,Vmic_NLTE
2MASS J18082002-5104378,UCAC4 195-177220,18:08:20.03,-51:04:37.88,SASS,5233,2.80,-4.01,1.35,5665,3.34,-3.85,1.52
