ID,Wave,Species,ExPot,log(gf),EW,f_EW,logX
2MASS~J10283035-2951115,4678.846,26.0,3.6,-0.83,28.9,,5.06
2MASS~J10283035-2951115,4707.274,26.0,3.24,-1.08,41.6,,5.12
2MASS~J10283035-2951115,4872.137,26.0,2.88,-0.567,87.1,,4.91
2MASS~J10283035-2951115,4891.492,26.0,2.85,-0.111,108.4,,4.8
2MASS~J10283035-2951115,4903.31,26.0,2.88,-0.926,76.6,,5.08
2MASS~J10283035-2951115,4923.93,26.1,2.89,-1.32,112.3,,4.77
2MASS~J10283035-2951115,4994.13,26.0,0.92,-2.969,109.2,,5.25
2MASS~J10283035-2951115,4999.5,22.0,0.83,0.306,79.6,,2.76
2MASS~J10283035-2951115,5123.72,26.0,1.01,-3.058,84.2,,5.0
2MASS~J10283035-2951115,5142.929,26.0,0.96,-3.08,108.9,,5.38
2MASS~J10283035-2951115,5194.942,26.0,1.56,-2.021,103.8,,4.98
2MASS~J10283035-2951115,5206.04,24.0,0.94,0.02,94.4,,2.61
2MASS~J10283035-2951115,5208.419,24.0,0.94,0.16,86.4,,2.34
2MASS~J10283035-2951115,5234.63,26.1,3.22,-2.18,62.6,,5.13
2MASS~J10283035-2951115,5328.531,26.0,1.56,-1.85,133.3,,5.32
2MASS~J10283035-2951115,5476.9,28.0,1.83,-0.89,87.2,,3.59
2MASS~J10283035-2951115,5501.465,26.0,0.96,-3.046,114.5,,5.39
2MASS~J10283035-2951115,5588.76,20.0,2.52,0.21,74.6,,4.28
2MASS~J10283035-2951115,5889.95,11.0,0.0,0.108,262.7,,4.56
2MASS~J10283035-2951115,5895.924,11.0,0.0,-0.194,211.6,,4.39
2MASS~J10283035-2951115,6122.22,20.0,1.89,-0.315,100.1,,4.42
2MASS~J10283035-2951115,6213.429,26.0,2.22,-2.481,41.9,,5.19
2MASS~J10283035-2951115,6219.28,26.0,2.2,-2.448,46.9,,5.22
2MASS~J10283035-2951115,6230.723,26.0,2.56,-1.276,71.3,,4.85
2MASS~J10283035-2951115,6252.555,26.0,2.4,-1.687,65.7,,4.98
2MASS~J10283035-2951115,6335.33,26.0,2.2,-2.18,73.4,,5.33
2MASS~J10283035-2951115,6393.601,26.0,2.43,-1.576,85.5,,5.2
2MASS~J10283035-2951115,6421.35,26.0,2.28,-2.014,62.0,,5.09
2MASS~J10283035-2951115,6494.98,26.0,2.4,-1.239,112.7,,5.25
2MASS~J10283035-2951115,6496.896,56.1,0.6,-0.369,66.4,,-0.96
2MASS~J10283035-2951115,6592.912,26.0,2.73,-1.473,74.1,,5.27
2MASS~J10283035-2951115,6677.986,26.0,2.69,-1.418,73.7,,5.16
2MASS~J10294248-0103238,3765.539,26.0,3.24,0.482,105.4,,4.98
2MASS~J10294248-0103238,3786.677,26.0,1.01,-2.185,112.6,,5.04
2MASS~J10294248-0103238,3805.343,26.0,3.3,0.313,81.1,,4.63
2MASS~J10294248-0103238,3842.047,27.0,0.92,-0.77,77.6,,2.54
2MASS~J10294248-0103238,3845.169,26.0,2.42,-1.39,64.6,,4.89
2MASS~J10294248-0103238,3845.468,27.0,0.92,0.01,113.8,,2.58
2MASS~J10294248-0103238,3846.8,26.0,3.25,-0.02,77.5,,4.8
2MASS~J10294248-0103238,3852.573,26.0,2.18,-1.18,88.9,,4.91
2MASS~J10294248-0103238,3881.869,27.0,0.58,-1.13,79.4,,2.5
2MASS~J10294248-0103238,3882.291,22.1,1.12,-1.71,80.7,,2.68
2MASS~J10294248-0103238,3961.52,13.0,0.01,-0.34,136.1,,2.95
2MASS~J10294248-0103238,3989.76,22.0,0.02,-0.062,103.1,,2.77
2MASS~J10294248-0103238,3998.64,22.0,0.05,0.01,96.9,,2.59
2MASS~J10294248-0103238,4008.928,22.0,0.02,-1.016,59.1,,2.84
2MASS~J10294248-0103238,4014.531,26.0,3.05,-0.59,76.8,,5.07
2MASS~J10294248-0103238,4021.866,26.0,2.76,-0.73,81.5,,4.97
2MASS~J10294248-0103238,4025.12,22.1,0.61,-1.98,97.4,,2.62
2MASS~J10294248-0103238,4028.338,22.1,1.89,-0.96,86.7,,2.97
2MASS~J10294248-0103238,4030.753,25.0,0.0,-0.497,,s,2.44
2MASS~J10294248-0103238,4033.062,25.0,0.0,-0.647,,s,2.34
2MASS~J10294248-0103238,4034.483,25.0,0.0,-0.843,,s,2.34
2MASS~J10294248-0103238,4044.609,26.0,2.83,-1.22,49.9,,4.92
2MASS~J10294248-0103238,4058.217,26.0,3.21,-1.11,45.8,,5.19
2MASS~J10294248-0103238,4067.271,26.0,2.56,-1.419,61.0,,4.99
2MASS~J10294248-0103238,4067.978,26.0,3.21,-0.47,63.1,,4.87
2MASS~J10294248-0103238,4070.769,26.0,3.24,-0.79,43.0,,4.86
2MASS~J10294248-0103238,4077.714,38.1,0.0,0.167,,s,-0.23
2MASS~J10294248-0103238,4079.838,26.0,2.86,-1.36,35.8,,4.84
2MASS~J10294248-0103238,4102.936,14.0,1.91,-3.14,107.6,,5.61
2MASS~J10294248-0103238,4109.057,26.0,3.29,-1.56,28.5,,5.4
2MASS~J10294248-0103238,4109.802,26.0,2.85,-0.94,60.0,,4.84
2MASS~J10294248-0103238,4110.532,27.0,1.05,-1.08,58.9,,2.6
2MASS~J10294248-0103238,4114.445,26.0,2.83,-1.303,50.8,,5.01
2MASS~J10294248-0103238,4120.207,26.0,2.99,-1.27,44.0,,5.05
2MASS~J10294248-0103238,4121.318,27.0,0.92,-0.32,106.3,,2.64
2MASS~J10294248-0103238,4129.72,63.1,0.0,0.22,,s,-1.65
2MASS~J10294248-0103238,4132.899,26.0,2.85,-1.01,66.8,,5.04
2MASS~J10294248-0103238,4134.678,26.0,2.83,-0.649,84.4,,5.01
2MASS~J10294248-0103238,4143.414,26.0,3.05,-0.2,87.7,,4.88
2MASS~J10294248-0103238,4147.669,26.0,1.48,-2.071,90.7,,4.87
2MASS~J10294248-0103238,4152.169,26.0,0.96,-3.232,94.7,,5.47
2MASS~J10294248-0103238,4153.899,26.0,3.4,-0.32,67.1,,5.01
2MASS~J10294248-0103238,4154.498,26.0,2.83,-0.688,69.5,,4.74
2MASS~J10294248-0103238,4154.805,26.0,3.37,-0.4,61.5,,4.94
2MASS~J10294248-0103238,4156.799,26.0,2.83,-0.808,79.1,,5.04
2MASS~J10294248-0103238,4157.78,26.0,3.42,-0.403,53.3,,4.86
2MASS~J10294248-0103238,4158.793,26.0,3.43,-0.67,32.5,,4.76
2MASS~J10294248-0103238,4161.527,22.1,1.08,-2.16,74.3,,2.89
2MASS~J10294248-0103238,4163.634,22.1,2.59,-0.4,62.3,,2.75
2MASS~J10294248-0103238,4167.271,12.0,4.35,-0.71,69.2,,5.48
2MASS~J10294248-0103238,4174.913,26.0,0.91,-2.938,111.5,,5.47
2MASS~J10294248-0103238,4175.636,26.0,2.85,-0.827,83.9,,5.19
2MASS~J10294248-0103238,4178.86,26.1,2.58,-2.51,60.9,,4.75
2MASS~J10294248-0103238,4181.755,26.0,2.83,-0.371,101.0,,5.08
2MASS~J10294248-0103238,4182.382,26.0,3.02,-1.18,48.7,,5.08
2MASS~J10294248-0103238,4184.309,22.1,1.08,-2.51,59.5,,2.98
2MASS~J10294248-0103238,4184.892,26.0,2.83,-0.869,71.2,,4.95
2MASS~J10294248-0103238,4187.039,26.0,2.45,-0.514,102.5,,4.77
2MASS~J10294248-0103238,4187.795,26.0,2.42,-0.51,109.8,,4.89
2MASS~J10294248-0103238,4191.43,26.0,2.47,-0.666,100.3,,4.9
2MASS~J10294248-0103238,4195.329,26.0,3.33,-0.492,53.3,,4.84
2MASS~J10294248-0103238,4196.208,26.0,3.4,-0.7,42.8,,4.95
2MASS~J10294248-0103238,4199.095,26.0,3.05,0.156,95.2,,4.69
2MASS~J10294248-0103238,4215.524,38.1,0.0,-0.17,,s,-0.3
2MASS~J10294248-0103238,4217.545,26.0,3.43,-0.484,44.0,,4.78
2MASS~J10294248-0103238,4246.82,21.1,0.315,0.241,,s,0.6
2MASS~J10294248-0103238,4260.474,26.0,2.4,0.077,132.0,,4.7
2MASS~J10294248-0103238,4271.154,26.0,2.45,-0.337,128.0,,5.1
2MASS~J10294248-0103238,4283.01,20.0,1.89,-0.224,88.4,,4.33
2MASS~J10294248-0103238,4289.72,24.0,0.0,-0.37,131.7,,2.76
2MASS~J10294248-0103238,4290.219,22.1,1.16,-0.93,132.3,,2.92
2MASS~J10294248-0103238,4318.65,20.0,1.89,-0.21,77.0,,4.09
2MASS~J10294248-0103238,4337.046,26.0,1.56,-1.695,106.6,,4.9
2MASS~J10294248-0103238,4352.735,26.0,2.22,-1.29,104.3,,5.27
2MASS~J10294248-0103238,4388.407,26.0,3.6,-0.681,24.2,,4.78
2MASS~J10294248-0103238,4394.059,22.1,1.22,-1.78,84.0,,2.82
2MASS~J10294248-0103238,4395.839,22.1,1.24,-1.93,69.8,,2.74
2MASS~J10294248-0103238,4399.765,22.1,1.24,-1.19,112.9,,2.84
2MASS~J10294248-0103238,4416.817,26.1,2.78,-2.6,53.9,,4.94
2MASS~J10294248-0103238,4417.714,22.1,1.17,-1.19,115.1,,2.79
2MASS~J10294248-0103238,4418.331,22.1,1.24,-1.97,72.2,,2.82
2MASS~J10294248-0103238,4422.568,26.0,2.85,-1.11,66.4,,5.08
2MASS~J10294248-0103238,4425.44,20.0,1.88,-0.358,79.0,,4.25
2MASS~J10294248-0103238,4430.614,26.0,2.22,-1.659,78.9,,5.09
2MASS~J10294248-0103238,4442.339,26.0,2.2,-1.228,104.6,,5.16
2MASS~J10294248-0103238,4443.194,26.0,2.86,-1.043,62.8,,4.96
2MASS~J10294248-0103238,4443.801,22.1,1.08,-0.72,139.4,,2.69
2MASS~J10294248-0103238,4444.554,22.1,1.12,-2.24,69.8,,2.89
2MASS~J10294248-0103238,4447.717,26.0,2.22,-1.339,85.5,,4.89
2MASS~J10294248-0103238,4450.482,22.1,1.08,-1.52,108.6,,2.85
2MASS~J10294248-0103238,4454.381,26.0,2.83,-1.3,39.2,,4.77
2MASS~J10294248-0103238,4454.78,20.0,1.9,0.26,109.2,,4.25
2MASS~J10294248-0103238,4455.89,20.0,1.9,-0.53,65.5,,4.19
2MASS~J10294248-0103238,4464.448,22.1,1.16,-1.81,87.1,,2.82
2MASS~J10294248-0103238,4470.853,22.1,1.17,-2.02,76.2,,2.85
2MASS~J10294248-0103238,4476.019,26.0,2.85,-0.82,90.1,,5.25
2MASS~J10294248-0103238,4484.22,26.0,3.6,-0.86,36.0,,5.2
2MASS~J10294248-0103238,4489.185,26.1,2.83,-2.97,44.4,,5.2
2MASS~J10294248-0103238,4489.739,26.0,0.12,-3.899,100.1,,5.08
2MASS~J10294248-0103238,4493.522,22.1,1.08,-3.02,35.5,,3.05
2MASS~J10294248-0103238,4501.27,22.1,1.12,-0.77,139.9,,2.78
2MASS~J10294248-0103238,4508.283,26.1,2.86,-2.58,65.1,,5.2
2MASS~J10294248-0103238,4512.73,22.0,0.84,-0.424,29.4,,2.67
2MASS~J10294248-0103238,4515.34,26.1,2.84,-2.6,61.3,,5.13
2MASS~J10294248-0103238,4518.02,22.0,0.83,-0.269,40.9,,2.72
2MASS~J10294248-0103238,4520.224,26.1,2.81,-2.6,56.3,,5.01
2MASS~J10294248-0103238,4528.614,26.0,2.18,-0.822,137.0,,5.36
2MASS~J10294248-0103238,4531.148,26.0,1.48,-2.101,108.6,,5.18
2MASS~J10294248-0103238,4534.78,22.0,0.84,0.336,65.5,,2.53
2MASS~J10294248-0103238,4535.567,22.0,0.83,0.12,58.1,,2.61
2MASS~J10294248-0103238,4541.523,26.1,2.86,-3.05,38.9,,5.21
2MASS~J10294248-0103238,4544.687,22.0,0.82,-0.52,34.3,,2.84
2MASS~J10294248-0103238,4548.76,22.0,0.83,-0.298,35.6,,2.65
2MASS~J10294248-0103238,4554.033,56.1,0.0,0.163,,s,-0.48
2MASS~J10294248-0103238,4555.49,22.0,0.85,-0.432,28.1,,2.66
2MASS~J10294248-0103238,4555.89,26.1,2.83,-2.4,78.3,,5.23
2MASS~J10294248-0103238,4558.594,24.1,4.07,-0.656,39.7,,3.46
2MASS~J10294248-0103238,4563.77,22.1,1.22,-0.96,130.8,,2.89
2MASS~J10294248-0103238,4571.096,12.0,0.0,-5.688,102.4,,5.63
2MASS~J10294248-0103238,4571.971,22.1,1.57,-0.32,140.1,,2.88
2MASS~J10294248-0103238,4580.056,24.0,0.94,-1.65,27.4,,3.17
2MASS~J10294248-0103238,4583.84,26.1,2.81,-1.93,100.5,,5.18
2MASS~J10294248-0103238,4588.142,24.1,4.07,-0.826,28.5,,3.4
2MASS~J10294248-0103238,4589.915,22.1,1.24,-1.79,95.1,,3.02
2MASS~J10294248-0103238,4592.651,26.0,1.56,-2.462,93.7,,5.33
2MASS~J10294248-0103238,4595.359,26.0,3.29,-1.758,11.9,,5.11
2MASS~J10294248-0103238,4600.752,24.0,1.0,-1.26,33.4,,2.97
2MASS~J10294248-0103238,4602.941,26.0,1.49,-2.208,105.4,,5.21
2MASS~J10294248-0103238,4616.137,24.0,0.98,-1.19,39.6,,2.98
2MASS~J10294248-0103238,4626.188,24.0,0.97,-1.32,35.0,,3.02
2MASS~J10294248-0103238,4630.12,26.0,2.28,-2.587,35.3,,5.31
2MASS~J10294248-0103238,4632.912,26.0,1.61,-2.913,57.2,,5.18
2MASS~J10294248-0103238,4636.32,22.1,1.16,-3.02,20.6,,2.82
2MASS~J10294248-0103238,4646.15,24.0,1.03,-0.74,51.2,,2.79
2MASS~J10294248-0103238,4647.434,26.0,2.95,-1.351,52.2,,5.18
2MASS~J10294248-0103238,4648.659,28.0,3.42,-0.16,20.4,,3.65
2MASS~J10294248-0103238,4651.28,24.0,0.98,-1.46,23.4,,2.93
2MASS~J10294248-0103238,4652.158,24.0,1.0,-1.03,44.5,,2.93
2MASS~J10294248-0103238,4656.47,22.0,0.0,-1.289,41.5,,2.71
2MASS~J10294248-0103238,4657.2,22.1,1.24,-2.24,60.8,,2.87
2MASS~J10294248-0103238,4678.846,26.0,3.6,-0.83,30.2,,5.04
2MASS~J10294248-0103238,4681.91,22.0,0.05,-1.015,55.3,,2.71
2MASS~J10294248-0103238,4691.411,26.0,2.99,-1.52,45.7,,5.28
2MASS~J10294248-0103238,4702.99,12.0,4.33,-0.38,101.1,,5.59
2MASS~J10294248-0103238,4707.274,26.0,3.24,-1.08,54.3,,5.29
2MASS~J10294248-0103238,4708.662,22.1,1.24,-2.34,55.2,,2.87
2MASS~J10294248-0103238,4710.283,26.0,3.02,-1.61,32.3,,5.17
2MASS~J10294248-0103238,4733.591,26.0,1.49,-2.988,66.6,,5.25
2MASS~J10294248-0103238,4736.772,26.0,3.21,-0.752,64.8,,5.09
2MASS~J10294248-0103238,4779.979,22.1,2.05,-1.37,52.7,,2.85
2MASS~J10294248-0103238,4786.806,26.0,3.0,-1.606,28.5,,5.06
2MASS~J10294248-0103238,4789.65,26.0,3.53,-0.957,25.0,,4.97
2MASS~J10294248-0103238,4798.532,22.1,1.08,-2.68,54.8,,3.0
2MASS~J10294248-0103238,4805.089,22.1,2.06,-1.1,66.1,,2.81
2MASS~J10294248-0103238,4810.528,30.0,4.08,-0.137,23.0,,2.06
2MASS~J10294248-0103238,4823.528,25.0,2.32,0.144,35.6,,2.44
2MASS~J10294248-0103238,4840.87,22.0,0.9,-0.453,20.4,,2.55
2MASS~J10294248-0103238,4859.741,26.0,2.88,-0.76,79.5,,4.95
2MASS~J10294248-0103238,4865.61,22.1,1.12,-2.81,40.7,,2.95
2MASS~J10294248-0103238,4871.318,26.0,2.87,-0.362,101.2,,4.95
2MASS~J10294248-0103238,4872.137,26.0,2.88,-0.567,89.9,,4.95
2MASS~J10294248-0103238,4890.755,26.0,2.88,-0.394,98.6,,4.94
2MASS~J10294248-0103238,4891.492,26.0,2.85,-0.111,110.8,,4.86
2MASS~J10294248-0103238,4903.31,26.0,2.88,-0.926,74.8,,5.03
2MASS~J10294248-0103238,4904.41,28.0,3.54,-0.17,19.1,,3.75
2MASS~J10294248-0103238,4918.994,26.0,2.85,-0.342,106.8,,5.0
2MASS~J10294248-0103238,4920.503,26.0,2.83,0.068,139.0,,5.17
2MASS~J10294248-0103238,4924.77,26.0,2.28,-2.114,44.7,,4.97
2MASS~J10294248-0103238,4934.086,56.1,0.0,-0.16,,s,-0.49
2MASS~J10294248-0103238,4938.814,26.0,2.88,-1.077,67.4,,5.04
2MASS~J10294248-0103238,4939.687,26.0,0.86,-3.252,92.1,,5.13
2MASS~J10294248-0103238,4946.388,26.0,3.37,-1.17,28.9,,5.07
2MASS~J10294248-0103238,4966.089,26.0,3.33,-0.871,56.1,,5.2
2MASS~J10294248-0103238,4980.161,28.0,3.61,-0.11,25.7,,3.93
2MASS~J10294248-0103238,4981.73,22.0,0.84,0.56,87.5,,2.62
2MASS~J10294248-0103238,4991.07,22.0,0.84,0.436,75.0,,2.52
2MASS~J10294248-0103238,4999.5,22.0,0.83,0.306,71.3,,2.58
2MASS~J10294248-0103238,5001.87,26.0,3.88,0.05,57.5,,4.97
2MASS~J10294248-0103238,5005.159,22.1,1.57,-2.73,15.5,,2.86
2MASS~J10294248-0103238,5006.119,26.0,2.83,-0.615,89.2,,4.89
2MASS~J10294248-0103238,5009.645,22.0,0.02,-2.203,7.9,,2.74
2MASS~J10294248-0103238,5012.068,26.0,0.86,-2.642,136.8,,5.34
2MASS~J10294248-0103238,5014.942,26.0,3.94,-0.3,41.0,,5.11
2MASS~J10294248-0103238,5016.16,22.0,0.85,-0.518,34.8,,2.85
2MASS~J10294248-0103238,5017.591,28.0,3.54,-0.08,24.9,,3.8
2MASS~J10294248-0103238,5018.45,26.1,2.89,-1.22,131.5,,5.1
2MASS~J10294248-0103238,5022.236,26.0,3.98,-0.53,28.9,,5.15
2MASS~J10294248-0103238,5024.843,22.0,0.82,-0.546,34.7,,2.84
2MASS~J10294248-0103238,5028.127,26.0,3.56,-1.122,19.3,,5.01
2MASS~J10294248-0103238,5031.01,21.1,1.36,-0.4,66.6,,0.84
2MASS~J10294248-0103238,5035.374,28.0,3.63,0.29,33.3,,3.72
2MASS~J10294248-0103238,5035.902,22.0,1.46,0.26,30.9,,2.74
2MASS~J10294248-0103238,5036.463,22.0,1.44,0.186,35.0,,2.86
2MASS~J10294248-0103238,5038.396,22.0,1.43,0.069,19.0,,2.62
2MASS~J10294248-0103238,5039.96,22.0,0.02,-1.13,55.0,,2.76
2MASS~J10294248-0103238,5041.072,26.0,0.96,-3.09,114.2,,5.48
2MASS~J10294248-0103238,5041.756,26.0,1.49,-2.2,125.3,,5.49
2MASS~J10294248-0103238,5049.82,26.0,2.28,-1.355,99.4,,5.15
2MASS~J10294248-0103238,5051.634,26.0,0.92,-2.764,130.4,,5.4
2MASS~J10294248-0103238,5060.08,26.0,0.0,-5.46,47.4,,5.52
2MASS~J10294248-0103238,5064.65,22.0,0.05,-0.935,71.8,,2.86
2MASS~J10294248-0103238,5068.766,26.0,2.94,-1.041,68.0,,5.08
2MASS~J10294248-0103238,5074.749,26.0,4.22,-0.2,30.9,,5.15
2MASS~J10294248-0103238,5079.74,26.0,0.99,-3.245,104.3,,5.48
2MASS~J10294248-0103238,5080.523,28.0,3.65,0.13,27.8,,3.79
2MASS~J10294248-0103238,5081.11,28.0,3.85,0.3,21.4,,3.7
2MASS~J10294248-0103238,5083.339,26.0,0.96,-2.842,112.2,,5.18
2MASS~J10294248-0103238,5084.08,28.0,3.68,0.03,20.9,,3.76
2MASS~J10294248-0103238,5098.697,26.0,2.18,-2.03,84.4,,5.41
2MASS~J10294248-0103238,5110.413,26.0,0.0,-3.76,138.5,,5.32
2MASS~J10294248-0103238,5115.4,28.0,3.83,-0.11,10.2,,3.71
2MASS~J10294248-0103238,5123.72,26.0,1.01,-3.058,109.8,,5.42
2MASS~J10294248-0103238,5125.117,26.0,4.22,-0.14,33.2,,5.13
2MASS~J10294248-0103238,5127.36,26.0,0.92,-3.249,98.5,,5.29
2MASS~J10294248-0103238,5129.156,22.1,1.89,-1.24,67.9,,2.74
2MASS~J10294248-0103238,5131.468,26.0,2.22,-2.515,50.3,,5.38
2MASS~J10294248-0103238,5133.689,26.0,4.18,0.14,55.3,,5.19
2MASS~J10294248-0103238,5137.382,26.0,4.18,-0.4,22.5,,5.11
2MASS~J10294248-0103238,5141.739,26.0,2.42,-2.238,42.7,,5.22
2MASS~J10294248-0103238,5142.929,26.0,0.96,-3.08,108.1,,5.34
2MASS~J10294248-0103238,5150.839,26.0,0.99,-3.037,101.2,,5.21
2MASS~J10294248-0103238,5151.911,26.0,1.01,-3.321,90.5,,5.32
2MASS~J10294248-0103238,5155.76,28.0,3.9,-0.09,9.9,,3.76
2MASS~J10294248-0103238,5162.273,26.0,4.18,0.02,44.5,,5.13
2MASS~J10294248-0103238,5166.282,26.0,0.0,-4.123,124.6,,5.42
2MASS~J10294248-0103238,5171.596,26.0,1.49,-1.721,131.0,,5.09
2MASS~J10294248-0103238,5173.74,22.0,0.0,-1.062,68.3,,2.85
2MASS~J10294248-0103238,5185.902,22.1,1.89,-1.49,62.3,,2.89
2MASS~J10294248-0103238,5191.455,26.0,3.04,-0.551,91.4,,5.11
2MASS~J10294248-0103238,5192.344,26.0,3.0,-0.421,94.5,,4.99
2MASS~J10294248-0103238,5192.97,22.0,0.02,-0.95,70.2,,2.79
2MASS~J10294248-0103238,5194.942,26.0,1.56,-2.021,110.5,,5.08
2MASS~J10294248-0103238,5197.58,26.1,3.23,-2.22,54.6,,5.06
2MASS~J10294248-0103238,5198.711,26.0,2.22,-2.091,62.2,,5.14
2MASS~J10294248-0103238,5202.336,26.0,2.18,-1.871,86.8,,5.28
2MASS~J10294248-0103238,5206.04,24.0,0.94,0.02,117.9,,3.03
2MASS~J10294248-0103238,5210.39,22.0,0.05,-0.828,74.4,,2.77
2MASS~J10294248-0103238,5216.274,26.0,1.61,-2.082,111.8,,5.23
2MASS~J10294248-0103238,5217.39,26.0,3.21,-1.162,46.0,,5.16
2MASS~J10294248-0103238,5225.526,26.0,0.11,-4.755,80.7,,5.43
2MASS~J10294248-0103238,5232.94,26.0,2.94,-0.057,122.8,,5.08
2MASS~J10294248-0103238,5234.63,26.1,3.22,-2.18,59.7,,5.1
2MASS~J10294248-0103238,5239.811,21.1,1.46,-0.77,36.8,,0.85
2MASS~J10294248-0103238,5242.491,26.0,3.63,-0.967,24.6,,5.07
2MASS~J10294248-0103238,5247.05,26.0,0.09,-4.946,68.8,,5.42
2MASS~J10294248-0103238,5247.564,24.0,0.96,-1.64,29.1,,3.17
2MASS~J10294248-0103238,5250.21,26.0,0.12,-4.938,63.8,,5.38
2MASS~J10294248-0103238,5250.646,26.0,2.2,-2.18,68.6,,5.3
2MASS~J10294248-0103238,5254.956,26.0,0.11,-4.764,84.3,,5.49
2MASS~J10294248-0103238,5263.305,26.0,3.27,-0.879,50.5,,5.02
2MASS~J10294248-0103238,5265.556,20.0,2.52,-0.26,55.0,,4.44
2MASS~J10294248-0103238,5266.555,26.0,3.0,-0.385,97.8,,5.01
2MASS~J10294248-0103238,5276.0,26.1,3.2,-2.01,67.3,,5.02
2MASS~J10294248-0103238,5281.79,26.0,3.04,-0.833,73.3,,5.06
2MASS~J10294248-0103238,5283.621,26.0,3.24,-0.524,84.4,,5.19
2MASS~J10294248-0103238,5284.08,26.1,2.89,-3.19,28.1,,5.13
2MASS~J10294248-0103238,5296.69,24.0,0.98,-1.36,34.0,,3.0
2MASS~J10294248-0103238,5298.28,24.0,0.98,-1.14,57.8,,3.17
2MASS~J10294248-0103238,5300.74,24.0,0.98,-2.0,10.6,,3.03
2MASS~J10294248-0103238,5302.3,26.0,3.28,-0.72,59.3,,5.01
2MASS~J10294248-0103238,5307.361,26.0,1.61,-2.912,63.8,,5.21
2MASS~J10294248-0103238,5322.04,26.0,2.28,-2.802,16.1,,5.03
2MASS~J10294248-0103238,5324.179,26.0,3.21,-0.103,101.6,,5.04
2MASS~J10294248-0103238,5325.55,26.1,3.22,-3.16,13.9,,5.12
2MASS~J10294248-0103238,5328.531,26.0,1.56,-1.85,134.1,,5.33
2MASS~J10294248-0103238,5332.9,26.0,1.55,-2.776,71.4,,5.12
2MASS~J10294248-0103238,5336.786,22.1,1.58,-1.59,80.2,,2.88
2MASS~J10294248-0103238,5339.93,26.0,3.27,-0.72,67.1,,5.13
2MASS~J10294248-0103238,5345.8,24.0,1.0,-0.95,57.6,,3.0
2MASS~J10294248-0103238,5348.31,24.0,1.0,-1.21,41.3,,3.0
2MASS~J10294248-0103238,5349.465,20.0,2.71,-0.31,30.7,,4.29
2MASS~J10294248-0103238,5364.871,26.0,4.45,0.228,30.9,,4.98
2MASS~J10294248-0103238,5365.4,26.0,3.56,-1.02,17.3,,4.84
2MASS~J10294248-0103238,5367.467,26.0,4.42,0.443,42.1,,4.95
2MASS~J10294248-0103238,5369.962,26.0,4.37,0.536,47.6,,4.88
2MASS~J10294248-0103238,5381.021,22.1,1.57,-1.92,59.2,,2.87
2MASS~J10294248-0103238,5383.369,26.0,4.31,0.645,59.5,,4.9
2MASS~J10294248-0103238,5393.168,26.0,3.24,-0.91,64.1,,5.22
2MASS~J10294248-0103238,5409.77,24.0,1.03,-0.67,74.7,,3.02
2MASS~J10294248-0103238,5410.91,26.0,4.47,0.398,34.6,,4.91
2MASS~J10294248-0103238,5415.199,26.0,4.39,0.643,52.0,,4.88
2MASS~J10294248-0103238,5418.768,22.1,1.58,-2.0,45.4,,2.74
2MASS~J10294248-0103238,5424.068,26.0,4.32,0.52,64.8,,5.12
2MASS~J10294248-0103238,5434.524,26.0,1.01,-2.126,153.3,,5.19
2MASS~J10294248-0103238,5446.917,26.0,0.99,-1.91,168.9,,5.19
2MASS~J10294248-0103238,5497.516,26.0,1.01,-2.825,121.5,,5.33
2MASS~J10294248-0103238,5501.465,26.0,0.96,-3.046,116.3,,5.38
2MASS~J10294248-0103238,5506.779,26.0,0.99,-2.789,126.2,,5.34
2MASS~J10294248-0103238,5526.785,21.1,1.77,0.02,59.8,,0.78
2MASS~J10294248-0103238,5528.405,12.0,4.34,-0.498,102.1,,5.68
2MASS~J10294248-0103238,5534.834,26.1,3.25,-2.93,27.1,,5.27
2MASS~J10294248-0103238,5569.618,26.0,3.42,-0.54,64.3,,5.06
2MASS~J10294248-0103238,5572.842,26.0,3.4,-0.275,79.0,,5.03
2MASS~J10294248-0103238,5576.088,26.0,3.43,-1.0,44.8,,5.22
2MASS~J10294248-0103238,5578.734,28.0,1.68,-2.64,14.6,,3.79
2MASS~J10294248-0103238,5581.971,20.0,2.52,-0.555,30.9,,4.31
2MASS~J10294248-0103238,5586.756,26.0,3.37,-0.144,86.8,,4.98
2MASS~J10294248-0103238,5588.76,20.0,2.52,0.21,79.3,,4.36
2MASS~J10294248-0103238,5590.12,20.0,2.52,-0.571,29.8,,4.29
2MASS~J10294248-0103238,5594.468,20.0,2.52,0.097,67.6,,4.27
2MASS~J10294248-0103238,5598.487,20.0,2.52,-0.087,65.2,,4.42
2MASS~J10294248-0103238,5601.285,20.0,2.53,-0.523,32.5,,4.31
2MASS~J10294248-0103238,5615.644,26.0,3.33,0.05,99.0,,4.96
2MASS~J10294248-0103238,5624.542,26.0,3.42,-0.755,46.8,,5.0
2MASS~J10294248-0103238,5641.0,21.1,1.5,-1.13,27.6,,1.06
2MASS~J10294248-0103238,5657.907,21.1,1.51,-0.6,50.5,,0.93
2MASS~J10294248-0103238,5658.362,21.1,1.5,-1.21,22.8,,1.03
2MASS~J10294248-0103238,5658.816,26.0,3.4,-0.793,54.0,,5.12
2MASS~J10294248-0103238,5662.516,26.0,4.18,-0.573,20.0,,5.2
2MASS~J10294248-0103238,5667.164,21.1,1.5,-1.31,16.8,,0.97
