Name,Simbad_Identifier,Loc,System,RA_hms,DEC_dms,Teff,logg,M/H,Vmic
BD +17 3248,BD +17 3248,MW,MW Halo,17:28:14.47,+17:30:35.85,5200,1.80,-2.08,1.9
