Name,Simbad_Identifier,RA_hms,DEC_dms,System,Vel,Teff,logg,M/H,Vmic
S1020549,2MASS J01004785-3341029,01:00:47.80,-33:41:03.0,Sculptor,118.6,4550,0.9,-3.81,2.8
