CS 22886-042  Ca  3.90 0.12 0.20  0.22 0.14 0.25  9  7
CS 22886-042  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 22886-042  Co  2.34 0.14 0.21  0.10 0.15 0.24  6  5
CS 22886-042  Cr  2.64 0.17 0.26 -0.35 0.17 0.25  3  3
CS 22886-042  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 22886-042  Fe  4.82 0.12 0.18  0.00 0.14 0.22 55 47
CS 22886-042  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22886-042  Mg  5.13 0.12 0.18  0.23 0.15 0.23  7  6
CS 22886-042  Mn  2.20 0.15 0.21 -0.51 0.15 0.23  5  3
CS 22886-042  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 22886-042  Ni  3.46 0.19 0.28 -0.11 0.19 0.27  4  4
CS 22886-042  Sc  0.50 0.17 0.23  0.01 0.16 0.25  5  4
CS 22886-042  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 22886-042  Sr  0.13 0.20 0.30 -0.16 0.19 0.29  3  2
CS 22886-042  Ti  2.50 0.16 0.21  0.16 0.15 0.24 17 13
CS 22886-042  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22886-042  Y  -0.68 0.18 0.23 -0.25 0.16 0.25  6  2
CS 22886-042  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 22886-042  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22892-052  Al  2.79 0.16 0.26 -0.72 0.18 0.28  1  1
CS 22892-052  Ba  0.37 0.16 0.21  1.19 0.15 0.23  2  1
CS 22892-052  C   6.44 0.19 0.26  1.00 0.18 0.28  1  1
CS 22892-052  Ca  3.63 0.12 0.20  0.22 0.15 0.25  5  3
CS 22892-052  Ce -9.99 0.00 0.00 -9.99 0.00 0.00  7  0
CS 22892-052  Co  1.99 0.15 0.22  0.02 0.15 0.24  4  4
CS 22892-052  Cr  2.25 0.17 0.25 -0.47 0.17 0.25  1  1
CS 22892-052  Eu -0.90 0.18 0.23  1.54 0.15 0.24  3  3
CS 22892-052  Fe  4.55 0.14 0.19  0.00 0.14 0.22 35 27
CS 22892-052  La -0.76 0.18 0.23  1.02 0.16 0.24  3  3
CS 22892-052  Mg  4.75 0.13 0.19  0.12 0.15 0.24  5  5
CS 22892-052  Mn  1.77 0.12 0.20 -0.67 0.15 0.23  4  2
CS 22892-052  Nd -0.31 0.19 0.23  1.14 0.16 0.24  5  1
CS 22892-052  Ni  3.39 0.20 0.29  0.09 0.18 0.27  4  4
CS 22892-052  Sc  0.20 0.17 0.22 -0.01 0.15 0.24  3  2
CS 22892-052  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22892-052  Sr  0.63 0.16 0.23  0.61 0.15 0.24  2  2
CS 22892-052  Ti  2.12 0.15 0.20  0.05 0.14 0.22 11  8
CS 22892-052  V  -9.99 0.00 0.00 -9.99 0.00 0.00  0  0
CS 22892-052  Y  -0.26 0.18 0.23  0.45 0.15 0.24  4  3
CS 22892-052  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  1  0
CS 22892-052  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 22945-028  Al  2.83 0.18 0.26 -0.97 0.19 0.28  1  1
CS 22945-028  Ba -0.66 0.23 0.28 -0.13 0.20 0.28  2  1
CS 22945-028  C   5.93 0.19 0.26  0.21 0.18 0.27  1  1
CS 22945-028  Ca  4.03 0.11 0.20  0.33 0.15 0.25  9  6
CS 22945-028  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 22945-028  Co  2.39 0.16 0.22  0.14 0.15 0.25  6  4
CS 22945-028  Cr  2.77 0.18 0.26 -0.24 0.17 0.25  3  3
CS 22945-028  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 22945-028  Fe  4.84 0.13 0.18  0.00 0.14 0.22 55 38
CS 22945-028  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22945-028  Mg  5.24 0.13 0.18  0.32 0.15 0.23  7  4
CS 22945-028  Mn  2.18 0.18 0.23 -0.55 0.16 0.24  5  3
CS 22945-028  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 22945-028  Ni  3.61 0.22 0.30  0.02 0.21 0.29  4  3
CS 22945-028  Sc  0.47 0.18 0.23 -0.04 0.16 0.25  5  2
CS 22945-028  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 22945-028  Sr  0.37 0.21 0.30  0.06 0.20 0.29  3  1
CS 22945-028  Ti  2.57 0.16 0.21  0.22 0.15 0.24 17  8
CS 22945-028  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22945-028  Y  -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22945-028  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 22945-028  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22957-013  Al  2.89 0.20 0.26 -0.94 0.20 0.28  1  1
CS 22957-013  Ba -1.06 0.21 0.27 -0.54 0.18 0.25  2  1
CS 22957-013  C   5.85 0.19 0.26  0.10 0.17 0.27  1  1
CS 22957-013  Ca  3.91 0.12 0.20  0.19 0.15 0.25  9  7
CS 22957-013  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 22957-013  Co  2.46 0.16 0.23  0.18 0.15 0.24  6  5
CS 22957-013  Cr  2.49 0.18 0.26 -0.54 0.16 0.25  3  3
CS 22957-013  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 22957-013  Fe  4.86 0.14 0.19  0.00 0.14 0.22 55 44
CS 22957-013  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22957-013  Mg  5.11 0.11 0.18  0.17 0.16 0.24  7  5
CS 22957-013  Mn  2.25 0.16 0.22 -0.50 0.15 0.23  5  3
CS 22957-013  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 22957-013  Ni  3.52 0.21 0.30 -0.09 0.19 0.28  4  4
CS 22957-013  Sc  0.59 0.18 0.23  0.06 0.15 0.24  5  4
CS 22957-013  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 22957-013  Sr  0.06 0.20 0.31 -0.27 0.19 0.30  3  2
CS 22957-013  Ti  2.54 0.15 0.21  0.16 0.14 0.22 17 13
CS 22957-013  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22957-013  Y  -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22957-013  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 22957-013  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22958-083  Al  2.80 0.17 0.26 -0.88 0.19 0.28  1  1
CS 22958-083  Ba -1.65 0.19 0.24 -0.99 0.17 0.26  2  1
CS 22958-083  C   6.24 0.20 0.26  0.64 0.18 0.27  1  1
CS 22958-083  Ca  3.89 0.12 0.20  0.32 0.15 0.24  9  6
CS 22958-083  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 22958-083  Co  2.41 0.16 0.22  0.28 0.15 0.24  6  5
CS 22958-083  Cr  2.78 0.17 0.27 -0.10 0.17 0.27  3  3
CS 22958-083  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 22958-083  Fe  4.71 0.12 0.18  0.00 0.14 0.22 55 37
CS 22958-083  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22958-083  Mg  5.19 0.12 0.18  0.40 0.15 0.23  7  6
CS 22958-083  Mn  2.33 0.16 0.22 -0.27 0.16 0.24  5  3
CS 22958-083  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 22958-083  Ni  3.74 0.19 0.29  0.28 0.19 0.29  4  4
CS 22958-083  Sc  0.41 0.19 0.24  0.03 0.17 0.26  5  3
CS 22958-083  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  0  0
CS 22958-083  Sr  0.12 0.21 0.31 -0.06 0.21 0.31  3  2
CS 22958-083  Ti  2.52 0.16 0.21  0.29 0.15 0.24 17 10
CS 22958-083  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22958-083  Y  -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22958-083  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 22958-083  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22960-010  Al  2.90 0.14 0.21 -0.92 0.15 0.25  1  1
CS 22960-010  Ba -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 22960-010  C   6.56 0.17 0.24  0.82 0.16 0.25  1  1
CS 22960-010  Ca  3.97 0.12 0.20  0.27 0.14 0.24  9  3
CS 22960-010  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 22960-010  Co -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22960-010  Cr  2.89 0.15 0.20 -0.13 0.15 0.23  3  3
CS 22960-010  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 22960-010  Fe  4.85 0.12 0.17  0.00 0.14 0.22 55 29
CS 22960-010  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22960-010  Mg  5.18 0.13 0.19  0.25 0.15 0.24  7  1
CS 22960-010  Mn  2.46 0.15 0.20 -0.28 0.15 0.24  5  3
CS 22960-010  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 22960-010  Ni  3.53 0.16 0.21 -0.06 0.16 0.24  4  3
CS 22960-010  Sc  0.69 0.18 0.23  0.17 0.17 0.27  5  1
CS 22960-010  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 22960-010  Sr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22960-010  Ti  2.57 0.16 0.21  0.20 0.16 0.26 17  1
CS 22960-010  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 22960-010  Y  -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 22960-010  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 22960-010  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 29491-069  Al  2.64 0.14 0.23 -1.03 0.15 0.25  1  1
CS 29491-069  Ba -0.34 0.22 0.29  0.34 0.19 0.27  2  1
CS 29491-069  C   5.76 0.19 0.25  0.18 0.17 0.27  1  1
CS 29491-069  Ca  3.84 0.12 0.20  0.29 0.15 0.25  9  8
CS 29491-069  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 29491-069  Co  2.28 0.16 0.22  0.16 0.15 0.24  6  5
CS 29491-069  Cr  2.58 0.16 0.24 -0.29 0.15 0.24  3  3
CS 29491-069  Eu -1.24 0.18 0.23  1.06 0.15 0.24  4  2
CS 29491-069  Fe  4.69 0.13 0.18  0.00 0.14 0.22 55 46
CS 29491-069  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 29491-069  Mg  5.05 0.11 0.18  0.28 0.15 0.24  7  6
CS 29491-069  Mn  2.01 0.17 0.22 -0.57 0.15 0.23  5  3
CS 29491-069  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 29491-069  Ni  3.40 0.18 0.26 -0.05 0.16 0.25  4  4
CS 29491-069  Sc  0.37 0.17 0.22  0.00 0.15 0.24  5  4
CS 29491-069  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 29491-069  Sr  0.23 0.18 0.27  0.07 0.16 0.27  3  2
CS 29491-069  Ti  2.42 0.16 0.21  0.20 0.14 0.23 17 12
CS 29491-069  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 29491-069  Y  -0.57 0.18 0.23  0.00 0.15 0.24  6  3
CS 29491-069  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 29491-069  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 29491-109  Al  2.74 0.16 0.25 -0.83 0.17 0.30  1  1
CS 29491-109  Ba -1.69 0.20 0.24 -0.92 0.16 0.24  2  1
CS 29491-109  C   5.30 0.20 0.27 -0.19 0.16 0.27  1  1
CS 29491-109  Ca  3.71 0.11 0.20  0.25 0.15 0.26  9  8
CS 29491-109  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 29491-109  Co  2.06 0.15 0.22  0.04 0.14 0.25  6  5
CS 29491-109  Cr  2.40 0.15 0.25 -0.37 0.15 0.29  3  3
CS 29491-109  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 29491-109  Fe  4.60 0.15 0.19  0.00 0.14 0.22 55 51
CS 29491-109  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 29491-109  Mg  4.98 0.12 0.18  0.30 0.15 0.24  7  6
CS 29491-109  Mn  1.77 0.15 0.21 -0.72 0.15 0.25  5  3
CS 29491-109  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 29491-109  Ni  3.20 0.17 0.27 -0.15 0.17 0.31  4  4
CS 29491-109  Sc  0.25 0.17 0.22 -0.02 0.15 0.23  5  4
CS 29491-109  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 29491-109  Sr -0.31 0.21 0.31 -0.38 0.20 0.33  3  2
CS 29491-109  Ti  2.32 0.15 0.20  0.20 0.15 0.23 17 15
CS 29491-109  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 29491-109  Y  -1.19 0.18 0.23 -0.53 0.15 0.23  6  2
CS 29491-109  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 29491-109  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 29497-004  Al  2.62 0.16 0.25 -1.04 0.17 0.26  1  1
CS 29497-004  Ba  0.53 0.13 0.19  1.21 0.15 0.22  2  1
CS 29497-004  C   5.80 0.19 0.26  0.22 0.18 0.27  1  1
CS 29497-004  Ca  3.83 0.12 0.20  0.28 0.15 0.25  9  6
CS 29497-004  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 29497-004  Co  2.35 0.16 0.22  0.24 0.15 0.24  6  5
CS 29497-004  Cr  2.51 0.18 0.26 -0.35 0.17 0.25  3  2
CS 29497-004  Eu -0.68 0.18 0.23  1.62 0.15 0.24  4  4
CS 29497-004  Fe  4.69 0.13 0.18  0.00 0.14 0.22 55 42
CS 29497-004  La -0.43 0.18 0.23  1.21 0.15 0.25  6  5
CS 29497-004  Mg  5.08 0.12 0.18  0.31 0.15 0.24  7  6
CS 29497-004  Mn  2.18 0.18 0.24 -0.40 0.16 0.24  5  3
CS 29497-004  Nd -0.02 0.19 0.23  1.29 0.15 0.25  9  2
CS 29497-004  Ni  3.48 0.19 0.29  0.05 0.18 0.28  4  4
CS 29497-004  Sc  0.41 0.18 0.22  0.05 0.15 0.24  5  4
CS 29497-004  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 29497-004  Sr  0.73 0.15 0.22  0.57 0.15 0.24  3  2
CS 29497-004  Ti  2.42 0.16 0.21  0.21 0.14 0.23 17 12
CS 29497-004  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 29497-004  Y   0.08 0.18 0.23  0.66 0.16 0.24  6  4
CS 29497-004  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 29497-004  Zr  0.73 0.18 0.22  0.94 0.15 0.24  3  1
CS 29510-058  Al  2.86 0.18 0.25 -1.00 0.18 0.27  1  1
CS 29510-058  Ba -0.49 0.24 0.30 -0.01 0.21 0.29  2  1
CS 29510-058  C   6.18 0.19 0.25  0.40 0.18 0.27  1  1
CS 29510-058  Ca  4.04 0.11 0.20  0.29 0.15 0.25  9  7
CS 29510-058  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 29510-058  Co  2.46 0.16 0.22  0.15 0.15 0.24  6  5
CS 29510-058  Cr  2.90 0.17 0.27 -0.16 0.17 0.26  3  3
CS 29510-058  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 29510-058  Fe  4.89 0.12 0.18  0.00 0.14 0.22 55 43
CS 29510-058  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 29510-058  Mg  5.23 0.12 0.18  0.26 0.15 0.24  7  6
CS 29510-058  Mn  2.26 0.16 0.22 -0.52 0.15 0.23  5  3
CS 29510-058  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 29510-058  Ni  3.48 0.19 0.28 -0.16 0.18 0.27  4  4
CS 29510-058  Sc  0.48 0.18 0.23 -0.08 0.16 0.25  5  4
CS 29510-058  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 29510-058  Sr  0.53 0.17 0.25  0.17 0.16 0.26  3  2
CS 29510-058  Ti  2.63 0.16 0.21  0.23 0.15 0.23 17 12
CS 29510-058  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 29510-058  Y  -0.35 0.19 0.23  0.02 0.16 0.25  6  3
CS 29510-058  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 29510-058  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 30308-035  Al  2.10 0.16 0.24 -1.01 0.17 0.26  1  1
CS 30308-035  Ba -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 30308-035  C   5.08 0.20 0.27  0.04 0.19 0.29  1  1
CS 30308-035  Ca  3.12 0.12 0.20  0.12 0.15 0.25  9  1
CS 30308-035  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 30308-035  Co  1.73 0.16 0.22  0.17 0.15 0.24  6  1
CS 30308-035  Cr  1.78 0.16 0.22 -0.53 0.15 0.23  3  3
CS 30308-035  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 30308-035  Fe  4.15 0.13 0.18  0.00 0.14 0.22 55 28
CS 30308-035  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 30308-035  Mg  4.24 0.13 0.19  0.01 0.15 0.23  7  3
CS 30308-035  Mn  1.39 0.17 0.21 -0.64 0.15 0.23  5  3
CS 30308-035  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 30308-035  Ni  3.15 0.21 0.29  0.26 0.20 0.28  4  4
CS 30308-035  Sc -0.28 0.17 0.22 -0.09 0.16 0.24  5  2
CS 30308-035  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 30308-035  Sr -1.19 0.23 0.31 -0.81 0.21 0.31  3  2
CS 30308-035  Ti  1.67 0.16 0.21  0.00 0.15 0.23 17  6
CS 30308-035  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 30308-035  Y  -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 30308-035  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 30308-035  Zr -9.99 0.00 0.00 -9.99 0.00 0.00  0  0
CS 30315-001  Al  2.54 0.20 0.29 -0.97 0.22 0.30  1  1
CS 30315-001  Ba -1.66 0.19 0.24 -0.82 0.18 0.26  2  1
CS 30315-001  C   4.93 0.22 0.28 -0.50 0.21 0.29  1  1
CS 30315-001  Ca  3.65 0.11 0.20  0.25 0.14 0.24  9  7
CS 30315-001  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 30315-001  Co  2.13 0.15 0.22  0.18 0.16 0.25  6  5
CS 30315-001  Cr  2.08 0.16 0.25 -0.62 0.17 0.25  3  3
CS 30315-001  Eu -9.99 0.00 0.00 -9.99 0.00 0.00  4  0
CS 30315-001  Fe  4.53 0.11 0.17  0.00 0.14 0.22 55 51
CS 30315-001  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 30315-001  Mg  4.99 0.12 0.18  0.38 0.14 0.23  7  5
CS 30315-001  Mn  2.04 0.13 0.20 -0.39 0.15 0.23  5  3
CS 30315-001  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 30315-001  Ni  3.40 0.20 0.30  0.12 0.20 0.29  4  4
CS 30315-001  Sc  0.28 0.17 0.22  0.08 0.16 0.25  5  4
CS 30315-001  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 30315-001  Sr  0.32 0.17 0.24  0.32 0.17 0.26  3  2
CS 30315-001  Ti  2.21 0.16 0.21  0.16 0.16 0.24 17 15
CS 30315-001  V  -9.99 0.00 0.00 -9.99 0.00 0.00  3  0
CS 30315-001  Y  -0.65 0.17 0.22  0.08 0.17 0.26  6  4
CS 30315-001  Zn -9.99 0.00 0.00 -9.99 0.00 0.00  2  0
CS 30315-001  Zr  0.08 0.17 0.22  0.44 0.17 0.26  3  1
CS 30315-029  Al  2.54 0.15 0.26 -0.59 0.18 0.29  1  1
CS 30315-029  Ba -0.79 0.24 0.32  0.42 0.22 0.30  2  1
CS 30315-029  C   4.63 0.21 0.28 -0.43 0.20 0.29  1  1
CS 30315-029  Ca  3.33 0.12 0.20  0.30 0.15 0.25  9  4
CS 30315-029  Ce -9.99 0.00 0.00 -9.99 0.00 0.00 10  0
CS 30315-029  Co  1.67 0.14 0.21  0.08 0.15 0.24  6  4
CS 30315-029  Cr  1.82 0.15 0.22 -0.52 0.15 0.24  3  3
CS 30315-029  Eu -2.10 0.18 0.23  0.72 0.16 0.25  4  3
CS 30315-029  Fe  4.17 0.12 0.18  0.00 0.14 0.22 55 41
CS 30315-029  La -9.99 0.00 0.00 -9.99 0.00 0.00  6  0
CS 30315-029  Mg  4.67 0.12 0.19  0.42 0.15 0.23  7  5
CS 30315-029  Mn  1.21 0.15 0.21 -0.85 0.15 0.23  5  3
CS 30315-029  Nd -9.99 0.00 0.00 -9.99 0.00 0.00  9  0
CS 30315-029  Ni  2.72 0.18 0.27 -0.19 0.18 0.26  4  4
CS 30315-029  Sc -0.19 0.16 0.21 -0.03 0.15 0.23  5  4
CS 30315-029  Sm -9.99 0.00 0.00 -9.99 0.00 0.00  8  0
CS 30315-029  Sr -0.55 0.25 0.35 -0.19 0.22 0.33  3  2
