4466.55 Fe I  2.83 -0.60 17
4489.74 Fe I  0.12 -3.97 17
4494.56 Fe I  2.20 -1.14 17
4531.15 Fe I  1.48 -2.16 17
4592.65 Fe I  1.56 -2.45 17
4595.36 Fe I  3.30 -1.76 17
4602.94 Fe I  1.49 -2.22 17
4630.12 Fe I  2.28 -2.59 17
4643.46 Fe I  3.65 -1.15 17
4647.43 Fe I  2.95 -1.35 17
4661.97 Fe I  2.99 -2.50 17
4733.59 Fe I  1.49 -2.99 17
4736.77 Fe I  3.21 -0.75 17
4786.81 Fe I  3.02 -1.61 17
4789.65 Fe I  3.55 -0.96 17
4800.65 Fe I  4.14 -1.03 17
4871.32 Fe I  2.87 -0.36 17
4872.14 Fe I  2.88 -0.57 17
4890.76 Fe I  2.88 -0.39 17
4891.49 Fe I  2.85 -0.11 17
4903.31 Fe I  2.88 -0.93 17
4918.99 Fe I  2.86 -0.34 17
4920.50 Fe I  2.83 +0.07 17
4924.77 Fe I  2.28 -2.11 17
4938.81 Fe I  2.88 -1.08 17
4939.69 Fe I  0.86 -3.34 17
4966.09 Fe I  3.33 -0.87 17
4994.13 Fe I  0.92 -3.08 17
5006.12 Fe I  2.83 -0.61 17
5028.13 Fe I  3.57 -1.12 17
5044.21 Fe I  2.85 -2.02 17
5049.82 Fe I  2.28 -1.35 17
5051.63 Fe I  0.92 -2.80 17
5068.77 Fe I  2.94 -1.04 17
5079.22 Fe I  2.20 -2.07 17
5079.74 Fe I  0.99 -3.22 17
5083.34 Fe I  0.96 -2.96 17
5123.72 Fe I  1.01 -3.07 17
5127.36 Fe I  0.92 -3.31 17
5131.47 Fe I  2.22 -2.52 17
5141.74 Fe I  2.42 -2.24 17
5150.84 Fe I  0.99 -3.04 17
5151.91 Fe I  1.01 -3.32 17
5166.28 Fe I  0.00 -4.20 17
5171.60 Fe I  1.49 -1.79 17
5191.45 Fe I  3.04 -0.55 17
5192.34 Fe I  3.00 -0.42 17
5194.94 Fe I  1.56 -2.09 17
5198.71 Fe I  2.22 -2.13 17
5202.34 Fe I  2.18 -1.84 17
5216.27 Fe I  1.61 -2.15 17
5217.39 Fe I  3.21 -1.16 17
5225.53 Fe I  0.11 -4.79 17
5232.94 Fe I  2.94 -0.06 17
5242.49 Fe I  3.63 -0.97 17
5266.56 Fe I  3.00 -0.39 17
5281.79 Fe I  3.04 -0.83 17
5283.62 Fe I  3.24 -0.52 17
5288.53 Fe I  3.70 -1.51 17
5307.36 Fe I  1.61 -2.99 17
5322.04 Fe I  2.28 -2.80 17
5332.90 Fe I  1.56 -2.78 17
5339.93 Fe I  3.27 -0.72 17
5364.87 Fe I  4.45 +0.23 17
5365.40 Fe I  3.57 -1.02 17
5367.47 Fe I  4.42 +0.44 17
5369.96 Fe I  4.37 +0.54 17
5371.49 Fe I  0.96 -1.64 17
