Name,Simbad_Identifier,System,RA_hms,DEC_dms,Teff,e_Teff,logg,e_logg,Fe/H,e_Fe/H,Vmic,e_Vmic
SMSS 1605-1443,SMSS J160540.18-144323.1,SASS,16:05:40.18,-14:43:23.17,4850,100,2.0,0.2,-6.2,0.2,,
