RGB,7_4_3266,,00:58:38.77,-33:35:02.28,0.98,4461,,-2.40,0.15,,-1.07,0.33,0.79,,-0.28
RGB,11_2_956,,00:58:39.65,-33:55:34.76,1.02,4477,,-2.16,0.18,,-0.86,0.24,0.75,,-0.11
RGB,7_4_3182,,00:58:49.80,-33:37:19.10,1.61,4719,,-3.05,0.26,,0.07,0.37,0.3,,0.37
RGB,11_1_6533,,00:58:57.88,-33:41:50.34,1.43,4635,,-2.98,0.22,,0.09,0.44,0.48,,0.57
RGB,11_1_6443,,00:59:00.28,-33:43:14.64,1.03,4484,,-2.45,0.17,,-0.72,0.34,0.77,,0.05
RGB,11_1_6267,,00:59:04.05,-33:40:31.48,1.08,4503,,-2.57,0.18,,-0.74,0.37,0.75,,0.01
RGB,11_1_6192,,00:59:06.14,-33:44:11.39,1.37,4552,,-2.02,0.22,,-0.89,0.26,0.57,,-0.32
RGB,7_4_2750,,00:59:17.20,-33:38:06.68,1.36,4606,,-3.05,0.2,,-0.34,0.42,0.55,,0.21
RGB,11_2_661,,00:59:25.63,-33:58:21.42,1.18,4524,,-3.10,0.16,,-0.05,0.31,0.68,,0.63
RGB,11_1_5047,,00:59:26.68,-33:40:22.43,1.49,4662,,-3.23,0.2,,-0.01,0.35,0.36,,0.35
RGB,7_4_2408,,00:59:30.43,-33:36:05.23,1.07,4500,,-2.68,0.16,,-0.72,0.35,0.75,,0.03
RGB,11_1_4824,,00:59:30.49,-33:39:04.16,1.09,4508,,-2.66,0.24,,-0.97,0.47,0.75,,-0.22
RGB,11_1_4673,,00:59:33.63,-33:49:10.10,1.23,4546,,-3.11,0.17,,-0.11,0.35,0.64,,0.53
RGB,11_1_4422,,00:59:36.61,-33:40:38.51,1.76,4783,,-3.04,0.25,,0.74,0.34,0.16,,0.90
RGB,11_1_4277,,00:59:38.42,-33:40:11.57,1.81,4805,,-2.94,0.25,<,0.00,,0.12,<,0.12
RGB,11_1_4296,,00:59:38.75,-33:46:14.58,1.55,4697,,-3.33,0.22,,0.25,0.32,0.34,,0.59
RGB,11_1_4122,,00:59:41.24,-33:48:03.56,1.2,4467,,-2.01,0.2,,-0.88,0.24,0.67,,-0.21
RGB,11_1_3738,,00:59:45.30,-33:43:53.83,1.79,4756,,-1.92,0.35,,-1.01,0.37,0.26,,-0.75
RGB,11_1_3743,,00:59:45.37,-33:45:34.19,1.66,4740,,-2.97,0.23,,0.53,0.36,0.26,,0.79
RGB,11_1_3646,,00:59:46.67,-33:47:19.71,1.72,4764,,-3.05,0.24,,0.55,0.38,0.2,,0.75
RGB,11_1_3513,,00:59:48.19,-33:46:50.01,1.59,4724,,-2.62,0.27,,0.18,0.39,0.37,,0.55
RGB,11_2_425,,00:59:50.64,-33:58:07.10,1.6,4715,,-3.15,0.22,,0.39,0.37,0.33,,0.72
RGB,7_3_243,,00:59:50.78,-33:31:47.06,1.25,4491,,-1.48,0.27,,-1.32,0.32,0.66,,-0.66
RGB,11_1_3246,,00:59:51.19,-33:44:51.82,1.36,4546,,-1.83,0.58,,-1.05,0.53,0.58,,-0.47
RGB,10_8_4250,,00:59:51.51,-33:44:02.67,1.29,4573,,-2.73,0.22,,-0.75,0.40,0.63,,-0.12
