Name,Simbad_Identifier,System,RA_hms,DEC_dms,Vel,e_Vel,Teff,logg,Vmic,Fe/H
TriII-40,2MASS J02131654+3610457,Triangulum II,02:13:16.55,+36:10:45.8,-378.8,0.2,4816,1.64,2.51,-2.92
