Name,Simbad_Identifier,System,RA_hms,DEC_dms,Teff,e_Teff,logg,e_logg,M/H,e_M/H,Vmic,e_Vmic,Vel,e_Vel
TucIII-J235532,DES J235532.66-593114.9,Tucana III,23:55:32.8,-59:31:12.0,4720,100,1.33,0.3,-2.25,0.18,2.0,0.3,-103.4,0.3
