Name,[Fe/H],[C/Fe],[N/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[K/Fe],[Ca/Fe],[Sc/Fe],[Ti/Fe],[Cr/Fe],[Mn/Fe],[Co/Fe],[Ni/Fe],[Zn/Fe],[Sr/Fe],[Y/Fe],[Zr/Fe],[Ba/Fe],[La/Fe],[Ce/Fe],[Pr/Fe],[Nd/Fe],[Sm/Fe],[Eu/Fe],[Gd/Fe],[Dy/Fe],[Er/Fe],[O/Fe],[Cu/Fe],e_[Fe/H],e_[C/Fe],e_[N/Fe],e_[Na/Fe],e_[Mg/Fe],e_[Al/Fe],e_[Si/Fe],e_[K/Fe],e_[Ca/Fe],e_[Sc/Fe],e_[Ti/Fe],e_[Cr/Fe],e_[Mn/Fe],e_[Co/Fe],e_[Ni/Fe],e_[Zn/Fe],e_[Sr/Fe],e_[Y/Fe],e_[Zr/Fe],e_[Ba/Fe],e_[La/Fe],e_[Ce/Fe],e_[Pr/Fe],e_[Nd/Fe],e_[Sm/Fe],e_[Eu/Fe],e_[Gd/Fe],e_[Dy/Fe],e_[Er/Fe]
TucIII-J235532,-2.25,-0.25,+0.10,+0.19,+0.39,-0.86,+0.52,+0.29,+0.05,+0.01,+0.10,-0.45,-0.57,+0.13,-0.09,-0.02,-0.39,-0.44,+0.05,-0.16,+0.04,-0.19,+0.56,+0.21,+0.56,+0.60,+0.53,+0.65,+0.61,<+0.40,<-0.60,0.18,0.25,0.26,0.30,0.29,0.30,0.31,0.19,0.20,0.29,0.28,0.19,0.25,0.27,0.22,0.18,0.27,0.18,0.21,0.18,0.20,0.17,0.23,0.23,0.18,0.19,0.20,0.21,0.23
