Mg I 6319.237 5.110 -2.150
Mg I 6319.495 5.108 -2.630
Mg I 7691.553 5.753 -0.800
Mg I 7811.133 5.946 -1.550
Mg I 7811.141 5.946 -1.550
Mg I 8047.720 5.932 -1.970
Mg I 8098.719 5.946 -1.120
Mg I 8098.727 5.946 -1.450
Mg I 8213.034 5.753 -0.509
Mg I 8346.106 5.946 -1.080
Mg I 8346.119 5.946 -0.920
Mg I 8346.128 5.946 -1.400
Mg I 8712.676 5.932 -1.600
Mg I 8712.689 5.932 -1.200
Mg I 8717.816 5.933 -1.600
Mg I 8717.825 5.933 -1.000
Mg I 8736.006 5.946 -1.930
Mg I 8736.019 5.946 -0.500
Mg I 8736.019 5.946 -0.500
Mg I 8736.029 5.946 -1.020
Mg I 8923.569 5.394 -1.678
Si I 7003.572 5.964 -0.800
Si I 7005.883 5.984 -0.600
Si I 7017.653 5.871 -1.220
Si I 7034.901 5.871 -0.750
Si I 7164.688 5.871 -1.270
Si I 7165.545 5.871 -0.650
Si I 7193.553 6.079 -0.650
Si I 7193.584 5.616 -0.650
Si I 7235.329 5.616 -1.420
Si I 7235.818 5.616 -1.650
Si I 7250.627 5.619 -1.100
Si I 7275.293 5.616 -1.150
Si I 7282.830 6.210 -0.600
Si I 7289.182 5.619 -0.500
Si I 7290.267 5.619 -2.000
Si I 7405.780 5.610 -0.500
Si I 7409.083 5.616 -0.950
Si I 7409.151 5.964 -1.620
Si I 7415.353 5.616 -1.700
Si I 7415.948 5.616 -0.600
Si I 7423.496 5.619 -0.314
Si I 7680.258 5.860 -0.520
Si I 7742.717 6.206 -0.100
Si I 7799.996 6.181 -0.700
Si I 7849.966 6.191 -0.720
Si I 7918.384 5.954 -0.600
Si I 7932.348 5.964 -0.300
Si I 7944.001 5.984 -0.100
Si I 8501.544 5.871 -1.250
Si I 8502.219 5.871 -0.950
Si I 8536.164 6.181 -0.700
Si I 8556.777 5.871 -0.300
Si I 8556.805 6.191 -0.500
Si I 8648.455 6.210  0.000
Si I 8728.010 6.181 -0.300
Si I 8742.446 5.871 -0.400
Si I 8751.177 5.871 -1.650
Si I 8752.007 5.871 -0.100
