Name,Ion,Wave,ExPot,loggf,e_loggf,r_loggf,EW,l_logepsX,logepsX,NLTEcorr
J1018-0209,Fe I,7495.07,4.22,-0.10,0.02,18,,,,
J1018-0209,Fe I,7511.02,4.18,0.12,0.02,17,42.2,,4.66,
J1018-0209,Fe II,4173.45,2.58,-2.38,0.02,22,73.8,,4.66,
J1018-0209,Fe II,4178.86,2.58,-2.51,0.05,21,73.1,,4.77,
J1018-0209,Fe II,4233.16,2.58,-2.02,0.02,22,91.4,,4.63,
J1018-0209,Fe II,4303.17,2.70,-2.52,0.02,22,70.0,,4.86,
J1018-0209,Fe II,4385.38,2.78,-2.64,0.02,22,49.9,,4.72,
J1018-0209,Fe II,4416.82,2.78,-2.57,0.02,22,,,,
J1018-0209,Fe II,4491.41,2.86,-2.71,0.05,21,22.2,,4.35,
J1018-0209,Fe II,4508.28,2.86,-2.42,0.02,22,54.8,,4.68,
J1018-0209,Fe II,4515.34,2.84,-2.60,0.05,21,42.6,,4.62,
J1018-0209,Fe II,4555.89,2.83,-2.40,0.05,21,42.4,,4.40,
J1018-0209,Fe II,4576.34,2.84,-2.95,0.05,21,22.2,,4.56,
J1018-0209,Fe II,4583.83,2.81,-1.94,0.02,22,91.5,,4.76,
J1018-0209,Fe II,4620.52,2.83,-3.21,0.05,21,21.1,,4.78,
J1018-0209,Fe II,5197.58,3.23,-2.22,0.05,21,,,,
J1018-0209,Fe II,5234.63,3.22,-2.18,0.05,21,34.8,,4.50,
J1018-0209,Fe II,5276.00,3.20,-2.01,0.05,21,,,,
J1018-0209,Co I,4121.32,0.92,-0.33,0.02,23,,,,
J1018-0209,Ni I,4604.99,3.48,-0.24,0.02,24,,,,
J1018-0209,Ni I,4648.65,3.42,-0.09,0.02,24,,,,
J1018-0209,Ni I,4714.42,3.38,0.25,0.02,24,34.4,,3.29,
J1018-0209,Ni I,4756.52,3.48,-0.27,0.02,24,,,,
J1018-0209,Ni I,4980.17,3.60,0.07,0.02,24,,,,
J1018-0209,Ni I,5084.08,3.68,0.03,0.02,2,,,,
J1018-0209,Ni I,5476.90,1.83,-0.78,0.02,24,95.2,,3.20,
J1018-0209,Ni I,6643.63,1.68,-2.22,0.02,24,30.7,,3.38,
J1018-0209,Ni I,6767.77,1.83,-2.14,0.02,24,27.9,,3.43,
J1018-0209,Zn I,4722.16,4.03,-0.37,0.02,25,,,2.12,
J1018-0209,Zn I,4810.54,4.08,-0.15,0.02,25,,,1.88,
J1018-0209,Sr II,4077.71,0.00,0.15,0.01,2,,,-0.66,
J1018-0209,Sr II,4215.52,0.00,-0.17,0.01,2,,,-0.80,
J1018-0209,Y II,3950.35,0.10,-0.73,0.02,26,,,,
J1018-0209,Y II,4398.01,0.13,-0.75,0.02,26,,,-1.25,
J1018-0209,Y II,4883.68,1.08,0.19,0.02,26,,,-1.18,
J1018-0209,Y II,4900.12,1.03,0.03,0.02,26,,,-1.21,
J1018-0209,Zr II,4149.20,0.80,-0.04,0.02,27,,,,
J1018-0209,Zr II,4161.20,0.71,-0.59,0.02,27,,,,
J1018-0209,Zr II,4208.98,0.71,-0.51,0.02,27,,,-0.58,
J1018-0209,Ba II,4554.03,0.00,0.14,0.05,28,,,-0.76,
J1018-0209,Ba II,4934.08,0.00,-0.16,0.05,28,,,-1.12,
J1018-0209,Ba II,5853.68,0.60,-0.91,0.05,28,,,-0.83,
J1018-0209,Ba II,6141.71,0.70,-0.03,0.05,28,,,-0.81,
J1018-0209,Ba II,6496.90,0.60,-0.41,0.05,28,,,-0.82,
J1018-0209,La II,3949.10,0.40,0.49,0.02,29,,,,
J1018-0209,La II,4086.71,0.00,-0.07,0.02,29,,,-1.84,
J1018-0209,La II,4123.22,0.32,0.13,0.02,29,,,,
J1018-0209,La II,4333.75,0.17,-0.06,0.02,29,,,-1.70,
J1018-0209,La II,4920.98,0.13,-0.58,0.02,29,,,,
J1018-0209,La II,4921.78,0.24,-0.45,0.02,29,,,,
J1018-0209,Ce II,4486.91,0.30,-0.18,0.02,30,,,-1.41,
J1018-0209,Ce II,4562.36,0.48,0.21,0.02,30,,,-1.32,
J1018-0209,Ce II,4628.16,0.52,0.14,0.02,30,,,,
J1018-0209,Pr II,4408.81,0.00,0.05,0.02,31,,,,
J1018-0209,Nd II,4109.45,0.32,0.35,0.02,32,,,,
J1018-0209,Nd II,4156.08,0.18,0.16,0.02,32,,,,
J1018-0209,Nd II,4303.57,0.00,0.08,0.02,32,,,,
J1018-0209,Nd II,4462.98,0.56,0.04,0.02,32,,,,
J1018-0209,Sm II,4424.34,0.48,0.14,0.02,33,,,-1.76,
J1018-0209,Sm II,4434.32,0.38,-0.07,0.02,33,,,-1.52,
J1018-0209,Sm II,4467.34,0.66,0.15,0.02,33,,,,
J1018-0209,Eu II,3907.11,0.21,0.17,0.02,34,,,-1.95,
J1018-0209,Eu II,4129.72,0.00,0.22,0.02,34,,,-2.14,
J1018-0209,Eu II,4205.04,0.00,0.21,0.02,34,,,-2.08,
J1018-0209,Eu II,4435.58,0.21,-0.11,0.02,34,,,,
J1018-0209,Dy II,4449.70,0.00,-1.03,0.02,35,,,,
J1018-0209,Pb I,4057.81,1.32,-0.22,0.02,36,,<,-0.30,
