Name,Simbad_Identifier,System,RA_hms,DEC_dms,Vel,e_Vel,Gmag,Teff,logg,Vmic,Fe/H,e_Fe/H
Seg1-J021933,2MASS J02193313+2008303,Segue 1,02:19:33.13,+20:08:30.23,-41.0,2,17.2,4566,1.36,1.85,-2.85,0.11
