Found,Name,Query_ID,RA_input,DEC_input,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,SCRIPT_NUMBER_ID
True,HE 2318-1621,HE 2318-1621,,,HE 2318-1621,23 21 21.5631,-16 05 05.628,14,14,0.0129,0.011,90,A,O,2020yCat.1350....0G,,13.38,12.73,12.67,,11.238,10.803,10.713,ChemPec*,CEMP-no,23 21 21.5631,-16 05 05.628,17.221,3.444,0.4563,-40.46,1
True,HE 2319-0852,HE 2319-0852,,,HE 2319-0852,23 22 17.3266,-08 36 16.940,14,14,0.0242,0.0218,90,A,O,2020yCat.1350....0G,,,15.209,,14.125,13.466,12.992,12.821,ChemPec*,,23 22 17.3266,-08 36 16.940,0.546,-4.321,0.0679,-121.6,1
True,HE 2323-0256,HE 2323-0256,,,HE 2323-0256,23 26 29.8073,-02 39 58.036,14,14,0.0187,0.0184,90,A,O,2020yCat.1350....0G,,15.125,14.321,14.289,13.358,12.65,12.159,12.075,ChemPec*,CEMP-no,23 26 29.8073,-02 39 58.036,1.726,-1.883,0.0919,-125.8,1
True,HE 2323-6549,HE 2323-6549,,,HE 2323-6549,23 26 14.4880,-65 33 06.626,14,14,0.0116,0.0119,90,A,O,2020yCat.1350....0G,,14.85,14.3,,,12.944,12.518,12.428,ChemPec*,CEMP-no,23 26 14.4880,-65 33 06.626,1.689,-26.197,0.3432,24.32,1
True,HE 2325-0755,HE 2325-0755,,,HE 2325-0755,23 27 59.6166,-07 39 13.493,14,14,0.019,0.0183,90,A,O,2020yCat.1350....0G,,14.481,13.94,13.609,13.251,13.305,13.01,12.887,ChemPec*,,23 27 59.6166,-07 39 13.493,13.907,-48.658,0.6248,-237.0,1
True,HE 2326+0038,HE 2326+0038,,,HE 2326+0038,23 28 56.9640,+00 54 36.185,14,14,0.0152,0.0124,90,A,O,2020yCat.1350....0G,,14.782,14.175,13.691,13.273,12.457,12.045,11.929,ChemPec*,,23 28 56.9640,+00 54 36.185,20.119,9.785,0.3137,-34.33175659,1
True,HE 2327-5642,HE 2327-5642,,,HE 2327-5642,23 30 37.0896,-56 26 14.385,14,14,0.0087,0.01,90,A,O,2020yCat.1350....0G,,14.59,13.881,13.425,12.948,12.422,11.908,11.87,ChemPec*,,23 30 37.0896,-56 26 14.385,12.542,-8.664,0.1742,287.78,1
True,HE 2329-3702,HE 2329-3702,,,HE 2329-3702,23 32 18.1523,-36 45 58.003,14,14,0.032,0.0365,90,A,O,2020yCat.1350....0G,,16.238,15.828,15.545,15.228,14.877,14.526,14.445,ChemPec*,,23 32 18.1523,-36 45 58.003,26.245,-9.719,0.4127,71.7,1
True,HE 2330-0555,HE 2330-0555,,,HE 2330-0555,23 32 54.7971,-05 38 50.557,14,14,0.0229,0.0153,90,A,O,2020yCat.1350....0G,,15.412,14.559,14.158,13.612,12.85,12.395,12.3,ChemPec*,CEMP-s,23 32 54.7971,-05 38 50.557,3.98,-11.077,0.1681,,1
True,HE 2333-1358,HE 2333-1358,,,HE 2333-1358,23 35 48.5220,-13 41 30.706,14,14,0.0275,0.0218,90,A,O,2020yCat.1350....0G,,,15.411,,14.503,13.838,13.377,13.309,ChemPec*,,23 35 48.5220,-13 41 30.706,10.05,-4.406,0.1076,96.7,1
True,HE 2335-5958,HE 2335-5958,,,HE 2335-5958b,23 38 19.2848,-59 42 05.110,14,14,0.0363,0.0364,90,A,O,2020yCat.1350....0G,,,,,,15.852,15.245,15.442,ChemPec*,,23 38 19.2848,-59 42 05.110,2.775,-8.172,0.1974,210.7,1
True,HE 2338-1311,HE 2338-1311,,,HE 2338-1311,23 41 08.3631,-12 55 09.709,14,14,0.037,0.0299,90,A,O,2020yCat.1350....0G,,16.219,15.622,,14.907,14.425,14.075,13.944,ChemPec*,,23 41 08.3631,-12 55 09.709,2.791,-2.243,0.2153,-84.0,1
True,HE 2338-1618,HE 2338-1618,,,HE 2338-1618,23 40 36.3944,-16 01 26.775,14,14,0.0271,0.0246,90,A,O,2020yCat.1350....0G,,15.862,15.358,15.093,14.621,13.888,13.52,13.464,ChemPec*,,23 40 36.3944,-16 01 26.775,10.397,-15.087,0.1949,-219.4,1
True,HE 2341-2029,HE 2341-2029,,,HE 2341-2029,23 44 19.6466,-20 13 19.752,14,14,0.0491,0.0429,90,A,O,2020yCat.1350....0G,,16.78,16.181,,,15.519,15.043,14.908,ChemPec*,,23 44 19.6466,-20 13 19.752,25.35,-18.412,0.5035,-83.0,1
True,HE 2345-1919,HE 2345-1919,,,HE 2345-1919,23 47 55.5253,-19 02 37.605,14,14,0.0308,0.0292,90,A,O,2020yCat.1350....0G,,15.854,15.092,14.764,14.486,13.817,13.456,13.377,ChemPec*,,23 47 55.5253,-19 02 37.605,51.677,-45.113,1.4237,119.4,1
True,HE 2347-1334,HE 2347-1334,,,HE 2347-1334,23 50 26.8260,-13 17 39.092,14,14,0.0198,0.0187,90,A,O,2020yCat.1350....0G,,13.716,12.636,12.036,11.446,10.624,10.051,9.912,ChemPec*,,23 50 26.8260,-13 17 39.092,1.055,-5.782,0.0835,-54.2,1
True,HE 2347-1448,HE 2347-1448,,,HE 2347-1448,23 49 58.3467,-14 32 15.606,14,14,0.0257,0.0325,90,A,O,2020yCat.1350....0G,,15.692,15.226,14.93,14.615,14.161,13.89,13.911,ChemPec*,,23 49 58.3467,-14 32 15.606,18.085,-8.822,0.3266,-165.1,1
True,HE 2356-0410,HE 2356-0410,,,HE 2356-0410,23 59 13.1419,-03 53 48.220,14,14,0.0189,0.0146,90,A,O,2020yCat.1350....0G,,14.39,13.6,13.164,12.713,12.092,11.622,11.609,ChemPec*,CEMP-no,23 59 13.1419,-03 53 48.220,4.937,-24.638,0.3326,-61.5,1
True,HE 2357-0701,HE 2357-0701,,,HE 2357-0701,00 00 04.5075,-06 45 07.200,14,14,0.0272,0.0226,90,A,O,2020yCat.1350....0G,,,15.39,15.448,,13.83,13.395,13.264,ChemPec*,,00 00 04.5075,-06 45 07.200,0.697,-5.731,0.1141,-82.9,1
True,HK17435-00532,2MASS J11490329+1658413,,,UCAC2  37720962,11 49 03.3074,+16 58 41.334,14,14,0.0156,0.0152,90,A,O,2020yCat.1350....0G,,,,,,11.534,11.121,11.049,ChemPec*,CEMP-r/s,11 49 03.3074,+16 58 41.334,-5.779,-8.673,0.2107,38.77,1
True,LP625-44,LP 625-44,,,LP  625-44,16 43 14.0377,-01 55 30.411,14,14,0.0341,0.022,90,A,O,2020yCat.1350....0G,,12.84,11.68,,,10.432,10.058,10.039,ChemPec*,CEMP-s,16 43 14.0377,-01 55 30.411,-63.125,-205.687,2.5381,29.03,1
True,LP 815-43,LP 815-43,,,LP  815-43,20 38 13.2998,-20 26 10.850,14,14,0.015,0.0104,90,A,O,2020yCat.1350....0G,,11.31,10.72,,,9.964,9.709,9.65,ChemPec*,,20 38 13.2998,-20 26 10.850,-107.802,-221.427,4.1558,-2.93,1
True,SDSS J0002+29,SDSS J000219.87+292851.8,,,UCAC4 598-000105,00 02 19.8719,+29 28 51.828,14,14,0.0186,0.0135,90,A,O,2020yCat.1350....0G,,15.571,15.093,14.926,,13.95,13.65,13.68,ChemPec*,CEMP-s,00 02 19.8719,+29 28 51.828,-2.705,-23.345,0.3854,-308.22,1
True,SDSS J0018-09,SDSS J001820.51-093939.2,,,SDSS J001820.51-093939.2,00 18 20.5090,-09 39 39.110,14,14,0.0285,0.0259,90,A,O,2020yCat.1350....0G,,,,,,13.904,13.4,13.278,ChemPec*,F9,00 18 20.5090,-09 39 39.110,2.507,-108.762,2.9486,-122.89,1
True,SDSS J0036-10,SDSS J003602.17-104336.2,,,UCAC4 397-000729,00 36 02.1765,-10 43 36.333,14,14,0.0323,0.028,90,A,O,2020yCat.1350....0G,,16.096,15.586,15.485,,14.634,14.369,14.388,ChemPec*,CEMP-s,00 36 02.1765,-10 43 36.333,-4.634,-51.688,0.5038,-47.2,1
True,SDSS J0126+06,SDSS J012617.95+060724.8,,,UCAC4 481-002020,01 26 17.9451,+06 07 24.727,14,14,0.0325,0.0205,90,A,O,2020yCat.1350....0G,,16.001,15.561,,,14.821,14.564,14.468,ChemPec*,CEMP-s,01 26 17.9451,+06 07 24.727,18.047,7.553,0.3478,-274.31,1
True,SDSS J0140+23,SDSS J014036.22+234458.1,,,SDSS J014036.21+234458.1,01 40 36.2207,+23 44 58.206,14,14,0.0355,0.026,90,A,O,2020yCat.1350....0G,,15.6,,,,14.129,13.777,13.67,ChemPec*,CEMP-no,01 40 36.2207,+23 44 58.206,0.972,-21.59,1.0662,-200.17,1
True,SDSS J0259+00,SDSS J025956.45+005713.3,,,[CR2000b] 18062,02 59 56.4233,+00 57 13.484,14,14,0.0361,0.0349,90,A,O,2020yCat.1350....0G,,16.98,16.34,,15.05,14.25,13.762,13.673,ChemPec*,F9,02 59 56.4233,+00 57 13.484,119.438,-89.88,2.4829,35.71,1
True,SDSS J0308+05,SDSS J030839.27+050534.9,,,UCAC4 476-004673,03 08 39.2556,+05 05 35.121,14,14,0.0452,0.0403,90,A,O,2020yCat.1350....0G,,,,15.976,,14.72,14.38,14.26,ChemPec*,CEMP-s,03 08 39.2556,+05 05 35.121,42.674,-30.046,0.792,316.08,1
True,SDSS J0351+10,SDSS J035111.27+102643.2,,,UCAC4 503-006055,03 51 11.2607,+10 26 43.148,14,14,0.0575,0.0415,90,A,O,2020yCat.1350....0G,,,16.569,,,14.93,14.46,14.28,ChemPec*,CEMP-no,03 51 11.2607,+10 26 43.148,3.312,1.068,0.2385,98.68,1
True,SDSS J0629+83,SDSS J062947.45+830328.6,,,SDSS J062947.45+830328.5,06 29 47.4523,+83 03 28.664,14,14,0.023,0.0235,90,A,O,2020yCat.1350....0G,,,,,,14.17,13.83,13.66,ChemPec*,CEMP-s,06 29 47.4523,+83 03 28.664,3.85,-9.292,0.319,-122.08,1
True,SDSS J0711+67,SDSS J071105.43+670228.2,,,UCAC3 315-38909,07 11 05.4232,+67 02 28.249,14,14,0.0137,0.0212,90,A,O,2020yCat.1350....0G,,16.72,16.1,15.46,,14.41,14.02,13.86,ChemPec*,CEMP-s,07 11 05.4232,+67 02 28.249,3.034,-7.541,0.1916,111.79,1
True,SDSS J0723+36,SDSS J072352.21+363757.2,,,SDSS J072352.20+363757.2,07 23 52.2116,+36 37 57.220,14,14,0.0229,0.0223,90,A,O,2020yCat.1350....0G,,,,,,13.484,12.991,12.903,ChemPec*,CEMP-no,07 23 52.2116,+36 37 57.220,1.156,-3.561,0.0198,-51.69,1
True,SDSS J0741+67,SDSS J074104.22+670801.8,,,SDSS J074104.19+670802.0,07 41 04.2222,+67 08 01.776,14,14,0.0093,0.0172,90,A,O,2020yCat.1350....0G,,,,,,13.876,13.418,13.31,ChemPec*,CEMP-no,07 41 04.2222,+67 08 01.776,0.701,-6.649,0.1176,-167.12,1
True,SDSS J0817+26,SDSS J081754.93+264103.8,,,UCAC4 584-041857,08 17 54.9202,+26 41 03.820,14,14,0.037,0.0274,90,A,O,2020yCat.1350....0G,,16.579,16.037,15.931,,14.989,14.747,14.707,SB*,CEMP-s,08 17 54.9202,+26 41 03.820,18.616,-14.978,0.5033,-1.82,1
True,SDSS J0858+35,SDSS J085833.35+354127.3,,,SDSS J085833.35+354127.3,08 58 33.3495,+35 41 27.320,14,14,0.0238,0.0163,90,A,O,2020yCat.1350....0G,,,,,,13.487,13.019,12.933,ChemPec*,F2,08 58 33.3495,+35 41 27.320,2.336,-3.51,0.0814,-226.15,1
True,SDSS J0912+02,SDSS J091243.72+021623.6,,,SDSS J091243.72+021623.6,09 12 43.7229,+02 16 23.716,14,14,0.0323,0.0228,90,A,O,2020yCat.1350....0G,,,,,,14.47,14.18,14.06,ChemPec*,CEMP-s,09 12 43.7229,+02 16 23.716,-2.861,-28.663,0.8033,137.18,1
True,SDSS J0918+37,SDSS J091849.90+374426.5,,,UCAC4 639-043606,09 18 49.9129,+37 44 26.666,14,14,0.03,0.0211,90,A,O,2020yCat.1350....0G,,16.2,,15.976,,14.835,14.56,14.395,ChemPec*,CEMP-s,09 18 49.9129,+37 44 26.666,-5.861,-33.272,0.4689,-177.0,1
True,SDSS J0924+40,SDSS J092401.85+405928.7,,,2MASS J09240185+4059288,09 24 01.8543,+40 59 28.798,14,14,0.0269,0.0201,90,A,O,2020yCat.1350....0G,,,,,,14.493,14.248,14.165,ChemPec*,CEMP-s,09 24 01.8543,+40 59 28.798,-26.021,-45.755,0.7482,-369.4281,1
True,SDSS J1029+17,SDSS J102915.15+172927.9,,,UCAC3 215-112497,10 29 15.1489,+17 29 27.924,14,14,0.0534,0.043,90,A,O,2020yCat.1350....0G,,17.424,16.708,,15.98,15.513,15.126,15.146,ChemPec*,sdA,10 29 15.1489,+17 29 27.924,-10.72,-3.921,0.6482,,1
True,SDSS J1036+12,SDSS J103649.92+121219.8,,,2MASS J10364992+1212199,10 36 49.9302,+12 12 19.888,14,14,0.0332,0.0241,90,A,O,2020yCat.1350....0G,,,,,,14.28,13.83,13.82,ChemPec*,CEMP-s,10 36 49.9302,+12 12 19.888,3.285,-19.843,0.2395,-33.54,1
True,SDSS J1114+18,SDSS J111407.07+182831.7,,,2MASS J11140709+1828320,11 14 07.0924,+18 28 31.823,14,14,0.049,0.0398,90,A,O,2020yCat.1350....0G,,,,,,15.43,15.092,14.962,ChemPec*,CEMP-s,11 14 07.0924,+18 28 31.823,-21.541,-5.602,0.541,224.9316,1
True,SDSS J1143+20,SDSS J114323.42+202058.0,,,SDSS J114323.42+202058.0,11 43 23.4373,+20 20 58.123,14,14,0.0771,0.063,90,A,O,2020yCat.1350....0G,,,,,,15.611,15.273,15.636,ChemPec*,CEMP-s,11 43 23.4373,+20 20 58.123,-26.31,-11.76,0.3811,204.0,1
True,SDSS J1241-08,SDSS J124123.92-083725.5,,,SDSS J124123.92-083725.4,12 41 23.9249,-08 37 25.435,14,14,0.0366,0.0201,90,A,O,2020yCat.1350....0G,,,,,,14.375,13.914,13.79,ChemPec*,G2,12 41 23.9249,-08 37 25.435,-3.003,-2.168,0.0229,334.23,1
True,SDSS J1242-03,SDSS J124204.42-033618.1,,,SDSS J124204.42-033618.0,12 42 04.4267,-03 36 18.062,14,14,0.0196,0.0112,90,A,O,2020yCat.1350....0G,,,,,,12.803,12.328,12.217,ChemPec*,,12 42 04.4267,-03 36 18.062,-2.09,-8.101,0.1894,92.14,1
True,SDSS J1245-07,SDSS J124502.68-073847.1,,,2MASS J12450268-0738469,12 45 02.6808,-07 38 47.103,14,14,0.0432,0.0218,90,A,O,2020yCat.1350....0G,,,,,,15.09,14.77,14.81,ChemPec*,CEMP-s,12 45 02.6808,-07 38 47.103,3.031,-5.543,0.3157,76.88,1
True,SDSS J1349-02,SDSS J134913.54-022942.8,,,NAME SDSS J1349-0229,13 49 13.5415,-02 29 42.784,14,14,0.0526,0.0385,90,A,O,2020yCat.1350....0G,,,,,,15.25,15.11,14.69,ChemPec*,CEMP-s,13 49 13.5415,-02 29 42.784,-10.204,-7.176,0.3234,120.21,1
True,SDSS J1422+00,SDSS J142237.43+003105.2,,,SDSS J142237.43+003105.2,14 22 37.4316,+00 31 05.282,14,14,0.0419,0.0393,90,A,O,2020yCat.1350....0G,,,,,,14.66,14.19,14.12,ChemPec*,CEMP-no,14 22 37.4316,+00 31 05.282,-3.122,-0.454,0.0829,-120.2,1
True,SDSS J1612+04,SDSS J161226.18+042146.6,,,SDSS J161226.17+042146.6,16 12 26.1799,+04 21 46.630,14,14,0.0311,0.0284,90,A,O,2020yCat.1350....0G,,,,,,14.56,14.13,14.05,ChemPec*,F5,16 12 26.1799,+04 21 46.630,2.516,-14.307,0.0408,20.4,1
True,SDSS J1613+53,SDSS J161313.53+530909.7,,,SDSS J161313.51+530909.6,16 13 13.5241,+53 09 09.693,14,14,0.0278,0.0303,90,A,O,2020yCat.1350....0G,,,,,,15.03,14.59,14.4,ChemPec*,CEMP-no,16 13 13.5241,+53 09 09.693,-6.055,1.214,0.1911,-0.01,1
True,SDSS J1626+14,SDSS J162603.61+145844.3,,,SDSS J162603.61+145844.3,16 26 03.6119,+14 58 44.315,14,14,0.0417,0.0309,90,A,O,2020yCat.1350....0G,,,,,,16.13,15.68,15.37,ChemPec*,CEMP-s,16 26 03.6119,+14 58 44.315,-21.557,-19.426,0.2187,25.83,1
True,SDSS J1646+28,SDSS J164610.19+282422.2,,,2MASS J16461019+2824220,16 46 10.1920,+28 24 22.101,14,14,0.0185,0.0243,90,A,O,2020yCat.1350....0G,,,,,,14.68,14.4,14.45,ChemPec*,CEMP-s,16 46 10.1920,+28 24 22.101,-17.952,41.354,0.6943,-18.72,1
True,SDSS J1703+28,SDSS J170339.60+283649.9,,,2MASS J17033961+2836505,17 03 39.6056,+28 36 50.490,14,14,0.0166,0.0176,90,A,O,2020yCat.1350....0G,,,,,,13.856,13.473,13.27,ChemPec*,F2,17 03 39.6056,+28 36 50.490,-27.778,-129.836,2.1594,-174.9,1
True,SDSS J1707+58,SDSS J170733.93+585059.7,,,ATO J256.8913+58.8499,17 07 33.9318,+58 50 59.711,14,14,0.0292,0.0277,90,A,O,2020yCat.1350....0G,,16.209,15.635,15.977,,15.064,14.827,14.776,RRLyrae,F5kA2Bapec,17 07 33.9318,+58 50 59.711,-5.032,0.482,0.0525,-0.1,1
True,SDSS J1734+43,SDSS J173417.89+431606.5,,,SDSS J173417.89+431606.5,17 34 17.8947,+43 16 06.574,14,14,0.0263,0.027,90,A,O,2020yCat.1350....0G,,,,,,14.83,14.4,14.27,ChemPec*,CEMP-s,17 34 17.8947,+43 16 06.574,-0.312,-8.342,0.091,-211.93,1
True,SDSS J1746+24,SDSS J174624.13+245548.8,,,SDSS J174624.12+245548.7,17 46 24.1295,+24 55 48.764,14,14,0.0166,0.0213,90,A,O,2020yCat.1350....0G,,,,,,14.234,13.8,13.66,ChemPec*,CEMP-no,17 46 24.1295,+24 55 48.764,-3.07,-2.491,0.0949,78.69,1
True,SDSS J1836+63,SDSS J183601.71+631727.4,,,SDSS J183601.71+631727.4,18 36 01.7145,+63 17 27.440,14,14,0.0317,0.0298,90,A,O,2020yCat.1350....0G,,,,,,14.74,14.4,14.33,ChemPec*,CEMP-s,18 36 01.7145,+63 17 27.440,-5.387,-5.288,0.2166,-423.25,1
True,SDSS J2047+00,SDSS J204728.84+001553.8,,,SDSS J204728.84+001553.8,20 47 28.8409,+00 15 53.867,14,14,0.0377,0.0248,90,A,O,2020yCat.1350....0G,,,,,,15.188,14.791,14.88,ChemPec*,CEMP-s,20 47 28.8409,+00 15 53.867,19.808,-30.4,0.6066,-451.795,1
True,SDSS J2206-09,SDSS J220646.20-092545.7,,,SDSS J220646.20-092545.7,22 06 46.2048,-09 25 45.747,14,14,0.0238,0.021,90,A,O,2020yCat.1350....0G,,,,,,13.366,12.787,12.73,ChemPec*,F5,22 06 46.2048,-09 25 45.747,2.642,-3.233,0.1198,14.85,1
True,SDSS J2209-00,SDSS J220924.74-002859.8,,,SDSS J220924.74-002859.8,22 09 24.7445,-00 28 59.826,14,14,0.1325,0.1297,90,A,O,2020yCat.1350....0G,,,,,,,,,ChemPec*,CEMP-no,22 09 24.7445,-00 28 59.826,-6.802,-10.911,0.1158,-222.0,1
True,SDSS J2357-00,SDSS J235718.91-005247.8,,,LP  584-32,23 57 18.9066,-00 52 47.436,14,14,0.0401,0.024,90,A,O,2020yCat.1350....0G,,16.366,15.636,15.141,14.673,14.091,13.65,13.567,ChemPec*,F5,23 57 18.9066,-00 52 47.436,49.744,-172.454,1.8801,-9.4,1
