51486.070 1942.2729 0.5 0.5  0.44405 -0.016751 0.00150 196
51486.070 1942.2729 0.5 0.5  0.24705 -0.009320 0.09970 198
51486.070 1942.2729 0.5 0.5  0.05005 -0.001888 0.23100 200
51486.070 1942.2729 0.5 0.5 -0.16095  0.006072 0.29860 202
51486.070 1942.2729 0.5 0.5 -0.36795  0.013881 0.06870 204
51486.070 1942.2729 1.0 1.0 -0.05424  0.002046 0.08435 199
51486.070 1942.2729 1.0 0.0  1.29694 -0.048925 0.04217 199
51486.070 1942.2729 0.0 1.0 -0.28624  0.010798 0.04217 199
51486.070 1942.2729 2.0 2.0  0.29749 -0.011223 0.04119 201
51486.070 1942.2729 2.0 1.0 -0.70168  0.026471 0.04119 201
51486.070 1942.2729 1.0 2.0  0.47149 -0.017787 0.04119 201
51486.070 1942.2729 1.0 1.0 -0.52768  0.019906 0.00824 201
