Name,lambda,Species,chi,loggf,EW
BL160,6252.57,Fe I,2.40,-1.76,210.8
BL160,6265.13,Fe I,2.18,-2.55,192.2
BL160,6271.28,Fe I,3.32,-2.96,55.0
BL160,6297.80,Fe I,2.22,-2.74,
BL160,6301.50,Fe I,3.65,-0.72,
BL160,6307.85,Fe I,3.64,-3.27,
BL160,6322.69,Fe I,2.59,-2.43,160.4
BL160,6330.85,Fe I,4.73,-1.22,39.7
BL160,6335.33,Fe I,2.20,-2.23,207.1
BL160,6336.82,Fe I,3.69,-1.05,142.5
BL160,6344.15,Fe I,2.43,-2.92,163.1
BL160,6355.04,Fe I,2.84,-2.29,151.7
BL160,6380.75,Fe I,4.19,-1.50,74.7
BL160,6392.54,Fe I,2.28,-3.95,87.2
BL160,6393.61,Fe I,2.43,-1.63,241.8
BL160,6408.03,Fe I,3.69,-1.00,145.9
BL160,6419.96,Fe I,4.73,-0.24,106.4
BL160,6421.36,Fe I,2.28,-2.01,215.6
BL160,6430.86,Fe I,2.18,-1.95,236.8
BL160,6481.87,Fe I,2.27,-2.98,176.7
BL160,6498.94,Fe I,0.96,-4.69,181.7
BL160,6533.93,Fe I,4.55,-1.46,61.8
BL160,6556.81,Fe I,4.79,-1.72,
BL160,6569.22,Fe I,4.73,-0.42,112.2
BL160,6574.23,Fe I,0.99,-5.02,167.7
BL160,6593.88,Fe I,2.43,-2.39,195.7
BL160,6597.56,Fe I,4.79,-1.07,55.0
BL160,6608.03,Fe I,2.28,-3.94,89.7
BL160,6609.12,Fe I,2.56,-2.66,150.2
BL160,6627.54,Fe I,4.54,-1.68,26.7
BL160,6633.76,Fe I,4.56,-0.82,115.3
BL160,6646.93,Fe I,2.60,-3.99,
BL160,6653.85,Fe I,4.15,-2.52,
BL160,5414.08,Fe II,3.22,-3.61,32.5
BL160,5425.25,Fe II,3.20,-3.36,42.3
BL160,6149.25,Fe II,3.89,-2.72,29.4
BL160,6432.68,Fe II,2.89,-3.71,55.4
BL160,6456.39,Fe II,3.90,-2.08,69.2
BL160,5578.73,Ni I,1.68,-2.67,142.8
BL160,5587.87,Ni I,1.93,-2.37,163.4
BL160,5589.37,Ni I,3.90,-1.15,26.9
BL160,5593.75,Ni I,3.90,-0.79,47.4
BL160,6128.97,Ni I,1.68,-3.39,76.2
BL160,6130.14,Ni I,4.27,-0.98,16.4
BL160,6177.25,Ni I,1.83,-3.60,69.2
BL160,6186.72,Ni I,4.11,-0.90,35.0
BL160,6204.61,Ni I,4.09,-1.15,36.3
BL160,6223.99,Ni I,4.10,-0.97,20.6
BL160,6230.10,Ni I,4.11,-1.20,29.2
BL160,6322.17,Ni I,4.15,-1.21,
BL160,6327.60,Ni I,1.68,-3.09,114.2
BL160,6378.26,Ni I,4.15,-0.82,28.8
BL160,6384.67,Ni I,4.15,-1.00,26.3
BL160,6482.80,Ni I,1.94,-2.85,109.1
BL160,6586.32,Ni I,1.95,-2.79,133.6
BL160,6598.61,Ni I,4.24,-0.93,17.0
BL160,6635.14,Ni I,4.42,-0.75,
BL160,5402.78,Y II,1.84,-0.51,40.5
BL160,6141.73,Ba II,0.70,-0.08,240.2
BL160,6496.91,Ba II,0.60,-0.38,248.0
BL160,6320.43,La II,0.17,-1.56,80.2
BL160,6390.46,La II,0.32,-1.40,
BL160,5416.38,Nd II,0.86,-0.98,43.2
BL160,5431.54,Nd II,1.12,-0.47,52.8
BL160,5485.71,Nd II,1.26,-0.12,42.0
BL160,6645.13,Eu II,1.37,0.20,60.1
BL163,6154.23,Na I,2.10,-1.56,41.9
BL163,6160.75,Na I,2.10,-1.26,53.0
BL163,5528.41,Mg I,4.35,-0.36,221.8
BL163,6318.72,Mg I,5.11,-1.97,41.1
BL163,6319.24,Mg I,5.11,-2.21,
BL163,6319.49,Mg I,5.11,-2.43,
BL163,6125.03,Si I,5.62,-1.57,
BL163,6142.48,Si I,5.62,-1.51,
BL163,6145.02,Si I,5.61,-1.37,
BL163,6155.14,Si I,5.62,-0.80,45.6
BL163,6237.33,Si I,5.61,-1.02,26.0
BL163,6243.82,Si I,5.61,-1.27,
BL163,6122.23,Ca I,1.89,-0.32,287.1
BL163,6156.03,Ca I,2.52,-2.39,40.5
BL163,6161.30,Ca I,2.52,-1.27,152.0
BL163,6162.17,Ca I,1.90,-0.32,299.6
BL163,6166.44,Ca I,2.52,-1.14,137.7
BL163,6169.04,Ca I,2.52,-0.80,160.1
BL163,6169.56,Ca I,2.52,-0.48,181.1
BL163,6439.08,Ca I,2.52,0.39,251.3
BL163,6455.60,Ca I,2.52,-1.29,225.1
BL163,6471.67,Ca I,2.52,-0.76,
BL163,6493.79,Ca I,2.52,-0.32,198.6
BL163,6499.65,Ca I,2.52,-0.82,150.4
BL163,6508.84,Ca I,2.52,-2.41,42.6
BL163,5490.16,Ti I,1.46,-0.93,133.6
BL163,5503.90,Ti I,2.58,-0.19,87.9
BL163,6126.22,Ti I,1.07,-1.42,153.9
BL163,6220.50,Ti I,2.68,-0.14,
BL163,6258.10,Ti I,1.44,-0.35,219.4
BL163,6303.77,Ti I,1.44,-1.57,86.3
BL163,6312.24,Ti I,1.46,-1.55,97.8
BL163,6336.10,Ti I,1.44,-1.74,102.5
BL163,6508.12,Ti I,1.43,-2.05,
BL163,6556.08,Ti I,1.46,-1.07,
BL163,6599.13,Ti I,0.90,-2.09,166.2
BL163,6666.53,Ti I,1.46,-1.62,19.5
BL163,5418.77,Ti II,1.58,-2.11,113.7
BL163,6219.94,Ti II,2.06,-2.82,
BL163,6559.58,Ti II,2.05,-2.02,
BL163,6606.95,Ti II,2.06,-2.79,59.3
BL163,6680.13,Ti II,3.09,-1.86,41.2
BL163,6330.09,Cr I,0.94,-2.92,152.9
BL163,5369.96,Fe I,4.37,0.54,171.3
BL163,5383.37,Fe I,4.31,0.50,175.2
BL163,5386.34,Fe I,4.16,-1.74,47.3
BL163,5393.17,Fe I,3.24,-0.92,230.0
BL163,5395.22,Fe I,4.45,-1.73,34.8
BL163,5405.79,Fe I,0.99,-1.85,
BL163,5415.19,Fe I,4.39,0.51,193.5
BL163,5417.04,Fe I,4.42,-1.42,49.3
BL163,5434.53,Fe I,1.01,-2.12,
BL163,5436.30,Fe I,4.39,-1.35,
BL163,5464.29,Fe I,4.14,-1.62,78.1
BL163,5470.09,Fe I,4.45,-1.60,42.6
BL163,5501.48,Fe I,0.96,-3.05,278.4
BL163,5506.79,Fe I,0.99,-2.79,
BL163,5539.29,Fe I,3.64,-2.59,76.2
BL163,5586.77,Fe I,3.37,-0.10,250.6
BL163,6120.26,Fe I,0.91,-5.94,110.2
BL163,6136.62,Fe I,2.45,-1.50,
BL163,6137.00,Fe I,2.20,-2.95,
BL163,6151.62,Fe I,2.18,-3.37,133.1
BL163,6157.75,Fe I,4.07,-1.26,120.5
BL163,6159.38,Fe I,4.61,-1.97,28.6
BL163,6165.36,Fe I,4.14,-1.47,76.0
BL163,6173.34,Fe I,2.22,-2.85,169.8
BL163,6180.20,Fe I,2.73,-2.78,
BL163,6187.99,Fe I,3.94,-1.58,85.5
BL163,6200.31,Fe I,2.61,-2.44,168.8
BL163,6213.43,Fe I,2.22,-2.66,195.0
BL163,6219.29,Fe I,2.20,-2.44,214.2
BL163,6226.74,Fe I,3.88,-2.20,71.2
BL163,6252.57,Fe I,2.40,-1.76,222.0
BL163,6265.13,Fe I,2.18,-2.55,193.1
BL163,6271.28,Fe I,3.32,-2.96,66.9
BL163,6297.80,Fe I,2.22,-2.74,
BL163,6301.50,Fe I,3.65,-0.72,
BL163,6307.85,Fe I,3.64,-3.27,23.2
BL163,6322.69,Fe I,2.59,-2.43,165.2
BL163,6330.85,Fe I,4.73,-1.22,38.0
BL163,6335.33,Fe I,2.20,-2.23,227.9
BL163,6336.82,Fe I,3.69,-1.05,153.3
BL163,6344.15,Fe I,2.43,-2.92,201.9
BL163,6355.04,Fe I,2.84,-2.29,158.8
BL163,6380.75,Fe I,4.19,-1.50,93.3
BL163,6392.54,Fe I,2.28,-3.95,90.5
BL163,6393.61,Fe I,2.43,-1.63,257.2
BL163,6408.03,Fe I,3.69,-1.00,177.4
BL163,6419.96,Fe I,4.73,-0.24,123.4
BL163,6421.36,Fe I,2.28,-2.01,242.9
BL163,6430.86,Fe I,2.18,-1.95,275.6
BL163,6481.87,Fe I,2.27,-2.98,169.4
BL163,6498.94,Fe I,0.96,-4.69,205.0
BL163,6533.93,Fe I,4.55,-1.46,56.6
BL163,6556.81,Fe I,4.79,-1.72,15.9
BL163,6569.22,Fe I,4.73,-0.42,136.1
BL163,6574.23,Fe I,0.99,-5.02,
BL163,6593.88,Fe I,2.43,-2.39,250.6
BL163,6597.56,Fe I,4.79,-1.07,87.4
BL163,6608.03,Fe I,2.28,-3.94,115.7
BL163,6609.12,Fe I,2.56,-2.66,190.8
BL163,6627.54,Fe I,4.54,-1.68,25.1
BL163,6633.76,Fe I,4.56,-0.82,118.6
BL163,6646.93,Fe I,2.60,-3.99,65.3
BL163,6653.85,Fe I,4.15,-2.52,38.4
BL163,5414.08,Fe II,3.22,-3.61,25.7
BL163,5425.25,Fe II,3.20,-3.36,49.5
BL163,6149.25,Fe II,3.89,-2.72,25.8
BL163,6432.68,Fe II,2.89,-3.71,66.9
BL163,6456.39,Fe II,3.90,-2.08,
BL163,5578.73,Ni I,1.68,-2.67,145.1
BL163,5587.87,Ni I,1.93,-2.37,191.0
BL163,5589.37,Ni I,3.90,-1.15,
BL163,5593.75,Ni I,3.90,-0.79,45.0
BL163,6128.97,Ni I,1.68,-3.39,84.7
BL163,6130.14,Ni I,4.27,-0.98,23.1
BL163,6177.25,Ni I,1.83,-3.60,79.8
BL163,6186.72,Ni I,4.11,-0.90,39.3
BL163,6204.61,Ni I,4.09,-1.15,38.5
BL163,6223.99,Ni I,4.10,-0.97,47.2
BL163,6230.10,Ni I,4.11,-1.20,
BL163,6322.17,Ni I,4.15,-1.21,
BL163,6327.60,Ni I,1.68,-3.09,132.6
BL163,6378.26,Ni I,4.15,-0.82,33.4
BL163,6384.67,Ni I,4.15,-1.00,41.4
BL163,6482.80,Ni I,1.94,-2.85,120.5
BL163,6586.32,Ni I,1.95,-2.79,210.7
BL163,6598.61,Ni I,4.24,-0.93,
BL163,6635.14,Ni I,4.42,-0.75,
BL163,5402.78,Y II,1.84,-0.51,51.6
BL163,6141.73,Ba II,0.70,-0.08,286.5
BL163,6496.91,Ba II,0.60,-0.38,
BL163,6320.43,La II,0.17,-1.56,99.9
BL163,6390.46,La II,0.32,-1.40,92.7
BL163,5416.38,Nd II,0.86,-0.98,54.3
BL163,5431.54,Nd II,1.12,-0.47,76.6
BL163,5485.71,Nd II,1.26,-0.12,53.0
BL163,6645.13,Eu II,1.37,0.20,79.0
BL166,6154.23,Na I,2.10,-1.56,19.6
BL166,6160.75,Na I,2.10,-1.26,47.3
BL166,5528.41,Mg I,4.35,-0.36,216.6
BL166,6318.72,Mg I,5.11,-1.97,37.8
BL166,6319.24,Mg I,5.11,-2.21,25.3
BL166,6319.49,Mg I,5.11,-2.43,
BL166,6125.03,Si I,5.62,-1.57,
BL166,6142.48,Si I,5.62,-1.51,
BL166,6145.02,Si I,5.61,-1.37,
BL166,6155.14,Si I,5.62,-0.80,29.4
BL166,6237.33,Si I,5.61,-1.02,
BL166,6243.82,Si I,5.61,-1.27,36.7
BL166,6122.23,Ca I,1.89,-0.32,251.3
BL166,6156.03,Ca I,2.52,-2.39,
BL166,6161.30,Ca I,2.52,-1.27,138.7
BL166,6162.17,Ca I,1.90,-0.32,263.2
BL166,6166.44,Ca I,2.52,-1.14,117.9
BL166,6169.04,Ca I,2.52,-0.80,143.0
BL166,6169.56,Ca I,2.52,-0.48,174.7
BL166,6439.08,Ca I,2.52,0.39,229.0
BL166,6455.60,Ca I,2.52,-1.29,178.2
BL166,6471.67,Ca I,2.52,-0.76,
BL166,6493.79,Ca I,2.52,-0.32,192.5
BL166,6499.65,Ca I,2.52,-0.82,124.5
BL166,6508.84,Ca I,2.52,-2.41,23.9
BL166,5490.16,Ti I,1.46,-0.93,109.2
BL166,5503.90,Ti I,2.58,-0.19,64.4
BL166,6126.22,Ti I,1.07,-1.42,132.6
BL166,6220.50,Ti I,2.68,-0.14,69.0
BL166,6258.10,Ti I,1.44,-0.35,176.7
BL166,6303.77,Ti I,1.44,-1.57,87.1
BL166,6312.24,Ti I,1.46,-1.55,72.4
BL166,6336.10,Ti I,1.44,-1.74,75.8
BL166,6508.12,Ti I,1.43,-2.05,56.1
BL166,6556.08,Ti I,1.46,-1.07,
BL166,6599.13,Ti I,0.90,-2.09,117.3
BL166,6666.53,Ti I,1.46,-1.62,
BL166,5418.77,Ti II,1.58,-2.11,102.1
BL166,6219.94,Ti II,2.06,-2.82,
BL166,6559.58,Ti II,2.05,-2.02,
BL166,6606.95,Ti II,2.06,-2.79,41.4
BL166,6680.13,Ti II,3.09,-1.86,35.1
BL166,6330.09,Cr I,0.94,-2.92,117.2
BL166,5369.96,Fe I,4.37,0.54,151.9
BL166,5383.37,Fe I,4.31,0.50,185.8
BL166,5386.34,Fe I,4.16,-1.74,38.5
BL166,5393.17,Fe I,3.24,-0.92,229.4
BL166,5395.22,Fe I,4.45,-1.73,35.1
BL166,5405.79,Fe I,0.99,-1.85,
BL166,5415.19,Fe I,4.39,0.51,181.7
BL166,5417.04,Fe I,4.42,-1.42,52.3
BL166,5434.53,Fe I,1.01,-2.12,
BL166,5436.30,Fe I,4.39,-1.35,
BL166,5464.29,Fe I,4.14,-1.62,67.3
BL166,5470.09,Fe I,4.45,-1.60,22.5
BL166,5501.48,Fe I,0.96,-3.05,266.8
BL166,5506.79,Fe I,0.99,-2.79,
BL166,5539.29,Fe I,3.64,-2.59,70.3
BL166,5586.77,Fe I,3.37,-0.10,246.9
BL166,6120.26,Fe I,0.91,-5.94,103.0
BL166,6136.62,Fe I,2.45,-1.50,
BL166,6137.00,Fe I,2.20,-2.95,
BL166,6151.62,Fe I,2.18,-3.37,138.0
BL166,6157.75,Fe I,4.07,-1.26,112.6
BL166,6159.38,Fe I,4.61,-1.97,
BL166,6165.36,Fe I,4.14,-1.47,72.6
BL166,6173.34,Fe I,2.22,-2.85,155.6
BL166,6180.20,Fe I,2.73,-2.78,154.7
BL166,6187.99,Fe I,3.94,-1.58,83.3
BL166,6200.31,Fe I,2.61,-2.44,148.7
BL166,6213.43,Fe I,2.22,-2.66,192.3
BL166,6219.29,Fe I,2.20,-2.44,204.7
BL166,6226.74,Fe I,3.88,-2.20,59.1
BL166,6252.57,Fe I,2.40,-1.76,217.8
BL166,6265.13,Fe I,2.18,-2.55,192.4
BL166,6271.28,Fe I,3.32,-2.96,60.2
BL166,6297.80,Fe I,2.22,-2.74,
BL166,6301.50,Fe I,3.65,-0.72,
BL166,6307.85,Fe I,3.64,-3.27,
BL166,6322.69,Fe I,2.59,-2.43,147.5
BL166,6330.85,Fe I,4.73,-1.22,38.9
BL166,6335.33,Fe I,2.20,-2.23,206.1
BL166,6336.82,Fe I,3.69,-1.05,138.0
BL166,6344.15,Fe I,2.43,-2.92,177.3
BL166,6355.04,Fe I,2.84,-2.29,158.5
BL166,6380.75,Fe I,4.19,-1.50,67.6
BL166,6392.54,Fe I,2.28,-3.95,
BL166,6393.61,Fe I,2.43,-1.63,227.9
BL166,6408.03,Fe I,3.69,-1.00,151.3
BL166,6419.96,Fe I,4.73,-0.24,89.2
BL166,6421.36,Fe I,2.28,-2.01,231.2
BL166,6430.86,Fe I,2.18,-1.95,260.4
BL166,6481.87,Fe I,2.27,-2.98,183.8
BL166,6498.94,Fe I,0.96,-4.69,205.6
BL166,6533.93,Fe I,4.55,-1.46,41.8
BL166,6556.81,Fe I,4.79,-1.72,24.1
BL166,6569.22,Fe I,4.73,-0.42,109.8
BL166,6574.23,Fe I,0.99,-5.02,188.2
BL166,6593.88,Fe I,2.43,-2.39,196.8
BL166,6597.56,Fe I,4.79,-1.07,70.8
BL166,6608.03,Fe I,2.28,-3.94,96.7
BL166,6609.12,Fe I,2.56,-2.66,166.6
BL166,6627.54,Fe I,4.54,-1.68,24.2
BL166,6633.76,Fe I,4.56,-0.82,111.0
BL166,6646.93,Fe I,2.60,-3.99,59.4
BL166,6653.85,Fe I,4.15,-2.52,31.6
BL166,5414.08,Fe II,3.22,-3.61,51.9
BL166,5425.25,Fe II,3.20,-3.36,38.5
BL166,6149.25,Fe II,3.89,-2.72,
BL166,6432.68,Fe II,2.89,-3.71,45.2
BL166,6456.39,Fe II,3.90,-2.08,112.6
BL166,5578.73,Ni I,1.68,-2.67,147.2
BL166,5587.87,Ni I,1.93,-2.37,175.0
BL166,5589.37,Ni I,3.90,-1.15,19.9
BL166,5593.75,Ni I,3.90,-0.79,43.7
BL166,6128.97,Ni I,1.68,-3.39,82.6
BL166,6130.14,Ni I,4.27,-0.98,
BL166,6177.25,Ni I,1.83,-3.60,51.3
BL166,6186.72,Ni I,4.11,-0.90,28.1
BL166,6204.61,Ni I,4.09,-1.15,15.0
BL166,6223.99,Ni I,4.10,-0.97,
BL166,6230.10,Ni I,4.11,-1.20,
BL166,6322.17,Ni I,4.15,-1.21,
BL166,6327.60,Ni I,1.68,-3.09,112.0
BL166,6378.26,Ni I,4.15,-0.82,44.1
BL166,6384.67,Ni I,4.15,-1.00,31.7
BL166,6482.80,Ni I,1.94,-2.85,106.3
BL166,6586.32,Ni I,1.95,-2.79,143.3
BL166,6598.61,Ni I,4.24,-0.93,30.3
BL166,6635.14,Ni I,4.42,-0.75,
BL166,5402.78,Y II,1.84,-0.51,43.8
BL166,6141.73,Ba II,0.70,-0.08,266.8
BL166,6496.91,Ba II,0.60,-0.38,254.1
BL166,6320.43,La II,0.17,-1.56,88.8
BL166,6390.46,La II,0.32,-1.40,61.5
BL166,5416.38,Nd II,0.86,-0.98,38.9
BL166,5431.54,Nd II,1.12,-0.47,60.0
BL166,5485.71,Nd II,1.26,-0.12,43.5
BL166,6645.13,Eu II,1.37,0.20,56.8
BL168,6154.23,Na I,2.10,-1.56,
BL168,6160.75,Na I,2.10,-1.26,47.9
BL168,5528.41,Mg I,4.35,-0.36,205.1
BL168,6318.72,Mg I,5.11,-1.97,32.0
BL168,6319.24,Mg I,5.11,-2.21,
BL168,6319.49,Mg I,5.11,-2.43,
BL168,6125.03,Si I,5.62,-1.57,
BL168,6142.48,Si I,5.62,-1.51,
BL168,6145.02,Si I,5.61,-1.37,
BL168,6155.14,Si I,5.62,-0.80,32.6
BL168,6237.33,Si I,5.61,-1.02,17.4
BL168,6243.82,Si I,5.61,-1.27,33.6
BL168,6122.23,Ca I,1.89,-0.32,245.5
BL168,6156.03,Ca I,2.52,-2.39,
BL168,6161.30,Ca I,2.52,-1.27,132.7
BL168,6162.17,Ca I,1.90,-0.32,271.3
BL168,6166.44,Ca I,2.52,-1.14,110.2
BL168,6169.04,Ca I,2.52,-0.80,154.3
BL168,6169.56,Ca I,2.52,-0.48,173.7
BL168,6439.08,Ca I,2.52,0.39,232.1
BL168,6455.60,Ca I,2.52,-1.29,184.1
BL168,6471.67,Ca I,2.52,-0.76,
BL168,6493.79,Ca I,2.52,-0.32,186.1
BL168,6499.65,Ca I,2.52,-0.82,133.7
BL168,6508.84,Ca I,2.52,-2.41,24.2
BL168,5490.16,Ti I,1.46,-0.93,111.7
BL168,5503.90,Ti I,2.58,-0.19,66.8
BL168,6126.22,Ti I,1.07,-1.42,132.0
BL168,6220.50,Ti I,2.68,-0.14,
BL168,6258.10,Ti I,1.44,-0.35,206.5
BL168,6303.77,Ti I,1.44,-1.57,98.3
BL168,6312.24,Ti I,1.46,-1.55,
BL168,6336.10,Ti I,1.44,-1.74,68.5
BL168,6508.12,Ti I,1.43,-2.05,42.3
BL168,6556.08,Ti I,1.46,-1.07,133.3
BL168,6599.13,Ti I,0.90,-2.09,136.8
BL168,6666.53,Ti I,1.46,-1.62,18.8
BL168,5418.77,Ti II,1.58,-2.11,112.0
BL168,6219.94,Ti II,2.06,-2.82,24.0
BL168,6559.58,Ti II,2.05,-2.02,
BL168,6606.95,Ti II,2.06,-2.79,21.7
BL168,6680.13,Ti II,3.09,-1.86,
BL168,6330.09,Cr I,0.94,-2.92,131.3
BL168,5369.96,Fe I,4.37,0.54,168.6
BL168,5383.37,Fe I,4.31,0.50,173.5
BL168,5386.34,Fe I,4.16,-1.74,
BL168,5393.17,Fe I,3.24,-0.92,216.6
BL168,5395.22,Fe I,4.45,-1.73,22.3
BL168,5405.79,Fe I,0.99,-1.85,
BL168,5415.19,Fe I,4.39,0.51,175.9
BL168,5417.04,Fe I,4.42,-1.42,53.5
BL168,5434.53,Fe I,1.01,-2.12,
BL168,5436.30,Fe I,4.39,-1.35,
BL168,5464.29,Fe I,4.14,-1.62,56.4
BL168,5470.09,Fe I,4.45,-1.60,16.5
BL168,5501.48,Fe I,0.96,-3.05,264.8
BL168,5506.79,Fe I,0.99,-2.79,
BL168,5539.29,Fe I,3.64,-2.59,57.9
BL168,5586.77,Fe I,3.37,-0.10,237.1
BL168,6120.26,Fe I,0.91,-5.94,109.5
BL168,6136.62,Fe I,2.45,-1.50,
BL168,6137.00,Fe I,2.20,-2.95,
BL168,6151.62,Fe I,2.18,-3.37,122.9
BL168,6157.75,Fe I,4.07,-1.26,120.9
BL168,6159.38,Fe I,4.61,-1.97,
BL168,6165.36,Fe I,4.14,-1.47,67.6
BL168,6173.34,Fe I,2.22,-2.85,157.9
BL168,6180.20,Fe I,2.73,-2.78,170.7
BL168,6187.99,Fe I,3.94,-1.58,79.1
BL168,6200.31,Fe I,2.61,-2.44,150.1
BL168,6213.43,Fe I,2.22,-2.66,181.1
BL168,6219.29,Fe I,2.20,-2.44,187.9
BL168,6226.74,Fe I,3.88,-2.20,59.8
BL168,6252.57,Fe I,2.40,-1.76,200.5
BL168,6265.13,Fe I,2.18,-2.55,185.9
BL168,6271.28,Fe I,3.32,-2.96,61.6
BL168,6297.80,Fe I,2.22,-2.74,
BL168,6301.50,Fe I,3.65,-0.72,
BL168,6307.85,Fe I,3.64,-3.27,
BL168,6322.69,Fe I,2.59,-2.43,166.0
BL168,6330.85,Fe I,4.73,-1.22,36.2
BL168,6335.33,Fe I,2.20,-2.23,194.0
BL168,6336.82,Fe I,3.69,-1.05,154.9
BL168,6344.15,Fe I,2.43,-2.92,165.8
BL168,6355.04,Fe I,2.84,-2.29,147.6
BL168,6380.75,Fe I,4.19,-1.50,80.9
BL168,6392.54,Fe I,2.28,-3.95,76.7
BL168,6393.61,Fe I,2.43,-1.63,243.4
BL168,6408.03,Fe I,3.69,-1.00,144.5
BL168,6419.96,Fe I,4.73,-0.24,96.0
BL168,6421.36,Fe I,2.28,-2.01,194.9
BL168,6430.86,Fe I,2.18,-1.95,255.1
BL168,6481.87,Fe I,2.27,-2.98,160.2
BL168,6498.94,Fe I,0.96,-4.69,168.4
BL168,6533.93,Fe I,4.55,-1.46,38.0
BL168,6556.81,Fe I,4.79,-1.72,
BL168,6569.22,Fe I,4.73,-0.42,104.0
BL168,6574.23,Fe I,0.99,-5.02,182.6
BL168,6593.88,Fe I,2.43,-2.39,228.2
BL168,6597.56,Fe I,4.79,-1.07,74.9
BL168,6608.03,Fe I,2.28,-3.94,95.5
BL168,6609.12,Fe I,2.56,-2.66,150.6
BL168,6627.54,Fe I,4.54,-1.68,33.4
BL168,6633.76,Fe I,4.56,-0.82,94.5
BL168,6646.93,Fe I,2.60,-3.99,73.3
BL168,6653.85,Fe I,4.15,-2.52,
BL168,5414.08,Fe II,3.22,-3.61,
BL168,5425.25,Fe II,3.20,-3.36,61.4
BL168,6149.25,Fe II,3.89,-2.72,27.5
BL168,6432.68,Fe II,2.89,-3.71,35.2
BL168,6456.39,Fe II,3.90,-2.08,91.3
BL168,5578.73,Ni I,1.68,-2.67,142.7
BL168,5587.87,Ni I,1.93,-2.37,167.2
BL168,5589.37,Ni I,3.90,-1.15,23.5
BL168,5593.75,Ni I,3.90,-0.79,34.6
BL168,6128.97,Ni I,1.68,-3.39,89.9
BL168,6130.14,Ni I,4.27,-0.98,
BL168,6177.25,Ni I,1.83,-3.60,62.1
BL168,6186.72,Ni I,4.11,-0.90,42.4
BL168,6204.61,Ni I,4.09,-1.15,21.8
BL168,6223.99,Ni I,4.10,-0.97,22.3
BL168,6230.10,Ni I,4.11,-1.20,
BL168,6322.17,Ni I,4.15,-1.21,32.4
BL168,6327.60,Ni I,1.68,-3.09,106.7
BL168,6378.26,Ni I,4.15,-0.82,27.9
BL168,6384.67,Ni I,4.15,-1.00,26.6
BL168,6482.80,Ni I,1.94,-2.85,97.9
BL168,6586.32,Ni I,1.95,-2.79,217.8
BL168,6598.61,Ni I,4.24,-0.93,
BL168,6635.14,Ni I,4.42,-0.75,
BL168,5402.78,Y II,1.84,-0.51,27.1
BL168,6141.73,Ba II,0.70,-0.08,229.1
BL168,6496.91,Ba II,0.60,-0.38,238.6
BL168,6320.43,La II,0.17,-1.56,82.1
BL168,6390.46,La II,0.32,-1.40,76.2
BL168,5416.38,Nd II,0.86,-0.98,29.1
BL168,5431.54,Nd II,1.12,-0.47,47.6
BL168,5485.71,Nd II,1.26,-0.12,35.4
BL168,6645.13,Eu II,1.37,0.20,67.5
BL171,6154.23,Na I,2.10,-1.56,
BL171,6160.75,Na I,2.10,-1.26,
BL171,5528.41,Mg I,4.35,-0.36,214.3
BL171,6318.72,Mg I,5.11,-1.97,38.7
BL171,6319.24,Mg I,5.11,-2.21,30.1
BL171,6319.49,Mg I,5.11,-2.43,
BL171,6125.03,Si I,5.62,-1.57,
BL171,6142.48,Si I,5.62,-1.51,
BL171,6145.02,Si I,5.61,-1.37,
BL171,6155.14,Si I,5.62,-0.80,
BL171,6237.33,Si I,5.61,-1.02,
BL171,6243.82,Si I,5.61,-1.27,
BL171,6122.23,Ca I,1.89,-0.32,247.3
BL171,6156.03,Ca I,2.52,-2.39,
BL171,6161.30,Ca I,2.52,-1.27,115.0
BL171,6162.17,Ca I,1.90,-0.32,268.3
BL171,6166.44,Ca I,2.52,-1.14,121.7
BL171,6169.04,Ca I,2.52,-0.80,147.0
BL171,6169.56,Ca I,2.52,-0.48,177.3
BL171,6439.08,Ca I,2.52,0.39,243.3
BL171,6455.60,Ca I,2.52,-1.29,163.1
BL171,6471.67,Ca I,2.52,-0.76,
BL171,6493.79,Ca I,2.52,-0.32,199.3
BL171,6499.65,Ca I,2.52,-0.82,131.7
BL171,6508.84,Ca I,2.52,-2.41,26.2
BL171,5490.16,Ti I,1.46,-0.93,104.3
BL171,5503.90,Ti I,2.58,-0.19,51.1
BL171,6126.22,Ti I,1.07,-1.42,132.4
BL171,6220.50,Ti I,2.68,-0.14,
BL171,6258.10,Ti I,1.44,-0.35,
BL171,6303.77,Ti I,1.44,-1.57,71.8
BL171,6312.24,Ti I,1.46,-1.55,68.2
BL171,6336.10,Ti I,1.44,-1.74,83.5
BL171,6508.12,Ti I,1.43,-2.05,42.8
BL171,6556.08,Ti I,1.46,-1.07,
BL171,6599.13,Ti I,0.90,-2.09,144.5
BL171,6666.53,Ti I,1.46,-1.62,
BL171,5418.77,Ti II,1.58,-2.11,124.6
BL171,6219.94,Ti II,2.06,-2.82,
BL171,6559.58,Ti II,2.05,-2.02,
BL171,6606.95,Ti II,2.06,-2.79,30.1
BL171,6680.13,Ti II,3.09,-1.86,33.8
BL171,6330.09,Cr I,0.94,-2.92,150.5
BL171,5369.96,Fe I,4.37,0.54,178.3
BL171,5383.37,Fe I,4.31,0.50,171.8
BL171,5386.34,Fe I,4.16,-1.74,54.9
BL171,5393.17,Fe I,3.24,-0.92,211.2
BL171,5395.22,Fe I,4.45,-1.73,16.7
BL171,5405.79,Fe I,0.99,-1.85,
BL171,5415.19,Fe I,4.39,0.51,195.7
