
Name,Simbad_Identifier,System,RA_hms,DEC_dms,SNR4500,SNR4100,SNR3700,SNR6000,Vel,e_Vel,Teff,e_Teff,logg,e_logg,Vmic,e_Vmic,M/H
Boo-1137,2MASS J13583380+1421083,Bootes II,13:58:33.8,+14:21:08.49,40,30,20,60,99.1,0.5,4700,200,1.2,0.3,2.2,0.1,-3.5
