Name
BD +02 3375
BD +03 740
BD +06 0648
BD +10 2495
BD +17 3248
BD +23 3130
BD +24 1676
BD +44 493
BD -01 2582
BD -04 3208
BD -18 0271
BD -18 5550
BPS BS 16023-046
BPS BS 16033-008
BPS BS 16076-006
BPS BS 16077-007
BPS BS 16080-054
BPS BS 16082-129
BPS BS 16083-172
BPS BS 16084-160
BPS BS 16085-050
BPS BS 16089-013
BPS BS 16467-062
BPS BS 16469-075
BPS BS 16472-018
BPS BS 16477-003
BPS BS 16543-092
BPS BS 16543-097
BPS BS 16547-006
BPS BS 16550-087
BPS BS 16928-053
BPS BS 16929-005
BPS BS 16934-002
BPS BS 16945-054
BPS BS 16968-061
BPS BS 16981-009
BPS BS 17139-007
BPS BS 17439-065
BPS BS 17569-049
BPS BS 17570-063
BPS BS 17583-100
CD -35 14849
CD -38 245
CD -42 14278
BPS CS 22166-016
BPS CS 22169-035
BPS CS 22172-002
BPS CS 22174-007
BPS CS 22174-012
BPS CS 22175-007
BPS CS 22177-009
BPS CS 22182-033
BPS CS 22183-015
BPS CS 22183-031
BPS CS 22185-007
BPS CS 22186-023
BPS CS 22186-025
BPS CS 22189-009
BPS CS 22872-102
BPS CS 22873-055
BPS CS 22873-128
BPS CS 22873-166
BPS CS 22877-001
BPS CS 22877-011
BPS CS 22878-027
BPS CS 22878-101
BPS CS 22878-121
BPS CS 22879-097
BPS CS 22879-103
BPS CS 22880-074
BPS CS 22880-086
BPS CS 22881-036
BPS CS 22882-001
BPS CS 22885-096
BPS CS 22886-042
BPS CS 22888-031
BPS CS 22891-171
BPS CS 22891-184
BPS CS 22891-200
BPS CS 22891-209
BPS CS 22892-052
BPS CS 22893-010
BPS CS 22896-154
BPS CS 22897-008
BPS CS 22898-027
BPS CS 22937-072
BPS CS 22941-012
BPS CS 22942-019
BPS CS 22943-132
BPS CS 22943-201
BPS CS 22944-032
BPS CS 22944-039
BPS CS 22945-024
BPS CS 22945-028
BPS CS 22947-187
BPS CS 22948-006
BPS CS 22948-027
BPS CS 22948-066
BPS CS 22948-104
BPS CS 22949-008
BPS CS 22949-008
BPS CS 22949-037
BPS CS 22949-048
BPS CS 22950-046
BPS CS 22951-077
BPS CS 22952-015
BPS CS 22953-003
BPS CS 22953-037
BPS CS 22956-050
BPS CS 22957-013
BPS CS 22957-022
BPS CS 22957-027
BPS CS 22958-042
BPS CS 22958-083
BPS CS 22960-010
BPS CS 22960-053
BPS CS 22960-064
BPS CS 22963-004
BPS CS 22964-161
BPS CS 22964-161
BPS CS 22964-214
BPS CS 22965-016
BPS CS 22965-029
BPS CS 22965-054
BPS CS 22966-011
BPS CS 22966-057
BPS CS 22968-001
BPS CS 22968-014
BPS CS 29491-053
BPS CS 29491-069
BPS CS 29491-109
BPS CS 29493-090
BPS CS 29495-041
BPS CS 29497-004
BPS CS 29497-030
BPS CS 29497-034
BPS CS 29497-040
BPS CS 29498-043
BPS CS 29499-060
BPS CS 29502-042
BPS CS 29502-092
BPS CS 29506-007
BPS CS 29506-090
BPS CS 29509-027
BPS CS 29510-058
BPS CS 29512-073
BPS CS 29513-032
BPS CS 29516-024
BPS CS 29517-025
BPS CS 29518-051
BPS CS 29522-046
BPS CS 29526-110
BPS CS 29527-015
BPS CS 29528-028
BPS CS 29528-041
BPS CS 30301-015
BPS CS 30301-024
BPS CS 30306-082
BPS CS 30306-132
BPS CS 30308-035
BPS CS 30312-059
BPS CS 30312-100
BPS CS 30314-067
BPS CS 30315-001
BPS CS 30315-029
BPS CS 30315-093
BPS CS 30319-020
BPS CS 30325-028
BPS CS 30325-094
BPS CS 30327-038
BPS CS 30329-004
BPS CS 30329-129
BPS CS 30336-049
BPS CS 30337-097
BPS CS 30338-089
BPS CS 30339-041
BPS CS 30339-069
BPS CS 30343-063
BPS CS 30492-001
BPS CS 31060-047
BPS CS 31061-032
BPS CS 31062-012
BPS CS 31062-041
BPS CS 31062-050
BPS CS 31069-064
BPS CS 31070-058
BPS CS 31072-118
BPS CS 31078-018
BPS CS 31080-095
BPS CS 31082-001
BPS CS 31085-024
G 64-37
G 77-61
HD 2796
HD 3008
HD 4306
HD 5223
HD 5426
HD 6268
HD 13979
HD 23798
HD 26169
HD 29574
HD 85773
HD 88609
HD 103036
HD 103545
HD 107752
HD 108317
HD 110184
HD 115444
HD 119516
HD 122563
HD 126587
HD 128279
HD 135148
HD 140283
HD 165195
HD 178443
HD 186478
HD 196944
HD 200654
HD 214925
HD 215801
HD 216143
HD 237846
HD 340279
HE 0005-0002
HE 0007-1832
HE 0008-3842
HE 0009-6039
HE 0011-0035
HE 0012-1441
HE 0013-0257
HE 0013-0522
HE 0015+0048
HE 0017-4346
HE 0017-4838
HE 0018-1349
HE 0023-4825
HE 0024-2523
HE 0029-1839
HE 0037-0348
HE 0037-2657
HE 0039-4154
HE 0043-2845
HE 0044-2459
HE 0044-4023
HE 0048-0611
HE 0048-6408
HE 0049-5700
HE 0051-2304
HE 0054-0657
HE 0055-2314
HE 0057-4541
HE 0057-5959
HE 0058-0244
HE 0102-0633
HE 0102-1213
HE 0103-0357
HE 0104-4007
HE 0104-5300
HE 0105-6141
HE 0107-5240
HE 0109-0742
HE 0111-1454
HE 0121-2826
HE 0122-1616
HE 0130-1749
HE 0131-2740
HE 0131-3953
HE 0132-2439
HE 0132-2439
HE 0134-1519
HE 0134-2504
HE 0139-2826
HE 0143-0441
HE 0143-1135
HE 0143-4108
HE 0143-4146
HE 0146-1548
HE 0157-3335
HE 0200-0955
HE 0206-1916
HE 0207-1423
HE 0212-0557
HE 0226+0103
HE 0231-4016
HE 0233-0343
HE 0240-0807
HE 0240-6105
HE 0243-0753
HE 0243-5238
HE 0244-4111
HE 0248+0039
HE 0251-3216
HE 0255-0859
HE 0256-1109
HE 0300-0751
HE 0302-3417a
HE 0305-4520
HE 0305-5442
HE 0308-1154
HE 0312-5200
HE 0315+0000
HE 0316+0214
HE 0317-0554
HE 0317-4640
HE 0323-4529
HE 0324+0152a
HE 0328-1047
HE 0330-4004
HE 0331-4939
HE 0332-1007
HE 0333-4001
HE 0336+0113
HE 0336-3829
HE 0337-5127
HE 0338-3945
HE 0340-5355
HE 0344-0243
HE 0347-1819
HE 0349-0045
HE 0353-6024
HE 0400-2917
HE 0401-0138
HE 0401-3835
HE 0411-5725
HE 0414-0343
HE 0417-0821
HE 0420+0123a
HE 0430-4404
HE 0430-4901
HE 0432-0923
HE 0432-1005a
HE 0436-4008
HE 0441-0652
HE 0441-4343
HE 0442-1234
HE 0445-2339
HE 0447-1858
HE 0450-4705
HE 0454-4758
HE 0501-5139
HE 0501-5644
HE 0512-3835
HE 0513-4557
HE 0516-3820
HE 0517-1952
HE 0519-5525
HE 0520-1748
HE 0524-2055
HE 0533-5340
HE 0534-4615
HE 0547-4539
HE 0557-4840
HE 0858-0016
HE 0926-0508
HE 0926-0546
HE 0938+0114
HE 0951-1152
HE 1005-1439
HE 1006-2218
HE 1012-1540
HE 1015-0027
HE 1031-0020
HE 1044-2509
HE 1045+0226
HE 1052-2548
HE 1054-0059
HE 1059-0118
HE 1100-0137
HE 1105+0027
HE 1111-3026
HE 1116-0634
HE 1120-0153
HE 1122-1429
HE 1124-2335
HE 1126-1735
HE 1127-1143
HE 1128-0823
HE 1131+0141
HE 1132+0125
HE 1132+0204
HE 1133-1641
HE 1135+0139
HE 1135-0344
HE 1141-0610
HE 1144-1349
HE 1148-0037
HE 1150-0428
HE 1157-0518
HE 1159-0525
HE 1201-1512
HE 1207-2031
HE 1208-0040
HE 1210+0048
HE 1210-1956
HE 1212-0127
HE 1214-1819
HE 1215+0149
HE 1217-0540
HE 1219-0312
HE 1221-0522
HE 1221-1948
HE 1222-0200
HE 1222-0336
HE 1225+0155
HE 1226-1149
HE 1230-1724
HE 1237-3103
HE 1243-1425
HE 1245-0215
HE 1245-1616
HE 1246-1344
HE 1247-2114
HE 1248-1800
HE 1249-2932
HE 1249-3121
HE 1251-0104
HE 1252+0044
HE 1252-0117
HE 1254+0009
HE 1256-0228
HE 1256-0651
HE 1258-1317
HE 1259-0621
HE 1300+0157
HE 1300-0641
HE 1300-0642
HE 1300-2201
HE 1300-2431
HE 1305+0007
HE 1305-0331
HE 1310-0536
HE 1311-0131
HE 1311-1412
HE 1314-3036
HE 1317-0407
HE 1319-1935
HE 1320+0139
HE 1320-1339
HE 1327-2326
HE 1330-0354
HE 1330-0607
HE 1332-0309
HE 1333-0340
HE 1335+0135
HE 1337+0012
HE 1337-0453
HE 1338-0052
HE 1345-0206
HE 1347-1025
HE 1351-1049
HE 1357-0123
HE 1405-0822
HE 1405-2512
HE 1410+0213
HE 1410-0004
HE 1413-1954
HE 1416-1032
HE 1419-1759
HE 1421-2006
HE 1422-0818
HE 1424-0241
HE 1429-0551
HE 1430-0026
HE 1430-1123
HE 1431-2142
HE 1432-1819
HE 1434-1442
HE 1439-0218
HE 1439-1420
HE 1443+0113
HE 1446-0140
HE 1447+0102
HE 1456+0230
HE 1500-1628
HE 1506-0113
HE 1509-0806
HE 1523-1155
HE 1528-0409
HE 2122-4707
HE 2123-0329
HE 2133-1426
HE 2133-1432
HE 2134+0001
HE 2138-0314
HE 2138-3336
HE 2139-1851
HE 2139-5432
HE 2141-3741
HE 2142-5656
HE 2143+0030
HE 2145-3025
HE 2148-1105
HE 2148-1105a
HE 2148-1247
HE 2151-2858
HE 2153-2719
HE 2155+0136
HE 2155-3750
HE 2156-3130
HE 2157-3404
HE 2158-0348
HE 2200-1946
HE 2200-2030
HE 2201-0637
HE 2202-4831
HE 2203-3723
HE 2204-1703
HE 2206-2245
HE 2215-2548
HE 2216-0621
HE 2217-0706
HE 2217-1523
HE 2217-4053
HE 2219-0713
HE 2221-0453
HE 2221-4150
HE 2222-4156
HE 2224+0143
HE 2224-4103
HE 2226-4102
HE 2227-4044
HE 2228-0706
HE 2228-3806
HE 2229-4153
HE 2231-0622
HE 2233-4724
HE 2234-0521
HE 2236+0204
HE 2238-0131
HE 2238-2152
HE 2239-5019
HE 2240-0412
HE 2242-1930
HE 2244-1503
HE 2244-2116
HE 2247-3705
HE 2247-7400
HE 2248-3345
HE 2249-1704
HE 2250-2132
HE 2251-0821
HE 2252-4225
HE 2253-0849
HE 2258-3456
HE 2258-6358
HE 2259-3407
HE 2301-4024
HE 2301-4126
HE 2302-2154
HE 2304-4153
HE 2311+0129
HE 2314-1554
HE 2318-1621
HE 2319-0852
HE 2323-0256
HE 2323-6549
HE 2325-0755
HE 2326+0038
HE 2327-5642
HE 2329-3702
HE 2330-0555
HE 2333-1358
HE 2335-5958
HE 2338-1311
HE 2338-1618
HE 2341-2029
HE 2345-1919
HE 2347-1334
HE 2347-1448
HE 2356-0410
HE 2357-0701
2MASS J11490329+1658413
LP 625-44
LP 815-43
SDSS J000219.87+292851.8
SDSS J001820.51-093939.2
SDSS J003602.17-104336.2
SDSS J012617.95+060724.8
SDSS J014036.22+234458.1
SDSS J025956.45+005713.3
SDSS J030839.27+050534.9
SDSS J035111.27+102643.2
SDSS J062947.45+830328.6
SDSS J071105.43+670228.2
SDSS J072352.21+363757.2
SDSS J074104.22+670801.8
SDSS J081754.93+264103.8
SDSS J085833.35+354127.3
SDSS J091243.72+021623.6
SDSS J091849.90+374426.5
SDSS J092401.85+405928.7
SDSS J102915.15+172927.9
SDSS J103649.92+121219.8
SDSS J111407.07+182831.7
SDSS J114323.42+202058.0
SDSS J124123.92-083725.5
SDSS J124204.42-033618.1
SDSS J124502.68-073847.1
SDSS J134913.54-022942.8
SDSS J142237.43+003105.2
SDSS J161226.18+042146.6
SDSS J161313.53+530909.7
SDSS J162603.61+145844.3
SDSS J164610.19+282422.2
SDSS J170339.60+283649.9
SDSS J170733.93+585059.7
SDSS J173417.89+431606.5
SDSS J174624.13+245548.8
SDSS J183601.71+631727.4
SDSS J204728.84+001553.8
SDSS J220646.20-092545.7
SDSS J220924.74-002859.8
SDSS J235718.91-005247.8
