     361  5892   4.524   1.05  -0.130  -0.003   0.0135  -0.021   1.5  0.9   1.01  4.497  0.255
    1461  5760   4.372   1.03   0.190   0.009   0.0275   0.077   5.5  0.5   1.05  4.378  0.257
    2071  5724   4.486   0.96  -0.087   0.013   0.0152  -0.076   4.1  0.9   0.96  4.481  0.245
    4915  5662   4.513   0.93  -0.212   0.042   0.0121  -0.154   3.8  1.3   0.92  4.520  0.245
    6204  5857   4.517   1.05   0.046  -0.038   0.0188  -0.034  -0.4  1.0   1.05  4.516  0.270
    7134  5930   4.322   1.20  -0.335   0.046   0.0093   0.171   8.4  0.5   0.95  4.290  0.208
    8406  5730   4.479   0.95  -0.105   0.014   0.0147  -0.092   3.0  1.1   0.96  4.500  0.248
   11505  5753   4.277   1.10  -0.251   0.159   0.0136   0.142  10.5  0.5   0.94  4.264  0.217
   12264  5818   4.525   1.00   0.006  -0.021   0.0177  -0.050   0.5  1.0   1.03  4.512  0.265
   12387  5729   4.359   1.06  -0.251   0.171   0.0139   0.078  10.2  0.5   0.93  4.316  0.219
   13724  5842   4.458   1.05   0.241   0.006   0.0305   0.038   1.1  0.9   1.11  4.465  0.282
   19467  5742   4.284   1.08  -0.150   0.132   0.0162   0.151   9.9  0.5   0.97  4.264  0.223
   20619  5699   4.498   0.96  -0.236   0.020   0.0111  -0.128   4.8  1.3   0.91  4.502  0.238
   20766  5749   4.529   1.01  -0.218   0.056   0.0122  -0.112   2.6  1.3   0.95  4.519  0.250
   20782  5774   4.338   1.04  -0.074   0.014   0.0157   0.092   8.5  0.5   0.97  4.332  0.226
   20807  5862   4.460   1.12  -0.252   0.042   0.0111  -0.005   4.8  0.9   0.96  4.449  0.233
   27063  5782   4.475   1.00   0.075  -0.006   0.0210  -0.034   1.7  0.9   1.04  4.489  0.265
   28471  5753   4.374   1.02  -0.066   0.039   0.0167   0.052   7.8  0.5   0.97  4.366  0.231
   28821  5672   4.363   0.97  -0.133   0.066   0.0150   0.004   9.8  0.8   0.92  4.368  0.225
   31527  5885   4.380   1.15  -0.210   0.030   0.0119   0.095   7.0  0.6   0.97  4.360  0.222
   38277  5858   4.253   1.16  -0.092   0.012   0.0150   0.233   8.2  0.5   1.01  4.234  0.221
   38858  5732   4.488   0.98  -0.241   0.022   0.0110  -0.092   5.6  1.2   0.92  4.478  0.233
   45184  5871   4.445   1.06   0.050   0.006   0.0203   0.055   3.1  0.6   1.05  4.433  0.254
   45289  5720   4.276   1.06  -0.032   0.087   0.0194   0.153   9.5  0.5   0.99  4.265  0.231
   59711  5736   4.450   0.99  -0.137   0.015   0.0137  -0.048   6.0  0.9   0.94  4.448  0.234
   59967  5836   4.528   1.10  -0.032  -0.036   0.0159  -0.059   0.1  1.0   1.02  4.523  0.265
   66428  5719   4.360   1.03   0.293   0.026   0.0351   0.072   5.2  0.6   1.07  4.379  0.268
   67458  5888   4.448   1.13  -0.188   0.023   0.0124   0.027   4.5  0.8   0.98  4.435  0.235
   71334  5701   4.369   0.98  -0.088   0.044   0.0160  -0.006   8.1  0.7   0.95  4.397  0.231
   75302  5702   4.499   0.96   0.092  -0.019   0.0214  -0.090   1.3  1.0   1.02  4.513  0.268
   78429  5756   4.268   1.05   0.068   0.012   0.0213   0.169   8.4  0.5   1.02  4.272  0.236
   88084  5766   4.410   1.02  -0.107   0.035   0.0151   0.033   7.5  0.6   0.96  4.384  0.229
   89454  5724   4.497   0.98   0.144  -0.014   0.0241  -0.062   1.4  1.3   1.04  4.501  0.272
   92719  5811   4.481   1.00  -0.117   0.011   0.0142  -0.034   3.5  0.8   0.98  4.473  0.244
   95521  5762   4.463   0.99  -0.170   0.017   0.0128  -0.061   4.8  1.0   0.95  4.471  0.238
   96116  5844   4.504   1.02   0.011  -0.026   0.0177  -0.016   1.5  0.9   1.03  4.488  0.260
   96423  5716   4.360   0.99   0.113   0.017   0.0237   0.051   6.9  0.5   1.01  4.373  0.247
  102117  5665   4.268   1.04   0.306   0.026   0.0360   0.135   7.5  0.5   1.07  4.297  0.262
  102365  5635   4.395   0.97  -0.346   0.119   0.0102  -0.081  11.3  0.9   0.86  4.409  0.215
  104982  5695   4.424   1.00  -0.216   0.042   0.0120  -0.064   8.0  0.9   0.91  4.434  0.226
  106116  5665   4.353   0.98   0.139   0.008   0.0247   0.030   7.7  0.6   1.00  4.373  0.248
  108309  5790   4.199   1.13   0.126   0.007   0.0239   0.277   7.7  0.5   1.07  4.196  0.240
  109271  5780   4.272   1.06   0.091  -0.012   0.0216   0.198   8.0  0.5   1.04  4.257  0.236
  111031  5775   4.320   1.08   0.277   0.005   0.0328   0.155   5.7  0.5   1.10  4.323  0.261
  114853  5705   4.417   0.99  -0.263   0.042   0.0108  -0.039   9.6  0.8   0.89  4.404  0.218
  115674  5649   4.476   0.91  -0.187   0.026   0.0125  -0.140   5.2  1.3   0.91  4.499  0.239
  117105  5886   4.293   1.22  -0.331   0.083   0.0099   0.172   9.1  0.5   0.95  4.274  0.209
  117207  5656   4.345   0.99   0.223  -0.006   0.0288   0.045   7.4  0.6   1.02  4.364  0.254
