Name,lambda,Species,logepsX,loggf,EW
MKV0842,5407.42,Mn I,2.140,-1.743,
MKV0842,5409.80,Cr I,1.030,-0.720,140
MKV0842,5415.19,Fe I,4.390,0.510,
MKV0842,5418.77,Ti II,1.580,-2.110,100
MKV0842,5420.36,Mn I,2.140,-1.460,
MKV0842,5424.07,Fe I,4.320,0.520,153
MKV0842,5425.25,Fe II,3.200,-3.360,
MKV0842,5432.55,Mn I,0.000,-3.795,
MKV0842,5476.92,Ni I,1.830,-0.890,188
MKV0842,5483.34,Co I,1.710,-1.488,62
MKV0842,5485.71,Nd II,1.260,-0.120,
MKV0842,5490.16,Ti I,1.460,-0.933,
MKV0842,5501.48,Fe I,0.960,-3.050,156
MKV0842,5506.79,Fe I,0.990,-2.790,
MKV0842,5516.77,Mn I,2.180,-1.847,
MKV0842,5528.41,Mg I,4.350,-0.357,177
MKV0842,5534.85,Fe II,3.240,-2.920,96
MKV0842,6120.26,Fe I,0.910,-5.940,
MKV0842,6122.23,Ca I,1.890,-0.320,
MKV0842,6126.22,Ti I,1.070,-1.425,
MKV0842,6136.62,Fe I,2.450,-1.500,124
MKV0842,6137.70,Fe I,2.590,-1.366,
MKV0842,6141.73,Ba II,0.700,-0.077,
MKV0842,6149.25,Fe II,3.890,-2.720,55
MKV0842,6151.62,Fe I,2.180,-3.370,51
MKV0842,6157.75,Fe I,4.070,-1.260,68
MKV0842,6160.75,Na I,2.100,-1.260,
MKV0842,6161.30,Ca I,2.520,-1.270,
MKV0842,6165.36,Fe I,4.140,-1.470,
MKV0842,6166.44,Ca I,2.520,-1.140,81
MKV0842,6169.04,Ca I,2.520,-0.800,
MKV0842,6169.56,Ca I,2.520,-0.480,
MKV0842,6173.34,Fe I,2.220,-2.850,
MKV0842,6176.82,Ni I,4.090,-0.430,
MKV0842,6177.25,Ni I,1.830,-3.500,
MKV0842,6187.99,Fe I,3.940,-1.580,
MKV0842,6191.57,Fe I,2.430,-1.416,129
MKV0842,6213.43,Fe I,2.220,-2.660,
MKV0842,6219.29,Fe I,2.200,-2.438,110
MKV0842,6229.23,Fe I,2.840,-2.900,
MKV0842,6230.74,Fe I,2.560,-1.276,
MKV0842,6238.38,Fe II,3.890,-2.480,
MKV0842,6240.66,Fe I,2.220,-3.230,83
MKV0842,6243.82,Si I,5.610,-1.270,
MKV0842,6244.48,Si I,5.610,-1.270,
MKV0842,6247.56,Fe II,3.890,-2.360,
MKV0842,6252.57,Fe I,2.400,-1.757,123
MKV0842,6258.10,Ti I,1.443,-0.355,
MKV0842,6290.97,Fe I,4.730,-0.760,
MKV0842,6297.80,Fe I,2.220,-2.740,
MKV0842,6301.50,Fe I,3.650,-0.720,107
MKV0842,6302.49,Fe I,3.690,-1.150,67
MKV0842,6309.90,Sc II,1.500,-1.520,
MKV0842,6311.51,Fe I,2.830,-3.220,
MKV0842,6320.43,La II,0.170,-1.562,
MKV0842,6330.09,Cr I,0.940,-2.920,
MKV0842,6355.04,Fe I,2.840,-2.290,86
MKV0842,6369.46,Fe II,2.890,-4.250,
MKV0842,6380.75,Fe I,4.190,-1.500,
MKV0842,6390.46,La II,0.320,-1.400,
MKV0842,6392.54,Fe I,2.280,-3.950,75
MKV0842,6393.61,Fe I,2.430,-1.630,
MKV0842,6416.93,Fe II,3.890,-2.790,
MKV0842,6419.96,Fe I,4.730,-0.240,
MKV0842,6421.36,Fe I,2.280,-2.014,105
MKV0842,6430.86,Fe I,2.180,-1.946,163
MKV0842,6432.68,Fe II,2.890,-3.710,
MKV0842,6439.08,Ca I,2.520,0.390,
MKV0842,6455.60,Ca I,2.520,-1.290,
MKV0842,6456.39,Fe II,3.900,-2.080,116
MKV0842,6496.91,Ba II,0.600,-0.380,119
MKV0842,6498.94,Fe I,0.960,-4.690,74
MKV0842,6499.65,Ca I,2.520,-0.820,
MKV0842,6516.08,Fe II,2.890,-3.450,71
MKV0842,6518.37,Fe I,2.830,-2.460,
MKV0842,6554.24,Ti I,1.440,-1.218,
MKV0842,6556.08,Ti I,1.460,-1.074,
MKV0842,6574.23,Fe I,0.990,-5.020,37
MKV0842,6581.22,Fe I,1.480,-4.680,
MKV0842,6593.88,Fe I,2.430,-2.390,94
MKV0842,6608.03,Fe I,2.280,-3.940,48
MKV0842,6609.12,Fe I,2.560,-2.660,68
MKV0842,6645.13,Eu II,1.370,0.200,
MKV0880,5339.93,Fe I,3.270,-0.680,147
MKV0880,5364.86,Fe I,4.450,0.220,120
MKV0880,5367.48,Fe I,4.420,0.550,120
MKV0880,5369.96,Fe I,4.370,0.540,116
MKV0880,5371.50,Fe I,0.960,-1.644,
MKV0880,5381.01,Ti II,1.570,-1.780,112
MKV0880,5383.37,Fe I,4.310,0.500,145
MKV0880,5389.48,Fe I,4.420,-0.400,
MKV0880,5393.17,Fe I,3.240,-0.920,141
MKV0880,5397.14,Fe I,0.910,-1.992,
MKV0880,5400.51,Fe I,4.370,-0.150,99
MKV0880,5402.78,Y II,1.840,-0.510,25
MKV0880,5405.79,Fe I,0.990,-1.852,
MKV0880,5407.42,Mn I,2.140,-1.743,50
MKV0880,5409.80,Cr I,1.030,-0.720,
MKV0880,5415.19,Fe I,4.390,0.510,132
MKV0880,5418.77,Ti II,1.580,-2.110,99
MKV0880,5420.36,Mn I,2.140,-1.460,67
MKV0880,5424.07,Fe I,4.320,0.520,147
MKV0880,5425.25,Fe II,3.200,-3.360,
MKV0880,5432.55,Mn I,0.000,-3.795,116
MKV0880,5476.92,Ni I,1.830,-0.890,
MKV0880,5483.34,Co I,1.710,-1.488,97
MKV0880,5485.71,Nd II,1.260,-0.120,
MKV0880,5490.16,Ti I,1.460,-0.933,43
MKV0880,5501.48,Fe I,0.960,-3.050,
MKV0880,5506.79,Fe I,0.990,-2.790,
MKV0880,5516.77,Mn I,2.180,-1.847,32
MKV0880,5528.41,Mg I,4.350,-0.357,177
MKV0880,5534.85,Fe II,3.240,-2.920,64
MKV0880,6120.26,Fe I,0.910,-5.940,
MKV0880,6122.23,Ca I,1.890,-0.320,168
MKV0880,6126.22,Ti I,1.070,-1.425,49
MKV0880,6136.62,Fe I,2.450,-1.500,
MKV0880,6137.70,Fe I,2.590,-1.366,173
MKV0880,6141.73,Ba II,0.700,-0.077,171
MKV0880,6149.25,Fe II,3.890,-2.720,
MKV0880,6151.62,Fe I,2.180,-3.370,101
MKV0880,6157.75,Fe I,4.070,-1.260,
MKV0880,6160.75,Na I,2.100,-1.260,
MKV0880,6161.30,Ca I,2.520,-1.270,66
MKV0880,6165.36,Fe I,4.140,-1.470,38
MKV0880,6166.44,Ca I,2.520,-1.140,58
MKV0880,6169.04,Ca I,2.520,-0.800,91
MKV0880,6169.56,Ca I,2.520,-0.480,128
MKV0880,6173.34,Fe I,2.220,-2.850,119
MKV0880,6176.82,Ni I,4.090,-0.430,50
MKV0880,6177.25,Ni I,1.830,-3.500,30
MKV0880,6187.99,Fe I,3.940,-1.580,34
MKV0880,6191.57,Fe I,2.430,-1.416,182
MKV0880,6213.43,Fe I,2.220,-2.660,141
MKV0880,6219.29,Fe I,2.200,-2.438,133
MKV0880,6229.23,Fe I,2.840,-2.900,57
MKV0880,6230.74,Fe I,2.560,-1.276,197
MKV0880,6238.38,Fe II,3.890,-2.480,
MKV0880,6240.66,Fe I,2.220,-3.230,83
MKV0880,6243.82,Si I,5.610,-1.270,
MKV0880,6244.48,Si I,5.610,-1.270,24
MKV0880,6247.56,Fe II,3.890,-2.360,59
MKV0880,6252.57,Fe I,2.400,-1.757,166
MKV0880,6258.10,Ti I,1.443,-0.355,83
MKV0880,6290.97,Fe I,4.730,-0.760,32
MKV0880,6297.80,Fe I,2.220,-2.740,123
MKV0880,6301.50,Fe I,3.650,-0.720,
MKV0880,6302.49,Fe I,3.690,-1.150,83
MKV0880,6309.90,Sc II,1.500,-1.520,
MKV0880,6311.51,Fe I,2.830,-3.220,80
MKV0880,6320.43,La II,0.170,-1.562,
MKV0880,6330.09,Cr I,0.940,-2.920,52
MKV0880,6355.04,Fe I,2.840,-2.290,96
MKV0880,6369.46,Fe II,2.890,-4.250,
MKV0880,6380.75,Fe I,4.190,-1.500,
MKV0880,6390.46,La II,0.320,-1.400,
MKV0880,6392.54,Fe I,2.280,-3.950,54
MKV0880,6393.61,Fe I,2.430,-1.630,199
MKV0880,6416.93,Fe II,3.890,-2.790,
MKV0880,6419.96,Fe I,4.730,-0.240,
MKV0880,6421.36,Fe I,2.280,-2.014,169
MKV0880,6430.86,Fe I,2.180,-1.946,180
MKV0880,6432.68,Fe II,2.890,-3.710,57
MKV0880,6439.08,Ca I,2.520,0.390,171
MKV0880,6455.60,Ca I,2.520,-1.290,60
MKV0880,6456.39,Fe II,3.900,-2.080,73
MKV0880,6496.91,Ba II,0.600,-0.380,
MKV0880,6498.94,Fe I,0.960,-4.690,129
MKV0880,6499.65,Ca I,2.520,-0.820,95
MKV0880,6516.08,Fe II,2.890,-3.450,56
MKV0880,6518.37,Fe I,2.830,-2.460,81
MKV0880,6554.24,Ti I,1.440,-1.218,39
MKV0880,6556.08,Ti I,1.460,-1.074,44
MKV0880,6574.23,Fe I,0.990,-5.020,85
MKV0880,6581.22,Fe I,1.480,-4.680,
MKV0880,6593.88,Fe I,2.430,-2.390,118
MKV0880,6608.03,Fe I,2.280,-3.940,46
MKV0880,6609.12,Fe I,2.560,-2.660,120
MKV0880,6645.13,Eu II,1.370,0.200,27
MKV0900,5339.93,Fe I,3.270,-0.680,
MKV0900,5364.86,Fe I,4.450,0.220,106
MKV0900,5367.48,Fe I,4.420,0.550,
MKV0900,5369.96,Fe I,4.370,0.540,
MKV0900,5371.50,Fe I,0.960,-1.644,
MKV0900,5381.01,Ti II,1.570,-1.780,117
MKV0900,5383.37,Fe I,4.310,0.500,119
MKV0900,5389.48,Fe I,4.420,-0.400,56
MKV0900,5393.17,Fe I,3.240,-0.920,129
MKV0900,5397.14,Fe I,0.910,-1.992,
MKV0900,5400.51,Fe I,4.370,-0.150,88
MKV0900,5402.78,Y II,1.840,-0.510,
MKV0900,5405.79,Fe I,0.990,-1.852,
MKV0900,5407.42,Mn I,2.140,-1.743,36
MKV0900,5409.80,Cr I,1.030,-0.720,170
MKV0900,5415.19,Fe I,4.390,0.510,111
MKV0900,5418.77,Ti II,1.580,-2.110,91
MKV0900,5420.36,Mn I,2.140,-1.460,
MKV0900,5424.07,Fe I,4.320,0.520,126
MKV0900,5425.25,Fe II,3.200,-3.360,
MKV0900,5432.55,Mn I,0.000,-3.795,111
MKV0900,5476.92,Ni I,1.830,-0.890,
MKV0900,5483.34,Co I,1.710,-1.488,71
MKV0900,5485.71,Nd II,1.260,-0.120,22
MKV0900,5490.16,Ti I,1.460,-0.933,27
MKV0900,5501.48,Fe I,0.960,-3.050,183
MKV0900,5506.79,Fe I,0.990,-2.790,194
MKV0900,5516.77,Mn I,2.180,-1.847,29
MKV0900,5528.41,Mg I,4.350,-0.357,164
MKV0900,5534.85,Fe II,3.240,-2.920,55
MKV0900,6120.26,Fe I,0.910,-5.940,21
MKV0900,6122.23,Ca I,1.890,-0.320,181
MKV0900,6126.22,Ti I,1.070,-1.425,52
MKV0900,6136.62,Fe I,2.450,-1.500,
MKV0900,6137.70,Fe I,2.590,-1.366,157
MKV0900,6141.73,Ba II,0.700,-0.077,178
MKV0900,6149.25,Fe II,3.890,-2.720,
MKV0900,6151.62,Fe I,2.180,-3.370,67
MKV0900,6157.75,Fe I,4.070,-1.260,48
MKV0900,6160.75,Na I,2.100,-1.260,
MKV0900,6161.30,Ca I,2.520,-1.270,52
MKV0900,6165.36,Fe I,4.140,-1.470,
MKV0900,6166.44,Ca I,2.520,-1.140,61
MKV0900,6169.04,Ca I,2.520,-0.800,71
MKV0900,6169.56,Ca I,2.520,-0.480,102
MKV0900,6173.34,Fe I,2.220,-2.850,102
MKV0900,6176.82,Ni I,4.090,-0.430,32
MKV0900,6177.25,Ni I,1.830,-3.500,
MKV0900,6187.99,Fe I,3.940,-1.580,
MKV0900,6191.57,Fe I,2.430,-1.416,
MKV0900,6213.43,Fe I,2.220,-2.660,120
MKV0900,6219.29,Fe I,2.200,-2.438,124
MKV0900,6229.23,Fe I,2.840,-2.900,
MKV0900,6230.74,Fe I,2.560,-1.276,172
MKV0900,6238.38,Fe II,3.890,-2.480,
MKV0900,6240.66,Fe I,2.220,-3.230,74
MKV0900,6243.82,Si I,5.610,-1.270,
MKV0900,6244.48,Si I,5.610,-1.270,
MKV0900,6247.56,Fe II,3.890,-2.360,
MKV0900,6252.57,Fe I,2.400,-1.757,156
MKV0900,6258.10,Ti I,1.443,-0.355,70
MKV0900,6290.97,Fe I,4.730,-0.760,
MKV0900,6297.80,Fe I,2.220,-2.740,
MKV0900,6301.50,Fe I,3.650,-0.720,
MKV0900,6302.49,Fe I,3.690,-1.150,77
MKV0900,6309.90,Sc II,1.500,-1.520,
MKV0900,6311.51,Fe I,2.830,-3.220,41
MKV0900,6320.43,La II,0.170,-1.562,
MKV0900,6330.09,Cr I,0.940,-2.920,
MKV0900,6355.04,Fe I,2.840,-2.290,101
MKV0900,6369.46,Fe II,2.890,-4.250,
MKV0900,6380.75,Fe I,4.190,-1.500,33
MKV0900,6390.46,La II,0.320,-1.400,
MKV0900,6392.54,Fe I,2.280,-3.950,26
MKV0900,6393.61,Fe I,2.430,-1.630,
MKV0900,6416.93,Fe II,3.890,-2.790,
MKV0900,6419.96,Fe I,4.730,-0.240,
MKV0900,6421.36,Fe I,2.280,-2.014,151
MKV0900,6430.86,Fe I,2.180,-1.946,
MKV0900,6432.68,Fe II,2.890,-3.710,45
MKV0900,6439.08,Ca I,2.520,0.390,159
MKV0900,6455.60,Ca I,2.520,-1.290,40
MKV0900,6456.39,Fe II,3.900,-2.080,88
MKV0900,6496.91,Ba II,0.600,-0.380,
MKV0900,6498.94,Fe I,0.960,-4.690,
MKV0900,6499.65,Ca I,2.520,-0.820,68
MKV0900,6516.08,Fe II,2.890,-3.450,
MKV0900,6518.37,Fe I,2.830,-2.460,77
MKV0900,6554.24,Ti I,1.440,-1.218,
MKV0900,6556.08,Ti I,1.460,-1.074,
MKV0900,6574.23,Fe I,0.990,-5.020,84
MKV0900,6581.22,Fe I,1.480,-4.680,55
MKV0900,6593.88,Fe I,2.430,-2.390,126
MKV0900,6608.03,Fe I,2.280,-3.940,39
MKV0900,6609.12,Fe I,2.560,-2.660,98
MKV0900,6645.13,Eu II,1.370,0.200,
MKV0902,5339.93,Fe I,3.270,-0.680,113
MKV0902,5364.86,Fe I,4.450,0.220,
MKV0902,5367.48,Fe I,4.420,0.550,96
MKV0902,5369.96,Fe I,4.370,0.540,
MKV0902,5371.50,Fe I,0.960,-1.644,
MKV0902,5381.01,Ti II,1.570,-1.780,90
MKV0902,5383.37,Fe I,4.310,0.500,106
MKV0902,5389.48,Fe I,4.420,-0.400,
MKV0902,5393.17,Fe I,3.240,-0.920,121
MKV0902,5397.14,Fe I,0.910,-1.992,
MKV0902,5400.51,Fe I,4.370,-0.150,59
MKV0902,5402.78,Y II,1.840,-0.510,
MKV0902,5405.79,Fe I,0.990,-1.852,
MKV0902,5407.42,Mn I,2.140,-1.743,
MKV0902,5409.80,Cr I,1.030,-0.720,
MKV0902,5415.19,Fe I,4.390,0.510,104
MKV0902,5418.77,Ti II,1.580,-2.110,65
MKV0902,5420.36,Mn I,2.140,-1.460,
MKV0902,5424.07,Fe I,4.320,0.520,113
MKV0902,5425.25,Fe II,3.200,-3.360,
MKV0902,5432.55,Mn I,0.000,-3.795,54
MKV0902,5476.92,Ni I,1.830,-0.890,114
MKV0902,5483.34,Co I,1.710,-1.488,
MKV0902,5485.71,Nd II,1.260,-0.120,
MKV0902,5490.16,Ti I,1.460,-0.933,
MKV0902,5501.48,Fe I,0.960,-3.050,170
MKV0902,5506.79,Fe I,0.990,-2.790,182
MKV0902,5516.77,Mn I,2.180,-1.847,
MKV0902,5528.41,Mg I,4.350,-0.357,98
MKV0902,5534.85,Fe II,3.240,-2.920,74
MKV0902,6120.26,Fe I,0.910,-5.940,
MKV0902,6122.23,Ca I,1.890,-0.320,
MKV0902,6126.22,Ti I,1.070,-1.425,
MKV0902,6136.62,Fe I,2.450,-1.500,
MKV0902,6137.70,Fe I,2.590,-1.366,120
MKV0902,6141.73,Ba II,0.700,-0.077,
MKV0902,6149.25,Fe II,3.890,-2.720,
MKV0902,6151.62,Fe I,2.180,-3.370,
MKV0902,6157.75,Fe I,4.070,-1.260,
MKV0902,6160.75,Na I,2.100,-1.260,
MKV0902,6161.30,Ca I,2.520,-1.270,
MKV0902,6165.36,Fe I,4.140,-1.470,
MKV0902,6166.44,Ca I,2.520,-1.140,
MKV0902,6169.04,Ca I,2.520,-0.800,
MKV0902,6169.56,Ca I,2.520,-0.480,63
MKV0902,6173.34,Fe I,2.220,-2.850,57
MKV0902,6176.82,Ni I,4.090,-0.430,
MKV0902,6177.25,Ni I,1.830,-3.500,
MKV0902,6187.99,Fe I,3.940,-1.580,45
MKV0902,6191.57,Fe I,2.430,-1.416,
MKV0902,6213.43,Fe I,2.220,-2.660,97
MKV0902,6219.29,Fe I,2.200,-2.438,101
MKV0902,6229.23,Fe I,2.840,-2.900,
MKV0902,6230.74,Fe I,2.560,-1.276,
MKV0902,6238.38,Fe II,3.890,-2.480,
MKV0902,6240.66,Fe I,2.220,-3.230,
MKV0902,6243.82,Si I,5.610,-1.270,
MKV0902,6244.48,Si I,5.610,-1.270,
MKV0902,6247.56,Fe II,3.890,-2.360,47
MKV0902,6252.57,Fe I,2.400,-1.757,132
MKV0902,6258.10,Ti I,1.443,-0.355,
MKV0902,6290.97,Fe I,4.730,-0.760,
MKV0902,6297.80,Fe I,2.220,-2.740,75
MKV0902,6301.50,Fe I,3.650,-0.720,
MKV0902,6302.49,Fe I,3.690,-1.150,
MKV0902,6309.90,Sc II,1.500,-1.520,
MKV0902,6311.51,Fe I,2.830,-3.220,
MKV0902,6320.43,La II,0.170,-1.562,
MKV0902,6330.09,Cr I,0.940,-2.920,
MKV0902,6355.04,Fe I,2.840,-2.290,69
MKV0902,6369.46,Fe II,2.890,-4.250,
MKV0902,6380.75,Fe I,4.190,-1.500,47
MKV0902,6390.46,La II,0.320,-1.400,
MKV0902,6392.54,Fe I,2.280,-3.950,41
MKV0902,6393.61,Fe I,2.430,-1.630,
MKV0902,6416.93,Fe II,3.890,-2.790,
MKV0902,6419.96,Fe I,4.730,-0.240,
MKV0902,6421.36,Fe I,2.280,-2.014,86
MKV0902,6430.86,Fe I,2.180,-1.946,130
MKV0902,6432.68,Fe II,2.890,-3.710,
MKV0902,6439.08,Ca I,2.520,0.390,
MKV0902,6455.60,Ca I,2.520,-1.290,
MKV0902,6456.39,Fe II,3.900,-2.080,46
MKV0902,6496.91,Ba II,0.600,-0.380,113
MKV0902,6498.94,Fe I,0.960,-4.690,
MKV0902,6499.65,Ca I,2.520,-0.820,33
MKV0902,6516.08,Fe II,2.890,-3.450,40
MKV0902,6518.37,Fe I,2.830,-2.460,47
MKV0902,6554.24,Ti I,1.440,-1.218,
MKV0902,6556.08,Ti I,1.460,-1.074,
MKV0902,6574.23,Fe I,0.990,-5.020,37
MKV0902,6581.22,Fe I,1.480,-4.680,30
MKV0902,6593.88,Fe I,2.430,-2.390,75
MKV0902,6608.03,Fe I,2.280,-3.940,
MKV0902,6609.12,Fe I,2.560,-2.660,
MKV0902,6645.13,Eu II,1.370,0.200,
MKV0914,5339.93,Fe I,3.270,-0.680,
MKV0914,5364.86,Fe I,4.450,0.220,61
MKV0914,5367.48,Fe I,4.420,0.550,79
MKV0914,5369.96,Fe I,4.370,0.540,
MKV0914,5371.50,Fe I,0.960,-1.644,
MKV0914,5381.01,Ti II,1.570,-1.780,69
MKV0914,5383.37,Fe I,4.310,0.500,64
MKV0914,5389.48,Fe I,4.420,-0.400,
MKV0914,5393.17,Fe I,3.240,-0.920,71
MKV0914,5397.14,Fe I,0.910,-1.992,
MKV0914,5400.51,Fe I,4.370,-0.150,
MKV0914,5402.78,Y II,1.840,-0.510,
MKV0914,5405.79,Fe I,0.990,-1.852,
MKV0914,5407.42,Mn I,2.140,-1.743,
MKV0914,5409.80,Cr I,1.030,-0.720,83
MKV0914,5415.19,Fe I,4.390,0.510,73
MKV0914,5418.77,Ti II,1.580,-2.110,
MKV0914,5420.36,Mn I,2.140,-1.460,
MKV0914,5424.07,Fe I,4.320,0.520,82
MKV0914,5425.25,Fe II,3.200,-3.360,
MKV0914,5432.55,Mn I,0.000,-3.795,
MKV0914,5476.92,Ni I,1.830,-0.890,125
MKV0914,5483.34,Co I,1.710,-1.488,
MKV0914,5485.71,Nd II,1.260,-0.120,
MKV0914,5490.16,Ti I,1.460,-0.933,
MKV0914,5501.48,Fe I,0.960,-3.050,137
MKV0914,5506.79,Fe I,0.990,-2.790,146
MKV0914,5516.77,Mn I,2.180,-1.847,
MKV0914,5528.41,Mg I,4.350,-0.357,124
MKV0914,5534.85,Fe II,3.240,-2.920,37
MKV0914,6120.26,Fe I,0.910,-5.940,
MKV0914,6122.23,Ca I,1.890,-0.320,133
MKV0914,6126.22,Ti I,1.070,-1.425,
MKV0914,6136.62,Fe I,2.450,-1.500,97
MKV0914,6137.70,Fe I,2.590,-1.366,106
MKV0914,6141.73,Ba II,0.700,-0.077,104
MKV0914,6149.25,Fe II,3.890,-2.720,
MKV0914,6151.62,Fe I,2.180,-3.370,
MKV0914,6157.75,Fe I,4.070,-1.260,
MKV0914,6160.75,Na I,2.100,-1.260,
MKV0914,6161.30,Ca I,2.520,-1.270,
MKV0914,6165.36,Fe I,4.140,-1.470,
MKV0914,6166.44,Ca I,2.520,-1.140,
MKV0914,6169.04,Ca I,2.520,-0.800,
MKV0914,6169.56,Ca I,2.520,-0.480,
MKV0914,6173.34,Fe I,2.220,-2.850,
MKV0914,6176.82,Ni I,4.090,-0.430,
MKV0914,6177.25,Ni I,1.830,-3.500,
MKV0914,6187.99,Fe I,3.940,-1.580,
MKV0914,6191.57,Fe I,2.430,-1.416,
MKV0914,6213.43,Fe I,2.220,-2.660,59
MKV0914,6219.29,Fe I,2.200,-2.438,77
MKV0914,6229.23,Fe I,2.840,-2.900,
MKV0914,6230.74,Fe I,2.560,-1.276,
MKV0914,6238.38,Fe II,3.890,-2.480,
MKV0914,6240.66,Fe I,2.220,-3.230,
MKV0914,6243.82,Si I,5.610,-1.270,
MKV0914,6244.48,Si I,5.610,-1.270,
MKV0914,6247.56,Fe II,3.890,-2.360,
MKV0914,6252.57,Fe I,2.400,-1.757,
MKV0914,6258.10,Ti I,1.443,-0.355,
MKV0914,6290.97,Fe I,4.730,-0.760,
MKV0914,6297.80,Fe I,2.220,-2.740,
MKV0914,6301.50,Fe I,3.650,-0.720,
MKV0914,6302.49,Fe I,3.690,-1.150,
MKV0914,6309.90,Sc II,1.500,-1.520,
MKV0914,6311.51,Fe I,2.830,-3.220,
MKV0914,6320.43,La II,0.170,-1.562,
MKV0914,6330.09,Cr I,0.940,-2.920,
MKV0914,6355.04,Fe I,2.840,-2.290,77
MKV0914,6369.46,Fe II,2.890,-4.250,
MKV0914,6380.75,Fe I,4.190,-1.500,
MKV0914,6390.46,La II,0.320,-1.400,
MKV0914,6392.54,Fe I,2.280,-3.950,
MKV0914,6393.61,Fe I,2.430,-1.630,
MKV0914,6416.93,Fe II,3.890,-2.790,
MKV0914,6419.96,Fe I,4.730,-0.240,
MKV0914,6421.36,Fe I,2.280,-2.014,73
MKV0914,6430.86,Fe I,2.180,-1.946,102
MKV0914,6432.68,Fe II,2.890,-3.710,
MKV0914,6439.08,Ca I,2.520,0.390,91
MKV0914,6455.60,Ca I,2.520,-1.290,
MKV0914,6456.39,Fe II,3.900,-2.080,29
MKV0914,6496.91,Ba II,0.600,-0.380,
MKV0914,6498.94,Fe I,0.960,-4.690,53
MKV0914,6499.65,Ca I,2.520,-0.820,
MKV0914,6516.08,Fe II,2.890,-3.450,
MKV0914,6518.37,Fe I,2.830,-2.460,
MKV0914,6554.24,Ti I,1.440,-1.218,
MKV0914,6556.08,Ti I,1.460,-1.074,
MKV0914,6574.23,Fe I,0.990,-5.020,40
MKV0914,6581.22,Fe I,1.480,-4.680,
MKV0914,6593.88,Fe I,2.430,-2.390,42
MKV0914,6608.03,Fe I,2.280,-3.940,
MKV0914,6609.12,Fe I,2.560,-2.660,
MKV0914,6645.13,Eu II,1.370,0.200,
MKV0916,5339.93,Fe I,3.270,-0.680,128
MKV0916,5364.86,Fe I,4.450,0.220,124
MKV0916,5367.48,Fe I,4.420,0.550,138
MKV0916,5369.96,Fe I,4.370,0.540,
MKV0916,5371.50,Fe I,0.960,-1.644,269
MKV0916,5381.01,Ti II,1.570,-1.780,185
MKV0916,5383.37,Fe I,4.310,0.500,181
MKV0916,5389.48,Fe I,4.420,-0.400,
MKV0916,5393.17,Fe I,3.240,-0.920,139
MKV0916,5397.14,Fe I,0.910,-1.992,248
MKV0916,5400.51,Fe I,4.370,-0.150,
MKV0916,5402.78,Y II,1.840,-0.510,
MKV0916,5405.79,Fe I,0.990,-1.852,221
MKV0916,5407.42,Mn I,2.140,-1.743,
MKV0916,5409.80,Cr I,1.030,-0.720,173
MKV0916,5415.19,Fe I,4.390,0.510,117
MKV0916,5418.77,Ti II,1.580,-2.110,111
MKV0916,5420.36,Mn I,2.140,-1.460,
MKV0916,5424.07,Fe I,4.320,0.520,170
MKV0916,5425.25,Fe II,3.200,-3.360,
MKV0916,5432.55,Mn I,0.000,-3.795,
MKV0916,5476.92,Ni I,1.830,-0.890,196
MKV0916,5483.34,Co I,1.710,-1.488,
MKV0916,5485.71,Nd II,1.260,-0.120,
MKV0916,5490.16,Ti I,1.460,-0.933,
MKV0916,5501.48,Fe I,0.960,-3.050,
MKV0916,5506.79,Fe I,0.990,-2.790,211
MKV0916,5516.77,Mn I,2.180,-1.847,
MKV0916,5528.41,Mg I,4.350,-0.357,170
MKV0916,5534.85,Fe II,3.240,-2.920,103
MKV0916,6120.26,Fe I,0.910,-5.940,
MKV0916,6122.23,Ca I,1.890,-0.320,
MKV0916,6126.22,Ti I,1.070,-1.425,
MKV0916,6136.62,Fe I,2.450,-1.500,
MKV0916,6137.70,Fe I,2.590,-1.366,
MKV0916,6141.73,Ba II,0.700,-0.077,211
MKV0916,6149.25,Fe II,3.890,-2.720,
MKV0916,6151.62,Fe I,2.180,-3.370,
MKV0916,6157.75,Fe I,4.070,-1.260,66
MKV0916,6160.75,Na I,2.100,-1.260,
MKV0916,6161.30,Ca I,2.520,-1.270,83
MKV0916,6165.36,Fe I,4.140,-1.470,
MKV0916,6166.44,Ca I,2.520,-1.140,
MKV0916,6169.04,Ca I,2.520,-0.800,
MKV0916,6169.56,Ca I,2.520,-0.480,
MKV0916,6173.34,Fe I,2.220,-2.850,114
MKV0916,6176.82,Ni I,4.090,-0.430,
MKV0916,6177.25,Ni I,1.830,-3.500,
MKV0916,6187.99,Fe I,3.940,-1.580,
MKV0916,6191.57,Fe I,2.430,-1.416,
MKV0916,6213.43,Fe I,2.220,-2.660,
MKV0916,6219.29,Fe I,2.200,-2.438,
MKV0916,6229.23,Fe I,2.840,-2.900,
MKV0916,6230.74,Fe I,2.560,-1.276,169
MKV0916,6238.38,Fe II,3.890,-2.480,
MKV0916,6240.66,Fe I,2.220,-3.230,
MKV0916,6243.82,Si I,5.610,-1.270,
MKV0916,6244.48,Si I,5.610,-1.270,
MKV0916,6247.56,Fe II,3.890,-2.360,
MKV0916,6252.57,Fe I,2.400,-1.757,138
MKV0916,6258.10,Ti I,1.443,-0.355,
MKV0916,6290.97,Fe I,4.730,-0.760,
MKV0916,6297.80,Fe I,2.220,-2.740,
MKV0916,6301.50,Fe I,3.650,-0.720,
