MKV0514  ---   --- - -0.90 0.23 1  ---   --- -  ---  ---  -  ---   --- -  ---  ---  -  ---  ---  -
MKV0640  ---   --- -  ---   --- - -1.22 0.24 1 -1.66 0.24 1 -0.83 0.24 1  ---  ---  -  ---  ---  -
MKV0825  ---   --- -  ---   --- -  ---   --- -  ---  ---  - -0.86 0.18 1  ---  ---  -  ---  ---  -
MKV0840  ---   --- -  ---   --- - -1.13 0.15 1  ---  ---  - -0.81 0.15 1  ---  ---  -  ---  ---  -
MKV0880  ---   --- - -1.04 0.18 1  ---   --- - -1.53 0.18 1  ---   --- -  ---  ---  - -1.17 0.18 1
MKV0900  ---   --- -  ---   --- -  ---   --- -  ---  ---  -  ---   --- - -1.20 0.12 1  ---  ---  -
MKV1007  ---   --- -  ---   --- -  ---   --- -  ---  ---  - -0.87 0.27 1  ---  ---  -  ---  ---  -
MKV1061 -1.14 0.24 1 -0.42 0.24 1  ---   --- -  ---  ---  -  ---   --- -  ---  ---  -  ---  ---  -
