Name,Teff,logg,Vmic,Fe/H,e_stat_Teff,e_stat_logg,e_stat_Vmic,e_stat_Fe/H,e_sys_Teff,e_sys_logg,e_sys_Vmic,e_sys_Fe/H
CetII-J0117,4727,1.40,1.89,-2.09,41,0.07,0.07,0.17,150,0.3,0.2,0.12
