Name,Species,Ion,l_logepsX,logepsX,e_[X/Fe],e_[X/H]
J014254.2-503248,26.0,Fe I,,5.58,,
J014254.2-503248,26.1,Fe II,,5.58,,
J014821.1-532145,12.0,Mg I,,6.1,,
J014821.1-532145,14.0,Si I,,6.14,,
J014821.1-532145,20.0,Ca I,,4.83,,
J014821.1-532145,22.0,Ti I,,3.33,,
J014821.1-532145,22.1,Ti II,,3.56,,
J014821.1-532145,26.0,Fe I,,5.72,,
J014821.1-532145,26.1,Fe II,,5.72,,
J014907.9-491142,12.0,Mg I,,5.32,,
J014907.9-491142,14.0,Si I,,5.21,,
J014907.9-491142,20.0,Ca I,,4.04,,
J014907.9-491142,22.0,Ti I,,2.56,,
J014907.9-491142,22.1,Ti II,,2.66,,
J014907.9-491142,26.0,Fe I,,4.85,,
J014907.9-491142,26.1,Fe II,,4.85,,
J015300.2-341736,12.0,Mg I,,6.36,,
J015300.2-341736,14.0,Si I,,6.35,,
J015300.2-341736,20.0,Ca I,,5.13,,
J015300.2-341736,22.0,Ti I,,3.62,,
J015300.2-341736,22.1,Ti II,,3.65,,
J015300.2-341736,26.0,Fe I,,5.98,,
J015300.2-341736,26.1,Fe II,,5.98,,
J015401.6-220240,12.0,Mg I,,6.12,,
J015401.6-220240,14.0,Si I,,6.14,,
J015401.6-220240,20.0,Ca I,,4.86,,
J015401.6-220240,22.0,Ti I,,3.37,,
J015401.6-220240,22.1,Ti II,,3.52,,
J015401.6-220240,26.0,Fe I,,5.76,,
J015401.6-220240,26.1,Fe II,,5.76,,
J015522.5-582242,12.0,Mg I,,6.59,,
J015522.5-582242,14.0,Si I,,6.43,,
J015522.5-582242,20.0,Ca I,,5.28,,
J015522.5-582242,22.0,Ti I,,3.79,,
J015522.5-582242,22.1,Ti II,,3.96,,
J015522.5-582242,26.0,Fe I,,6.06,,
J015522.5-582242,26.1,Fe II,,6.06,,
J020025.5-061101,12.0,Mg I,,6.2,,
J020025.5-061101,14.0,Si I,,6.22,,
J020025.5-061101,20.0,Ca I,,4.92,,
J020025.5-061101,22.0,Ti I,,3.41,,
J020025.5-061101,22.1,Ti II,,3.65,,
J020025.5-061101,26.0,Fe I,,5.78,,
J020025.5-061101,26.1,Fe II,,5.78,,
J020706.4-500916,12.0,Mg I,,5.9,,
J020706.4-500916,14.0,Si I,,6.09,,
J020706.4-500916,20.0,Ca I,,4.66,,
J020706.4-500916,22.0,Ti I,,3.15,,
J020706.4-500916,22.1,Ti II,,3.41,,
J020706.4-500916,26.0,Fe I,,5.53,,
J020706.4-500916,26.1,Fe II,,5.53,,
J021110.1-191124,12.0,Mg I,,5.87,,
J021110.1-191124,14.0,Si I,,5.85,,
J021110.1-191124,20.0,Ca I,,4.61,,
J021110.1-191124,22.0,Ti I,,3.06,,
J021110.1-191124,22.1,Ti II,,3.24,,
J021110.1-191124,26.0,Fe I,,5.4,,
J021110.1-191124,26.1,Fe II,,5.4,,
J021634.8-394034,12.0,Mg I,,6.54,,
J021634.8-394034,14.0,Si I,,6.29,,
J021634.8-394034,20.0,Ca I,,5.12,,
J021634.8-394034,22.0,Ti I,,3.57,,
J021634.8-394034,22.1,Ti II,,3.81,,
J021634.8-394034,26.0,Fe I,,5.91,,
J021634.8-394034,26.1,Fe II,,5.91,,
J021742.0-492344,12.0,Mg I,,7.02,,
J021742.0-492344,14.0,Si I,,7.05,,
J021742.0-492344,20.0,Ca I,,5.87,,
J021742.0-492344,22.0,Ti I,,4.41,,
J021742.0-492344,22.1,Ti II,,4.5,,
J021742.0-492344,26.0,Fe I,,6.86,,
J021742.0-492344,26.1,Fe II,,6.86,,
J022308.0-312953,12.0,Mg I,,6.18,,
J022308.0-312953,14.0,Si I,,6.17,,
J022308.0-312953,20.0,Ca I,,4.86,,
J022308.0-312953,22.0,Ti I,,3.4,,
J022308.0-312953,22.1,Ti II,,3.62,,
J022308.0-312953,26.0,Fe I,,5.82,,
J022308.0-312953,26.1,Fe II,,5.82,,
J022310.5-362823,12.0,Mg I,,6.26,,
J022310.5-362823,14.0,Si I,,6.24,,
J022310.5-362823,20.0,Ca I,,4.97,,
J022310.5-362823,22.0,Ti I,,3.54,,
J022310.5-362823,22.1,Ti II,,3.68,,
J022310.5-362823,26.0,Fe I,,5.82,,
J022310.5-362823,26.1,Fe II,,5.82,,
J022658.3-074959,12.0,Mg I,,6.19,,
J022658.3-074959,14.0,Si I,,6.24,,
J022658.3-074959,20.0,Ca I,,5.0,,
J022658.3-074959,22.0,Ti I,,3.46,,
J022658.3-074959,22.1,Ti II,,3.61,,
J022658.3-074959,26.0,Fe I,,5.79,,
J022658.3-074959,26.1,Fe II,,5.79,,
J023042.1-504643,12.0,Mg I,,6.17,,
J023042.1-504643,20.0,Ca I,,4.98,,
J023042.1-504643,22.0,Ti I,,3.62,,
J023042.1-504643,22.1,Ti II,,3.53,,
J023042.1-504643,26.0,Fe I,,5.8,,
J023042.1-504643,26.1,Fe II,,5.8,,
J023557.6-174856,12.0,Mg I,,6.11,,
J023557.6-174856,14.0,Si I,,6.16,,
J023557.6-174856,20.0,Ca I,,4.89,,
J023557.6-174856,22.0,Ti I,,3.37,,
J023557.6-174856,22.1,Ti II,,3.53,,
J023557.6-174856,26.0,Fe I,,5.72,,
J023557.6-174856,26.1,Fe II,,5.72,,
J025500.9-232029,12.0,Mg I,,6.18,,
J025500.9-232029,14.0,Si I,,6.25,,
J025500.9-232029,20.0,Ca I,,4.95,,
J025500.9-232029,22.0,Ti I,,3.46,,
J025500.9-232029,22.1,Ti II,,3.64,,
J025500.9-232029,26.0,Fe I,,5.92,,
J025500.9-232029,26.1,Fe II,,5.92,,
J031005.5-401003,12.0,Mg I,,6.51,,
J031005.5-401003,14.0,Si I,,6.49,,
J031005.5-401003,20.0,Ca I,,5.3,,
J031005.5-401003,22.0,Ti I,,3.8,,
J031005.5-401003,22.1,Ti II,,3.94,,
J031005.5-401003,26.0,Fe I,,6.09,,
J031005.5-401003,26.1,Fe II,,6.09,,
J031459.1-371513,12.0,Mg I,,6.27,,
J031459.1-371513,14.0,Si I,,6.26,,
J031459.1-371513,20.0,Ca I,,4.92,,
J031459.1-371513,22.0,Ti I,,3.41,,
J031459.1-371513,22.1,Ti II,,3.6,,
J031459.1-371513,26.0,Fe I,,5.77,,
J031459.1-371513,26.1,Fe II,,5.77,,
J031459.2-481045,12.0,Mg I,,6.1,,
J031459.2-481045,14.0,Si I,,6.1,,
J031459.2-481045,20.0,Ca I,,4.93,,
J031459.2-481045,22.0,Ti I,,3.38,,
J031459.2-481045,22.1,Ti II,,3.51,,
J031459.2-481045,26.0,Fe I,,5.73,,
J031459.2-481045,26.1,Fe II,,5.73,,
J031540.6-190322,12.0,Mg I,,6.77,,
J031540.6-190322,14.0,Si I,,6.59,,
J031540.6-190322,20.0,Ca I,,5.4,,
J031540.6-190322,22.0,Ti I,,3.88,,
J031540.6-190322,22.1,Ti II,,4.08,,
J031540.6-190322,26.0,Fe I,,6.19,,
J031540.6-190322,26.1,Fe II,,6.19,,
J032559.4-372358,12.0,Mg I,,7.05,,
J032559.4-372358,14.0,Si I,,6.97,,
J032559.4-372358,20.0,Ca I,,5.59,,
J032559.4-372358,22.0,Ti I,,4.2,,
J032559.4-372358,22.1,Ti II,,4.29,,
J032559.4-372358,26.0,Fe I,,6.55,,
J032559.4-372358,26.1,Fe II,,6.55,,
J033655.9-292252,12.0,Mg I,,7.16,,
J033655.9-292252,14.0,Si I,,7.17,,
J033655.9-292252,20.0,Ca I,,5.91,,
J033655.9-292252,22.0,Ti I,,4.39,,
J033655.9-292252,22.1,Ti II,,4.54,,
J033655.9-292252,26.0,Fe I,,6.92,,
J033655.9-292252,26.1,Fe II,,6.92,,
J034220.6-270736,12.0,Mg I,,6.2,,
J034220.6-270736,14.0,Si I,,6.21,,
J034220.6-270736,20.0,Ca I,,4.84,,
J034220.6-270736,22.0,Ti I,,3.29,,
J034220.6-270736,22.1,Ti II,,3.54,,
J034220.6-270736,26.0,Fe I,,5.68,,
J034220.6-270736,26.1,Fe II,,5.68,,
J034516.4-075922,12.0,Mg I,,7.17,,
J034516.4-075922,14.0,Si I,,7.21,,
J034516.4-075922,20.0,Ca I,,5.97,,
J034516.4-075922,22.0,Ti I,,4.48,,
J034516.4-075922,22.1,Ti II,,4.6,,
J034516.4-075922,26.0,Fe I,,6.97,,
J034516.4-075922,26.1,Fe II,,6.97,,
J040148.9-375753,12.0,Mg I,,6.03,,
J040148.9-375753,14.0,Si I,,5.95,,
J040148.9-375753,20.0,Ca I,,4.68,,
J040148.9-375753,22.0,Ti I,,3.14,,
J040148.9-375753,22.1,Ti II,,3.23,,
J040148.9-375753,26.0,Fe I,,5.47,,
J040148.9-375753,26.1,Fe II,,5.47,,
J040647.0-214611,12.0,Mg I,,6.82,,
J040647.0-214611,14.0,Si I,,6.82,,
J040647.0-214611,20.0,Ca I,,5.42,,
J040647.0-214611,22.0,Ti I,,3.98,,
J040647.0-214611,22.1,Ti II,,4.12,,
J040647.0-214611,26.0,Fe I,,6.39,,
J040647.0-214611,26.1,Fe II,,6.39,,
J042314.5+013048,12.0,Mg I,,5.24,,
J042314.5+013048,20.0,Ca I,,4.01,,
J042314.5+013048,22.0,Ti I,,2.55,,
J042314.5+013048,22.1,Ti II,,2.58,,
J042314.5+013048,26.0,Fe I,,4.84,,
J042314.5+013048,26.1,Fe II,,4.84,,
J042445.6-150150,12.0,Mg I,,6.42,,
J042445.6-150150,14.0,Si I,,6.34,,
J042445.6-150150,20.0,Ca I,,5.16,,
J042445.6-150150,22.0,Ti I,,3.68,,
J042445.6-150150,22.1,Ti II,,3.83,,
J042445.6-150150,26.0,Fe I,,5.97,,
J042445.6-150150,26.1,Fe II,,5.97,,
J042917.8-342050,12.0,Mg I,,6.94,,
J042917.8-342050,14.0,Si I,,6.94,,
J042917.8-342050,20.0,Ca I,,5.54,,
J042917.8-342050,22.0,Ti I,,4.08,,
J042917.8-342050,22.1,Ti II,,4.21,,
J042917.8-342050,26.0,Fe I,,6.45,,
J042917.8-342050,26.1,Fe II,,6.45,,
J044106.6-350735,12.0,Mg I,,6.45,,
J044106.6-350735,14.0,Si I,,6.45,,
J044106.6-350735,20.0,Ca I,,5.22,,
J044106.6-350735,22.0,Ti I,,3.69,,
J044106.6-350735,22.1,Ti II,,3.87,,
J044106.6-350735,26.0,Fe I,,6.06,,
J044106.6-350735,26.1,Fe II,,6.06,,
J050332.7-625716,12.0,Mg I,,7.42,,
J050332.7-625716,14.0,Si I,,7.33,,
J050332.7-625716,20.0,Ca I,,6.03,,
J050332.7-625716,22.0,Ti I,,4.61,,
J050332.7-625716,22.1,Ti II,,4.64,,
J050332.7-625716,26.0,Fe I,,7.13,,
J050332.7-625716,26.1,Fe II,,7.13,,
J050453.7-135037,12.0,Mg I,,6.6,,
J050453.7-135037,14.0,Si I,,6.62,,
J050453.7-135037,20.0,Ca I,,5.28,,
J050453.7-135037,22.0,Ti I,,3.9,,
J050453.7-135037,22.1,Ti II,,3.89,,
J050453.7-135037,26.0,Fe I,,6.22,,
J050453.7-135037,26.1,Fe II,,6.22,,
J050620.1-134421,12.0,Mg I,,5.83,,
J050620.1-134421,14.0,Si I,,5.7,,
J050620.1-134421,20.0,Ca I,,4.51,,
J050620.1-134421,22.0,Ti I,,2.91,,
J050620.1-134421,22.1,Ti II,,3.05,,
J050620.1-134421,26.0,Fe I,,5.31,,
J050620.1-134421,26.1,Fe II,,5.31,,
J051111.7-363540,12.0,Mg I,,6.39,,
J051111.7-363540,14.0,Si I,,6.28,,
J051111.7-363540,20.0,Ca I,,5.08,,
J051111.7-363540,22.0,Ti I,,3.5,,
J051111.7-363540,22.1,Ti II,,3.71,,
J051111.7-363540,26.0,Fe I,,5.94,,
J051111.7-363540,26.1,Fe II,,5.94,,
J051200.1-113048,12.0,Mg I,,6.35,,
J051200.1-113048,14.0,Si I,,6.31,,
J051200.1-113048,20.0,Ca I,,5.01,,
J051200.1-113048,22.0,Ti I,,3.5,,
J051200.1-113048,22.1,Ti II,,3.71,,
J051200.1-113048,26.0,Fe I,,5.94,,
J051200.1-113048,26.1,Fe II,,5.94,,
J052150.1-153705,12.0,Mg I,,5.99,,
J052150.1-153705,14.0,Si I,,6.0,,
J052150.1-153705,20.0,Ca I,,4.67,,
J052150.1-153705,22.0,Ti I,,3.15,,
J052150.1-153705,22.1,Ti II,,3.22,,
J052150.1-153705,26.0,Fe I,,5.48,,
J052150.1-153705,26.1,Fe II,,5.48,,
J053148.3-365951,12.0,Mg I,,6.26,,
J053148.3-365951,14.0,Si I,,6.49,,
J053148.3-365951,20.0,Ca I,,5.21,,
J053148.3-365951,22.0,Ti I,,3.74,,
J053148.3-365951,22.1,Ti II,,3.87,,
J053148.3-365951,26.0,Fe I,,6.1,,
J053148.3-365951,26.1,Fe II,,6.1,,
J053709.3-303731,12.0,Mg I,,6.97,,
J053709.3-303731,14.0,Si I,,6.89,,
J053709.3-303731,20.0,Ca I,,5.65,,
J053709.3-303731,22.0,Ti I,,4.29,,
J053709.3-303731,22.1,Ti II,,4.34,,
J053709.3-303731,26.0,Fe I,,6.63,,
J053709.3-303731,26.1,Fe II,,6.63,,
J055142.1-332734,12.0,Mg I,,5.58,,
J055142.1-332734,14.0,Si I,,5.54,,
J055142.1-332734,20.0,Ca I,,4.27,,
J055142.1-332734,22.0,Ti I,,2.67,,
