Name,RA_hms,DEC_dms,RA_deg,DEC_deg,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
LMC-410,05:42:10.807,-63:53:20.39,85.545029,-63.888997,Gaia DR3 4756348905044029696,85.5450291062,-63.88899663895,0.0,0.0,94.0,1636148068921376768,4756348905044029696,1281647268,0.0473,0.0471,-0.0122,0.0491,-0.2489,1.799,1.73,0.065,0.494,0.059,-5.0E-4,0.0912,0.0544,-0.0086,0.2997,0.0544,-0.0674,0.2043,0.0176,-0.0516,273,0,273,0,2.1907,335.81,0.182,1.5459,31,false,1.463,,,,,,,,31,24,0.090293,34,0.01102,99.96,0,0,1.095,0,280,3946.97432,2.61662,1508.42,16.696707,0.002848,30,1735.02,9.14629,189.697,17.24028,0.006367,27,3200.07,11.0815,288.776,15.984996,0.005331,1.25,0,18,0,15,0,1.255284,0.543573,0.711711,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,5374.0,5232.9,5393.9,4.2257,4.1885,4.272,-1.1277,-1.3077,-1.0353,2037.5018,1767.5275,2161.6006,0.8215,0.7128,0.8384,0.6585,0.5689,0.6722,0.3583,0.3097,0.3659,PHOENIX,85.54501163127,-63.88899883237,1.031795,0.955621,-0.0538,0.001311
LMC-411,05:29:44.001,-63:54:12.14,82.433338,-63.903372,Gaia DR3 4757031976644052352,82.43333743696,-63.90337092152,0.0,0.0,93.0,1636148068921376768,4757031976644052352,1663080001,0.0315,0.0297,-0.0298,0.0317,-0.9395,1.483,1.405,0.04,0.474,0.039,-0.0071,0.1744,-0.0079,0.0156,0.2327,0.1341,-0.288,0.1879,-0.2772,-0.2331,305,0,305,0,0.6307,327.45,0.053,0.25561,31,false,1.429,,,,,,,,35,24,0.062252,40,0.02497,28.18,0,0,1.025,0,326,7610.94143,4.71749,1613.35,15.983771,0.002836,37,2982.36,10.9617,272.07,16.652143,0.004869,38,6610.36,18.4044,359.174,15.197332,0.00484,1.26,0,1,0,1,0,1.454811,0.668372,0.786439,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,5604.8,5583.0,5623.5,3.4321,3.4193,3.4386,-0.0373,-0.0397,-0.0343,4328.9907,4307.113,4392.528,1.3247,1.3079,1.3394,1.0436,1.0297,1.0557,0.5583,0.5506,0.5651,PHOENIX,82.43332324521,-63.90337303025,0.645693,0.639877,-0.2363,0.003984
LMC-413,05:37:05.212,-64:34:42.64,84.271717,-64.578511,Gaia DR3 4756941576170928768,84.27171694801,-64.57850990017,0.0,0.0,173.0,1636148068921376768,4756941576170928768,1234899582,0.0334,0.0354,0.0495,0.0345,1.4363,1.845,1.748,0.047,0.591,0.045,-0.0143,0.0857,0.0528,-0.0177,0.1295,0.06,-0.2466,0.0731,-0.1968,-0.2245,307,0,305,2,1.5554,353.12,0.148,1.7878,31,false,1.436,,,,,,,,35,24,0.071267,41,0.005583,178.6,1,0,1.063,0,336,6271.33054,3.24305,1933.78,16.193968,0.002812,40,2526.07,7.90832,319.419,16.832428,0.004398,35,5339.38,8.29298,643.844,15.429168,0.004139,1.254,0,20,0,19,0,1.40326,0.63846,0.7648,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999982,5596.7,5574.7,5617.8,3.3852,3.3784,3.3907,-0.0973,-0.0995,-0.0946,5262.292,5242.2095,5294.5903,1.2248,1.209,1.2415,0.969,0.9557,0.9826,0.5189,0.5115,0.5264,PHOENIX,84.27169885039,-64.57851252872,0.752477,0.733503,-0.2241,0.00396
LMC-414,05:27:13.879,-61:48:50.35,81.807829,-61.813986,Gaia DR3 4757832833412225024,81.80782959503,-61.81398484965,0.0,0.0,152.0,1636148068921376768,4757832833412225024,856093720,0.039,0.0403,0.041,0.0416,0.9842,1.607,1.606,0.048,0.024,0.05,-0.0522,0.2492,0.0263,-0.0592,0.1674,0.0473,-0.2941,0.2198,-0.2788,-0.1552,323,0,322,1,0.3394,339.58,0.0,0.0,31,false,1.45,,,,,,,,37,27,0.075064,44,0.01083,165.5,0,0,1.012,0,346,4424.5036,2.64143,1675.04,16.572706,0.002831,40,1878.45,8.5838,218.837,17.154041,0.005692,38,3659.13,11.9522,306.146,15.839452,0.005183,1.252,0,1,0,1,0,1.31459,0.581335,0.733254,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999984,5539.0,5484.4,5598.5,3.8214,3.7781,3.866,-0.5474,-0.6027,-0.4883,2843.5728,2717.267,2986.313,1.0374,0.998,1.073,0.8308,0.798,0.8608,0.4495,0.4316,0.4657,PHOENIX,81.80781447894,-61.81398495429,0.771412,0.816313,-0.1523,0.004263
LMC-416,06:45:46.181,-66:29:56.95,101.442421,-66.499153,Gaia DR3 5281967518112541440,101.44242144876,-66.49915210184,0.0,0.0,85.0,1636148068921376768,5281967518112541440,1695083905,0.0346,0.0303,0.0209,0.034,0.6138,1.807,1.401,0.05,1.142,0.036,0.0242,-0.0597,-0.0975,0.0781,0.3367,0.1864,-0.2474,0.3333,-0.1958,-0.0818,319,0,316,3,-1.7156,280.73,0.0,0.0,31,false,1.438,,,,,,,,36,24,0.070958,116,0.003027,124.4,0,0,0.931,0,953,6373.98453,1.87869,3392.79,16.17634,0.002774,111,2566.57,7.9892,321.256,16.815157,0.004383,106,5416.9,7.70643,702.907,15.413518,0.004083,1.253,0,1,0,0,0,1.401639,0.638817,0.762822,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,5760.7,5734.5,5782.2,3.937,3.9162,3.96,-0.0028,-0.0192,0.0085,2879.9705,2762.2058,2988.532,1.331,1.3152,1.3438,1.0569,1.0437,1.0677,0.5664,0.5593,0.5724,PHOENIX,101.44240583526,-66.499157176,0.810666,0.587678,-0.093,0.003297
LMC-007,05:44:58.823,-72:41:45.25,86.245096,-72.695903,Gaia DR3 4650659174451143680,86.24509981253,-72.69586508477,0.0,0.0,32.0,1636148068921376768,4650659174451143680,1324485005,0.0343,0.0374,0.0441,0.0373,1.1822,2.078,2.037,0.039,0.41,0.046,0.1792,0.2405,0.1612,-0.0283,0.1744,0.1029,-0.3063,0.2045,-0.3088,0.015,291,0,287,4,-0.0071,292.87,0.0,0.0,31,false,1.416,,,,,,,,34,24,0.066233,41,0.02269,7.811,0,0,0.999,0,309,5797.81322,3.61269,1604.85,16.279207,0.002837,40,2205.3,10.3407,213.264,16.979874,0.005805,38,5152.77,11.5679,445.438,15.467793,0.004497,1.269,0,3,0,1,0,1.51208,0.700666,0.811414,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,5133.2,5060.3,5190.2,3.622,3.528,3.6954,-0.1476,-0.2018,-0.1056,2720.3882,2531.9133,2941.046,1.1803,1.1282,1.2175,0.9113,0.8696,0.9413,0.4854,0.4633,0.5013,PHOENIX,86.24506937675,-72.69586690687,0.626589,0.754558,0.0118,0.136556
LMC-008,06:27:25.744,-67:01:18.05,96.857267,-67.021681,Gaia DR3 5283385647596372480,96.85723646761,-67.02164228047,0.0,0.0,154.0,1636148068921376768,5283385647596372480,893293059,0.0324,0.0326,-0.0184,0.0347,-0.5305,1.692,1.596,0.046,0.563,0.041,-0.0086,0.1745,0.1261,-0.1014,0.0785,-0.0538,-0.3296,0.4198,-0.1151,-0.0475,343,9,341,2,-0.6541,332.17,0.0,0.0,31,false,1.441,,,,,,,,39,25,0.065044,116,0.02814,18.24,0,0,0.974,0,955,5899.47021,1.93696,3045.74,16.260334,0.002778,104,2415.18,7.06042,342.073,16.88117,0.004226,105,4998.58,5.95552,839.319,15.500778,0.003995,1.257,0,104,0,105,0,1.380392,0.620836,0.759556,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,,,,,,,,,,,,,,,,,,,,,,,96.85721830132,-67.02164478292,0.732595,0.666309,-0.0399,0.145845
LMC-101,04:42:26.547,-65:45:50.31,70.610613,-65.763975,Gaia DR3 4662819429451108480,70.61061079213,-65.76397385397,0.0,0.0,172.0,1636148068921376768,4662819429451108480,103534422,0.0346,0.0427,-0.0114,0.0398,-0.2858,1.876,1.875,0.048,-0.071,0.071,-0.0639,0.1865,0.145,-0.1959,0.0487,-0.1004,0.2385,0.1999,-0.2871,-0.0061,299,0,298,1,-0.4825,293.04,0.0,2.3482E-15,31,false,1.438,,,,,,,,34,24,0.099752,77,0.01988,33.88,0,0,0.979,0,646,5111.4274,2.19372,2330.03,16.416012,0.002794,67,2103.59,7.91101,265.906,17.031141,0.004945,67,4364.11,7.098,614.837,15.648156,0.004172,1.265,0,67,0,67,0,1.382985,0.615129,0.767856,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999982,5297.5,5249.1,5336.6,3.6268,3.5896,3.6581,-0.2508,-0.2871,-0.2172,3523.3406,3399.6973,3660.1045,1.0075,0.9774,1.0341,0.792,0.7676,0.8137,0.4233,0.4102,0.435,PHOENIX,70.61059049496,-65.76397353786,0.764343,1.130905,0.0065,0.00526
LMC-116,05:46:35.167,-64:20:32.05,86.646529,-64.342236,Gaia DR3 4756276543433544448,86.64652991336,-64.3422352964,0.0,0.0,162.0,1636148068921376768,4756276543433544448,126893046,0.0355,0.0374,0.0366,0.0376,0.9712,1.739,1.56,0.047,0.768,0.05,-0.038,0.1286,0.0665,-0.073,-0.0384,-0.0419,-0.1713,0.1171,-0.2802,-0.0743,329,0,329,0,1.5229,379.82,0.03,0.056737,31,false,1.44,,,,,,,,38,27,0.07119,41,0.02134,24.95,0,0,1.059,0,342,4531.93102,2.58974,1749.95,16.54666,0.002824,40,1869.22,8.1726,228.718,17.159393,0.005506,38,3863.06,8.45991,456.631,15.780567,0.004465,1.265,0,2,0,1,0,1.378826,0.612734,0.766092,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,5370.3,5321.1,5410.7,3.6368,3.5945,3.6619,-0.2186,-0.2779,-0.1855,3922.402,3809.0632,4076.9631,1.0222,0.9922,1.0456,0.8062,0.7817,0.8253,0.4313,0.418,0.4415,PHOENIX,86.64651390302,-64.34223870988,0.749791,0.80906,-0.0685,0.002906
LMC-202,05:04:52.769,-72:20:42.85,76.219871,-72.345236,Gaia DR3 4651458622492513792,76.21987022695,-72.34523579589,0.0,0.0,45.0,1636148068921376768,4651458622492513792,771970889,0.0417,0.0417,0.0772,0.0437,1.7642,2.341,2.339,0.055,0.091,0.063,0.0673,0.192,0.1325,-0.1762,0.0904,-0.1034,-0.139,0.2752,-0.1923,0.035,325,0,324,1,-1.2445,301.08,0.0,0.0,31,false,1.446,,,,,,,,37,26,0.087986,44,0.01001,28.29,0,0,0.95,0,365,3620.1416,2.04106,1773.66,16.790552,0.002823,34,1504.05,10.5886,142.044,17.395386,0.008137,36,3051.73,8.70048,350.754,16.036531,0.004885,1.258,0,31,0,0,0,1.358854,0.604834,0.754021,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999984,5818.1,5782.1,5845.7,4.1306,4.0808,4.1768,-0.281,-0.3168,-0.2472,2202.1946,2087.0857,2330.2542,1.2936,1.2738,1.3114,1.037,1.0202,1.052,0.5602,0.5508,0.5686,PHOENIX,76.2198359523,-72.34523620034,0.867802,1.014054,0.0478,0.001119
LMC-217,05:44:00.168,-62:10:47.41,86.0007,-62.179836,Gaia DR3 4758409591684845696,86.00069994756,-62.17983624162,0.0,0.0,104.0,1636148068921376768,4758409591684845696,1694469801,0.0374,0.0367,0.0378,0.0359,1.0542,1.772,1.685,0.049,0.547,0.049,-0.0104,0.0282,-0.2142,-0.024,0.0093,-0.0252,-0.3232,0.0156,-0.1487,0.0305,340,0,336,4,1.215,378.5,0.141,1.2814,31,false,1.444,,,,,,,,39,27,0.069957,44,0.01229,6.493,0,0,1.047,0,361,4957.65227,2.49819,1984.49,16.449177,0.002809,38,2083.85,15.2664,136.499,17.041376,0.008429,36,4147.09,13.88,298.78,15.703538,0.005243,1.257,0,2,0,1,0,1.337838,0.592199,0.745639,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999985,5776.8,5749.2,5800.3,3.6774,3.6663,3.685,-0.1568,-0.1602,-0.1534,3988.9924,3963.9426,4039.2153,1.2468,1.2275,1.2619,0.9967,0.9805,1.0095,0.536,0.5271,0.5431,PHOENIX,86.00068389997,-62.17983867151,0.797601,0.792754,0.0319,8.74E-4
