Name,Simbad_Identifier,System,RA_hms,DEC_dms,Vel,e_Vel,Gmag,Teff,logg,Vmic,Fe/H,e_Fe/H
PscII-10694,[SSW2012] Pisces II 10694,Pisces II,22:58:25.08,+05:57:20.11,-232.0,1.6,19.1,4132,0.81,,-2.7,0.11
