Found,DEC_input,RA_input,Query_ID,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,SCRIPT_NUMBER_ID
True,-51:00:48.00,06:42:08.97,MKV0916,[WMO2009] Car-0167,06 42 08.9606,-51 00 47.859,14,14,0.0989,0.0961,90,A,O,2020yCat.1350....0G,,19.599,18.595,,17.391,16.498,15.889,15.812,RGB*,,06 42 08.9606,-51 00 47.859,0.544,0.03,,228.9,1
True,-51:01:06.60,06:40:43.17,MKV0925,[MOP2000] C120614,06 40 43.1630,-51 01 06.498,14,14,0.1108,0.1234,90,A,O,2020yCat.1350....0G,,19.712,18.715,,17.523,,,,RGB*,,06 40 43.1630,-51 01 06.498,0.611,0.028,0.1369,219.4,1
True,-51:01:06.60,06:40:43.17,MKV0925,[MOP2000] C120604,06 40 42.79,-51 01 05.0,6,6,,,0,D,O,2006ApJ...649..201M,,19.647,18.613,,17.393,,,,RGB*_Candidate,,06 40 42.79,-51 01 05.0,,,,227.2,1
True,-51:01:31.30,06:41:49.67,MKV0939,[WMO2009] Car-1415,06 41 49.6627,-51 01 31.162,14,14,0.1667,0.1547,90,A,O,2020yCat.1350....0G,,20.14,19.298,,18.175,17.39,16.892,16.745,RGB*_Candidate,,06 41 49.6627,-51 01 31.162,0.651,0.145,,225.8,1
True,-51:01:43.60,06:41:37.65,MKV0948,[MOP93]  9,06 41 37.6552,-51 01 43.648,14,14,0.0703,0.0688,90,A,O,2020yCat.1350....0G,,19.213,18.001,,16.643,15.787,15.076,15.05,RGB*,,06 41 37.6552,-51 01 43.648,0.605,0.211,0.0164,231.0,1
True,-51:01:59.90,06:42:15.67,MKV0959,[WMO2009] Car-1892,06 42 15.6586,-51 01 59.680,14,14,0.1094,0.1055,90,A,O,2020yCat.1350....0G,,19.697,18.748,,17.546,16.682,16.106,16.024,RGB*_Candidate,,06 42 15.6586,-51 01 59.680,0.625,0.052,0.0397,198.6,1
True,-51:02:40.70,06:40:57.68,MKV0976,[LHT2012] MKV0976,06 40 57.6801,-51 02 40.530,14,14,0.1432,0.1515,90,A,O,2020yCat.1350....0G,,19.928,19.006,,17.883,17.138,16.581,16.511,RGB*,,06 40 57.6801,-51 02 40.530,0.362,0.024,0.1344,224.0,1
True,-51:02:46.30,06:41:54.36,MKV0981,[WMO2009] Car-0543,06 41 54.3552,-51 02 46.156,14,14,0.1034,0.0985,90,A,O,2020yCat.1350....0G,,19.499,18.426,,17.159,16.196,15.47,15.488,RGB*,,06 41 54.3552,-51 02 46.156,0.534,-0.009,,243.2,1
True,-51:02:46.30,06:41:54.36,MKV0981,[VM2013] DC-237,06 41 54.811,-51 02 44.16,7,7,,,0,C,O,2013AJ....146..141V,,23.31,23.06,,22.57,,,,delSctV*,,06 41 54.811,-51 02 44.16,,,,,1
True,-51:02:53.00,06:40:53.55,MKV0987,[WMO2009] Car-0214,06 40 53.5426,-51 02 52.767,14,14,0.196,0.2009,90,A,O,2020yCat.1350....0G,,20.341,19.47,,18.393,17.679,17.131,16.91,RGB*_Candidate,,06 40 53.5426,-51 02 52.767,0.555,0.644,,221.6,1
True,-51:02:59.00,06:42:04.96,MKV0990,[WMO2009] Car-0540,06 42 04.9511,-51 02 58.771,14,14,0.1158,0.1098,90,A,O,2020yCat.1350....0G,,19.77,18.796,,17.579,16.843,16.232,16.124,RGB*_Candidate,,06 42 04.9511,-51 02 58.771,0.6,0.173,,221.7,1
True,-51:03:12.40,06:41:12.10,MKV0998,[WMO2009] Car-0207,06 41 12.1002,-51 03 12.258,14,14,0.1864,0.1873,90,A,O,2020yCat.1350....0G,,20.234,19.366,,18.287,17.551,16.952,16.899,RGB*_Candidate,,06 41 12.1002,-51 03 12.258,0.775,-0.403,0.0517,219.3,1
True,-51:03:31.40,06:41:44.65,MKV1007,[WMO2009] Car-0531,06 41 44.6473,-51 03 31.237,14,14,0.0873,0.0773,90,A,O,2020yCat.1350....0G,,19.485,18.324,,16.989,16.034,15.352,15.246,RGB*,,06 41 44.6473,-51 03 31.237,0.326,0.253,,232.9,1
True,-51:03:36.00,06:41:51.55,MKV1009,[WMO2009] Car-0530,06 41 51.5410,-51 03 35.809,14,14,0.1292,0.1107,90,A,O,2020yCat.1350....0G,,19.663,18.662,,17.452,16.569,15.977,15.83,RGB*,,06 41 51.5410,-51 03 35.809,0.362,0.447,0.0299,219.4,1
True,-51:03:39.60,06:41:04.04,MKV1011,[WMO2009] Car-0232,06 41 04.0404,-51 03 39.351,14,14,0.1432,0.1594,90,A,O,2020yCat.1350....0G,,20.012,19.075,,17.918,17.11,16.552,16.423,RGB*_Candidate,,06 41 04.0404,-51 03 39.351,0.578,-0.016,,228.4,1
True,-51:03:43.20,06:41:00.31,MKV1012,[MOP2000] C120962,06 41 00.3078,-51 03 42.962,14,14,0.0887,0.0999,90,A,O,2020yCat.1350....0G,,19.53,18.444,,17.196,16.463,15.883,15.175,RGB*,,06 41 00.3078,-51 03 42.962,0.719,0.08,,223.4,1
True,-51:04:15.30,06:41:14.81,MKV1030,[LHT2012] MKV1030,06 41 14.81,-51 04 15.3,6,6,,,0,D,O,2012A&A...538A.100L,,20.262,19.402,,18.326,17.593,17.011,17.108,RGB*_Candidate,,06 41 14.81,-51 04 15.3,,,,224.6,1
True,-51:05:22.30,06:41:29.15,MKV1061,[WMO2009] Car-1418,06 41 29.1592,-51 05 22.028,14,14,0.108,0.103,90,A,O,2020yCat.1350....0G,,19.666,18.593,,17.372,16.521,15.767,15.829,RGB*,,06 41 29.1592,-51 05 22.028,0.895,0.28,,222.3,1
True,-51:05:39.70,06:41:41.33,MKV1070,[MOP2000] C121982,06 41 41.3235,-51 05 39.468,14,14,0.1643,0.1478,90,A,O,2020yCat.1350....0G,,20.209,19.295,,18.141,17.289,16.737,16.669,RGB*_Candidate,,06 41 41.3235,-51 05 39.468,0.216,0.311,0.0646,220.1,1
