JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,System,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_byJINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,System,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,,,,,,,,,,,Teff,logg,M/H,Vmic,,,epsc,epsn,epso,,epsna,epsmg,epsal,epssi,,,epsk,epsca,epssc,epsti1,epsv,epscr,epsmn,epsfe,epsco,epsni,epscu,epszn,,,,,,epssr,epsy,epszr,,,,,,,,,,epsba,epsla,epsce,,epsnd,epssm,epseu,epsgd,,epsdy,,,,,,,,,,,,,,,,,,,epsv2,epscr2,epsti,epsfe2,Added_by
6368,,JI20b,Ji+2020b,Jhelum2_10,Gaia DR3 6514001358235953280,,,,,,SS,Jhelum,,22:48:24.41,-50:19:51.6,342.101708,-50.33,,,,,,,,,,,5116,2.31,-2.01,1.47,,,6.63,<6.12,<8.18,,4.38,5.96,3.25,5.95,,,3.84,4.68,1.22,3.08,1.77,3.63,3.02,5.38,3.24,4.25,<2.81,2.7,,,,,,1.1,-0.04,0.64,,,,,,,,,,0.36,-0.59,,,,,-0.86,,,-0.04,,,,,,,,,,,,,,,,,,,2.06,3.83,3.15,5.47,Yelland
6369,,JI20b,Ji+2020b,Jhelum2_11,Gaia DR3 6516771371624716288,,,,,,SS,Jhelum,,22:36:30.00,-50:24:42.3,339.125,-50.41,,,,,,,,,,,5220,2.44,-2.17,1.67,,,6.61,<6.01,<8.67,,4.34,5.82,3.36,5.87,,,3.54,4.57,1.13,3.24,1.79,3.47,2.83,5.29,3.04,3.97,<2.5,2.58,,,,,,0.94,0.04,0.79,,,,,,,,,,-0.04,<-0.06,,,,,-1.14,,,,,,,,,,,,,,,,,,,,,,2.05,3.54,3.17,5.31,Yelland
6370,,JI20b,Ji+2020b,Jhelum2_14,Gaia DR3 6562728071447798784,,,,,,SS,Jhelum,,21:41:13.45,-47:29:02.0,325.306042,-47.48,,,,,,,,,,,5188,2.31,-2.48,1.73,,,6.36,<6.03,<8.11,,3.95,5.36,3.17,5.47,,,3.28,4.12,0.7,2.75,<1.94,3.11,2.81,5.13,2.89,3.91,<2.7,2.18,,,,,,0.3,<-0.2,<0.86,,,,,,,,,,-1.12,<-0.66,,,,,<-1.23,,,,,,,,,,,,,,,,,,,,,,,3.25,2.76,5.11,Yelland
6371,,JI20b,Ji+2020b,Jhelum2_15,Gaia DR3 6563842426481787264,,,,,,SS,Jhelum,,21:33:27.15,-46:06:32.6,323.363125,-46.11,,,,,,,,,,,5001,1.98,-2.14,1.68,,,6.54,<5.88,<8.05,,4.36,5.83,3.9,5.84,,,3.92,4.55,1.18,2.97,1.77,3.39,2.83,5.28,3.17,4.12,<2.62,2.46,,,,,,0.77,-0.24,0.67,,,,,,,,,,0.07,-0.61,,,,,-1.09,,,-0.52,,,,,,,,,,,,,,,,,,,1.95,3.33,3.1,5.37,Yelland
6372,,JI20b,Ji+2020b,Phoenix_1,Gaia DR3 4914426859986001920,,,,,,SS,Phoenix,,01:23:48.36,-53:57:27.4,20.9515,-53.96,,,,,,,,,,,5088,2.15,-2.52,1.47,,,6.17,<5.78,<8.04,,3.94,5.38,3.42,5.46,,,3.01,4.03,0.56,2.62,<1.8,2.61,,4.9,2.61,3.66,<2.42,2.31,,,,,,0.51,,,,,,,,,,,,-1.41,<-0.58,,,,,<-1.43,,,,,,,,,,,,,,,,,,,,,,<1.98,,2.75,4.98,Yelland
6373,,JI20b,Ji+2020b,Phoenix_2,Gaia DR3 4914446067079706624,,,,,,SS,Phoenix,,01:24:36.27,-53:40:01.2,21.151125,-53.67,,,,,,,,,,,5252,2.51,-2.67,1.64,,,6.08,<6.88,<9.02,,3.38,5.23,2.69,5.33,,,<3.66,4.12,0.41,,<2.33,,,4.84,<3.2,<5.16,<5.2,<3.65,,,,,,-0.68,,,,,,,,,,,,-1.64,<1.92,,,,,<-1.02,,,,,,,,,,,,,,,,,,,,,,<2.39,,2.42,4.88,Yelland
6374,,JI20b,Ji+2020b,Phoenix_3,Gaia DR3 4914527911976567424,,,,,,SS,Phoenix,,01:25:55.15,-53:17:35.1,21.479792,-53.29,,,,,,,,,,,5272,2.49,-2.76,1.49,,,6.08,<6.5,<8.28,,3.77,5.23,3.08,5.18,,,<3.13,3.73,0.65,2.34,<1.98,2.9,2.43,4.76,2.44,3.41,<2.8,<2.99,,,,,,-0.13,,,,,,,,,,,,-1.43,<-0.51,,,,,<-1.27,,,,,,,,,,,,,,,,,,,,,,<2.11,,2.47,4.8,Yelland
6375,,JI20b,Ji+2020b,Phoenix_6,Gaia DR3 4917862490225433984,,,,,,SS,Phoenix,,01:39:20.84,-49:09:11.7,24.836833,-49.15,,,,,,,,,,,4905,1.64,-2.68,2.11,,,5.64,<6.55,<8.06,,3.6,5.26,3.06,5.66,,,<2.9,3.64,0.42,2.4,<1.86,2.99,,4.71,2.4,3.09,<2.6,<2.9,,,,,,-0.14,,,,,,,,,,,,-1.39,<0.77,,,,,<-1.45,,,,,,,,,,,,,,,,,,,,,,<2.56,3.72,2.47,4.82,Yelland
6376,,JI20b,Ji+2020b,Phoenix_7,Gaia DR3 4954034292475361280,,,,,,SS,Phoenix,,01:42:44.22,-47:29:05.2,25.68425,-47.48,,,,,,,,,,,4980,1.82,-2.62,1.58,,,6.04,<5.66,<7.74,,4.05,5.37,3.51,5.54,,,3.09,3.92,0.58,2.59,1.33,2.82,2.23,4.7,2.62,3.7,<2.48,<2.45,,,,,,0.48,,,,,,,,,,,,-1.48,<-0.7,,,,,<-1.8,,,,,,,,,,,,,,,,,,,,,,1.54,2.88,2.63,4.88,Yelland
6377,,JI20b,Ji+2020b,Phoenix_8,Gaia DR3 4954245123830234240,,,,,,SS,Phoenix,,01:41:53.37,-47:06:51.6,25.472375,-47.11,,,,,,,,,,,5292,2.56,-2.79,1.53,,,6.12,<6.41,<8.41,,3.86,5.21,2.97,5.34,,,2.89,3.85,0.57,2.54,<2.1,2.36,,4.78,2.53,3.67,<3.08,<2.89,,,,,,-0.44,,,,,,,,,,,,-1.6,<-0.54,,,,,<-1.25,,,,,,,,,,,,,,,,,,,,,,<2.17,,2.52,4.71,Yelland
6378,,JI20b,Ji+2020b,Phoenix_9,Gaia DR3 4955727815260641408,,,,,,SS,Phoenix,,01:48:16.06,-44:20:53.8,27.066917,-44.35,,,,,,,,,,,5153,2.2,-2.7,1.55,,,6.13,<6.27,<8.19,,3.42,5.23,3.49,5.36,,,<3.16,3.89,0.65,2.42,<1.94,2.78,,4.65,2.67,3.39,<2.64,<3.11,,,,,,-0.25,,,,,,,,,,,,-1.61,<-0.76,,,,,<-1.3,,,,,,,,,,,,,,,,,,,,,,<2.6,,2.59,4.79,Yelland
6379,,JI20b,Ji+2020b,Phoenix_10,Gaia DR3 4956084950380306816,,,,,,SS,Phoenix,,01:51:02.50,-43:02:41.0,27.760417,-43.04,,,,,,,,,,,5279,2.12,-2.93,1.8,,,5.92,<7.05,<7.86,,3.96,5.03,3.07,5.1,,,<3.05,3.69,0.24,2.48,<1.74,2.52,<2.75,4.65,2.43,3.27,<2.6,<2.66,,,,,,-0.39,,,,,,,,,,,,-1.43,<-0.58,,,,,<-1.41,,,,,,,,,,,,,,,,,,,,,,<1.87,,2.36,4.57,Yelland
