JINA_ID, Priority, Ref   , Reference              , Name                         , Simbad_Identifier                 , NLTE, Ncap_key, C_key, MP_key, alpha_key, Loc, System           , Type, RA_hms       , DEC_dms      , RA_deg  , DEC_deg , Vel        , Vel_bibcode        , U_mag , B_mag , V_mag , R_mag , I_mag  , J_mag , H_mag , K_mag , Teff     , logg     , Fe/H , Vmic, Li     , Be   , C    , N    , O     , F    , Na   , Mg   , Al   , Si   , P    , S    , K     , Ca   , Sc    , Ti    , V     , Cr    , Mn    , Fe   , Co   , Ni    , Cu    , Zn    , Ga   , Ge   , As    , Se    , Rb   , Sr    , Y      , Zr    , Nb    , Mo    , Ru    , Rh    , Pd    , Ag    , Cd    , Sn   , Te    , Ba    , La     , Ce     , Pr    , Nd     , Sm     , Eu     , Gd     , Tb    , Dy    , Ho    , Er    , Tm    , Yb    , Lu    , Hf    , W     , Os    , Ir    , Pt    , Au    , Hg   , Pb    , Bi    , Th    , U     , CaII , TiII  , VII   , CrII, MnII , FeII , Added_by
   2864,      1.0, VEN12 , Venn+2012              , Car-1087                     , 2MASS J06411547-5101159           ,     , R2      ,      , VMP   ,          , DW , Carina           , RG  , 06:41:15.46  , -51:01:15.96 , 100.3144, -51.0211, 220.1      ,                    ,       , 19.17 , 18.03 ,       , 16.74  , 15.84 , 15.28 , 15.14 , 4600.0   , 0.95     , -2.81, 2.45,        ,      , <4.6 ,      , <7.43 ,      , 2.61 , 5.27 ,      , <6.4 ,      ,      ,       , 3.5  , 0.33  , 2.79  , 1.84  , 2.01  , 1.9   , 4.69 , <3.29, 3.77  , <1.75 , <2.41 ,      ,      ,       ,       ,      , -1.5  , <-0.65 ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       , -1.7  , <0.06  ,        ,       , <-0.4  ,        , <-0.44 ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      , 2.43  ,       ,     ,      , 4.7  , Ji
   2865,      1.0, VEN12 , Venn+2012              , Car-5070                     , 2MASS J06415385-5058110           ,     ,         ,      , VMP   ,          , DW , Carina           , RG  , 06:41:53.83  , -50:58:10.92 , 100.4743, -50.9697, 211.5      ,                    ,       , 19.09 , 17.88 ,       , 16.53  , 15.62 , 15.04 , 14.9  , 4550.0   , 0.83     , -2.15, 2.3 ,        ,      , <5.3 ,      , <7.44 ,      , 2.91 , 5.09 ,      , <6.37,      ,      ,       , 4.18 , 0.8   , 2.72  , 1.52  , 3.02  , 2.47  , 5.35 , <3.15, 4.25  , <1.61 , <2.42 ,      ,      ,       ,       ,      ,       , <-0.63 , <0.02 ,       ,       ,       ,       ,       ,       ,       ,      ,       , -1.09 , <0.1   ,        ,       , <-0.39 ,        , -1.5   ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      , 2.84  ,       ,     ,      , 5.21 , Ji
   2866,      1.0, VEN12 , Venn+2012              , Car-7002                     , [KGW2006] LG04c-000008            ,     , R2      ,      , VMP   ,          , DW , Carina           , RG  , 06:40:49.15  , -51:00:32.76 , 100.2048, -51.0091, 224.2      ,                    ,       , 19.3  , 18.33 ,       , 17.15  , 16.31 , 15.79 , 15.66 , 4548.0   , 1.16     , -2.86, 2.0 ,        ,      , <4.5 ,      , <7.44 ,      , 2.93 , 4.96 ,      , <6.41,      ,      ,       , 3.66 , 0.39  , 2.2   ,       , 2.44  , 2.24  , 4.64 , 1.87 , 3.71  , <1.72 , <2.47 ,      ,      ,       ,       ,      , -1.2  , <-0.77 , <0.08 ,       ,       ,       ,       ,       ,       ,       ,      ,       , -1.66 , <-0.01 ,        ,       , <-0.35 ,        , <-0.44 ,        ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,      , 2.48  ,       ,     ,      , 4.84 , Ji
