2MASS J00590860-3342295        Scl    4623  40 -2.12 0.15 1.19 0.11
2MASS J00591134-3337281        Scl    4476 153 -1.47 0.05 1.07 0.13
2MASS J00591183-3341252        Scl    4435 173 -1.87 0.07 0.88 0.13
2MASS J00591514-3339438        Scl    4644 192 -1.30 0.10 1.24 0.13
2MASS J00591515-3342547        Scl    4377  97 -1.62 0.04 0.92 0.12
2MASS J00591884-3342175        Scl    4410 100 -1.08 0.09 0.92 0.12
2MASS J00592065-3348566        Scl    4296  63 -1.62 0.05 0.66 0.12
2MASS J00592081-3344049        Scl    4350 101 -2.05 0.06 0.72 0.12
2MASS J00592213-3349037        Scl    4645 243 -1.37 0.07 1.21 0.15
2MASS J00592830-3342073        Scl    4230  40 -1.41 0.03 0.60 0.11
2MASS J00593045-3336050        Scl    4673 229 -2.19 0.26 1.21 0.14
2MASS J00593048-3339041        Scl    4829 263 -2.05 0.35 1.30 0.15
2MASS J00593500-3350557        Scl    4699 215 -1.36 0.06 1.34 0.14
2MASS J00593698-3330283        Scl    4409 109 -1.53 0.04 0.96 0.12
2MASS J00593723-3337106        Scl    4332  86 -1.06 0.07 0.87 0.12
2MASS J00593757-3343336        Scl    4549 167 -1.23 0.09 1.17 0.13
2MASS J00593811-3335080        Scl    4507 192 -1.31 0.12 0.95 0.14
2MASS J00594045-3335539        Scl    4477 210 -2.19 0.13 1.00 0.14
[LDH2014] Fnx-mem0607          For    4207  63 -0.77 0.09 0.69 0.12
[LDH2014] Fnx-mem0612          For    4360  65 -1.54 0.07 0.76 0.12
[LDH2014] Fnx-mem0626          For    4183  49 -0.83 0.07 0.69 0.12
[LDH2014] Fnx-mem0629          For    4158  40 -0.88 0.05 0.66 0.12
[LDH2014] Fnx-mem0631          For    4296  58 -0.67 0.08 0.58 0.12
[LDH2014] Fnx-mem0633          For    4159  71 -0.81 0.12 0.58 0.12
[LDH2014] Fnx-mem0634          For    4203  47 -0.79 0.08 0.71 0.12
[LDH2014] Fnx-mem0638          For    4074  40 -0.67 0.07 0.52 0.12
[LDH2014] Fnx-mem0647          For    4320  65 -1.34 0.07 0.76 0.12
[LDH2014] Fnx-mem0654          For    4544 141 -1.64 0.06 0.95 0.13
[LDH2014] Fnx-mem0664          For    4456 157 -2.08 0.11 0.88 0.13
[LDH2014] Fnx-mem0675          For    4333  93 -0.92 0.11 0.85 0.12
[LDH2014] Fnx-mem0678          For    4174  58 -0.58 0.07 0.68 0.12
[LDH2014] Fnx-mem0682          For    4121  40 -0.59 0.06 0.59 0.12
[LDH2014] Fnx-mem0714          For    4168 187 -1.84 0.07 0.52 0.14
[LDH2014] Fnx-mem0715          For    4247  80 -0.70 0.13 0.77 0.12
[LDH2014] Fnx-mem0717          For    4123  54 -0.59 0.08 0.59 0.12
[LDH2014] Fnx-mem0732          For    4387 108 -1.81 0.04 0.68 0.13
[LDH2014] Fnx-mem0747          For    4139 112 -1.35 0.06 0.65 0.13
[LDH2014] Fnx-mem0754          For    4104  40 -0.72 0.05 0.57 0.12
2MASS J02384113-3444205        For    4115  40 -0.71 0.05 0.45 0.12
2MASS J02385365-3433048        For    4087  49 -0.64 0.08 0.55 0.12
2MASS J02385555-3425365        For    4030 314 -2.65 0.19 0.40 0.18
2MASS J02385721-3435400        For    4233  56 -0.86 0.08 0.71 0.12
2MASS J02390031-3430302        For    4140  40 -0.67 0.05 0.64 0.12
2MASS J02390157-3436488        For    4129  41 -0.68 0.08 0.61 0.12
2MASS J02390434-3425190        For    4325  57 -0.76 0.04 0.70 0.12
2MASS J02390819-3436537        For    4270  40 -0.52 0.08 0.62 0.12
2MASS J02390853-3430556        For    4097  41 -0.62 0.07 0.53 0.12
2MASS J02391102-3428348        For    4270  80 -0.67 0.10 0.72 0.12
2MASS J02391159-3430448        For    4099  40 -0.79 0.07 0.58 0.12
2MASS J02391398-3428364        For    4167  53 -0.60 0.11 0.65 0.12
2MASS J02391437-3434427        For    4098  41 -0.59 0.09 0.68 0.12
2MASS J02391606-3430135        For    4190  40 -0.62 0.08 0.65 0.12
2MASS J02391783-3430570        For    4196  85 -0.57 0.10 0.74 0.12
[MOP2000] C120614              Car    4735 149 -1.53 0.17 1.34 0.13
[MOP2000] C120769              Car    3994 653 -1.41 0.70 1.00 0.31
[MOP2000] C121630              Car    4387  92 -1.55 0.04 0.73 0.12
[MOP2000] C121704              Car    4781 114 -2.78 1.59 1.45 0.13
[MOP2000] C130725              Car    4899 318 -1.32 0.13 1.55 0.16
[MOP2000] C130729              Car    5169 514 -1.58 0.78 1.75 0.21
[MOP2000] C131048              Car    4984 297 -1.33 0.22 1.46 0.16
[MOP2000] C131364              Car    4151 397 -2.18 1.01 1.13 0.20
[MOP2000] C160266              Car    4544  94 -0.75 0.23 0.80 0.18
[MOP2000] C160589              Car    4346 437 -2.39 0.67 1.24 0.21
[MOP2000] C170294              Car    4878 382 -1.61 0.35 1.62 0.18
[MOV98]  2                     Leo I  4283  50 -0.84 0.05 0.57 0.20
[MOW91]  21                    For    3980 102 -0.31 0.11 0.38 0.26
[MOW91]  25                    For    4180  88 -0.95 0.09 0.68 0.12
[MOW91]   8                    For    4116  45 -0.70 0.10 0.51 0.12
[NGW2008] 1137                 Boo I  4507  99 -3.76 0.29 1.24 0.15
[NGW2008] 41                   Boo I  4482 321 -2.16 0.20 1.36 0.21
