[NGW2008] 7                    Boo I  4548 112 -2.20 0.08 1.37 0.21
[SHT2013] Scl002 06            Scl    4356 119 -3.30 0.25 0.67 0.12
[SHT2013] Scl024 01            Scl    4490 326 -2.61 1.75 1.32 0.17
[SHT2013] Scl031 11            Scl    4357 105 -3.91 0.24 0.94 0.12
2MASS J00594140-3338470        Scl    4435 125 -1.18 0.08 0.94 0.12
2MASS J01000919-3336094        Scl    4615 204 -1.17 0.11 1.17 0.14
2MASS J01002384-3342173        Scl    4340  81 -1.54 0.05 0.76 0.12
2MASS J02384018-3439121        For    4039  40 -0.53 0.07 0.43 0.12
2MASS J02392022-3431571        For    4393 103 -0.85 0.07 0.81 0.13
2MASS J06403535-5054080        Car    4568 190 -1.48 0.06 1.06 0.14
2MASS J06414637-5101227        Car    4469 130 -1.98 0.09 0.84 0.22
2MASS J18532235-3023473        Sgr    3884  85 -1.12 0.10 1.04 0.30
GB07 Fnx24                     For    4168  50 -0.72 0.08 0.69 0.12
UCAC4 282-001099               Scl    4277  88 -1.88 0.05 0.69 0.18
[LDH2014] Fnx-mem0595          For    4223  67 -0.92 0.13 0.66 0.12
[LDH2014] Fnx-mem0779          For    4393 162 -2.16 0.12 0.70 0.14
[LPP2003]   199                Sex    4411 144 -1.81 0.09 0.87 0.14
[LPP2003]   514                Sex    4746 147 -2.19 0.58 1.70 0.14
[MOP2000] C120318              Car    4822 300 -1.13 0.33 1.54 0.16
[SHT2013] Scl074 02            Scl    4408 169 -3.36 0.25 1.08 0.13
[WMO2009] For-0949             For    4080  40 -0.42 0.08 0.60 0.12
2MASS J18533874-3029290        Sgr    4892  40 -0.12 0.07 2.26 0.11
2MASS J18534523-3030558        Sgr    3888 135 -1.30 0.17 1.05 0.30
2MASS J18534573-3025574        Sgr    4900 103 -0.43 0.05 2.24 0.15
2MASS J18534878-3029391        Sgr    4914 200 -0.23 0.16 0.84 0.14
2MASS J18535108-3026483        Sgr    4789  40 -0.50 0.05 2.17 0.11
2MASS J18535171-3026497        Sgr    4799  40 -0.21 0.07 2.53 0.12
2MASS J18535650-3027205        Sgr    3720  92 -1.67 0.25 0.47 0.36
2MASS J18540214-3036218        Sgr    4095  61 -0.73 0.10 0.94 0.22
Cl* Terzan    7    BCP    1272 Sgr    4415  40 -0.63 0.05 1.54 0.16
Cl* Terzan    7    BCP    1282 Sgr    4176  40 -0.58 0.06 1.12 0.20
Cl* Terzan    7    KHG       1 Sgr    4465  40 -0.60 0.04 1.63 0.15
COS 171                        UMin   4592 290 -1.30 0.28 0.96 0.24
COS 233                        UMin   4356 122 -2.10 0.24 0.70 0.20
DES J033607.75-540235.6        Ret II 4810 105 -2.83 0.44 1.85 0.13
FBW J024006.1-342852           For    4083  55 -0.74 0.09 0.52 0.12
GB07 Fnx08                     For    4031  40 -0.81 0.05 0.49 0.12
GB07 Fnx11                     For    4088  41 -0.93 0.06 0.58 0.12
2MASS J01001051-3349366        Scl    4444  96 -1.45 0.05 1.03 0.12
2MASS J01001174-3344503        Scl    4301 220 -2.60 0.41 0.93 0.14
2MASS J01001181-3342169        Scl    4415  96 -1.03 0.08 0.99 0.12
2MASS J01001255-3343011        Scl    4573  66 -1.62 0.06 1.23 0.12
2MASS J01001278-3341157        Scl    4370 191 -1.47 0.20 0.76 0.14
2MASS J01001295-3342038        Scl    4468 147 -2.37 0.19 1.12 0.13
2MASS J01001397-3336391        Scl    4515 176 -1.11 0.10 1.08 0.13
2MASS J01001460-3347116        Scl    4666 215 -1.62 0.07 1.24 0.14
2MASS J01001471-3339577        Scl    4283 131 -1.07 0.15 0.89 0.21
2MASS J01001483-3336498        Scl    4591 143 -1.37 0.06 1.17 0.13
2MASS J01001519-3343110        Scl    4511 154 -1.17 0.12 1.13 0.13
2MASS J01001537-3339060        Scl    4365  95 -1.33 0.09 0.76 0.12
2MASS J01001736-3343595        Scl    4351 181 -2.16 0.37 1.02 0.13
2MASS J01001759-3346552        Scl    4627 282 -1.79 0.13 1.22 0.15
2MASS J01001777-3335597        Scl    4294  95 -0.96 0.10 0.74 0.12
2MASS J01001830-3342122        Scl    4475 103 -1.51 0.08 0.93 0.12
2MASS J01001897-3345147        Scl    4555 266 -1.86 0.11 1.04 0.15
2MASS J01002030-3335345        Scl    4402 126 -1.74 0.06 0.87 0.12
2MASS J01002109-3333464        Scl    4654 225 -1.18 0.09 1.26 0.14
2MASS J01002118-3346012        Scl    4585 122 -1.11 0.10 1.19 0.12
2MASS J01002298-3343021        Scl    4326 110 -0.90 0.10 0.81 0.12
[LPP2003]   245                Sex    4513 110 -1.78 0.05 1.05 0.13
[LPP2003]   290                Sex    4458 110 -2.78 0.26 1.13 0.13
[LPP2003]   299                Sex    4539 230 -2.05 0.19 1.18 0.15
[LPP2003]   322                Sex    4520 116 -1.75 0.13 1.24 0.19
[LPP2003]   342                Sex    4640 144 -1.82 0.06 1.37 0.14
[LPP2003]   343                Sex    4586 130 -2.13 0.12 1.31 0.21
[LPP2003]   382                Sex    4733 175 -1.64 0.11 1.48 0.14
[LPP2003]   392                Sex    4462 150 -2.37 0.42 1.36 0.14
[LPP2003]   416                Sex    4571 373 -2.41 0.45 1.45 0.19
[LPP2003]   420                Sex    4743 171 -1.63 0.10 1.55 0.14
[LPP2003]   444                Sex    4615  52 -2.29 0.30 1.51 0.12
[LPP2003]   457                Sex    4587 134 -2.10 0.22 1.52 0.13
[LPP2003]   458                Sex    4145 258 -3.08 0.22 1.24 0.16
[LPP2003]   463                Sex    4804 215 -1.62 0.08 1.66 0.15
[LPP2003]   470                Sex    4739 120 -1.65 0.11 1.62 0.13
[LPP2003]   473                Sex    5133 179 -1.41 0.11 1.81 0.14
[LPP2003]   502                Sex    4881 348 -3.01 0.84 1.74 0.18
[LPP2003]   503                Sex    4693 205 -1.99 0.09 1.67 0.15
2MASS J06404083-5054292        Car    4596 165 -1.56 0.10 1.10 0.13
2MASS J06404244-5100428        Car    4174 222 -2.63 0.45 0.81 0.15
2MASS J06405695-5058383        Car    4501  83 -1.32 0.07 0.97 0.12
2MASS J06405711-5057442        Car    4649 137 -1.67 0.11 1.25 0.13
2MASS J06410030-5103427        Car    4668 229 -1.50 0.09 1.19 0.15
2MASS J06411227-5057260        Car    4671 162 -1.56 0.08 1.15 0.13
2MASS J06411566-5059480        Car    4387  45 -1.37 0.04 0.78 0.12
2MASS J06411632-5100185        Car    4393 102 -2.06 0.22 0.90 0.13
2MASS J06412612-5055439        Car    4363  59 -1.14 0.04 0.68 0.12
2MASS J06412918-5105219        Car    4600 264 -1.51 0.13 1.20 0.16
2MASS J06413647-5056231        Car    4443 151 -1.42 0.17 0.83 0.13
2MASS J06413765-5101436        Car    4427  95 -2.10 0.11 0.85 0.13
2MASS J06414082-5054457        Car    4725  91 -2.43 0.56 1.25 0.12
2MASS J06414463-5103312        Car    4445  76 -1.30 0.08 1.00 0.12
2MASS J06414604-5051013        Car    4371 113 -2.18 0.18 0.90 0.13
[WMO2009] For-0952             For    4099  40 -0.73 0.04 0.54 0.12
[WMO2009] For-0956             For    4010  74 -0.72 0.08 0.45 0.12
[WMO2009] For-0968             For    4216  57 -0.96 0.06 0.64 0.12
[WMO2009] For-0970             For    4374  51 -1.23 0.05 0.67 0.12
[WMO2009] For-1117             For    4076  40 -0.72 0.06 0.54 0.12
[WMO2009] For-1120             For    4221  47 -0.54 0.08 0.64 0.12
[WMO2009] For-1208             For    4108  40 -0.72 0.06 0.62 0.12
[WMO2009] For-1219             For    4131  40 -0.84 0.06 0.62 0.12
[WMO2009] For-1353             For    4237 181 -2.55 0.39 0.71 0.14
[WMO2009] For-1579             For    4177  66 -0.90 0.06 0.50 0.12
[WMO2009] For-1581             For    3966  66 -0.57 0.08 0.43 0.12
[WMO2009] For-1877             For    4243  67 -0.97 0.09 0.67 0.12
[WMO2009] For-2026             For    4004  44 -0.54 0.06 0.43 0.12
[WMO2009] For-2280             For    4021  40 -0.79 0.05 0.49 0.12
[WMO2009] Scl- 927             Scl    4492 129 -3.13 0.20 1.27 0.12
[WMO2009] Sex-026              Sex    4568  40 -2.27 0.13 1.47 0.12
[WMO2009] Sex-042              Sex    4542 188 -2.17 0.19 1.92 0.14
[WMO2009] Sex-392              Sex    5312  99 -2.53 1.68 2.40 0.13
[WMO2009] Sex-586              Sex    4640 256 -2.19 0.33 1.97 0.16
[WMO2015] 129                  Ret II 5146 105 -2.39 0.37 2.63 0.13
[WMO2015] 35                   Ret II 4936 140 -3.16 0.49 2.39 0.13
[WMO2015] 80                   Ret II 4747 116 -3.04 0.18 1.86 0.14
WEL  60                        For    4021  40 -0.49 0.09 0.52 0.12
[AAS2009] S 24-72              Sex    4304 141 -2.93 0.31 0.74 0.13
[BFO2002] Dra 50027            Dra    4396  79 -1.47 0.05 0.93 0.13
[BS61] 119                     Dra    3911 158 -3.31 0.29 0.46 0.16
[BTH2006] fnx-05 042           For    4318 130 -3.39 0.23 0.71 0.18
[BTH2011] 129                  Sex    4203 219 -2.79 0.26 0.59 0.22
[BTH2011] 48                   Sex    4227 148 -2.93 0.22 1.01 0.21
[HBJ2016] b0016                For    4303  46 -1.71 0.03 0.60 0.12
[HEM2018] Sgr 2300225          Sgr    4967 117 -2.18 0.19 1.74 0.12
[HEM2018] Sgr 2300275          Sgr    4696 141 -3.14 0.25 1.77 0.14
[HEM2018] Sgr 3600436          Sgr    4909 115 -1.43 0.01 1.96 0.12
[HKW2014] 150                  For    4429 119 -1.69 0.06 0.92 0.13
[KCB2015] Reti 15              Ret II 4835  99 -2.88 0.68 2.21 0.13
[KCB2015] Reti  4              Ret II 4562 152 -2.88 0.28 1.25 0.16
[KGB2009] J005939.5-334539     Scl    4424 166 -1.85 0.06 0.93 0.13
[KGS2010] For   64059          For    4143  57 -0.65 0.10 0.61 0.21
[KGS2010] Sex     191          Sex    4501 185 -1.34 0.13 0.90 0.14
[LDH2014] Fnx-mem0522          For    4048  40 -0.47 0.06 0.50 0.12
[LDH2014] Fnx-mem0532          For    4286 109 -0.76 0.11 0.80 0.13
[LDH2014] Fnx-mem0539          For    4198  82 -0.74 0.16 0.67 0.12
[LDH2014] Fnx-mem0543          For    4152  41 -0.75 0.10 0.58 0.12
[LDH2014] Fnx-mem0546          For    4367 110 -1.33 0.08 0.82 0.13
[LDH2014] Fnx-mem0556          For    4176  58 -0.79 0.09 0.70 0.12
[LDH2014] Fnx-mem0572          For    4177  44 -0.77 0.04 0.65 0.12
[LDH2014] Fnx-mem0574          For    4087  40 -0.67 0.05 0.60 0.12
2MASS J01002463-3344287        Scl    4521 175 -1.96 0.09 1.06 0.13
2MASS J01002504-3342275        Scl    4536 180 -1.56 0.07 1.21 0.13
2MASS J01002531-3350506        Scl    4154  69 -0.69 0.09 0.53 0.12
2MASS J01002579-3330255        Scl    4928 421 -1.96 0.45 1.24 0.19
2MASS J01002629-3344456        Scl    4616 244 -1.59 0.05 1.22 0.15
2MASS J01003385-3344543        Scl    4596 174 -1.72 0.06 1.11 0.13
2MASS J01003404-3339046        Scl    4096  52 -0.87 0.10 0.52 0.12
2MASS J01003432-3349528        Scl    4489 173 -1.02 0.11 1.08 0.13
2MASS J01003813-3348168        Scl    4284  69 -1.53 0.03 0.68 0.12
2MASS J01004250-3344235        Scl    4273 108 -1.06 0.10 0.67 0.12
2MASS J01004427-3349188        Scl    4417 103 -1.14 0.08 0.87 0.12
2MASS J01004653-3346472        Scl    4591 148 -2.29 0.14 1.12 0.13
2MASS J01005025-3336383        Scl    4421 164 -1.92 0.08 0.81 0.13
2MASS J01005087-3345053        Scl    4254  89 -0.99 0.13 0.65 0.12
2MASS J01005418-3340146        Scl    4277  90 -1.43 0.05 0.65 0.12
2MASS J02381393-3446553        For    4463 128 -1.32 0.04 0.92 0.13
2MASS J02382132-3436180        For    4119  87 -0.73 0.12 0.52 0.12
2MASS J02383087-3447446        For    4355 324 -2.77 0.63 0.84 0.18
2MASS J02383502-3442406        For    4198  44 -0.81 0.06 0.62 0.12
2MASS J02383503-3441380        For    4181  40 -0.69 0.06 0.66 0.12
[LDH2014] Fnx-rgb0522          For    4421 154 -1.70 0.06 0.81 0.13
[LDH2014] Fnx-rgb0553          For    4127  56 -0.97 0.05 0.66 0.12
[LHT2010] BL084                For    4108  62 -0.78 0.10 0.53 0.22
[LHT2010] BL100                For    4197  67 -0.94 0.10 0.65 0.20
[LHT2010] BL104                For    4103  40 -0.73 0.09 0.55 0.22
[LHT2010] BL138                For    4047  40 -0.74 0.03 0.48 0.12
[LHT2010] BL146                For    4165  40 -0.73 0.08 0.64 0.21
[LHT2010] BL147                For    4400 121 -1.50 0.05 0.80 0.17
[LHT2010] BL158                For    4194  40 -0.82 0.07 0.67 0.20
[LHT2010] BL163                For    4154  49 -0.35 0.07 0.68 0.21
[LHT2010] BL204                For    4136  50 -0.81 0.03 0.67 0.12
[LHT2010] BL233                For    4157  51 -0.56 0.12 0.63 0.21
[LHT2010] BL261                For    4133  52 -0.81 0.11 0.62 0.21
[LHT2010] BL298                For    4163  40 -0.46 0.06 0.61 0.21
[LHT2010] BL311                For    4097  40 -0.75 0.04 0.57 0.22
[LHT2012] MKV0397              Car    4549 382 -2.52 0.34 1.13 0.19
[LHT2012] MKV0577              Car    4529 255 -1.71 0.23 1.30 0.15
[LHT2012] MKV0598              Car    4501 249 -1.76 0.25 1.31 0.15
[LHT2012] MKV0743              Car    4462 226 -2.04 0.21 1.37 0.15
[LHT2012] MKV0976              Car    4512 286 -1.66 0.21 1.32 0.16
[LPP2003] VV  2                Sex    4863 447 -1.53 0.17 1.48 0.20
[LPP2003]   169                Sex    4347  65 -1.74 0.04 0.73 0.13
2MASS J00594258-3342182        Scl    4397 137 -1.06 0.11 0.89 0.13
2MASS J00594490-3344350        Scl    4651 216 -0.93 0.15 1.27 0.14
2MASS J00594529-3343540        Scl    4577 235 -1.79 0.06 1.14 0.14
2MASS J00594721-3333370        Scl    4390  40 -2.27 0.12 0.90 0.11
2MASS J00594768-3347293        Scl    4401  89 -0.97 0.10 1.00 0.12
2MASS J00594992-3344050        Scl    4478 189 -1.72 0.06 1.05 0.13
2MASS J00595306-3343583        Scl    4788 256 -1.32 0.10 1.48 0.15
2MASS J00595400-3337421        Scl    4520 150 -1.42 0.04 1.09 0.13
2MASS J00595422-3340270        Scl    4345  84 -1.16 0.09 0.83 0.12
2MASS J00595448-3337533        Scl    4784 234 -1.10 0.11 1.20 0.14
2MASS J00595563-3333246        Scl    4552 190 -1.90 0.07 0.72 0.13
2MASS J00595568-3346400        Scl    4367 138 -2.06 0.06 0.74 0.13
2MASS J00595586-3345435        Scl    4769 237 -1.22 0.08 1.43 0.14
2MASS J00595660-3336417        Scl    4379 107 -1.75 0.07 0.83 0.12
2MASS J00595826-3345507        Scl    4431  99 -1.45 0.03 0.98 0.12
2MASS J00595827-3341087        Scl    4507 113 -1.01 0.05 1.01 0.12
2MASS J00595831-3334406        Scl    4533 202 -1.18 0.12 1.15 0.14
2MASS J00595966-3339319        Scl    4587 195 -1.26 0.10 1.20 0.14
2MASS J01000050-3349355        Scl    4555 199 -2.27 0.27 0.96 0.14
2MASS J01000268-3330253        Scl    4545 168 -1.48 0.05 1.17 0.13
2MASS J01000360-3339271        Scl    4473 153 -1.19 0.11 0.96 0.13
2MASS J01000419-3343324        Scl    4586 100 -2.18 0.42 1.21 0.12
2MASS J01000697-3347095        Scl    4603 215 -1.71 0.05 1.17 0.14
2MASS J01000758-3337039        Scl    4373  80 -1.58 0.03 0.84 0.12
2MASS J02392218-3419407        For    4422 152 -1.45 0.06 0.76 0.13
2MASS J02392483-3434383        For    4133  40 -0.50 0.05 0.63 0.12
2MASS J02392769-3437487        For    4122  40 -0.51 0.08 0.53 0.12
2MASS J02392805-3434013        For    4176  40 -0.89 0.08 0.67 0.12
2MASS J02393084-3435451        For    4117  40 -0.35 0.06 0.66 0.12
2MASS J02393153-3423052        For    4109  48 -0.83 0.11 0.60 0.12
2MASS J02393412-3433096        For    4107  40 -0.48 0.08 0.64 0.12
2MASS J02393808-3437062        For    4320  71 -0.54 0.08 0.74 0.12
2MASS J02394195-3430361        For    4026  40 -0.54 0.06 0.51 0.12
2MASS J02394309-3440186        For    4202  50 -0.49 0.08 0.72 0.12
2MASS J02394528-3431581        For    4062  40 -0.84 0.04 0.56 0.23
2MASS J02395144-3421211        For    4189  61 -0.68 0.09 0.67 0.12
2MASS J02395427-3435114        For    4117 118 -0.61 0.11 0.63 0.13
2MASS J02395604-3424106        For    4129  40 -0.51 0.06 0.59 0.12
2MASS J02395732-3431211        For    4078  44 -0.43 0.07 0.55 0.23
2MASS J02401043-3425177        For    4091  40 -1.01 0.10 0.56 0.12
2MASS J02401677-3429346        For    4054  40 -0.71 0.07 0.50 0.12
2MASS J02401752-3426065        For    4250  42 -0.65 0.09 0.57 0.12
2MASS J02401790-3427010        For    4053  40 -0.67 0.07 0.51 0.12
2MASS J06403111-5055246        Car    4438 106 -1.58 0.05 0.79 0.13
[SHT2013] Scl 03 059           Scl    4449 181 -3.00 0.27 1.05 0.17
[SMS86]  70                    Car    4544 150 -1.58 0.30 0.78 0.24
[STS2015] ET0145               Scl    4453 170 -1.68 0.17 0.86 0.18
[STS2015] ET0206               Scl    4532 169 -1.36 0.07 1.19 0.13
[STS2015] ET0237               Scl    4640 224 -1.48 0.06 1.18 0.16
[V78] 551                      Scl    4609 236 -4.18 0.45 1.44 0.16
[WMO2006] F01-16               For    4007  54 -0.38 0.06 0.43 0.12
[WMO2006] F01-20               For    4253  53 -1.36 0.05 0.61 0.12
[WMO2006] F01-23               For    4086  40 -0.78 0.06 0.52 0.12
[WMO2006] F01-6                For    4088  40 -0.73 0.07 0.52 0.12
[WMO2009] Car-0724             Car    4703 235 -1.54 0.13 1.21 0.15
[WMO2009] Car-1494             Car    4746 382 -0.99 0.28 1.45 0.18
[WMO2009] For-0168             For    4162 136 -1.28 0.14 0.53 0.13
[WMO2009] For-0361             For    4266  70 -1.01 0.11 0.74 0.12
[WMO2009] For-0365             For    4167  41 -0.65 0.06 0.61 0.12
[WMO2009] For-0387             For    4179  60 -0.65 0.11 0.69 0.12
[WMO2009] For-0391             For    4138  61 -0.69 0.07 0.62 0.12
[WMO2009] For-0910             For    4033  43 -0.64 0.05 0.52 0.12
2MASS J06415158-5103355        Car    4711 247 -1.39 0.13 1.29 0.15
2MASS J06415434-5102460        Car    4662 382 -1.52 0.46 1.16 0.30
2MASS J06415460-5057007        Car    4481 135 -1.58 0.11 0.77 0.19
2MASS J06420281-5058597        Car    4637 107 -1.27 0.08 1.08 0.13
2MASS J06420896-5100481        Car    4930 294 -0.91 0.14 1.37 0.16
2MASS J06421749-5056260        Car    4812 198 -1.07 0.10 1.34 0.14
2MASS J06423035-5056331        Car    4642 139 -1.64 0.17 1.29 0.13
2MASS J06423789-5053377        Car    4456 320 -1.85 0.22 1.18 0.17
2MASS J06423853-5056001        Car    4676 252 -1.64 0.20 1.19 0.15
2MASS J08495341+6308216        UMa II 4404 246 -3.39 0.68 1.93 0.19
2MASS J08523350+6305009        UMa II 4580 146 -3.27 0.33 1.84 0.15
2MASS J08525902+6305544        UMa II 4441 246 -2.39 0.24 1.38 0.19
2MASS J10082205+1220204        Leo I  4287  80 -1.20 0.10 0.42 0.20
2MASS J10132736-0134051        Sex    4451  92 -2.04 0.04 1.07 0.13
2MASS J18531290-3032037        Sgr    4425 131 -1.15 0.24 1.46 0.23
2MASS J18531978-3037403        Sgr    3972  48 -0.87 0.07 1.07 0.26
GB07 Scl34                     Scl    4563 163 -1.24 0.10 1.18 0.13
GIU J184323.07-290337.6        Sgr    4634 100 -1.65 0.03 1.40 0.12
GIU J184828.45-294929.7        Sgr    4539  83 -1.37 0.03 1.44 0.12
GIU J185211.31-311907.5        Sgr    4868  40 -1.03 0.02 1.62 0.11
GIU J185259.59-312135.1        Sgr    4755  84 -1.50 0.04 1.63 0.12
GIU J185533.85-300521.2        Sgr    4684  96 -1.37 0.02 1.70 0.12
GIU J185549.44-300349.3        Sgr    4434  40 -1.27 0.02 1.21 0.11
GIU J190039.06-310720.5        Sgr    4875 145 -1.73 0.06 1.68 0.12
GIU J190043.03-311704.3        Sgr    4813 121 -1.66 0.06 1.60 0.12
GIU J190638.43-315135.9        Sgr    4309  40 -1.36 0.01 0.88 0.11
GIU J190651.47-320147.2        Sgr    4541 121 -1.58 0.07 1.47 0.12
Irwin Dra 18009                Dra    4241 235 -2.05 0.24 0.56 0.24
Irwin Dra 19219                Dra    4166 117 -3.20 0.35 0.62 0.14
Irwin Dra 21275                Dra    4004 275 -2.79 0.30 0.42 0.17
Irwin UMi 27940                UMin   3910 155 -1.91 0.21 0.37 0.27
Irwin UMi 28104                UMin   4260 155 -2.14 0.25 0.60 0.21
Irwin UMi 30760                UMin   4340 150 -1.88 0.21 0.72 0.21
Irwin UMi 33533                UMin   4476 319 -3.21 0.36 0.77 0.20
Irwin UMi 36228                UMin   3975 556 -3.49 0.50 0.55 0.27
Irwin UMi 36886                UMin   4521 342 -2.44 0.22 0.83 0.20
Irwin UMi 41065                UMin   4140 300 -2.61 0.30 0.46 0.25
NAME UMI396                    UMin   4334  50 -2.00 0.05 0.70 0.16
NAME UMI446                    UMin   4451  96 -2.65 0.53 1.22 0.12
NAME UMI718                    UMin   4542  98 -2.00 0.08 1.04 0.18
Olsz N37                       UMin   4360 155 -1.58 0.23 0.78 0.20
SCMS  822                      Scl    4712 155 -1.98 0.09 1.31 0.19
SDSS J100814.44+160501.1       Seg I  4807 146 -3.76 0.28 2.35 0.15
SDSS J171810.38+575209.0       Dra    4394 538 -2.38 0.33 0.79 0.25
SDSS J172034.19+575331.9       Dra    4442 155 -1.54 0.15 1.00 0.19
[LPP2003]   522                Sex    5310 146 -1.72 0.33 1.96 0.21
[LPP2003]   528                Sex    4423 278 -2.30 0.36 1.53 0.17
[LPP2003]   530                Sex    4458 242 -2.71 0.26 1.55 0.16
[LPP2003]   534                Sex    4427  91 -2.77 0.46 1.53 0.13
[LPP2003]   545                Sex    4619 105 -1.93 0.15 1.66 0.13
[LPP2003]   561                Sex    4712  40 -2.19 0.17 1.73 0.13
[LPP2003]   570                Sex    4872 153 -2.53 0.39 1.82 0.14
[LPP2003]   641                Sex    4748 289 -2.07 0.21 1.85 0.16
[LPP2003]   642                Sex    4463 308 -2.80 0.91 1.68 0.17
[LPP2003]   690                Sex    4692 131 -1.96 0.07 1.87 0.13
