[NGW2008] 41                   Boo I  Sr II 4215.52 -0.29
[NGW2008] 1137                 Boo I  Mg  I 5528.48  4.15
[NGW2008] 1137                 Boo I  Sr II 4215.52 -1.95
[NGW2008] 1137                 Boo I  Ba II 6141.73 -2.24
[NGW2008] 7                    Boo I  Ti II 5418.77  2.73
[NGW2008] 7                    Boo I  Ni  I 5476.92  3.39
[NGW2008] 7                    Boo I  Ba II 6496.90 -0.62
[NGW2008] 7                    Boo I  Ba II 6141.73 -0.50
[NGW2008] 7                    Boo I  Mg  I 5183.60  5.23
[NGW2008] 41                   Boo I  Ti II 5418.77  3.93
[NGW2008] 1137                 Boo I  Mg  I 5183.60  4.32
[NGW2008] 41                   Boo I  Zn  I 4810.54  2.56
[NGW2008] 41                   Boo I  Eu II 4205.05 -1.03
[NGW2008] 41                   Boo I  Ba II 6141.73 -0.58
[NGW2008] 41                   Boo I  Ba II 5853.69 -0.11
[NGW2008] 41                   Boo I  Mg  I 5528.48  5.39
[NGW2008] 41                   Boo I  Mg  I 5183.60  5.45
[NGW2008] 1137                 Boo I  Cr  I 5409.77  1.58
[NGW2008] 1137                 Boo I  Sr II 4215.52 -2.00
[NGW2008] 1137                 Boo I  Ni  I 5476.92  2.07
[NGW2008] 1137                 Boo I  Sr II 4077.71 -1.84
[NGW2008] 41                   Boo I  Ni  I 5476.92  4.14
[NGW2008] 1137                 Boo I  Sr II 4077.71 -1.77
[NGW2008] 1137                 Boo I  Ba II 6496.90 -2.10
2MASS J06411566-5059480        Car    Ni  I 6643.56  4.82
[SMS86]  70                    Car    Mn  I 5420.36  3.90
[SMS86]  70                    Car     Y II 5402.78  0.37
[SMS86]  70                    Car    Ni  I 6643.56  5.06
[SMS86]  70                    Car    Ni  I 5476.92  4.79
[SMS86]  70                    Car    Ni  I 6177.25  5.01
[MOP2000] C120318              Car    Ba II 6496.90  0.88
[MOP2000] C120318              Car    Ni  I 5476.92  5.34
[MOP2000] C120318              Car    Ni  I 6643.56  4.92
[MOP2000] C120318              Car    Ti II 5418.77  4.11
[SMS86]  70                    Car    Ni  I 6176.82  4.77
[SMS86]  70                    Car    Eu II 6645.21 -0.84
[SMS86]  70                    Car    Ba II 6496.90  0.74
[SMS86]  70                    Car    Ba II 6141.73  0.71
[SMS86]  70                    Car    Ba II 5853.69  0.72
[SMS86]  70                    Car    Sc II 6309.90  1.15
[SMS86]  70                    Car    Sc II 5526.80  1.57
[SMS86]  70                    Car    Mg  I 5528.48  6.74
[LHT2012] MKV0577              Car    Sc II 5526.80  0.73
[LHT2012] MKV0577              Car    Ni  I 5476.92  4.51
[SMS86]  70                    Car    Mn  I 5432.55  3.94
[LHT2012] MKV0577              Car    Ni  I 6643.56  4.27
[SMS86]  70                    Car    Mn  I 6013.51  3.68
[SMS86]  70                    Car    Zn  I 4810.54  2.62
[SMS86]  70                    Car    Cr  I 6330.09  4.57
2MASS J06413647-5056231        Car    Mg  I 5528.48  6.70
