JINA_ID ,Reference     ,Name ,Simbad_Identifier ,Loc ,RA_hms  ,DEC_dms         ,RA_deg    ,DEC_deg   ,Fe/H  ,Teff ,logg ,Vmic ,Li ,Be ,C ,N ,O ,F ,Na ,Mg   ,Al ,Si ,P ,S ,K ,Ca ,Sc    ,Ti   ,V ,Cr   ,Mn   ,Fe ,Co ,Ni   ,Cu ,Zn   ,Ga ,Ge ,As ,Se ,Rb ,Sr    ,Y ,Zr ,Nb ,Mo ,Ru ,Rh ,Pd ,Ag ,Cd ,Sn ,Te ,Ba    ,La ,Ce ,Pr ,Nd ,Sm ,Eu    ,Gd ,Tb ,Dy ,Ho ,Er ,Tm ,Yb ,Lu ,Hf ,W ,Os ,Ir ,Pt ,Au ,Hg ,Pb ,Bi ,Th ,U ,CaII ,TiII ,VII ,CrII ,MnII ,FeII ,Added_by
   6485 ,Reichert+2020 ,     ,                  ,    ,12:48.0 ,-01:29:38.79600 ,153.19995 ,-1.49411  ,-1.41 ,5133 ,1.81 ,     ,   ,   ,  ,  ,  ,  ,   ,5.97 ,   ,   ,  ,  ,  ,   ,0.94  ,3.6  ,  ,4.39 ,     ,   ,   ,4.78 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.5   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6526 ,Reichert+2020 ,     ,                  ,    ,15:03.0 ,-01:29:54.99600 ,153.7625  ,-1.49861  ,-2.93 ,4304 ,0.74 ,     ,   ,   ,  ,  ,  ,  ,   ,4.75 ,   ,   ,  ,  ,  ,   ,0.19  ,2.13 ,  ,     ,     ,   ,   ,3.38 ,   ,1.86 ,   ,   ,   ,   ,   ,0.24  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-1.95 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6470 ,Reichert+2020 ,     ,                  ,    ,12:39.0 ,-01:29:59.02800 ,153.16265 ,-1.49973  ,-1.78 ,4513 ,1.05 ,     ,   ,   ,  ,  ,  ,  ,   ,5.79 ,   ,   ,  ,  ,  ,   ,1.12  ,3.28 ,  ,3.64 ,3.1  ,   ,   ,4.16 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.56  ,   ,   ,   ,   ,   ,-0.64 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6700 ,Reichert+2020 ,     ,                  ,    ,12:40.3 ,-01:29:7.72800  ,153.16779 ,-1.48548  ,-2.3  ,4423 ,1.53 ,     ,   ,   ,  ,  ,  ,  ,   ,5.23 ,   ,   ,  ,  ,  ,   ,0.52  ,3.14 ,  ,2.79 ,     ,   ,   ,3.42 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.01  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6590 ,Reichert+2020 ,     ,                  ,    ,12:27.0 ,-01:30:21.27600 ,153.11262 ,-1.50591  ,-1.53 ,4863 ,1.48 ,     ,   ,   ,  ,  ,  ,  ,   ,5.36 ,   ,   ,  ,  ,  ,   ,0.63  ,3.07 ,  ,4.18 ,     ,   ,   ,4.2  ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.66  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6520 ,Reichert+2020 ,     ,                  ,    ,13:27.3 ,-01:30:56.80800 ,153.36381 ,-1.51578  ,-2.53 ,5312 ,2.4  ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,     ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6472 ,Reichert+2020 ,     ,                  ,    ,13:18.8 ,-01:31:13.83600 ,153.32814 ,-1.52051  ,-2.05 ,4539 ,1.18 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,     ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6710 ,Reichert+2020 ,     ,                  ,    ,13:26.3 ,-01:31:50.30400 ,153.35958 ,-1.53064  ,-2.73 ,4739 ,1.95 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,3.55 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6475 ,Reichert+2020 ,     ,                  ,    ,12:41.6 ,-01:31:57.10800 ,153.17316 ,-1.53253  ,-2.13 ,4586 ,1.31 ,     ,   ,   ,  ,  ,  ,  ,   ,5.25 ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,4.11 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.32  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6703 ,Reichert+2020 ,     ,                  ,    ,12:40.9 ,-01:32:1.32000  ,153.17045 ,-1.5337   ,-1.93 ,4619 ,1.66 ,     ,   ,   ,  ,  ,  ,  ,   ,5.18 ,   ,   ,  ,  ,  ,   ,0.82  ,3.34 ,  ,3.02 ,     ,   ,   ,4.26 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.1  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6707 ,Reichert+2020 ,     ,                  ,    ,13:37.3 ,-01:32:4.56000  ,153.40526 ,-1.5346   ,-2.8  ,4463 ,1.68 ,     ,   ,   ,  ,  ,  ,  ,   ,4.99 ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,3.99 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.86 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6427 ,Reichert+2020 ,     ,                  ,    ,12:41.6 ,-01:32:51.64800 ,153.17335 ,-1.54768  ,-1.81 ,4411 ,0.87 ,     ,   ,   ,  ,  ,  ,  ,   ,5.76 ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,4.32 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.01  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6667 ,Reichert+2020 ,     ,                  ,    ,13:27.4 ,-01:34:4.94400  ,153.36405 ,-1.56804  ,-2.04 ,4451 ,1.07 ,     ,   ,   ,  ,  ,  ,  ,   ,5.7  ,   ,   ,  ,  ,  ,   ,0.89  ,3.12 ,  ,3.5  ,2.98 ,   ,   ,4.1  ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.22  ,   ,   ,   ,   ,   ,-0.74 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6519 ,Reichert+2020 ,     ,                  ,    ,12:59.2 ,-01:34:42.74400 ,153.24656 ,-1.57854  ,-2.17 ,4542 ,1.92 ,     ,   ,   ,  ,  ,  ,  ,   ,5.44 ,   ,   ,  ,  ,  ,   ,0.85  ,     ,  ,     ,     ,   ,   ,3.69 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.08 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6708 ,Reichert+2020 ,     ,                  ,    ,13:11.2 ,-01:35:1.96800  ,153.2968  ,-1.58388  ,-1.96 ,4692 ,1.87 ,     ,   ,   ,  ,  ,  ,  ,   ,5.19 ,   ,   ,  ,  ,  ,   ,0.91  ,     ,  ,3.58 ,     ,   ,   ,4.32 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.01 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6702 ,Reichert+2020 ,     ,                  ,    ,13:18.3 ,-01:35:15.90000 ,153.32615 ,-1.58775  ,-2.77 ,4427 ,1.53 ,     ,   ,   ,  ,  ,  ,  ,   ,4.81 ,   ,   ,  ,  ,  ,   ,0.29  ,     ,  ,     ,     ,   ,   ,3.35 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.79 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6701 ,Reichert+2020 ,     ,                  ,    ,13:41.4 ,-01:35:39.01200 ,153.4227  ,-1.59417  ,-2.71 ,4458 ,1.55 ,     ,   ,   ,  ,  ,  ,  ,   ,4.9  ,   ,   ,  ,  ,  ,   ,1.04  ,2.72 ,  ,     ,     ,   ,   ,2.8  ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6713 ,Reichert+2020 ,     ,                  ,    ,13:08.2 ,-01:35:53.70000 ,153.28428 ,-1.59825  ,-1.73 ,5020 ,2.14 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,4.88 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6484 ,Reichert+2020 ,     ,                  ,    ,13:26.0 ,-01:36:11.08800 ,153.35827 ,-1.60308  ,-1.65 ,4739 ,1.62 ,     ,   ,   ,  ,  ,  ,  ,   ,5.8  ,   ,   ,  ,  ,  ,   ,1.01  ,3.35 ,  ,3.87 ,     ,   ,   ,4.22 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.16  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6486 ,Reichert+2020 ,     ,                  ,    ,13:45.0 ,-01:36:30.92400 ,153.43747 ,-1.60859  ,-3.01 ,4881 ,1.74 ,     ,   ,   ,  ,  ,  ,  ,   ,4.78 ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,     ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6712 ,Reichert+2020 ,     ,                  ,    ,13:26.4 ,-01:36:36.28800 ,153.36008 ,-1.61008  ,-1.68 ,4900 ,2.06 ,     ,   ,   ,  ,  ,  ,  ,   ,5.78 ,   ,   ,  ,  ,  ,   ,1.25  ,     ,  ,     ,     ,   ,   ,4.46 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.54  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6521 ,Reichert+2020 ,     ,                  ,    ,13:37.8 ,-01:38:15.64800 ,153.4077  ,-1.63768  ,-2.19 ,4640 ,1.97 ,     ,   ,   ,  ,  ,  ,  ,   ,     ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,     ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6482 ,Reichert+2020 ,     ,                  ,    ,13:40.2 ,-01:38:48.62400 ,153.41752 ,-1.64684  ,-3.08 ,4145 ,1.24 ,     ,   ,   ,  ,  ,  ,  ,   ,4.67 ,   ,   ,  ,  ,  ,   ,-0.06 ,     ,  ,1.71 ,     ,   ,   ,2.64 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6428 ,Reichert+2020 ,     ,                  ,    ,12:56.3 ,-01:39:21.16800 ,153.23464 ,-1.65588  ,-2.19 ,4746 ,1.7  ,     ,   ,   ,  ,  ,  ,  ,   ,5.09 ,   ,   ,  ,  ,  ,   ,0.62  ,3.02 ,  ,2.69 ,     ,   ,   ,3.86 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.37 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6487 ,Reichert+2020 ,     ,                  ,    ,13:16.7 ,-01:39:56.77200 ,153.3197  ,-1.66577  ,-1.99 ,4693 ,1.67 ,     ,   ,   ,  ,  ,  ,  ,   ,5.61 ,   ,   ,  ,  ,  ,   ,1.31  ,3.41 ,  ,3.31 ,     ,   ,   ,4.16 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.4   ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6711 ,Reichert+2020 ,     ,                  ,    ,12:43.1 ,-01:40:14.98800 ,153.17964 ,-1.67083  ,-1.49 ,4919 ,2.03 ,     ,   ,   ,  ,  ,  ,  ,   ,5.88 ,   ,   ,  ,  ,  ,   ,      ,3.38 ,  ,3.69 ,     ,   ,   ,4.55 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.66  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6518 ,Reichert+2020 ,     ,                  ,    ,13:38.7 ,-01:40:45.91200 ,153.41112 ,-1.67942  ,-2.27 ,4568 ,1.47 ,     ,   ,   ,  ,  ,  ,  ,   ,5.54 ,   ,   ,  ,  ,  ,   ,0.68  ,3.02 ,  ,3.78 ,     ,   ,   ,3.95 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.42 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6473 ,Reichert+2020 ,     ,                  ,    ,13:10.2 ,-01:40:51.13200 ,153.29261 ,-1.68087  ,-1.75 ,4520 ,1.24 ,     ,   ,   ,  ,  ,  ,  ,   ,5.95 ,   ,   ,  ,  ,  ,   ,      ,     ,  ,     ,     ,   ,   ,4.23 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.78  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6705 ,Reichert+2020 ,     ,                  ,    ,13:07.6 ,-01:41:13.09200 ,153.28153 ,-1.68697  ,-2.53 ,4872 ,1.82 ,     ,   ,   ,  ,  ,  ,  ,   ,5.09 ,   ,   ,  ,  ,  ,   ,0.32  ,     ,  ,     ,     ,   ,   ,3.78 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-1.03 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6476 ,Reichert+2020 ,     ,                  ,    ,12:35.9 ,-01:41:15.25200 ,153.1496  ,-1.68757  ,-1.64 ,4733 ,1.48 ,     ,   ,   ,  ,  ,  ,  ,   ,5.73 ,   ,   ,  ,  ,  ,   ,0.97  ,3.23 ,  ,3.53 ,3.31 ,   ,   ,4.67 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.34  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6699 ,Reichert+2020 ,     ,                  ,    ,12:38.9 ,-01:41:45.02400 ,153.1619  ,-1.69584  ,-1.72 ,5310 ,1.96 ,     ,   ,   ,  ,  ,  ,  ,   ,6.14 ,   ,   ,  ,  ,  ,   ,1     ,3.75 ,  ,     ,     ,   ,   ,4.49 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.45  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6477 ,Reichert+2020 ,     ,                  ,    ,12:49.3 ,-01:42:18.03600 ,153.20551 ,-1.70501  ,-2.37 ,4462 ,1.36 ,     ,   ,   ,  ,  ,  ,  ,   ,5.32 ,   ,   ,  ,  ,  ,   ,0.75  ,2.76 ,  ,2.95 ,     ,   ,   ,3.75 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-0.07 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6479 ,Reichert+2020 ,     ,                  ,    ,13:10.2 ,-01:42:7.23600  ,153.2925  ,-1.70201  ,-1.63 ,4743 ,1.55 ,     ,   ,   ,  ,  ,  ,  ,   ,5.94 ,   ,   ,  ,  ,  ,   ,1.03  ,3.33 ,  ,4.14 ,     ,   ,   ,4.64 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.35  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6478 ,Reichert+2020 ,     ,                  ,    ,13:37.4 ,-01:44:32.20800 ,153.40589 ,-1.74228  ,-2.41 ,4571 ,1.45 ,     ,   ,   ,  ,  ,  ,  ,   ,5.31 ,   ,   ,  ,  ,  ,   ,0.51  ,     ,  ,2.69 ,     ,   ,   ,3.26 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.03  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6474 ,Reichert+2020 ,     ,                  ,    ,13:05.9 ,-01:44:51.64800 ,153.27458 ,-1.74768  ,-1.82 ,4640 ,1.37 ,     ,   ,   ,  ,  ,  ,  ,   ,5.65 ,   ,   ,  ,  ,  ,   ,0.95  ,3.28 ,  ,3.68 ,     ,   ,   ,4.29 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.23  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6483 ,Reichert+2020 ,     ,                  ,    ,12:53.9 ,-01:45:27.21600 ,153.22454 ,-1.75756  ,-1.62 ,4804 ,1.66 ,     ,   ,   ,  ,  ,  ,  ,   ,6    ,   ,   ,  ,  ,  ,   ,1.1   ,3.66 ,  ,3.46 ,     ,   ,   ,4.83 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.55  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6591 ,Reichert+2020 ,     ,                  ,    ,12:41.8 ,-01:45:27.36000 ,153.17431 ,-1.7576   ,-1.74 ,4347 ,0.73 ,     ,   ,   ,  ,  ,  ,  ,   ,6.1  ,   ,   ,  ,  ,  ,   ,1.15  ,3.38 ,  ,3.81 ,3.17 ,   ,   ,4.51 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.38  ,   ,   ,   ,   ,   ,-0.66 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6480 ,Reichert+2020 ,     ,                  ,    ,12:45.5 ,-01:47:56.04000 ,153.18947 ,-1.7989   ,-2.29 ,4615 ,1.51 ,     ,   ,   ,  ,  ,  ,  ,   ,5.01 ,   ,   ,  ,  ,  ,   ,0.53  ,2.96 ,  ,     ,     ,   ,   ,3.18 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.49  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6471 ,Reichert+2020 ,     ,                  ,    ,12:27.9 ,-01:48:5.22000  ,153.11629 ,-1.80145  ,-2.78 ,4458 ,1.13 ,     ,   ,   ,  ,  ,  ,  ,   ,4.96 ,   ,   ,  ,  ,  ,   ,0.01  ,2.39 ,  ,2.27 ,     ,   ,   ,3.3  ,   ,2.05 ,   ,   ,   ,   ,   ,0.21  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-1.63 ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6541 ,Reichert+2020 ,     ,                  ,    ,12:37.4 ,-01:49:4.44000  ,153.15571 ,-1.8179   ,-1.34 ,4501 ,0.9  ,     ,   ,   ,  ,  ,  ,  ,   ,6.16 ,   ,   ,  ,  ,  ,   ,1.25  ,3.42 ,  ,4.33 ,3.74 ,   ,   ,4.48 ,   ,     ,   ,   ,   ,   ,   ,      ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.53  ,   ,   ,   ,   ,   ,-0.84 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6530 ,Reichert+2020 ,     ,                  ,    ,13:41.8 ,-02:11:24.39600 ,153.42401 ,-2.19011  ,-2.79 ,4203 ,0.59 ,     ,   ,   ,  ,  ,  ,  ,   ,5.11 ,   ,   ,  ,  ,  ,   ,0.27  ,2.75 ,  ,     ,     ,   ,   ,3.21 ,   ,2.05 ,   ,   ,   ,   ,   ,0.79  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,-1.6  ,   ,   ,   ,   ,   ,      ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
   6671 ,Reichert+2020 ,     ,                  ,    ,43:23.1 ,-29:03:37.65600 ,280.84614 ,-29.06046 ,-1.65 ,4634 ,1.4  ,     ,   ,   ,  ,  ,  ,  ,   ,6.36 ,   ,   ,  ,  ,  ,   ,1.42  ,3.56 ,  ,3.56 ,3.12 ,   ,   ,4.56 ,   ,2.71 ,   ,   ,   ,   ,   ,1.75  ,  ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,0.74  ,   ,   ,   ,   ,   ,-0.64 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,  ,   ,   ,   ,   ,   ,   ,   ,   ,  ,     ,     ,    ,     ,     ,     ,Mohammad
